APSIM output file, version = 5.4
Title = soybean P Sample Simulation
            day           year            lai        biomass  green_biomass        GreenWt         GreenP      SenescedP       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p     LeafGreenP     StemGreenP     RootGreenP      podGreenP         head_p    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover LeafGreenpconc StemGreenpconc grainGreenpconc p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)             (%)             (%)        (g/m^2)        (kg/ha)
            332           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            333           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            334           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            335           1988          0.007            7.5            7.5           5.72           0.01           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.400          0.400          0.000           0.000           0.003           0.00            0.0
            336           1988          0.010            8.5            8.5           5.89           0.01           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.367          0.389          0.000           0.000           0.003           0.00            0.0
            337           1988          0.012            9.4            9.4           6.06           0.01           0.00           0.00          0.804          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.371          0.393          0.182           0.000           0.003           0.00            0.0
            338           1988          0.014           10.4           10.4           6.23           0.01           0.00           0.00          0.850          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.369          0.391          0.238           0.000           0.004           0.00            0.0
            339           1988          0.017           11.9           11.9           6.50           0.01           0.00           0.00          0.851          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.361          0.388          0.245           0.000           0.004           0.00            0.0
            340           1988          0.021           13.6           13.6           6.81           0.01           0.00           0.00          0.818          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.360          0.389          0.265           0.000           0.005           0.00            0.0
            341           1988          0.025           15.5           15.5           7.16           0.01           0.00           0.00          0.826          1.000           1.000          1.000           0.01            0.01           0.00           0.00           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.360          0.388          0.282           0.000           0.006           0.00            0.0
            342           1988          0.028           17.1           17.1           7.47           0.02           0.00           0.00          0.835          1.000           1.000          1.000           0.01            0.01           0.00           0.00           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.365          0.391          0.303           0.000           0.006           0.00            0.0
            343           1988          0.032           18.8           18.8           7.77           0.02           0.00           0.00          0.878          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.367          0.392          0.312           0.000           0.007           0.00            0.0
            344           1988          0.038           21.5           21.5           8.28           0.02           0.00           0.00          0.893          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.359          0.389          0.302           0.000           0.008           0.00            0.0
            345           1988          0.045           24.9           24.9           8.92           0.02           0.00           0.00          0.854          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.359          0.390          0.306           0.000           0.009           0.00            0.0
            346           1988          0.055           29.5           29.5           9.80           0.02           0.00           0.00          0.862          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.356          0.387          0.306           0.000           0.010           0.00            0.0
            347           1988          0.065           33.9           33.9          10.66           0.02           0.00           0.00          0.846          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.361          0.391          0.318           0.000           0.012           0.00            0.0
            348           1988          0.078           40.0           40.0          11.83           0.03           0.00           0.00          0.885          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.01           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.359          0.389          0.317           0.000           0.014           0.00            0.0
            349           1988          0.094           47.8           47.8          13.34           0.03           0.00           0.00          0.876          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.01           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.359          0.390          0.320           0.000           0.017           0.00            0.0
            350           1988          0.114           56.6           56.6          15.07           0.03           0.00           0.00          0.884          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.01           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.361          0.391          0.325           0.000           0.020           0.00            0.0
            351           1988          0.130           64.1           64.1          16.50           0.04           0.00           0.00          0.900          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.01           0.02           0.00           0.00           0.00            0.00           0.00              ?          0.367          0.394          0.334           0.000           0.023           0.00            0.0
            352           1988          0.142           69.6           69.6          17.55           0.04           0.00           0.00          0.935          1.000           1.000          1.000           0.03            0.03           0.00           0.01           0.01           0.02           0.00           0.00           0.00            0.00           0.00              ?          0.370          0.396          0.340           0.000           0.026           0.00            0.0
            353           1988          0.156           76.3           76.3          18.85           0.05           0.00           0.00          0.960          1.000           1.000          1.000           0.03            0.03           0.00           0.02           0.01           0.02           0.00           0.00           0.00            0.00           0.00              ?          0.370          0.396          0.340           0.000           0.028           0.00            0.0
            354           1988          0.189           91.4           91.4          21.81           0.05           0.00           0.01          0.959          1.000           1.000          1.000           0.03            0.03           0.00           0.02           0.01           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.365          0.394          0.333           0.000           0.033           0.00            0.0
            355           1988          0.229          109.8          109.8          25.41           0.06           0.00           0.01          0.930          1.000           1.000          1.000           0.04            0.04           0.00           0.02           0.02           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.368          0.396          0.337           0.000           0.040           0.00            0.0
            356           1988          0.279          133.2          133.2          30.00           0.07           0.00           0.01          0.949          1.000           1.000          1.000           0.05            0.05           0.00           0.03           0.02           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.367          0.395          0.337           0.000           0.049           0.00            0.0
            357           1988          0.336          159.6          159.6          35.19           0.09           0.00           0.01          0.947          1.000           1.000          1.000           0.06            0.06           0.00           0.03           0.03           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.369          0.397          0.340           0.000           0.059           0.00            0.0
            358           1988          0.406          191.8          191.8          41.51           0.10           0.00           0.02          0.959          1.000           1.000          1.000           0.07            0.07           0.00           0.04           0.03           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.360          0.387          0.332           0.000           0.069           0.00            0.0
            359           1988          0.483          227.7          227.7          48.56           0.12           0.00           0.02          0.907          1.000           1.000          1.000           0.08            0.08           0.00           0.04           0.04           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.346          0.373          0.320           0.000           0.079           0.00            0.0
            360           1988          0.566          267.7          267.7          56.42           0.13           0.00           0.03          0.824          1.000           1.000          1.000           0.09            0.09           0.00           0.05           0.04           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.330          0.356          0.305           0.000           0.088           0.00            0.0
            361           1988          0.652          308.7          308.7          64.44           0.14           0.00           0.04          0.724          1.000           1.000          1.000           0.10            0.10           0.00           0.05           0.05           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.316          0.341          0.292           0.000           0.098           0.00            0.0
            362           1988          0.717          340.7          340.7          70.67           0.16           0.00           0.04          0.639          1.000           1.000          1.000           0.11            0.11           0.00           0.06           0.05           0.05           0.00           0.00           0.01            0.00           0.00              ?          0.317          0.341          0.293           0.000           0.108           0.00            0.0
            363           1988          0.810          387.2          387.2          79.76           0.17           0.00           0.05          0.646          1.000           1.000          1.000           0.12            0.12           0.00           0.06           0.06           0.05           0.00           0.00           0.01            0.00           0.00              ?          0.303          0.327          0.281           0.000           0.117           0.00            0.0
            364           1988          0.891          429.7          429.7          88.02           0.18           0.00           0.06          0.564          1.000           1.000          1.000           0.13            0.13           0.00           0.07           0.06           0.05           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.316          0.272           0.000           0.126           0.00            0.0
            365           1988          0.960          468.0          468.0          95.45           0.19           0.00           0.07          0.506          1.000           1.000          1.000           0.13            0.13           0.00           0.07           0.06           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.288          0.310          0.267           0.000           0.135           0.00            0.0
            366           1988          1.024          505.1          505.1         102.60           0.20           0.00           0.08          0.468          1.000           0.936          1.000           0.14            0.14           0.00           0.07           0.07           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.282          0.304          0.262           0.000           0.143           0.00            0.0
              1           1989          1.088          543.0          543.0         109.91           0.21           0.00           0.09          0.437          1.000           0.873          1.000           0.15            0.15           0.00           0.08           0.07           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.277          0.298          0.257           0.000           0.150           0.00            0.0
              2           1989          1.131          568.7          568.7         114.75           0.22           0.00           0.09          0.404          1.000           0.808          1.000           0.16            0.16           0.00           0.08           0.08           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.278          0.299          0.258           0.000           0.158           0.00            0.0
              3           1989          1.186          602.2          602.2         121.15           0.24           0.00           0.09          0.412          1.000           0.825          1.000           0.17            0.17           0.00           0.09           0.08           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.278          0.299          0.258           0.000           0.167           0.00            0.0
              4           1989          1.254          643.5          643.5         129.07           0.25           0.00           0.10          0.411          1.000           0.822          1.000           0.18            0.18           0.00           0.09           0.08           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.272          0.293          0.253           0.000           0.175           0.00            0.0
              5           1989          1.323          685.4          685.4         137.11           0.26           0.00           0.11          0.380          1.000           0.760          1.000           0.18            0.18           0.00           0.10           0.09           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.267          0.287          0.248           0.000           0.183           0.00            0.0
              6           1989          1.364          710.4          710.4         141.76           0.27           0.00           0.12          0.346          1.000           0.691          1.000           0.19            0.19           0.00           0.10           0.09           0.08           0.00           0.00           0.01            0.00           0.00              ?          0.270          0.290          0.251           0.000           0.192           0.00            0.0
              7           1989          1.416          742.6          742.6         147.82           0.28           0.00           0.12          0.366          1.000           0.732          1.000           0.20            0.20           0.00           0.10           0.10           0.08           0.00           0.00           0.01            0.00           0.00              ?          0.270          0.290          0.251           0.000           0.200           0.00            0.0
              8           1989          1.481          782.4          782.4         155.40           0.29           0.00           0.13          0.367          1.000           0.735          1.000           0.21            0.21           0.00           0.11           0.10           0.08           0.00           0.00           0.01            0.00           0.00              ?          0.267          0.287          0.248           0.000           0.209           0.00            0.0
              9           1989          1.544          821.5          821.5         162.82           0.30           0.00           0.14          0.351          1.000           0.702          1.000           0.22            0.22           0.00           0.11           0.10           0.09           0.00           0.00           0.01            0.00           0.00              ?          0.264          0.284          0.246           0.000           0.217           0.00            0.0
             10           1989          1.614          865.0          865.0         171.09           0.31           0.00           0.15          0.333          1.000           0.666          1.000           0.22            0.22           0.00           0.12           0.11           0.09           0.00           0.00           0.01            0.00           0.00              ?          0.259          0.279          0.241           0.000           0.224           0.00            0.0
             11           1989          1.669          899.9          899.9         177.63           0.32           0.00           0.16          0.306          1.000           0.612          1.000           0.23            0.23           0.00           0.12           0.11           0.09           0.00           0.00           0.01            0.00           0.00              ?          0.259          0.278          0.241           0.000           0.233           0.00            0.0
             12           1989          1.733          940.1          940.1         185.23           0.33           0.00           0.17          0.302          1.000           0.604          1.000           0.24            0.24           0.00           0.13           0.12           0.09           0.00           0.00           0.01            0.00           0.00              ?          0.256          0.275          0.238           0.000           0.241           0.00            0.0
             13           1989          1.795          979.4          979.4         189.99           0.35           0.00           0.18          0.289          1.000           0.578          1.000           0.25            0.25           0.00           0.13           0.12           0.10           0.00           0.00           0.01            0.00           0.00              ?          0.254          0.273          0.237           0.000           0.249           0.00            0.0
             14           1989          1.848         1013.5         1013.5         194.05           0.36           0.00           0.17          0.278          1.000           0.557          1.000           0.26            0.26           0.00           0.13           0.12           0.10           0.00           0.00           0.01            0.00           0.00              ?          0.254          0.273          0.236           0.000           0.257           0.00            0.0
             15           1989          1.886         1050.7         1050.7         198.53           0.37           0.00           0.18          0.295          1.000           0.589          1.000           0.27            0.27           0.00           0.14           0.13           0.10           0.00           0.00           0.01            0.00           0.00              ?          0.253          0.275          0.238           0.000           0.266           0.00            0.0
             16           1989          1.926         1090.4         1090.2         203.32           0.38           0.00           0.18          0.318          1.000           0.637          1.000           0.27            0.27           0.00           0.14           0.13           0.10           0.00           0.00           0.01            0.00           0.00              ?          0.251          0.276          0.238           0.000           0.273           0.00            0.0
             17           1989          1.971         1135.2         1134.6         208.76           0.39           0.00           0.18          0.331          1.000           0.663          1.000           0.28            0.28           0.00           0.15           0.14           0.10           0.00           0.00           0.01            0.00           0.00              ?          0.248          0.276          0.237           0.000           0.281           0.00            0.0
             18           1989          2.020         1184.2         1183.4         214.77           0.40           0.00           0.19          0.337          1.000           0.673          1.000           0.29            0.29           0.00           0.15           0.14           0.11           0.00           0.00           0.01            0.00           0.00              ?          0.244          0.274          0.236           0.000           0.289           0.00            0.0
             19           1989          2.071         1235.7         1234.7         221.10           0.40           0.00           0.20          0.336          1.000           0.673          1.000           0.30            0.30           0.00           0.15           0.14           0.11           0.00           0.00           0.01            0.00           0.00              ?          0.240          0.273          0.233           0.000           0.296           0.00            0.0
             20           1989          2.110         1278.8         1276.3         226.19           0.41           0.00           0.20          0.333          1.000           0.665          1.000           0.30            0.30           0.00           0.16           0.15           0.11           0.00           0.00           0.01            0.00           0.00              ?          0.238          0.273          0.233           0.000           0.304           0.00            0.0
             21           1989          2.147         1329.9         1323.4         232.09           0.42           0.00           0.21          0.339          1.000           0.678          1.000           0.31            0.31           0.00           0.16           0.15           0.11           0.00           0.00           0.01            0.00           0.00              ?          0.235          0.271          0.231           0.000           0.310           0.00            0.0
             22           1989          2.167         1367.0         1355.9         236.06           0.43           0.00           0.21          0.336          1.000           0.673          1.000           0.32            0.32           0.00           0.16           0.15           0.11           0.00           0.00           0.01            0.00           0.00              ?          0.234          0.272          0.230           0.000           0.317           0.00            0.0
             23           1989          2.183         1400.3         1384.3         239.49           0.44           0.00           0.21          0.346          1.000           0.692          1.000           0.33            0.32           0.00           0.16           0.15           0.11           0.00           0.00           0.01            0.00           0.00              ?          0.233          0.273          0.231           0.000           0.323           0.00            0.0
             24           1989          2.200         1433.8         1413.0         242.96           0.44           0.00           0.21          0.360          1.000           0.719          1.000           0.33            0.33           0.00           0.17           0.16           0.11           0.01           0.01           0.01            0.00           0.00              ?          0.233          0.274          0.231           0.000           0.329           0.00            0.0
             25           1989          2.220         1485.7         1456.0         248.45           0.45           0.01           0.21          0.370          1.000           0.740          1.000           0.34            0.33           0.00           0.17           0.16           0.12           0.01           0.01           0.01            0.00           0.00              ?          0.230          0.273          0.228           0.000           0.334           0.00            0.0
             26           1989          2.246         1543.9         1505.1         254.76           0.46           0.01           0.22          0.365          1.000           0.730          1.000           0.35            0.34           0.00           0.17           0.16           0.12           0.01           0.01           0.01            0.00           0.00              ?          0.226          0.271          0.225           0.000           0.339           0.00            0.0
             27           1989          2.260         1588.9         1541.4         259.34           0.46           0.01           0.23          0.355          1.000           0.709          1.000           0.35            0.34           0.00           0.17           0.17           0.12           0.01           0.01           0.01            0.00           0.00              ?          0.224          0.270          0.224           0.000           0.345           0.00            0.0
             28           1989          2.280         1642.0         1585.0         264.92           0.47           0.01           0.23          0.354          1.000           0.708          1.000           0.36            0.35           0.00           0.17           0.17           0.12           0.01           0.01           0.01            0.00           0.00              ?          0.220          0.269          0.221           0.000           0.349           0.00            0.0
             29           1989          2.300         1695.1         1628.6         270.49           0.47           0.01           0.24          0.347          1.000           0.695          1.000           0.36            0.35           0.00           0.17           0.17           0.12           0.01           0.01           0.01            0.00           0.00              ?          0.217          0.267          0.219           0.000           0.354           0.00            0.0
             30           1989          2.311         1751.7         1672.2         276.17           0.48           0.01           0.25          0.340          1.000           0.680          1.000           0.37            0.36           0.00           0.17           0.17           0.12           0.01           0.01           0.01            0.00           0.00              ?          0.214          0.265          0.216           0.000           0.358           0.00            0.0
             31           1989          2.324         1808.3         1716.5         281.92           0.48           0.02           0.26          0.333          1.000           0.666          1.000           0.38            0.36           0.00           0.17           0.18           0.12           0.01           0.01           0.01            0.00           0.00              ?          0.211          0.263          0.213           0.000           0.362           0.00            0.0
             32           1989          2.320         1858.6         1751.3         286.50           0.49           0.02           0.26          0.324          1.000           0.649          1.000           0.38            0.36           0.00           0.17           0.18           0.12           0.02           0.02           0.01            0.00           0.00              ?          0.208          0.262          0.211           0.000           0.365           0.00            0.0
             33           1989          2.305         1896.1         1774.0         289.44           0.49           0.02           0.26          0.323          1.000           0.646          1.000           0.39            0.37           0.00           0.17           0.18           0.12           0.02           0.02           0.01            0.00           0.00              ?          0.207          0.263          0.210           0.000           0.368           0.00            0.0
             34           1989          2.276         1931.3         1790.7         291.71           0.49           0.02           0.26          0.329          1.000           0.659          1.000           0.39            0.37           0.00           0.17           0.18           0.12           0.02           0.02           0.01            0.00           0.00              ?          0.207          0.264          0.210           0.000           0.371           0.00            0.0
             35           1989          2.240         1947.5         1792.3         291.83           0.50           0.03           0.25          0.339          1.000           0.677          1.000           0.40            0.37           0.00           0.17           0.19           0.12           0.02           0.02           0.01            0.00           0.00              ?          0.209          0.267          0.211           0.000           0.374           0.00            0.0
             36           1989          2.211         1960.2         1793.3         291.79           0.50           0.03           0.25          0.358          1.000           0.717          1.000           0.40            0.38           0.00           0.17           0.19           0.12           0.02           0.02           0.01            0.00           0.00              ?          0.211          0.271          0.213           0.000           0.378           0.00            0.0
             37           1989          2.198         1994.2         1813.9         294.41           0.51           0.03           0.25          0.380          1.000           0.759          1.000           0.41            0.38           0.00           0.17           0.19           0.13           0.02           0.02           0.01            0.00           0.00              ?          0.212          0.273          0.214           0.000           0.384           0.00            0.0
             38           1989          2.190         2036.8         1841.9         298.03           0.52           0.03           0.25          0.393          1.000           0.786          1.000           0.42            0.39           0.00           0.17           0.20           0.13           0.02           0.02           0.01            0.00           0.00              ?          0.212          0.273          0.213           0.000           0.390           0.00            0.0
             39           1989          2.129         2081.1         1868.8         300.63           0.52           0.03           0.25          0.401          1.000           0.803          1.000           0.43            0.39           0.00           0.17           0.20           0.13           0.03           0.03           0.01            0.00           0.00              ?          0.214          0.281          0.214           0.000           0.394           0.00            0.0
             40           1989          2.065         2129.2         1898.9         303.58           0.53           0.04           0.24          0.407          1.000           0.814          1.000           0.43            0.40           0.01           0.16           0.20           0.13           0.03           0.04           0.01            0.00           0.00              ?          0.212          0.281          0.211           0.139           0.392           0.00            0.0
             41           1989          2.005         2179.5         1932.1         306.86           0.53           0.04           0.25          0.405          1.000           0.810          1.000           0.44            0.40           0.01           0.16           0.20           0.13           0.03           0.04           0.01           -0.00           0.00              ?          0.209          0.281          0.208           0.181           0.389           0.00            0.0
             42           1989          1.935         2213.2         1946.1         308.08           0.54           0.04           0.24          0.399          1.000           0.798          1.000           0.45            0.41           0.02           0.15           0.20           0.13           0.03           0.05           0.01           -0.00           0.00              ?          0.209          0.281          0.208           0.205           0.386           0.00            0.0
             43           1989          1.870         2244.7         1959.3         309.20           0.54           0.05           0.24          0.411          1.000           0.823          1.000           0.45            0.41           0.03           0.15           0.20           0.13           0.03           0.06           0.01           -0.00           0.00              ?          0.208          0.280          0.209           0.218           0.382           0.00            0.0
             44           1989          1.809         2289.4         1986.5         311.85           0.54           0.05           0.24          0.425          1.000           0.849          1.000           0.46            0.41           0.03           0.14           0.20           0.13           0.04           0.07           0.01            0.00           0.00              ?          0.206          0.280          0.207           0.225           0.378           0.00            0.0
             45           1989          1.749         2335.5         2015.6         314.70           0.55           0.05           0.24          0.423          1.000           0.846          1.000           0.47            0.42           0.04           0.14           0.20           0.13           0.04           0.08           0.01            0.00           0.00              ?          0.204          0.278          0.205           0.232           0.374           0.00            0.0
             46           1989          1.688         2379.3         2042.3         317.30           0.55           0.05           0.24          0.419          1.000           0.839          1.000           0.47            0.42           0.05           0.13           0.20           0.13           0.04           0.09           0.01           -0.00           0.00              ?          0.201          0.276          0.203           0.236           0.369           0.00            0.0
             47           1989          1.628         2421.2         2067.1         319.69           0.55           0.06           0.24          0.417          1.000           0.835          1.000           0.48            0.42           0.06           0.13           0.20           0.13           0.04           0.10           0.01            0.00           0.00              ?          0.199          0.273          0.202           0.240           0.364           0.00            0.0
             48           1989          1.567         2458.9         2087.5         321.61           0.56           0.06           0.23          0.417          1.000           0.834          1.000           0.48            0.42           0.07           0.12           0.20           0.13           0.04           0.11           0.01           -0.00           0.00              ?          0.197          0.270          0.202           0.244           0.358           0.00            0.0
             49           1989          1.507         2494.1         2105.8         323.30           0.56           0.06           0.23          0.420          1.000           0.841          1.000           0.49            0.43           0.07           0.11           0.19           0.13           0.04           0.12           0.01            0.00           0.00              ?          0.195          0.267          0.202           0.246           0.352           0.00            0.0
             50           1989          1.442         2529.3         2122.6         324.84           0.56           0.06           0.23          0.426          1.000           0.851          1.000           0.49            0.43           0.08           0.11           0.19           0.13           0.05           0.13           0.01            0.00           0.00              ?          0.193          0.264          0.201           0.248           0.346           0.00            0.0
             51           1989          1.377         2564.2         2139.1         326.35           0.57           0.07           0.23          0.431          1.000           0.863          1.000           0.50            0.43           0.09           0.10           0.19           0.13           0.05           0.14           0.01            0.00           0.00              ?          0.191          0.261          0.201           0.250           0.339           0.00            0.0
             52           1989          1.310         2587.5         2143.4         326.55           0.57           0.07           0.22          0.437          1.000           0.875          1.000           0.50            0.44           0.10           0.10           0.19           0.14           0.05           0.15           0.01            0.00           0.00              ?          0.192          0.260          0.204           0.253           0.335           0.00            0.0
             53           1989          1.237         2614.4         2149.7         326.98           0.58           0.07           0.22          0.466          1.000           0.933          1.000           0.51            0.44           0.11           0.09           0.19           0.14           0.05           0.16           0.01            0.00           0.00              ?          0.193          0.260          0.207           0.254           0.332           0.00            0.0
             54           1989          1.180         2639.5         2158.6         327.65           0.58           0.07           0.21          0.493          1.000           0.987          1.000           0.52            0.45           0.12           0.09           0.19           0.14           0.06           0.17           0.01           -0.00           0.00              ?          0.194          0.260          0.210           0.255           0.329           0.00            0.0
             55           1989          1.123         2658.5         2161.5         327.67           0.59           0.08           0.20          0.518          1.000           1.000          1.000           0.53            0.45           0.13           0.08           0.18           0.14           0.06           0.19           0.01           -0.00           0.00              ?          0.196          0.259          0.213           0.257           0.326           0.00            0.0
             56           1989          1.066         2687.6         2174.5         328.80           0.60           0.08           0.19          0.550          1.000           1.000          1.000           0.54            0.46           0.14           0.08           0.18           0.14           0.06           0.20           0.01           -0.00           0.00              ?          0.196          0.260          0.215           0.257           0.323           0.00            0.0
             57           1989          1.008         2717.4         2188.0         329.98           0.60           0.08           0.18          0.570          1.000           1.000          1.000           0.55            0.46           0.15           0.07           0.18           0.14           0.07           0.21           0.01           -0.00           0.00              ?          0.197          0.260          0.216           0.258           0.319           0.00            0.0
