ApsimVersion = 6.1
Title = orobanchen Sample Simulation
            day           year     faba_stage       faba_lai   faba_biomass     faba_yield            daa     orob_stage   orob_biomass     population population_dead population_alive    attach_area
          (day)         (year)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()        (kg/ha) (parasites/m2)  (parasites/m2)   (parasites/m2)             ()
            165           1988          3.853          0.370          240.1            0.0             23          1.760            0.0          0.000           0.000            0.000          0.000
            166           1988          3.881          0.418          272.3            0.0             24          1.795            0.0          0.000           0.000            0.000          0.000
            167           1988          3.911          0.476          310.3            0.0             25          1.830            0.0          0.000           0.000            0.000          0.000
            168           1988          3.943          0.528          345.6            0.0             26          1.867            0.0          0.000           0.000            0.000          0.000
            169           1988          3.977          0.588          385.2            0.0             27          1.906            0.0          0.000           0.000            0.000          0.000
            170           1988          4.000          0.656          430.7            0.0             28          1.946            0.0          0.000           0.000            0.000          0.000
            171           1988          4.057          0.735          483.4            0.0             29          1.985            0.0          0.000           0.000            0.000          0.000
            172           1988          4.098          0.823          541.7            0.0             30          2.071            0.0          0.000           0.000            0.000          0.000
            173           1988          4.143          0.918          605.4            0.0             31          2.159            0.0          0.000           0.000            0.000          0.000
            174           1988          4.181          1.017          671.3            0.0             32          2.251            0.0          0.000           0.000            0.000          0.000
            175           1988          4.219          1.125          743.0            0.0             33          2.338            0.0          0.000           0.000            0.000          0.000
            176           1988          4.260          1.238          818.5            0.0             34          2.418            0.0          0.000           0.000            0.000          0.000
            177           1988          4.305          1.354          895.7            0.0             35          2.500            0.0          0.000           0.000            0.000          0.000
            178           1988          4.350          1.472          974.9            0.0             36          2.587            0.0          0.000           0.000            0.000          0.000
            179           1988          4.399          1.618         1071.7            0.0             37          2.677            0.0          0.000           0.000            0.000          0.000
            180           1988          4.440          1.773         1175.1            0.0             38          2.770            0.0          0.000           0.000            0.000          0.000
            181           1988          4.476          1.913         1268.5            0.0             39          2.860            0.0          0.000           0.000            0.000          0.000
            182           1988          4.511          2.060         1366.5            0.0             40          2.935            0.0          0.000           0.000            0.000          0.000
            183           1988          4.549          2.219         1472.6            0.0             41          3.005            0.0          0.000           0.000            0.000          0.000
            184           1988          4.591          2.346         1557.5            0.0             42          3.070            0.0          0.336           0.000            0.336          0.169
            185           1988          4.640          2.423         1608.7            0.0             43          3.139            0.0          0.373           0.000            0.373          0.177
            186           1988          4.689          2.507         1664.9            0.0             44          3.222            0.0          0.410           0.000            0.410          0.182
            187           1988          4.748          2.606         1730.8            0.0             45          3.314            0.0          0.455           0.000            0.455          0.187
            188           1988          4.801          2.777         1844.7            0.0             46          3.424            0.0          0.515           0.000            0.515          0.193
            189           1988          4.845          2.947         1957.9            0.0             47          3.536            0.0          0.597           0.000            0.597          0.204
            190           1988          4.891          3.128         2078.9            0.0             48          3.627            0.0          0.679           0.000            0.679          0.215
            191           1988          4.940          3.326         2211.5            0.0             49          3.709            0.0          0.767           0.000            0.767          0.227
            192           1988          4.995          3.479         2314.6            0.0             50          3.795            0.0          0.871           0.000            0.871          0.240
            193           1988          5.000          3.575         2380.2            0.0             51          3.891            0.0          0.981           0.000            0.981          0.250
            194           1988          6.000          3.641         2460.9            0.0             52          3.983            0.0          1.083           0.000            1.083          0.256
            195           1988          6.026          3.719         2580.8            0.0             53          4.037            0.0          1.195           0.000            1.195          0.261
            196           1988          6.041          3.811         2708.5            0.0             54          4.085            0.0          1.341           0.000            1.341          0.270
            197           1988          6.055          3.911         2842.1            0.0             55          4.131            0.0          1.508           0.000            1.508          0.281
            198           1988          6.069          4.006         2970.7            0.0             56          4.176            0.0          1.700           0.000            1.700          0.294
            199           1988          6.085          4.107         3108.3            0.0             57          4.219            0.0          1.908           0.000            1.908          0.306
            200           1988          6.098          4.216         3255.7            0.0             58          4.266            0.0          2.162           0.000            2.162          0.321
            201           1988          6.111          4.333         3413.7            0.0             59          4.308            0.0          2.438           0.000            2.438          0.337
            202           1988          6.126          4.435         3556.9            0.0             60          4.345            0.0          2.735           0.000            2.735          0.355
            203           1988          6.143          4.508         3667.9            0.0             61          4.387            0.0          3.078           0.000            3.078          0.372
            204           1988          6.159          4.563         3759.5            0.0             62          4.442            0.0          3.496           0.000            3.496          0.385
            205           1988          6.170          4.644         3888.2            0.0             63          4.497            0.0          3.937           0.000            3.937          0.395
            206           1988          6.181          4.715         4007.4            0.0             64          4.536            0.0          4.378           0.000            4.378          0.411
            207           1988          6.193          4.810         4162.4            0.0             65          4.564            0.0          4.750           0.000            4.750          0.425
            208           1988          6.208          4.911         4329.7            0.0             66          4.594            0.0          5.220           0.000            5.220          0.445
            209           1988          6.219          4.980         4462.0            0.0             67          4.636            0.0          5.878           0.000            5.878          0.466
            210           1988          6.231          5.059         4611.2            0.0             68          4.671            0.0          6.467           0.000            6.467          0.483
            211           1988          6.243          5.124         4747.3            0.0             69          4.701            0.0          7.062           0.000            7.062          0.502
            212           1988          6.259          5.194         4892.7            0.0             70          4.731            0.0          7.704           0.000            7.704          0.520
            213           1988          6.272          5.274         5056.3            0.0             71          4.771            0.0          8.552           0.000            8.552          0.539
            214           1988          6.286          5.345         5213.2            0.0             72          4.812            0.0          9.533           0.000            9.533          0.561
            215           1988          6.301          5.401         5355.0            0.0             73          4.850            0.0         10.545           0.000           10.545          0.583
            216           1988          6.317          5.469         5516.0            0.0             74          4.893            0.0         11.718           0.000           11.718          0.602
            217           1988          6.334          5.529         5670.2            0.0             75          4.944            0.0         13.248           0.000           13.248          0.624
            218           1988          6.350          5.578         5813.7            0.0             76          5.000            0.0         20.265           0.000           20.265          0.645
            219           1988          6.367          5.610         5938.3            0.0             77          5.008            0.0         20.914           0.000           20.914          0.664
            220           1988          6.377          5.629         6045.5            0.0             78          5.016            0.0         21.450           0.000           21.450          0.681
            221           1988          6.386          5.642         6145.2            0.0             79          5.017            0.0         21.909           0.000           21.909          0.696
            222           1988          6.394          5.656         6246.8            0.0             80          5.018            0.0         22.338           0.000           22.338          0.709
            223           1988          6.404          5.689         6374.0            0.0             81          5.018            0.0         22.779           0.000           22.779          0.723
            224           1988          6.417          5.750         6540.6            0.0             82          5.019            0.0         23.344           0.000           23.344          0.741
            225           1988          6.431          5.802         6698.3            0.0             83          5.024            0.0         24.099           0.000           24.099          0.765
            226           1988          6.444          5.853         6859.4            0.0             84          5.029            0.0         24.801           0.000           24.801          0.788
            227           1988          6.457          5.901         7018.6            0.0             85          5.033            0.0         25.502           0.000           25.502          0.810
            228           1988          6.472          5.942         7172.2            0.0             86          5.038            0.0         26.177           0.000           26.177          0.831
            229           1988          6.488          5.989         7336.8            0.0             87          5.044            0.0         26.812           0.000           26.812          0.851
            230           1988          6.503          6.034         7501.0            0.0             88          5.051            0.0         27.479           0.000           27.479          0.873
            231           1988          6.523          6.063         7646.4            0.0             89          5.059            0.0         28.128           0.000           28.128          0.893
            232           1988          6.545          6.092         7793.3            0.0             90          5.070            0.0         28.684           0.000           28.684          0.911
            233           1988          6.562          6.141         7969.1            0.0             91          5.080            0.0         29.233           0.000           29.233          0.928
            234           1988          6.580          6.170         8122.2            0.0             92          5.090            0.0         29.885           0.000           29.885          0.949
            235           1988          6.603          6.147         8206.8            0.0             93          5.102            0.0         30.430           0.000           30.430          0.966
            236           1988          6.626          6.143         8313.1            0.0             94          5.114            0.0         30.705           0.000           30.705          0.975
            237           1988          6.641          6.144         8425.9            0.0             95          5.124            0.0         31.059           0.000           31.059          0.986
            238           1988          6.657          6.175         8577.8            0.0             96          5.128            0.0         31.430           0.000           31.430          0.998
            239           1988          6.677          6.199         8722.3            0.0             97          5.132            0.0         31.939           0.000           31.939          1.014
            240           1988          6.698          6.181         8812.4            0.0             98          5.138            0.0         32.415           0.000           32.415          1.029
            241           1988          6.718          6.179         8920.9            0.0             99          5.147            0.0         32.690           0.000           32.690          1.038
            242           1988          6.735          6.216         9082.2            0.0            100          5.154            0.0         33.029           0.000           33.029          1.049
            243           1988          6.753          6.256         9250.2            0.0            101          5.157            0.0         33.550           0.000           33.550          1.065
            244           1988          6.773          6.226         9326.9            0.0            102          5.162            0.0         34.086           0.000           34.086          1.082
            245           1988          6.795          6.192         9395.2            0.0            103          5.169            0.0         34.298           0.000           34.298          1.089
            246           1988          6.820          6.205         9523.1            0.0            104          5.177            0.0         34.480           0.000           34.480          1.095
            247           1988          6.843          6.244         9686.0            0.0            105          5.186            0.0         38.777           0.000           38.777          1.107
            248           1988          6.866          6.256         9817.3            0.0            106          5.197            0.0         47.814           0.000           47.814          1.123
            249           1988          6.891          6.226         9892.0            0.0            107          5.209            0.0         54.764           0.000           54.764          1.135
            250           1988          6.917          6.223         9999.3            0.0            109          5.228            0.0         54.764          32.424           22.340          1.141
            251           1988          6.942          6.207        10089.3            0.0            110          5.238            0.0         63.555          32.424           31.130          1.150
            252           1988          6.966          6.254        10262.4            0.0            111          5.247            0.0         67.798          32.424           35.374          1.158
            253           1988          6.991          6.284        10416.3            0.0            112          5.256            0.0         76.893          32.424           44.468          1.174
            254           1988          7.000          6.169        10565.1          106.0            113          5.264            0.0         84.676          32.424           52.251          1.187
            255           1988          7.020          6.062        10704.0          215.2            114          5.273            0.0         89.325          32.424           56.900          1.195
            256           1988          7.034          5.962        10801.4          326.3            115          5.286            0.0         93.481          32.424           61.057          1.203
            257           1988          7.046          5.869        10973.9          442.8            116          5.297            0.0         95.799          32.424           63.374          1.207
            258           1988          7.054          5.781        11007.9          556.2            117          5.306            0.0        101.244          32.424           68.819          1.216
            259           1988          7.066          5.698        11157.1          677.5            118          5.309            0.0        100.752          32.424           68.328          1.215
            260           1988          7.078          5.621        11315.8          802.8            119          5.318            0.0        105.067          32.424           72.643          1.223
            261           1988          7.089          5.548        11531.7          936.3            120          5.326            0.0        109.659          32.424           77.234          1.231
            262           1988          7.100          5.479        11750.8         1074.8            121          5.337            0.0        116.489          32.424           84.064          1.243
            263           1988          7.112          5.415        11954.2         1216.3            122          5.347            0.0        123.263          32.424           90.838          1.255
            264           1988          7.122          5.353        12148.0         1361.1            123          5.354            0.0        129.208          32.424           96.783          1.265
            265           1988          7.133          5.295        12360.1         1512.3            124          5.358            0.0        134.597          32.424          102.172          1.274
            266           1988          7.145          5.240        12572.2         1668.0            125          5.364            0.0        140.547          32.424          108.123          1.285
            267           1988          7.158          5.188        12776.0         1826.9            126          5.372            0.0        146.424          32.424          114.000          1.295
            268           1988          7.172          5.139        12975.8         1989.5            127          5.382            0.0        151.899          32.424          119.474          1.305
            269           1988          7.185          5.092        13182.4         2157.5            128          5.394            0.0        157.145          32.424          124.721          1.314
            270           1988          7.198          5.048        13369.7         2326.3            129          5.406            0.0        162.591          32.424          130.166          1.323
            271           1988          7.212          5.005        13496.2         2487.9            130          5.419            0.0        167.208          32.424          134.784          1.331
            272           1988          7.226          4.965        13638.6         2655.2            131          5.432            0.0        169.363          32.424          136.939          1.335
            273           1988          7.237          4.921        13811.1         2831.6            132          5.447            0.0        172.097          32.424          139.673          1.340
            274           1988          7.247          4.885        13925.4         2999.1            133          5.460            0.0        175.963          32.424          143.539          1.347
            275           1988          7.263          4.850        14059.6         3173.5            134          5.476            0.0        177.488          32.424          145.063          1.349
            276           1988          7.277          4.816        14257.3         3365.5            135          5.491            0.0        179.753          32.424          147.328          1.353
            277           1988          7.289          4.710        14383.8         3544.0            136          5.502            0.0        184.480          32.424          152.056          1.361
            278           1988          7.301          4.665        14486.8         3719.8            137          5.514            0.0        185.852          32.424          153.427          1.364
            279           1988          7.311          4.641        14545.6         3885.9            138          5.531            0.0        185.814          32.424          153.390          1.364
            280           1988          7.322          4.617        14628.5         4059.8            139          5.540            0.0        184.125          32.424          151.700          1.361
            281           1988          7.335          4.549        14735.0         4242.1            140          5.552            0.0        182.776          32.424          150.352          1.358
            282           1988          7.350          4.488        14851.7         4429.9            141          5.567            0.0        181.623          32.424          149.198          1.356
            283           1988          7.365          4.468        14968.1         4620.3            142          5.582            0.0        180.287          32.424          147.862          1.354
            284           1988          7.381          4.399        15100.1         4817.9            143          5.598            0.0        178.511          32.424          146.086          1.351
            285           1988          7.397          4.274        15188.7         5004.2            144          5.611            0.0        176.447          32.424          144.022          1.347
            286           1988          7.410          4.151        15248.4         5183.6            145          5.622            0.0        173.481          32.424          141.056          1.342
            287           1988          7.423          4.039        15289.9         5358.9            146          5.637            0.0        169.988          32.424          137.564          1.336
            288           1988          7.436          3.939        15327.8         5534.6            147          5.653            0.0        166.162          32.424          133.737          1.329
            289           1988          7.448          3.855        15363.1         5710.8            148          5.668            0.0        162.337          32.424          129.913          1.323
            290           1988          7.461          3.720        15385.7         5883.2            149          5.680            0.0        158.532          32.424          126.108          1.316
            291           1988          7.476          3.624        15427.6         6064.8            150          5.696            0.0        154.749          32.424          122.324          1.310
            292           1988          7.492          3.485        15458.9         6243.6            151          5.713            0.0        150.980          32.424          118.555          1.303
            293           1988          7.507          3.349        15478.7         6419.4            152          5.725            0.0        147.232          32.424          114.807          1.296
            294           1988          7.519          3.218        15478.5         6588.2            153          5.738            0.0        143.505          32.424          111.080          1.290
            295           1988          7.532          3.093        15472.5         6755.4            154          5.754            0.0        139.801          32.424          107.376          1.283
            296           1988          7.543          3.061        15469.0         6922.9            155          5.768            0.0        136.116          32.424          103.691          1.277
            297           1988          7.560          2.967        15488.4         7008.2            156          5.773            0.0        132.449          32.424          100.024          1.271
            298           1988          7.581          2.912        15554.4         7103.4            157          5.788            0.0        128.796          32.424           96.371          1.264
            299           1988          7.599          2.801        15568.4         7163.4            158          5.800            0.0        125.150          32.424           92.726          1.258
            300           1988          7.618          2.693        15583.0         7214.3            159          5.813            0.0        121.535          32.424           89.110          1.252
            301           1988          7.635          2.584        15586.4         7255.0            160          5.826            0.0        117.937          32.424           85.513          1.245
            302           1988          7.650          2.475        15578.1         7284.8            161          5.841            0.0        114.360          32.424           81.936          1.239
            303           1988          7.664          2.377        15565.9         7309.0            162          5.857            0.0        110.804          32.424           78.379          1.233
            304           1988          7.678          2.294        15554.5         7332.4            163          5.870            0.0        107.266          32.424           74.841          1.227
            305           1988          7.692          2.214        15542.1         7354.4            164          5.879            0.0        103.745          32.424           71.321          1.221
            306           1988          7.709          2.144        15541.8         7384.3            165          5.888            0.0        100.242          32.424           67.818          1.214
            307           1988          7.725          2.062        15536.1         7412.1            166          5.901            0.0         96.755          32.424           64.330          1.208
            308           1988          7.741          1.975        15524.0         7434.4            167          5.916            0.0         93.286          32.424           60.861          1.202
            309           1988          7.757          1.898        15513.2         7455.9            168          5.933            0.0         89.836          32.424           57.411          1.196
            310           1988          7.773          1.822        15501.0         7476.0            169          5.946            0.0         86.403          32.424           53.978          1.190
            311           1988          7.797          1.822        15549.8         7538.9            170          5.959            0.0         82.987          32.424           50.563          1.184
            312           1988          7.819          1.751        15557.2         7582.2            171          5.969            0.0         79.575          32.424           47.151          1.178
            313           1988          7.841          1.677        15560.6         7616.8            172          5.979            0.0         76.191          32.424           43.766          1.172
            314           1988          7.860          1.602        15552.1         7640.4            173          5.990            0.0         72.824          32.424           40.399          1.167
            315           1988          7.880          1.533        15544.0         7661.1            174          6.000            0.0         69.476          32.424           37.052          1.161
            316           1988          7.900          1.470        15538.5         7682.5            175          6.000            0.0         66.145          32.424           33.721          1.155
            317           1988          7.921          1.409        15534.4         7704.9            176          6.000            0.0         62.831          32.424           30.406          1.149
            318           1988          7.943          1.349        15529.8         7726.8            177          6.000            0.0         59.532          32.424           27.108          1.143
            319           1988          7.963          1.289        15519.9         7744.4            178          6.000            0.0         56.251          32.424           23.826          1.138
            320           1988          7.982          1.234        15510.6         7761.0            179          6.000            0.0         52.987          32.424           20.563          1.132
            321           1988          8.000          1.220        15580.6         7802.7            180          6.000            0.0         49.739          32.424           17.315          1.126
            322           1988          9.000          1.176        15603.3         7802.7            181          6.000            0.0         55.570          32.424           23.146          1.137
            323           1988         10.000          0.000        15608.8         7802.7            182          6.000            0.0         54.457          32.424           22.032          1.135
            324           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            325           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            326           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            327           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            328           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            329           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            330           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            331           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            332           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            333           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            334           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            335           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            336           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            337           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            338           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            339           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            340           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            341           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            342           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            343           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            344           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            345           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            346           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            347           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            348           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            349           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            350           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            351           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            352           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            353           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            354           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            355           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            356           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            357           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            358           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            359           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            360           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
            361           1988          0.000          0.000            0.0            0.0              0          0.000            0.0          0.000           0.000            0.000          0.000
