Summary_file = Sorgrass.sum
Title = Sorghum summer-grass Simulation
       day      year       weed_lai   weed_biomass weed_grn_biomass            lai        biomass  green_biomass          yield
       134      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       135      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       136      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       137      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       138      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       139      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       140      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       141      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       142      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       143      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       144      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       145      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       146      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       147      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       148      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       149      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       150      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       151      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       152      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       153      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       154      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       155      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       156      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       157      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       158      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       159      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       160      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       161      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       162      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       163      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       164      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       165      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       166      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       167      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       168      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       169      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       170      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       171      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       172      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       173      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       174      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       175      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       176      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       177      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       178      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       179      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       180      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       181      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       182      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       183      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       184      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       185      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       186      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       187      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       188      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       189      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       190      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       191      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       192      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       193      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       194      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       195      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       196      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       197      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       198      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       199      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       200      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       201      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       202      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       203      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       204      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       205      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       206      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       207      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       208      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       209      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       210      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       211      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       212      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       213      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       214      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       215      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       216      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       217      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       218      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       219      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       220      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       221      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       222      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       223      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       224      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       225      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       226      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       227      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       228      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       229      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       230      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       231      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       232      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       233      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       234      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       235      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       236      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       237      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       238      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       239      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       240      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       241      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       242      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       243      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       244      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       245      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       246      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       247      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       248      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       249      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       250      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       251      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       252      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       253      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       254      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       255      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       256      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       257      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       258      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       259      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       260      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       261      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       262      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       263      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       264      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       265      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       266      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       267      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       268      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       269      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       270      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       271      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       272      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       273      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       274      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       275      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       276      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       277      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       278      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       279      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       280      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       281      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       282      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       283      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       284      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       285      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       286      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       287      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       288      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       289      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       290      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       291      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       292      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       293      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       294      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       295      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       296      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       297      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       298      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       299      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       300      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       301      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       302      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       303      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       304      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       305      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       306      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       307      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       308      1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       309      1988          0.000          0.000            0.000          0.002         20.000         19.000          0.000
       310      1988          0.000          0.000            0.000          0.018         20.238         19.238          0.000
       311      1988          0.000          0.000            0.000          0.019         21.000         20.000          0.000
       312      1988          0.004          9.000            9.000          0.025         22.662         21.662          0.000
       313      1988          0.005          9.651            9.651          0.031         25.412         24.412          0.000
       314      1988          0.007         10.724           10.724          0.038         29.490         28.490          0.000
       315      1988          0.011         12.220           12.220          0.047         34.354         33.354          0.000
       316      1988          0.015         14.278           14.278          0.057         40.123         39.123          0.000
       317      1988          0.022         17.237           17.237          0.067         47.141         46.141          0.000
       318      1988          0.028         21.490           21.490          0.077         55.480         54.480          0.000
       319      1988          0.034         27.138           27.138          0.090         65.477         64.477          0.000
       320      1988          0.042         34.427           34.427          0.108         77.644         76.644          0.000
       321      1988          0.046         38.757           38.757          0.117         84.662         83.662          0.000
       322      1988          0.050         45.282           45.282          0.128         95.212         94.212          0.000
       323      1988          0.057         55.757           55.757          0.147        112.103        111.103          0.000
       324      1988          0.066         68.118           68.118          0.172        132.296        131.296          0.000
       325      1988          0.000          0.000            0.000          0.198        151.146        150.146          0.000
       326      1988          0.000          0.000            0.000          0.238        174.955        173.955          0.000
       327      1988          0.000          0.000            0.000          0.287        201.421        200.421          0.000
       328      1988          0.000          0.000            0.000          0.333        239.361        238.361          0.000
       329      1988          0.000          0.000            0.000          0.392        282.959        281.959          0.000
       330      1988          0.000          0.000            0.000          0.458        332.484        331.484          0.000
       331      1988          0.000          0.000            0.000          0.532        388.534        387.534          0.000
       332      1988          0.000          0.000            0.000          0.624        447.839        446.839          0.000
       333      1988          0.000          0.000            0.000          0.694        523.959        522.959          0.000
       334      1988          0.000          0.000            0.000          0.784        609.251        606.120          0.000
       335      1988          0.000          0.000            0.000          0.885        706.780        703.135          0.000
       336      1988          0.000          0.000            0.000          0.996        809.839        805.575          0.000
       337      1988          0.000          0.000            0.000          1.132        921.376        916.330          0.000
       338      1988          0.000          0.000            0.000          1.283       1026.504       1020.455          0.000
       339      1988          0.000          0.000            0.000          1.428       1161.326       1154.084          0.000
       340      1988          0.000          0.000            0.000          1.581       1306.874       1298.277          0.000
       341      1988          0.000          0.000            0.000          1.735       1449.661       1439.467          0.000
       342      1988          0.000          0.000            0.000          1.910       1559.295       1547.180          0.000
       343      1988          0.000          0.000            0.000          2.071       1661.156       1646.784          0.000
       344      1988          0.000          0.000            0.000          2.226       1809.991       1793.090          0.000
       345      1988          0.000          0.000            0.000          2.367       1977.831       1958.038          0.000
       346      1988          0.000          0.000            0.000          2.494       2175.662       2152.599          0.000
       347      1988          0.000          0.000            0.000          2.596       2342.021       2315.540          0.000
       348      1988          0.000          0.000            0.000          2.673       2538.198       2508.418          0.000
       349      1988          0.000          0.000            0.000          2.733       2745.228       2712.362          0.000
       350      1988          0.000          0.000            0.000          2.800       2941.798       2905.088          0.000
       351      1988          0.000          0.000            0.000          2.863       3080.770       3039.353          0.000
       352      1988          0.000          0.000            0.000          2.903       3170.548       3124.946          0.000
       353      1988          0.000          0.000            0.000          2.938       3269.118       3219.246          0.000
       354      1988          0.000          0.000            0.000          2.981       3464.947       3408.676          0.000
       355      1988          0.000          0.000            0.000          2.992       3671.911       3608.357          0.000
       356      1988          0.000          0.000            0.000          2.982       3891.360       3820.674          0.000
       357      1988          0.000          0.000            0.000          2.971       4093.660       4015.068          0.000
       358      1988          0.000          0.000            0.000          2.959       4300.593       4213.828          0.000
       359      1988          0.000          0.000            0.000          2.946       4503.471       4407.178          0.000
       360      1988          0.000          0.000            0.000          2.932       4716.309       4610.269          0.000
       361      1988          0.000          0.000            0.000          2.916       4931.721       4814.851          0.000
       362      1988          0.000          0.000            0.000          2.899       5100.604       4971.864          0.000
       363      1988          0.000          0.000            0.000          2.883       5325.979       5185.532          0.000
       364      1988          0.000          0.000            0.000          2.863       5536.930       5382.771          0.000
       365      1988          0.000          0.000            0.000          2.842       5733.091       5563.999         49.040
       366      1988          0.000          0.000            0.000          2.819       5925.508       5740.873         97.145
         1      1989          0.000          0.000            0.000          2.796       6125.810       5924.907        147.220
         2      1989          0.000          0.000            0.000          2.773       6265.188       6047.882        182.065
         3      1989          0.000          0.000            0.000          2.746       6441.026       6205.087        226.024
         4      1989          0.000          0.000            0.000          2.716       6645.582       6388.430        479.103
         5      1989          0.000          0.000            0.000          2.683       6860.058       6579.741        750.741
         6      1989          0.000          0.000            0.000          2.649       6994.616       6690.876        953.793
         7      1989          0.000          0.000            0.000          2.612       7162.617       6832.898       1177.590
         8      1989          0.000          0.000            0.000          2.573       7352.368       6994.971       1407.718
         9      1989          0.000          0.000            0.000          2.530       7539.146       7151.951       1643.525
        10      1989          0.000          0.000            0.000          2.486       7749.781       7331.887       1916.044
        11      1989          0.000          0.000            0.000          2.437       7926.367       7474.435       2157.053
        12      1989          0.000          0.000            0.000          2.391       8125.569       7641.008       2390.986
        13      1989          0.000          0.000            0.000          2.338       8320.987       7799.417       2633.104
        14      1989          0.000          0.000            0.000          2.289       8490.627       7934.921       2841.379
        15      1989          0.000          0.000            0.000          2.236       8669.049       8076.287       3057.236
        16      1989          0.000          0.000            0.000          2.182       8844.109       8213.124       3270.930
        17      1989          0.000          0.000            0.000          2.124       9020.223       8348.920       3488.285
        18      1989          0.000          0.000            0.000          2.063       9199.176       8485.220       3722.965
        19      1989          0.000          0.000            0.000          2.000       9377.064       8618.701       3970.972
        20      1989          0.000          0.000            0.000          1.933       9521.160       8716.190       4200.519
        21      1989          0.000          0.000            0.000          1.865       9685.637       8833.395       4445.554
        22      1989          0.000          0.000            0.000          1.791       9798.738       8894.021       4656.959
        23      1989          0.000          0.000            0.000          1.713       9895.136       8936.190       4748.936
        24      1989          0.000          0.000            0.000          1.650       9985.097       8981.864       4827.971
        25      1989          0.000          0.000            0.000          1.595      10114.553       9073.211       4899.149
        26      1989          0.000          0.000            0.000          1.540      10254.475       9174.556       4970.789
        27      1989          0.000          0.000            0.000          1.489      10362.572       9247.106       5038.731
        28      1989          0.000          0.000            0.000          1.435      10487.688       9334.123       5109.909
        29      1989          0.000          0.000            0.000          1.381      10611.597       9420.499       5180.625
        30      1989          0.000          0.000            0.000          1.318      10742.801       9507.222       5268.442
        31      1989          0.000          0.000            0.000          1.258      10870.009       9592.512       5369.200
        32      1989          0.000          0.000            0.000          1.186      10979.405       9651.337       5472.039
        33      1989          0.000          0.000            0.000          1.161      11055.992       9710.715       5472.039
        34      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        35      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        36      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        37      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        38      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        39      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        40      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        41      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        42      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        43      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        44      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        45      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        46      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        47      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        48      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        49      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        50      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        51      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        52      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        53      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        54      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        55      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        56      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        57      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        58      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        59      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        60      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        61      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        62      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        63      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        64      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        65      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        66      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        67      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        68      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        69      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        70      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        71      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        72      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        73      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        74      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        75      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        76      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        77      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        78      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        79      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        80      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        81      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        82      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        83      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        84      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        85      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        86      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        87      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        88      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        89      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        90      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        91      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        92      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        93      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        94      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        95      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        96      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        97      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        98      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
        99      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       100      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       101      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       102      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       103      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       104      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       105      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       106      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       107      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       108      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       109      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       110      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       111      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       112      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       113      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       114      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       115      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       116      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       117      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       118      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       119      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       120      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       121      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       122      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       123      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       124      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       125      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       126      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       127      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       128      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       129      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       130      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       131      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       132      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
       133      1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
