Summary_file = p12-97.sum
Title = south plots
year,month,day,day_month,period,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),sw(11),sw(12),sw(13),sw(14),sw(15),sw(16),sw(17),sw(18),sw(19),sw(20),sw(21),sw(22),sw(23),sw(24),sw(25),sw(26),sw(27),sw(28),no3(1-24)(1),no3(1-24)(2),no3(1-24)(3),no3(1-24)(4),no3(1-24)(5),no3(1-24)(6),no3(1-24)(7),no3(1-24)(8),no3(1-24)(9),no3(1-24)(10),no3(1-24)(11),no3(1-24)(12),no3(1-24)(13),no3(1-24)(14),no3(1-24)(15),no3(1-24)(16),no3(1-24)(17),no3(1-24)(18),no3(1-24)(19),no3(1-24)(20),no3(1-24)(21),no3(1-24)(22),no3(1-24)(23),no3(1-24)(24),nh4(1-8)(1),nh4(1-8)(2),nh4(1-8)(3),nh4(1-8)(4),nh4(1-8)(5),nh4(1-8)(6),nh4(1-8)(7),nh4(1-8)(8),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,T,ET,swdep,es,runoff,drain,eo,h,drain_25,drain_90,drain_180,cum_rain,cum_ET,cum_E,cum_T,cdrain_25,cdrain_90,cdrain180,cum_drain,no3(),nh4(),nit_tot(),leach_no3,cleach_25,cleach_90,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],surfaceom_n,surfaceom_wt,surfaceom_cover,L_dlt_n_fixed,W_biomass_n,W_root_n,L_biomass_n,L_root_n,C_biomass_n,C_root_n,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,cumnetdrain130
1998,5,128,8,3.000000,0.069916,0.160448,0.200476,0.219840,0.233909,0.244918,0.250036,0.224901,0.203725,0.218901,0.247362,0.284680,0.306545,0.322086,0.325173,0.326870,0.327767,0.319066,0.307500,0.296194,0.297407,0.296922,0.293020,0.304442,0.310315,0.310538,0.310737,0.310827,0.002425,0.011135,0.026201,0.069933,0.218555,2.732951,1.676342,0.191378,0.002990,0.000523,0.000398,0.002373,1.298392,1.552618,1.553595,1.564442,1.614885,1.646845,1.666590,1.649644,1.226393,2.413283,3.590187,3.276173,0.001694,0.018028,0.055845,0.147150,0.212595,0.075285,0.043689,0.000000,3.061200,1.871432,0.510597,0.043689,56.792141,146.568817,272.433075,3.899371,1.033062,0.532441,0.021845,69.293915,109.330841,5.400000,0.056039,22.702385,1767.194092,20.985264,0.000000,0.592339,35.191956,0.000000,1.304957,-0.023966,-0.032577,51.399998,30.845716,30.782419,0.063295,8.869460,-0.047410,0.000000,1.256355,39.605103,0.604601,8899.656250,0.013035,1.182166,-0.000050,0.000000,139.297516,13.165146,8706.982422,0.134322,2.912434,33.156540,4097.758301,0.560061,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,46.733673,18.696980,4.434805,0.182546,0.293582,4.348737,95.034431,1347.862549,0.795269,1.245813,6.704415,0.009784,-0.314550
1998,5,143,23,3.000000,0.075311,0.176692,0.205482,0.221293,0.228834,0.238507,0.243794,0.229838,0.203812,0.218918,0.247616,0.285177,0.306437,0.321858,0.324921,0.326625,0.327549,0.318861,0.307312,0.296009,0.297215,0.296736,0.292890,0.304313,0.310211,0.310436,0.310638,0.310731,0.000000,0.001497,0.002656,0.004464,0.613870,2.160666,1.411971,0.232218,0.002757,0.000482,0.000384,0.002342,1.285734,1.553053,1.558015,1.569460,1.619659,1.650965,1.669998,1.652646,1.229104,2.419501,3.597827,3.269753,0.000000,0.014901,0.026131,0.042938,0.139337,0.076755,0.047901,0.000000,2.783153,1.647620,0.300062,0.047901,56.118160,146.480026,272.440216,3.489139,0.941442,0.324013,0.023951,68.307854,109.528770,11.000000,0.453512,11.492929,1765.839920,11.298199,0.000000,0.565216,30.435923,0.000000,-0.064452,-0.026052,-0.033277,62.399998,42.634735,42.080624,0.554106,8.807450,-0.073598,0.000000,1.821571,39.070484,0.398318,8899.856445,0.012369,1.235156,-0.000074,0.000000,141.157639,12.799946,8706.430664,0.106241,2.148496,31.865675,3938.226562,0.545773,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,48.156174,19.206310,4.561182,0.213240,0.130416,4.149662,96.503120,1347.744141,0.050434,3.576795,5.791659,0.009017,-0.454849
1998,5,150,30,3.000000,0.063493,0.092356,0.179516,0.206348,0.223452,0.236678,0.242172,0.231125,0.203870,0.218926,0.247740,0.285390,0.306390,0.321756,0.324809,0.326516,0.327451,0.318769,0.307228,0.295926,0.297128,0.296653,0.292831,0.304254,0.310164,0.310390,0.310593,0.310687,0.000067,0.000241,0.013626,1.550099,0.113681,2.087255,1.399444,0.250149,0.002647,0.000447,0.000367,0.002312,1.279652,1.552934,1.559822,1.571592,1.621707,1.652737,1.671458,1.653936,1.230293,2.422273,3.601748,3.267180,0.000000,0.000000,0.124935,24.177151,0.203981,0.076250,0.048613,0.000000,3.764969,1.652871,24.582317,0.048633,53.511909,146.469543,272.443054,4.464691,0.952965,24.606623,0.024322,65.620537,109.586891,0.000000,0.056757,3.165128,1762.955280,2.617409,0.000000,0.255020,13.287691,0.000000,-0.021530,-0.012835,-0.015715,62.399998,45.264351,44.698036,0.566308,8.786295,-0.086493,0.000000,2.076591,40.042625,24.681601,8926.984375,0.005559,1.254466,-0.000084,0.000000,143.018005,12.926010,8706.315430,0.047325,0.803700,32.133442,3852.705811,0.541655,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,48.689022,19.392651,4.605847,1.601927,24.370079,4.225214,98.003281,1347.780273,18.780153,0.678336,5.778706,0.008655,-0.517963
1998,6,165,14,3.000000,0.256123,0.256465,0.256946,0.259052,0.257410,0.250426,0.245247,0.233762,0.204033,0.218944,0.248021,0.285806,0.306295,0.321550,0.324579,0.326292,0.327251,0.318578,0.307053,0.295753,0.296947,0.296478,0.292708,0.304132,0.310065,0.310293,0.310499,0.310594,0.953677,1.491713,2.549625,5.494641,6.096836,2.887426,1.522201,0.296692,0.002024,0.000358,0.000311,0.001961,1.267003,1.552678,1.563757,1.576254,1.626202,1.656645,1.674712,1.656834,1.232935,2.428379,3.611422,3.262761,0.003374,0.001990,0.225977,4.388346,1.819080,0.147833,0.052085,0.000000,19.473917,1.821430,6.586600,0.052085,63.694599,147.096710,272.448090,20.235018,1.060174,6.612643,0.026043,75.956932,110.032318,22.800001,0.067119,11.121197,1773.207366,11.936894,0.000000,0.528786,26.563974,0.000000,0.577207,-0.028865,-0.033984,85.199989,57.283432,56.634926,0.648506,9.384479,-0.115478,0.000000,2.605376,55.894535,6.689545,8928.715820,0.011484,1.373723,-0.000107,0.000000,147.576996,12.455548,8706.098633,0.172660,1.425133,29.829281,3578.851562,0.515444,0.000000,0.055127,?,0.000000,0.000000,0.000000,0.000000,49.505699,19.806959,4.708183,12.521935,5.226047,3.912121,101.793839,1347.899780,53.026368,31.580462,6.206817,0.006613,-0.648736
1998,6,169,18,3.000000,0.128646,0.198014,0.216335,0.231271,0.241162,0.245368,0.244594,0.234648,0.204090,0.218948,0.248098,0.285909,0.306271,0.321497,0.324520,0.326234,0.327199,0.318529,0.307008,0.295708,0.296900,0.296433,0.292676,0.304100,0.310039,0.310268,0.310474,0.310569,0.872477,2.135824,3.293512,5.218950,5.971758,2.839899,1.538248,0.312698,0.001735,0.000312,0.000278,0.001780,1.263438,1.552351,1.564582,1.577300,1.627225,1.657531,1.675438,1.657479,1.233550,2.429852,3.614048,3.261736,0.000544,0.016202,0.295993,3.253610,1.525957,0.136513,0.052942,0.000000,20.332420,1.853132,5.228819,0.052942,58.824825,147.137192,272.449158,21.101543,1.083869,5.255290,0.026471,71.054527,110.097672,0.400000,0.058043,5.085367,1768.232951,5.180851,0.000000,0.137098,7.408968,0.000000,0.046084,-0.007995,-0.009121,85.599983,62.520798,61.815777,0.705020,9.416934,-0.123503,0.000000,2.742473,56.776897,5.332814,8928.545898,0.002968,1.398186,-0.000112,0.000000,148.050217,12.353037,8706.030273,0.024842,0.251330,29.589027,3550.281738,0.512625,0.000000,0.084311,?,0.000000,0.000000,0.000000,0.000000,49.646229,19.879496,4.726377,13.511349,4.075001,3.838918,102.185333,1347.902344,56.415962,33.016635,6.288983,0.005669,-0.682664
1998,7,184,3,3.000000,0.298686,0.299391,0.300106,0.302329,0.291707,0.266787,0.265058,0.286926,0.291160,0.317678,0.323790,0.327026,0.337543,0.343532,0.327702,0.326125,0.327014,0.318350,0.306842,0.295544,0.296729,0.296268,0.292559,0.303984,0.309945,0.310176,0.310383,0.310479,0.000182,0.000385,0.000523,0.086124,1.273275,3.587548,4.248599,4.591692,4.189196,2.299373,0.601177,0.109834,1.172033,1.624088,1.583075,1.581061,1.630475,1.660308,1.677661,1.659448,1.235549,2.434862,3.623698,3.258574,0.004297,0.009042,0.012125,0.017759,0.101558,0.758726,0.305964,0.069972,4.948037,15.629449,0.903507,0.375936,71.139336,194.787125,299.539673,7.072337,13.204560,1.056489,0.222954,84.392242,149.155167,99.799988,0.193584,13.222619,1854.773694,12.561346,0.000000,0.500206,18.143551,0.000000,74.602646,26.696407,-0.023857,185.399979,75.279739,74.377136,0.902626,84.152992,26.953064,0.000000,3.242679,55.558884,1.330759,8928.861328,0.010798,16.776834,0.568001,0.000000,153.986984,11.814389,8706.168945,0.474553,0.015674,27.179234,3263.583496,0.483419,0.000000,0.208912,?,0.000000,0.000000,0.000000,0.000000,50.159386,20.047720,4.770467,0.511639,0.077076,3.766357,106.132851,1348.139038,0.712174,5.819882,16.028924,9.591980,7.474105
1998,7,189,8,3.000000,0.301617,0.302362,0.303113,0.305414,0.294154,0.265547,0.262102,0.285095,0.291319,0.316072,0.322553,0.325378,0.336698,0.344336,0.336377,0.327125,0.326998,0.318294,0.306789,0.295491,0.296673,0.296214,0.292521,0.303946,0.309914,0.310146,0.310353,0.310450,0.118327,0.267358,0.486328,0.192944,0.257876,3.298461,3.870536,4.224030,4.188350,2.173344,0.530165,0.101331,1.131812,1.605517,1.624122,1.587308,1.631772,1.661242,1.678401,1.660103,1.236214,2.436522,3.626914,3.257794,2.910559,6.962761,11.910180,3.331549,0.164380,0.595994,0.246172,0.045379,4.621294,14.721343,25.875423,0.291551,71.426781,193.887344,300.813110,6.556562,12.520992,25.998508,0.168465,84.531860,148.526962,6.400000,0.143497,5.080061,1855.484239,5.339694,0.000000,0.162025,7.665601,0.000000,0.671623,1.606282,0.143750,191.799973,80.807106,79.716835,1.090303,84.763092,28.437967,0.000000,3.404704,54.262848,26.218098,9018.787109,0.003487,16.846632,0.599521,63.730713,156.731735,11.583540,8706.259766,0.094630,-0.004114,26.052465,3129.435059,0.469161,0.000000,0.294056,?,0.000000,0.000000,0.000000,0.000000,50.417553,20.117886,4.787949,1.150916,25.169842,3.750930,107.941513,1348.251587,1.579370,1.168893,14.767315,9.584781,9.496820
1998,7,204,23,3.000000,0.319416,0.320459,0.321487,0.324462,0.310989,0.281544,0.280125,0.302870,0.303089,0.322895,0.329758,0.333240,0.343450,0.348764,0.343056,0.337756,0.329504,0.318453,0.306677,0.295344,0.296512,0.296058,0.292409,0.303835,0.309824,0.310058,0.310266,0.310363,0.409471,0.857085,1.910524,5.443827,8.090535,5.264117,3.813067,3.687551,4.266922,2.471725,0.568657,0.107776,1.041838,1.565989,1.634179,1.639328,1.647678,1.665272,1.680476,1.661755,1.237953,2.440992,3.635829,3.255889,1.749999,4.860728,12.071575,27.234348,14.535632,2.655965,0.428944,0.090760,21.975559,14.523594,63.108246,0.519704,75.688454,201.317657,306.677979,23.882093,12.332731,63.322720,0.305232,89.694679,154.335632,35.400002,0.556961,15.596508,1875.311133,14.572756,0.000000,0.472684,21.781061,0.000000,14.955651,5.869796,2.595883,227.199966,95.907455,94.289589,1.617881,100.947441,37.045555,0.000000,3.877388,71.374275,63.678963,9015.585938,0.010144,19.366179,0.796077,1.404095,161.806992,10.965967,8706.355469,0.488012,-0.143890,24.150562,2902.849854,0.444186,0.000000,0.654750,?,0.000000,0.000000,0.000000,0.000000,50.806229,20.286917,4.828896,11.317752,50.761860,3.604877,111.170143,1348.441895,41.945064,34.687373,13.612039,9.385415,15.136390
1998,8,219,7,3.000000,0.327618,0.328533,0.329430,0.331999,0.317560,0.288087,0.276524,0.296378,0.294952,0.321137,0.328213,0.331635,0.342569,0.352116,0.351809,0.351158,0.349181,0.338547,0.323418,0.308038,0.303062,0.297910,0.292356,0.303729,0.309737,0.309972,0.310181,0.310279,0.266496,0.804992,2.202067,7.122024,14.932789,11.011709,5.468313,3.646674,3.693295,2.670099,0.922847,0.238859,0.795586,1.380106,1.587492,1.649446,1.700931,1.735697,1.752003,1.726800,1.267256,2.461983,3.645121,3.254923,0.004112,0.770779,2.979308,10.766443,12.426388,3.731451,0.702797,0.113416,36.340076,15.939805,30.678480,0.816213,77.417641,198.581467,308.446899,39.074234,12.744225,31.029879,0.464814,91.243820,151.934006,33.399998,1.479731,14.497530,1893.904250,12.827821,0.000000,0.453671,21.695082,0.000000,18.429064,21.332134,17.189169,260.599945,110.260506,107.117409,3.143129,118.846725,57.099407,0.000000,4.331059,87.276375,31.543655,9007.541016,0.009696,24.669979,1.329021,0.000000,171.555893,10.364336,8706.798828,1.587188,-0.006053,20.020771,2410.178711,0.385779,0.000000,1.490353,?,0.000000,0.000000,0.000000,0.000000,51.297600,20.478380,4.872817,15.373176,18.662771,3.456821,118.299095,1348.925415,53.629924,62.698052,19.775212,8.347802,35.753941
1998,8,234,22,3.000000,0.317715,0.318751,0.319795,0.322831,0.309285,0.277798,0.265579,0.287637,0.290112,0.319105,0.325354,0.328883,0.340416,0.350229,0.350597,0.350950,0.349572,0.338026,0.322633,0.309322,0.310224,0.309055,0.301859,0.311563,0.312193,0.310043,0.310105,0.310197,0.113008,0.302587,0.802210,2.662484,8.800287,8.294126,4.260451,2.397185,1.863496,1.194296,0.511842,0.280070,0.680644,1.229242,1.492836,1.588664,1.647904,1.674907,1.689216,1.680944,1.268527,2.506081,3.739601,3.335069,0.007813,0.014242,0.017596,0.036780,3.528153,1.713330,0.383521,0.054703,20.974701,9.971349,5.317914,0.438224,75.061378,195.194901,306.560486,23.104927,7.585203,5.509675,0.246463,88.340347,149.380554,30.799999,9.400679,23.088341,1900.598292,13.771104,0.000000,0.435966,33.278332,0.000000,14.713363,14.040785,14.809868,291.399994,133.930267,120.888512,13.041788,133.038879,70.002937,0.000000,4.767027,65.345741,5.801188,8973.184570,0.009282,30.563349,1.612135,0.000000,184.965073,9.648321,8707.424805,1.807935,0.639303,14.050075,1696.002808,0.290136,0.000000,4.626194,?,0.000000,0.000000,0.000000,0.000000,52.376217,20.821907,4.939581,6.813718,1.252482,3.244872,128.293320,1349.610718,20.618262,37.938204,16.042103,4.282240,49.678635
1998,8,238,26,3.000000,0.289899,0.290484,0.291078,0.292921,0.283438,0.262046,0.261204,0.283464,0.290246,0.315526,0.322312,0.325631,0.337890,0.347797,0.348403,0.348910,0.348131,0.338176,0.323791,0.310614,0.311281,0.309869,0.301989,0.312361,0.315911,0.311390,0.310160,0.310182,0.175322,0.294582,0.563515,1.544765,5.202410,4.935470,2.609728,1.432106,1.079108,0.645294,0.255103,0.262426,0.660784,1.194917,1.462636,1.563862,1.626710,1.660246,1.679849,1.674170,1.264467,2.497489,3.725083,3.332249,0.007501,0.014493,0.019519,0.038200,1.982440,1.222720,0.293265,0.036483,12.716064,5.893788,3.284873,0.329748,69.355133,193.340073,304.175446,14.020928,4.461372,3.431505,0.183116,82.415314,148.048706,0.200000,3.387444,6.058974,1893.899142,2.650585,0.000000,0.113533,9.360019,0.000000,1.178829,1.457707,3.971469,291.600006,140.715851,123.539093,17.176779,134.033722,71.022522,0.000000,4.880560,52.704704,3.658684,8959.940430,0.002412,30.868732,1.623079,0.000000,186.608200,9.520247,8707.449219,0.288329,0.358530,13.260661,1601.375244,0.276402,0.000000,5.762653,?,0.000000,0.000000,0.000000,0.000000,52.767845,20.928215,4.957500,4.312321,0.740526,3.204912,129.416458,1349.682007,13.184160,24.472881,9.991163,2.478607,51.861340
1998,9,253,10,3.000000,0.068386,0.120480,0.178394,0.189709,0.194294,0.215009,0.223330,0.257183,0.275967,0.300292,0.310777,0.317597,0.331545,0.341972,0.343239,0.343978,0.343286,0.333426,0.319788,0.307403,0.308552,0.307532,0.300715,0.311254,0.316477,0.316629,0.316775,0.316838,0.000000,0.000270,0.003081,0.005920,0.138531,0.239837,0.103875,0.048068,0.028132,0.005716,0.003008,0.024057,0.630028,1.135515,1.399920,1.504517,1.569011,1.600543,1.621327,1.618157,1.225618,2.426023,3.647606,3.276899,0.000000,0.002696,0.028414,0.055329,0.181027,0.285748,0.095676,0.024130,0.387639,0.187295,0.553214,0.121770,48.775940,180.582550,297.948364,0.439577,0.133853,0.601052,0.073932,59.942448,138.338303,4.200000,31.237265,40.011868,1855.559662,8.357037,0.000000,3.436472,43.719059,0.000000,0.082538,-0.805786,5.153764,295.800018,179.819138,131.896133,47.923042,134.045639,69.986122,0.000000,8.317036,33.571209,0.716753,8942.708008,0.072429,30.909855,1.622540,0.000000,191.584351,9.459601,8707.375000,0.735759,2.777658,10.148979,1227.851196,0.219575,0.000000,7.423497,?,0.000000,0.000000,0.000000,0.000000,55.009529,21.472410,5.035495,0.055448,0.146781,3.216182,133.109634,1349.899536,0.078018,0.950662,0.465117,0.067960,53.689636
1998,9,267,24,3.000000,0.320233,0.321265,0.322282,0.325210,0.311718,0.282387,0.282017,0.306401,0.305361,0.320458,0.323821,0.317362,0.328521,0.339241,0.340553,0.341219,0.340556,0.330899,0.317634,0.305541,0.306826,0.305902,0.299509,0.310167,0.315485,0.315645,0.315791,0.315860,0.001644,0.003377,0.004740,0.007523,0.022826,0.091309,0.092999,0.073738,0.044282,0.007384,0.002708,0.002368,0.618627,1.109435,1.367688,1.471536,1.536994,1.568914,1.590533,1.586395,1.200655,2.377242,3.581987,3.222517,0.011431,0.023586,0.033379,0.053883,0.098560,0.097859,0.062479,0.028437,0.131419,0.219757,0.318698,0.097733,75.885452,201.119598,297.517578,0.177918,0.171904,0.349937,0.066494,89.986282,154.636642,67.099998,12.472322,17.887659,1896.750571,5.735972,0.000000,7.598291,32.343132,0.000000,24.026966,-0.888775,1.653185,362.900055,198.129654,137.632095,60.497585,160.364960,71.385201,0.000000,15.915325,32.652706,0.459440,8943.502930,0.157849,31.004684,1.622725,0.000000,193.458878,9.752813,8707.179688,0.568057,2.312872,8.518975,1031.799683,0.188005,0.000000,7.437744,?,0.000000,0.000000,0.000000,0.000000,56.785351,21.862644,5.089004,0.024893,0.155132,3.391100,134.430267,1349.967285,0.057830,0.097637,0.329765,0.096678,53.877529
1998,10,280,7,3.000000,0.260870,0.261112,0.261243,0.261042,0.252205,0.219056,0.210532,0.248387,0.272410,0.297949,0.309438,0.317503,0.331861,0.342101,0.342157,0.341299,0.339633,0.329514,0.316336,0.304399,0.305798,0.305011,0.298639,0.309398,0.314798,0.314975,0.315134,0.315208,0.008317,0.017735,0.031673,0.055151,0.112133,0.150669,0.125814,0.081125,0.043434,0.006692,0.003363,0.002252,0.589737,1.089693,1.352824,1.455693,1.519636,1.550129,1.571603,1.565874,1.183259,2.342774,3.529770,3.176356,0.013311,0.025641,0.036896,0.099514,0.271499,0.048895,0.036641,0.018672,0.375678,0.258747,0.495756,0.059926,60.402985,177.287033,297.668152,0.438585,0.194158,0.514077,0.041606,70.929565,135.816635,20.100000,49.926407,57.367443,1854.241262,7.491307,0.000000,4.796874,50.607933,0.000000,2.714159,5.354407,1.393142,383.000061,255.942032,145.123398,110.818626,160.787506,74.419006,0.000000,20.712200,32.433117,0.599424,8945.533203,0.097724,31.006786,1.622995,0.000000,195.638443,10.026336,8706.836914,0.466022,3.756265,6.260526,759.660095,0.142081,0.000000,7.399428,?,0.000000,0.000000,0.000000,0.000000,59.655807,22.525785,5.170335,0.150254,0.265862,3.545456,135.937759,1350.027954,0.528177,0.592814,0.597602,0.106295,56.556194
1998,10,288,15,3.000000,0.065596,0.107258,0.149900,0.150679,0.169094,0.199334,0.201263,0.225442,0.250732,0.281221,0.299801,0.313071,0.329251,0.340081,0.341057,0.341061,0.339676,0.329369,0.316025,0.304025,0.305396,0.304624,0.298249,0.309024,0.314452,0.314632,0.314795,0.314872,0.000000,0.000000,0.003515,0.005864,0.124761,0.153097,0.133772,0.079669,0.041165,0.005283,0.002682,0.002511,0.582174,1.072899,1.336442,1.444649,1.512131,1.543152,1.564046,1.556867,1.174951,2.325562,3.503186,3.151440,0.000000,0.000000,0.022271,0.038003,0.115449,0.038966,0.033179,0.018044,0.287237,0.261230,0.214689,0.058692,43.041119,166.504730,294.672028,0.354123,0.193003,0.231278,0.041660,53.104286,126.461456,1.700000,22.131193,27.042793,1821.739506,4.636800,0.000000,2.331314,29.429487,0.000000,0.000990,-0.814777,1.008802,384.700043,287.812469,149.760223,138.052261,160.788300,73.638695,0.000000,23.043512,32.080166,0.318531,8946.539062,0.046846,31.007257,1.622968,0.000000,197.101059,10.290807,8706.748047,0.246115,1.270225,5.202997,631.987488,0.119664,0.000000,7.377861,?,0.000000,0.000000,0.000000,0.000000,60.615784,22.752621,5.195041,0.050966,0.098757,3.635077,137.024216,1350.091919,0.097298,0.983761,0.664659,0.109453,56.641098
1998,10,303,30,3.000000,0.191231,0.111311,0.097197,0.120103,0.138628,0.174358,0.182425,0.203712,0.214137,0.228742,0.261773,0.297271,0.324279,0.336879,0.338678,0.339331,0.338565,0.328660,0.315528,0.303576,0.304906,0.304132,0.297804,0.308554,0.313982,0.314135,0.314286,0.314359,0.002544,0.000000,0.000000,0.000853,0.053064,0.187488,0.173437,0.103374,0.047689,0.002242,0.002043,0.002595,0.576872,1.052344,1.310885,1.421748,1.494349,1.529176,1.551602,1.542722,1.161501,2.297194,3.459744,3.109214,0.015733,0.000000,0.000000,0.008927,0.049429,0.012772,0.015993,0.010367,0.243949,0.327763,0.086861,0.030389,36.650284,142.659988,285.598755,0.330667,0.240023,0.094857,0.022392,45.771542,107.361435,16.200001,54.968884,60.114368,1779.986329,4.988197,0.000000,3.553553,59.748089,0.000000,-0.000177,-0.583905,1.159126,400.900085,342.212433,154.748398,187.463959,160.788101,73.133636,0.000000,26.597063,31.661613,0.163117,8948.224609,0.070476,31.008343,1.622958,0.000000,199.106735,10.802959,8706.490234,0.426696,2.110538,3.704374,450.741974,0.086849,0.000000,7.353593,?,0.000000,0.000000,0.000000,0.000000,62.182354,23.152451,5.232572,0.021085,0.041136,3.831787,138.378860,1350.166260,0.017751,0.510369,0.950730,0.148470,56.136734
1998,11,308,4,3.000000,0.056965,0.062081,0.081779,0.113007,0.128404,0.164107,0.175318,0.199288,0.210571,0.225250,0.257365,0.290423,0.322596,0.335898,0.337938,0.338718,0.338093,0.328304,0.315284,0.303389,0.304733,0.303969,0.297695,0.308443,0.313868,0.314010,0.314151,0.314221,0.000000,0.000000,0.000000,0.000038,0.011692,0.182408,0.175602,0.107676,0.050291,0.002172,0.001874,0.003216,0.576489,1.047677,1.304290,1.415290,1.488931,1.524679,1.547612,1.538306,1.157364,2.288490,3.446629,3.096353,0.000000,0.000000,0.000000,0.002464,0.019030,0.007776,0.011624,0.008257,0.194138,0.336678,0.029270,0.023488,33.102489,139.832626,283.107391,0.281939,0.247940,0.035082,0.017540,41.868366,105.330223,0.000000,6.848020,8.349883,1770.340329,1.471939,0.000000,1.016232,26.163954,0.000000,-0.000239,-0.032908,0.246967,400.900085,350.842224,156.220337,194.621780,160.787811,73.106323,0.000000,27.613297,31.490801,0.099138,8948.447266,0.019930,31.008636,1.622953,0.000000,199.395432,11.027760,8706.435547,0.128198,0.093453,3.588272,436.681671,0.084254,0.000000,7.355258,?,0.000000,0.000000,0.000000,0.000000,62.217190,23.178747,5.236959,0.003935,0.008807,3.918468,138.560028,1350.177490,0.000848,0.121414,1.001623,0.159221,55.860916
1998,11,309,5,4.000000,0.056868,0.061401,0.076676,0.112264,0.127323,0.162350,0.173984,0.198521,0.210010,0.224781,0.256811,0.289271,0.322267,0.335709,0.337794,0.338598,0.337998,0.328230,0.315232,0.303349,0.304697,0.303935,0.297674,0.308423,0.313847,0.313987,0.314127,0.314195,0.000000,0.000000,0.000000,0.000011,0.008695,0.181520,0.176422,0.108889,0.050959,0.002262,0.001927,0.003511,0.576517,1.046895,1.303077,1.414070,1.487898,1.523819,1.546844,1.537439,1.156539,2.286750,3.444015,3.093795,0.000000,0.000000,0.000000,0.001421,0.016954,0.006782,0.010506,0.007698,0.190226,0.339496,0.025157,0.021701,32.706665,139.389359,282.688904,0.278437,0.250321,0.030410,0.016273,41.405865,105.009087,0.000000,1.184366,1.325993,1768.928891,0.124974,0.000000,0.195515,3.406677,0.000000,-0.000078,-0.003557,0.043438,0.000000,1.215923,0.124974,1.090949,-0.000091,-0.002967,0.000000,0.195515,31.464720,0.093312,8948.479492,0.003822,0.000050,-0.000000,0.000000,199.431152,11.069881,8706.419922,0.025563,0.014365,3.578681,435.519928,0.084039,0.000000,7.355590,?,0.000000,0.000000,0.000000,0.000000,62.220306,23.182348,5.237833,0.002909,0.007072,3.935588,138.574905,1350.178223,0.000248,0.091058,1.014013,0.161768,-0.058056
1998,11,324,20,4.000000,0.234860,0.235962,0.238151,0.245287,0.249556,0.247485,0.254993,0.272560,0.222227,0.222839,0.254642,0.287337,0.318492,0.333236,0.335825,0.336907,0.336619,0.327112,0.314411,0.302691,0.304084,0.303361,0.297348,0.308127,0.313570,0.313693,0.313812,0.313871,0.058970,0.093011,0.162792,0.282842,0.165375,0.058205,0.060502,0.061032,0.060967,0.002269,0.002160,0.003944,0.579114,1.039857,1.289036,1.399076,1.474983,1.512954,1.536852,1.525592,1.144856,2.261930,3.406291,3.056841,0.021447,0.049000,0.144086,0.333268,0.479432,0.021630,0.018354,0.011560,0.821195,0.185850,1.048863,0.032476,61.573601,156.121414,280.442322,0.851446,0.154519,1.058040,0.023270,74.323242,117.907547,71.800003,14.986670,27.142408,1810.049132,13.400081,0.000000,2.688133,73.389572,0.000000,20.274845,-0.026537,0.475056,71.800003,29.207460,13.525055,15.682404,20.259867,-0.028581,0.000000,2.883648,31.598188,1.128177,8949.520508,0.052139,0.105619,-0.000013,0.000000,199.546738,11.274096,8705.974609,0.361399,4.356523,2.113655,257.842316,0.050610,0.000000,7.434796,?,0.000000,0.000000,0.000000,0.000000,65.860428,23.731211,5.278023,0.652740,0.707612,3.921805,138.099609,1350.137939,2.882768,0.883570,0.237270,0.182897,-0.867603
