APSIM output file, version = 5.4
Title = 
  dm_green_leaf  dm_green_stem   dm_dead_leaf   dm_dead_stem           year            day   paddockstate         litter            alw  stocking_rate      acc_eaten
          0.737          0.443          0.000          0.000           1988            179          empty       1722.144          0.000          0.000          0.000
          0.911          0.559          0.000          0.000           1988            180          empty       1722.144          0.000          0.000          0.000
          0.911          0.559          0.000          0.000           1988            180          empty       1722.144          0.000          0.000          0.000
          1.102          0.687          0.000          0.000           1988            181          empty       1722.144          0.000          0.000          0.000
          1.102          0.687          0.000          0.000           1988            181          empty       1722.144          0.000          0.000          0.000
          1.329          0.838          0.000          0.000           1988            182          empty       1722.144          0.000          0.000          0.000
          1.329          0.838          0.000          0.000           1988            182          empty       1722.144          0.000          0.000          0.000
          1.575          1.002          0.000          0.000           1988            183          empty       1722.144          0.000          0.000          0.000
          1.575          1.002          0.000          0.000           1988            183          empty       1722.144          0.000          0.000          0.000
          1.776          1.136          0.000          0.000           1988            184          empty       1722.144          0.000          0.000          0.000
          1.776          1.136          0.000          0.000           1988            184          empty       1722.144          0.000          0.000          0.000
          1.906          1.222          0.000          0.000           1988            185          empty       1722.144          0.000          0.000          0.000
          1.906          1.222          0.000          0.000           1988            185          empty       1722.144          0.000          0.000          0.000
          2.054          1.321          0.000          0.000           1988            186          empty       1722.144          0.000          0.000          0.000
          2.054          1.321          0.000          0.000           1988            186          empty       1722.144          0.000          0.000          0.000
          2.235          1.442          0.000          0.000           1988            187          empty       1602.339          0.000          0.000          0.000
          2.235          1.442          0.000          0.000           1988            187          empty       1602.339          0.000          0.000          0.000
          2.565          1.662          0.000          0.000           1988            188          empty       1514.776          0.000          0.000          0.000
          2.565          1.662          0.000          0.000           1988            188          empty       1514.776          0.000          0.000          0.000
          2.924          1.901          0.000          0.000           1988            189          empty       1465.011          0.000          0.000          0.000
          2.924          1.901          0.000          0.000           1988            189          empty       1465.011          0.000          0.000          0.000
          3.341          2.180          0.000          0.000           1988            190          empty       1419.155          0.000          0.000          0.000
          3.341          2.180          0.000          0.000           1988            190          empty       1419.155          0.000          0.000          0.000
          3.843          2.514          0.000          0.000           1988            191          empty       1376.341          0.000          0.000          0.000
          3.843          2.514          0.000          0.000           1988            191          empty       1376.341          0.000          0.000          0.000
          4.274          2.801          0.000          0.000           1988            192          empty       1332.186          0.000          0.000          0.000
          4.274          2.801          0.000          0.000           1988            192          empty       1332.186          0.000          0.000          0.000
          4.571          2.999          0.000          0.000           1988            193          empty       1275.184          0.000          0.000          0.000
          4.571          2.999          0.000          0.000           1988            193          empty       1275.184          0.000          0.000          0.000
          4.955          3.255          0.000          0.000           1988            194          empty       1215.011          0.000          0.000          0.000
          4.955          3.255          0.000          0.000           1988            194          empty       1215.011          0.000          0.000          0.000
          5.565          3.662          0.000          0.000           1988            195          empty       1161.856          0.000          0.000          0.000
          5.565          3.662          0.000          0.000           1988            195          empty       1161.856          0.000          0.000          0.000
          6.282          4.140          0.000          0.000           1988            196          empty       1120.458          0.000          0.000          0.000
          6.282          4.140          0.000          0.000           1988            196          empty       1120.458          0.000          0.000          0.000
          7.114          4.695          0.000          0.000           1988            197          empty       1086.317          0.000          0.000          0.000
          7.114          4.695          0.000          0.000           1988            197          empty       1086.317          0.000          0.000          0.000
          7.985          5.288          0.000          0.000           1988            198          empty       1059.559          0.000          0.000          0.000
          7.985          5.288          0.000          0.000           1988            198          empty       1059.559          0.000          0.000          0.000
          9.011          5.988          0.000          0.000           1988            199          empty       1033.260          0.000          0.000          0.000
          9.011          5.988          0.000          0.000           1988            199          empty       1033.260          0.000          0.000          0.000
         10.235          6.818          0.000          0.000           1988            200          empty       1019.696          0.000          0.000          0.000
         10.235          6.818          0.000          0.000           1988            200          empty       1019.696          0.000          0.000          0.000
         11.697          7.808          0.000          0.000           1988            201          empty       1010.430          0.000          0.000          0.000
         11.697          7.808          0.000          0.000           1988            201          empty       1010.430          0.000          0.000          0.000
         13.177          8.814          0.000          0.000           1988            202          empty       1002.145          0.000          0.000          0.000
         13.177          8.814          0.000          0.000           1988            202          empty       1002.145          0.000          0.000          0.000
         14.437          9.680          0.000          0.000           1988            203          empty        995.820          0.000          0.000          0.000
         14.437          9.680          0.000          0.000           1988            203          empty        995.820          0.000          0.000          0.000
         15.566         10.457          0.000          0.000           1988            204          empty        942.824          0.000          0.000          0.000
         15.566         10.457          0.000          0.000           1988            204          empty        942.824          0.000          0.000          0.000
         17.496         11.761          0.000          0.000           1988            205          empty        919.683          0.000          0.000          0.000
         17.496         11.761          0.000          0.000           1988            205          empty        919.683          0.000          0.000          0.000
         19.609         13.188          0.000          0.000           1988            206          empty        903.003          0.000          0.000          0.000
         19.609         13.188          0.000          0.000           1988            206          empty        903.003          0.000          0.000          0.000
         22.181         14.925          0.000          0.000           1988            207          empty        881.308          0.000          0.000          0.000
         22.181         14.925          0.000          0.000           1988            207          empty        881.308          0.000          0.000          0.000
         25.167         16.947          0.000          0.000           1988            208          empty        849.471          0.000          0.000          0.000
         25.167         16.947          0.000          0.000           1988            208          empty        849.471          0.000          0.000          0.000
         28.183         18.981          0.000          0.000           1988            209          empty        836.745          0.000          0.000          0.000
         28.183         18.981          0.000          0.000           1988            209          empty        836.745          0.000          0.000          0.000
         31.788         21.410          0.000          0.000           1988            210          empty        825.237          0.000          0.000          0.000
         31.788         21.410          0.000          0.000           1988            210          empty        825.237          0.000          0.000          0.000
         35.142         23.676          0.000          0.000           1988            211          empty        813.692          0.000          0.000          0.000
         35.142         23.676          0.000          0.000           1988            211          empty        813.692          0.000          0.000          0.000
         38.941         26.247          0.000          0.000           1988            212          empty        798.673          0.000          0.000          0.000
         38.941         26.247          0.000          0.000           1988            212          empty        798.673          0.000          0.000          0.000
         43.568         29.367          0.000          0.000           1988            213          empty        789.904          0.000          0.000          0.000
         43.568         29.367          0.000          0.000           1988            213          empty        789.904          0.000          0.000          0.000
         48.407         32.631          0.000          0.000           1988            214          empty        783.131          0.000          0.000          0.000
         48.407         32.631          0.000          0.000           1988            214          empty        783.131          0.000          0.000          0.000
         53.154         35.841          0.000          0.000           1988            215          empty        776.598          0.000          0.000          0.000
         53.154         35.841          0.000          0.000           1988            215          empty        776.598          0.000          0.000          0.000
         58.877         39.710          0.000          0.000           1988            216          empty        771.689          0.000          0.000          0.000
         58.877         39.710          0.000          0.000           1988            216          empty        771.689          0.000          0.000          0.000
         64.331         43.402          0.000          0.000           1988            217          empty        769.616          0.000          0.000          0.000
         64.331         43.402          0.000          0.000           1988            217          empty        769.616          0.000          0.000          0.000
         69.011         46.669          0.000          0.000           1988            218          empty        769.616          0.000          0.000          0.000
         69.011         46.669          0.000          0.000           1988            218          empty        769.616          0.000          0.000          0.000
         72.842         49.436          0.000          0.000           1988            219          empty        769.616          0.000          0.000          0.000
         72.842         49.436          0.000          0.000           1988            219          empty        769.616          0.000          0.000          0.000
         77.294         52.536          0.000          0.000           1988            220          empty        769.616          0.000          0.000          0.000
         77.294         52.536          0.000          0.000           1988            220          empty        769.616          0.000          0.000          0.000
         81.581         55.519          0.000          0.000           1988            221          empty        769.616          0.000          0.000          0.000
         81.581         55.519          0.000          0.000           1988            221          empty        769.616          0.000          0.000          0.000
         86.021         58.599          0.000          0.000           1988            222          empty        769.616          0.000          0.000          0.000
         86.021         58.599          0.000          0.000           1988            222          empty        769.616          0.000          0.000          0.000
         90.296         61.594          0.000          0.000           1988            223          empty        769.616          0.000          0.000          0.000
         90.296         61.594          0.000          0.000           1988            223          empty        769.616          0.000          0.000          0.000
         94.193         64.393          0.000          0.000           1988            224          empty        769.616          0.000          0.000          0.000
         94.193         64.393          0.000          0.000           1988            224          empty        769.616          0.000          0.000          0.000
         97.452         67.138          0.000          0.000           1988            225          empty        769.616          0.000          0.000          0.000
         97.452         67.138          0.000          0.000           1988            225          empty        769.616          0.000          0.000          0.000
        100.432         70.054          0.000          0.000           1988            226          empty        769.616          0.000          0.000          0.000
        100.432         70.054          0.000          0.000           1988            226          empty        769.616          0.000          0.000          0.000
        103.043         73.066          0.000          0.000           1988            227          empty        769.616          0.000          0.000          0.000
        103.043         73.066          0.000          0.000           1988            227          empty        769.616          0.000          0.000          0.000
        105.340         76.235          0.000          0.000           1988            228          empty        769.616          0.000          0.000          0.000
        105.340         76.235          0.000          0.000           1988            228          empty        769.616          0.000          0.000          0.000
        107.525         79.906          0.000          0.000           1988            229          empty        769.616          0.000          0.000          0.000
        107.525         79.906          0.000          0.000           1988            229          empty        769.616          0.000          0.000          0.000
        109.441         83.730          0.000          0.000           1988            230          empty        769.616          0.000          0.000          0.000
        109.441         83.730          0.000          0.000           1988            230          empty        769.616          0.000          0.000          0.000
        110.850         87.482          0.000          0.000           1988            231          empty        769.616          0.000          0.000          0.000
        110.850         87.482          0.000          0.000           1988            231          empty        769.616          0.000          0.000          0.000
        112.119         91.658          0.000          0.000           1988            232          empty        769.616          0.000          0.000          0.000
        112.119         91.658          0.000          0.000           1988            232          empty        769.616          0.000          0.000          0.000
        113.538         96.984          0.000          0.000           1988            233          empty        769.616          0.000          0.000          0.000
        113.538         96.984          0.000          0.000           1988            233          empty        769.616          0.000          0.000          0.000
        114.421        102.205          0.000          0.000           1988            234          empty        769.616          0.000          0.000          0.000
        114.421        102.205          0.000          0.000           1988            234          empty        769.616          0.000          0.000          0.000
        114.495        105.702          0.000          0.000           1988            235          empty        769.616          0.000          0.000          0.000
        114.495        105.702          0.000          0.000           1988            235          empty        769.616          0.000          0.000          0.000
        114.687        110.279          0.000          0.000           1988            236          empty        710.964          0.000          0.000          0.000
        114.687        110.279          0.000          0.000           1988            236          empty        710.964          0.000          0.000          0.000
        115.122        115.597          0.000          0.000           1988            237          empty        687.747          0.000          0.000          0.000
        115.122        115.597          0.000          0.000           1988            237          empty        687.747          0.000          0.000          0.000
        115.637        122.639          0.000          0.000           1988            238          empty        665.759          0.000          0.000          0.000
        115.637        122.639          0.000          0.000           1988            238          empty        665.759          0.000          0.000          0.000
        115.743        129.601          0.000          0.000           1988            239          empty        634.926          0.000          0.000          0.000
        115.743        129.601          0.000          0.000           1988            239          empty        634.926          0.000          0.000          0.000
        115.089        134.689          0.000          0.000           1988            240          empty        599.750          0.000          0.000          0.000
        115.089        134.689          0.000          0.000           1988            240          empty        599.750          0.000          0.000          0.000
        114.365        140.947          0.000          0.000           1988            241          empty        566.325          0.000          0.000          0.000
        114.365        140.947          0.000          0.000           1988            241          empty        566.325          0.000          0.000          0.000
        113.808        150.421          0.000          0.000           1988            242          empty        549.185          0.000          0.000          0.000
        113.808        150.421          0.000          0.000           1988            242          empty        549.185          0.000          0.000          0.000
        112.962        160.260          0.000          0.000           1988            243          empty        529.520          0.000          0.000          0.000
        112.962        160.260          0.000          0.000           1988            243          empty        529.520          0.000          0.000          0.000
        112.010        165.955          0.000          0.000           1988            244          empty        506.166          0.000          0.000          0.000
        112.010        165.955          0.000          0.000           1988            244          empty        506.166          0.000          0.000          0.000
        110.970        171.562          0.000          0.000           1988            245          empty        478.661          0.000          0.000          0.000
        110.970        171.562          0.000          0.000           1988            245          empty        478.661          0.000          0.000          0.000
        109.824        180.658          0.000          0.000           1988            246          empty        448.408          0.000          0.000          0.000
        109.824        180.658          0.000          0.000           1988            246          empty        448.408          0.000          0.000          0.000
        108.556        191.664          0.000          0.000           1988            247          empty        415.615          0.000          0.000          0.000
        108.556        191.664          0.000          0.000           1988            247          empty        415.615          0.000          0.000          0.000
        107.256        200.886          0.000          0.000           1988            248          empty        382.903          0.000          0.000          0.000
        107.256        200.886          0.000          0.000           1988            248          empty        382.903          0.000          0.000          0.000
        106.104        206.973          0.000          0.000           1988            249          empty        359.129          0.000          0.000          0.000
        106.104        206.973          0.000          0.000           1988            249          empty        359.129          0.000          0.000          0.000
        104.935        214.834          0.000          0.000           1988            250          empty        337.102          0.000          0.000          0.000
        104.935        214.834          0.000          0.000           1988            250          empty        337.102          0.000          0.000          0.000
        103.802        221.723          0.000          0.000           1988            251          empty        313.514          0.000          0.000          0.000
        103.802        221.723          0.000          0.000           1988            251          empty        313.514          0.000          0.000          0.000
        102.156        233.082          0.000          0.000           1988            252          empty        293.746          0.000          0.000          0.000
        102.156        233.082          0.000          0.000           1988            252          empty        293.746          0.000          0.000          0.000
        100.325        243.331          0.000          0.000           1988            253          empty        277.740          0.000          0.000          0.000
        100.325        243.331          0.000          0.000           1988            253          empty        277.740          0.000          0.000          0.000
         98.276        253.225          0.000          0.000           1988            254          empty        259.740          0.000          0.000          0.000
         98.276        253.225          0.000          0.000           1988            254          empty        259.740          0.000          0.000          0.000
         95.929        262.894          0.000          0.000           1988            255          empty        239.775          0.000          0.000          0.000
         95.929        262.894          0.000          0.000           1988            255          empty        239.775          0.000          0.000          0.000
         93.765        269.942          0.000          0.000           1988            256          empty        219.624          0.000          0.000          0.000
         93.765        269.942          0.000          0.000           1988            256          empty        219.624          0.000          0.000          0.000
         91.779        280.767          0.000          0.000           1988            257          empty        204.077          0.000          0.000          0.000
         91.779        280.767          0.000          0.000           1988            257          empty        204.077          0.000          0.000          0.000
         90.534        284.790          0.000          0.000           1988            258          empty        198.489          0.000          0.000          0.000
         90.534        284.790          0.000          0.000           1988            258          empty        198.489          0.000          0.000          0.000
         88.611        294.217          0.000          0.000           1988            259          empty        185.317          0.000          0.000          0.000
         88.611        294.217          0.000          0.000           1988            259          empty        185.317          0.000          0.000          0.000
         86.694        303.981          0.000          0.000           1988            260          empty        173.093          0.000          0.000          0.000
         86.694        303.981          0.000          0.000           1988            260          empty        173.093          0.000          0.000          0.000
         84.508        316.442          0.000          0.000           1988            261          empty        159.232          0.000          0.000          0.000
         84.508        316.442          0.000          0.000           1988            261          empty        159.232          0.000          0.000          0.000
         82.459        328.860          0.000          0.000           1988            262          empty        148.837          0.000          0.000          0.000
         82.459        328.860          0.000          0.000           1988            262          empty        148.837          0.000          0.000          0.000
         80.812        339.921          0.000          0.000           1988            263          empty        142.975          0.000          0.000          0.000
         80.812        339.921          0.000          0.000           1988            263          empty        142.975          0.000          0.000          0.000
         79.377        350.823          0.000          0.000           1988            264          empty        138.983          0.000          0.000          0.000
         79.377        350.823          0.000          0.000           1988            264          empty        138.983          0.000          0.000          0.000
         77.759        362.133          0.000          0.000           1988            265          empty        134.437          0.000          0.000          0.000
         77.759        362.133          0.000          0.000           1988            265          empty        134.437          0.000          0.000          0.000
         75.951        372.490          0.000          0.000           1988            266          empty        129.443          0.000          0.000          0.000
         75.951        372.490          0.000          0.000           1988            266          empty        129.443          0.000          0.000          0.000
         73.824        380.931          0.000          0.000           1988            267          empty        123.633          0.000          0.000          0.000
         73.824        380.931          0.000          0.000           1988            267          empty        123.633          0.000          0.000          0.000
         71.151        388.082          0.000          0.000           1988            268          empty        117.778          0.000          0.000          0.000
         71.151        388.082          0.000          0.000           1988            268          empty        117.778          0.000          0.000          0.000
         68.445        395.965          0.000          0.000           1988            269          empty        112.900          0.000          0.000          0.000
         68.445        395.965          0.000          0.000           1988            269          empty        112.900          0.000          0.000          0.000
         65.658        397.672          0.000          0.000           1988            270          empty        108.935          0.000          0.000          0.000
         65.658        397.672          0.000          0.000           1988            270          empty        108.935          0.000          0.000          0.000
         62.777        395.056          0.000          0.000           1988            271          empty        105.637          0.000          0.000          0.000
         62.777        395.056          0.000          0.000           1988            271          empty        105.637          0.000          0.000          0.000
         59.749        393.857          0.000          0.000           1988            272          empty         95.643          0.000          0.000          0.000
         59.749        393.857          0.000          0.000           1988            272          empty         95.643          0.000          0.000          0.000
         56.956        395.984          0.000          0.000           1988            273          empty         87.298          0.000          0.000          0.000
         56.956        395.984          0.000          0.000           1988            273          empty         87.298          0.000          0.000          0.000
         53.531        394.168          0.000          0.000           1988            274          empty         80.428          0.000          0.000          0.000
         53.531        394.168          0.000          0.000           1988            274          empty         80.428          0.000          0.000          0.000
         50.402        391.383          0.000          0.000           1988            275          empty         74.621          0.000          0.000          0.000
         50.402        391.383          0.000          0.000           1988            275          empty         74.621          0.000          0.000          0.000
         47.803        392.716          0.000          0.000           1988            276          empty         70.088          0.000          0.000          0.000
         47.803        392.716          0.000          0.000           1988            276          empty         70.088          0.000          0.000          0.000
         45.117        393.465          0.000          0.000           1988            277          empty         66.083          0.000          0.000          0.000
         45.117        393.465          0.000          0.000           1988            277          empty         66.083          0.000          0.000          0.000
         41.820        390.183          0.000          0.000           1988            278          empty         62.839          0.000          0.000          0.000
         41.820        390.183          0.000          0.000           1988            278          empty         62.839          0.000          0.000          0.000
         39.374        381.713          0.000          0.000           1988            279          empty         60.325          0.000          0.000          0.000
         39.374        381.713          0.000          0.000           1988            279          empty         60.325          0.000          0.000          0.000
         37.192        374.189          0.000          0.000           1988            280          empty         58.442          0.000          0.000          0.000
         37.192        374.189          0.000          0.000           1988            280          empty         58.442          0.000          0.000          0.000
         34.879        370.082          0.000          0.000           1988            281          empty         57.104          0.000          0.000          0.000
         34.879        370.082          0.000          0.000           1988            281          empty         57.104          0.000          0.000          0.000
         32.704        365.343          0.000          0.000           1988            282          empty         56.217          0.000          0.000          0.000
         32.704        365.343          0.000          0.000           1988            282          empty         56.217          0.000          0.000          0.000
         30.312        359.396          0.000          0.000           1988            283          empty         55.793          0.000          0.000          0.000
         30.312        359.396          0.000          0.000           1988            283          empty         55.793          0.000          0.000          0.000
         28.230        354.989          0.000          0.000           1988            284          empty         55.793          0.000          0.000          0.000
         28.230        354.989          0.000          0.000           1988            284          empty         55.793          0.000          0.000          0.000
         26.368        351.533          0.000          0.000           1988            285          empty         55.793          0.000          0.000          0.000
         26.368        351.533          0.000          0.000           1988            285          empty         55.793          0.000          0.000          0.000
         24.109        345.701          0.000          0.000           1988            286          empty         55.793          0.000          0.000          0.000
         24.109        345.701          0.000          0.000           1988            286          empty         55.793          0.000          0.000          0.000
         21.615        338.280          0.000          0.000           1988            287          empty         55.793          0.000          0.000          0.000
         21.615        338.280          0.000          0.000           1988            287          empty         55.793          0.000          0.000          0.000
         19.083        329.894          0.000          0.000           1988            288          empty         55.793          0.000          0.000          0.000
         19.083        329.894          0.000          0.000           1988            288          empty         55.793          0.000          0.000          0.000
         16.885        321.000          0.000          0.000           1988            289          empty         55.793          0.000          0.000          0.000
         16.885        321.000          0.000          0.000           1988            289          empty         55.793          0.000          0.000          0.000
         14.538        312.245          0.000          0.000           1988            290          empty         55.793          0.000          0.000          0.000
         14.538        312.245          0.000          0.000           1988            290          empty         55.793          0.000          0.000          0.000
         13.574        302.636          0.000          0.000           1988            291          empty         55.793          0.000          0.000          0.000
         13.574        302.636          0.000          0.000           1988            291          empty         55.793          0.000          0.000          0.000
         12.799        300.429          0.000          0.000           1988            292          empty         55.793          0.000          0.000          0.000
         12.799        300.429          0.000          0.000           1988            292          empty         55.793          0.000          0.000          0.000
         11.983        301.873          0.000          0.000           1988            293          empty         55.793          0.000          0.000          0.000
         11.983        301.873          0.000          0.000           1988            293          empty         55.793          0.000          0.000          0.000
         11.005        303.574          0.000          0.000           1988            294          empty         55.793          0.000          0.000          0.000
         11.005        303.574          0.000          0.000           1988            294          empty         55.793          0.000          0.000          0.000
         10.033        303.574          0.000          0.000           1988            295          empty         55.793          0.000          0.000          0.000
         10.033        303.574          0.000          0.000           1988            295          empty         55.793          0.000          0.000          0.000
          0.024        303.574          0.000          0.000           1988            296          empty         55.793          0.000          0.000          0.000
          0.024        303.574          0.000          0.000           1988            296          empty         55.793          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            297          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            297          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            298          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            298          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            299          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            299          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            300          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            300          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            301          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            301          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            302          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            302          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            303          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            303          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            304          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            304          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            305          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            305          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            306          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            306          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            307          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            307          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            308          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            308          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            309          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            309          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            310          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            310          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            311          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            311          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            312          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            312          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            313          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            313          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            314          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            314          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            315          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            315          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            316          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            316          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            317          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            317          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            318          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            318          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            319          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            319          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            320          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            320          empty       5572.652          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            321          empty       5518.915          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            321          empty       5518.915          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            322          empty       5468.656          0.000          0.000          0.000
          0.000          0.000          0.000          0.000           1988            322          empty       5468.656          0.000          0.000          0.000
