Summary_file = 4L97-142.sum
Title = 4 Years Lucerne Harvested 1997 plots
       day      year     month day_of_month          event           rain           W_ep           L_ep           C_ep           P_ep        weed_ep         sw_dep             es         runoff          drain         Transp             ET              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)             sw(11)             sw(12)             sw(13)             sw(14)             sw(15)             sw(16)             sw(17)             sw(18)             sw(19)             sw(20)             sw(21)             sw(22)             sw(23)             sw(24)             sw(25)             sw(26)             sw(27)      drain_120      drain_180       cum_rain         cum_es          cum_T         cum_ET   sw_dep_10120  sw_dep_120180   sw_dep_10180    sw_dep_0180  sw_dep_180300        nit_020    nit_020_100  cum_n_min_020      fom_n_020     biom_n_020      hum_n_020        nit_tot         biom_n          fom_n          hum_n          no3()          nh4()           urea      dlt_n_min      residue_n     residue_wt  residue_cover      W_topbiom     W_dleaf_wt       W_rootwt       W_leafwt       W_stemwt      W_grainwt   W_stage  W_antdat  W_matdat           W_rlv(1)           W_rlv(2)           W_rlv(3)           W_rlv(4)           W_rlv(5)           W_rlv(6)           W_rlv(7)           W_rlv(8)           W_rlv(9)          W_rlv(10)          W_rlv(11)          W_rlv(12)          W_rlv(13)          W_rlv(14)          W_lai      W_WatStrF      W_NitStrF       W_GrainN        W_TopsN        C_grain         C_biom        C_gbiom          C_lai           C_rlv(1)           C_rlv(2)           C_rlv(3)           C_rlv(4)           C_rlv(5)           C_rlv(6)           C_rlv(7)           C_rlv(8)           C_rlv(9)          C_rlv(10)          C_rlv(11)          C_rlv(12)          C_rlv(13)          C_rlv(14)    C_biomass_n      C_grain_n    C_rootdepth   C_swdefphoto   C_nfactphoto          L_lai      L_biomass     L_gbiomass           L_rlv(1)           L_rlv(2)           L_rlv(3)           L_rlv(4)           L_rlv(5)           L_rlv(6)           L_rlv(7)           L_rlv(8)           L_rlv(9)          L_rlv(10)          L_rlv(11)          L_rlv(12)          L_rlv(13)          L_rlv(14)          L_rlv(15)          L_rlv(16)          L_rlv(17)          L_rlv(18)          L_rlv(19)          L_rlv(20)          L_rlv(21)          L_rlv(22)          L_rlv(23)          L_rlv(24)          L_rlv(25)          L_rlv(26)          L_rlv(27)    L_biomass_n        L_stage    L_rootdepth   L_swdefphoto   L_nfactphoto      L_n_fixed     L_cover_gr    L_cover_tot        P_grain         P_biom        P_gbiom          P_lai           P_rlv(1)           P_rlv(2)           P_rlv(3)           P_rlv(4)           P_rlv(5)           P_rlv(6)           P_rlv(7)           P_rlv(8)           P_rlv(9)          P_rlv(10)          P_rlv(11)          P_rlv(12)          P_rlv(13)          P_rlv(14)    P_biomass_n      P_grain_n    P_rootdepth   P_swdefphoto   P_nfactphoto      P_n_fixed          no3ppm(1)          no3ppm(2)          no3ppm(3)          no3ppm(4)          no3ppm(5)          no3ppm(6)          no3ppm(7)          no3ppm(8)          no3ppm(9)         no3ppm(10)         no3ppm(11)         no3ppm(12)         no3ppm(13)         no3ppm(14)         no3ppm(15)         no3ppm(16)         no3ppm(17)          nh4ppm(1)          nh4ppm(2)          nh4ppm(3)          nh4ppm(4)          nh4ppm(5)          nh4ppm(6)          nh4ppm(7)          nh4ppm(8)          nh4ppm(9)         nh4ppm(10)         nh4ppm(11)         nh4ppm(12)         nh4ppm(13)         nh4ppm(14)         nh4ppm(15)         nh4ppm(16)         nh4ppm(17)        Weed_rlv(1)        Weed_rlv(2)        Weed_rlv(3)        Weed_rlv(4)        Weed_rlv(5)        Weed_rlv(6)   Weed_biomass  weed_gbiomass       weed_lai weed_biomass_n cumnetdrain180    netdrain180      period_sw   period_drain
     (day)    (year)   (month)        (day)             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (?)             ()            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()            (?)             ()             ()             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        ()     (doy)     (doy)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m2)        (g/m^2)         (g/m2)         (g/m2)      (m^2/m^2)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)        (g/m^2)        (g/m^2)           (mm)             ()             ()      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)        (g/m^2)             ()           (mm)             ()             ()        (g/m^2)             ()             ()        (g/m^2)         (g/m2)         (g/m2)      (m^2/m^2)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)        (g/m^2)        (g/m^2)           (mm)             ()             ()        (g/m^2)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)         (g/m2)         (g/m2)      (m^2/m^2)        (g/m^2)             ()             ()             ()             ()
       339      1994        12            5          0.000         28.600          0.000         24.355          0.000          0.000          0.000       1189.459         17.242          0.000          0.000              ?         42.788              0.043              0.079              0.055              0.130              0.150              0.160              0.180              0.220              0.225              0.236              0.233              0.234              0.251              0.265              0.268              0.266              0.271              0.266              0.266              0.273              0.290              0.290              0.290              0.290              0.290              0.290              0.290         -1.248          0.712        338.100        263.561        253.453        517.014        168.386        138.845        307.231        311.562        311.019         29.598              ?         78.415          6.574        160.263       2448.573       9851.317        220.263         25.059       9461.005        140.410          4.581          0.000          8.261         16.604        662.632          0.124          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.719       1583.379       1494.508              0.005              0.051              0.033              0.008              0.002              0.000              0.000              0.000              0.001              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          4.374          6.944       4089.183          0.465          1.000          0.241          0.438          0.444          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             10.638              5.850              2.591              2.995              2.980              4.953              4.469              2.767              1.082              0.386              0.299              0.420              0.767              0.791              0.777              0.778              0.733              1.958              0.716              0.162              0.010              0.008              0.012              0.006              0.002              0.001              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000        -38.103        -12.760          0.000          0.000
       344      1994        12           10          0.000          3.000          0.000          6.734          0.000          0.000          0.000       1181.387          4.338          0.000          0.000              ?         12.449              0.030              0.061              0.054              0.130              0.150              0.160              0.180              0.220              0.224              0.235              0.231              0.231              0.249              0.263              0.266              0.264              0.268              0.264              0.264              0.270              0.289              0.290              0.290              0.290              0.290              0.290              0.290         -1.248          0.722        341.100        267.899        260.188        528.087        166.462        138.022        304.484        307.501        308.409         29.629              ?         80.399          6.128        159.761       2447.870       9849.671        220.066         24.541       9460.203        140.071          4.792          0.000          2.200         16.836        684.940          0.128          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.779       1662.589       1559.282              0.005              0.053              0.032              0.007              0.002              0.000              0.000              0.000              0.001              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          4.348          7.007       4136.517          0.449          1.000          0.036          0.464          0.471          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             10.970              5.459              2.627              2.996              2.981              4.954              4.470              2.767              1.080              0.386              0.298              0.416              0.762              0.785              0.769              0.770              0.725              1.898              0.876              0.178              0.011              0.009              0.013              0.006              0.002              0.001              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000        -42.115         -4.052          0.000          0.000
       350      1994        12           16          0.000          0.000          0.000          6.824          0.000          0.000          0.000       1174.485          0.077          0.000          0.000              ?          7.091              0.030              0.048              0.052              0.130              0.150              0.160              0.180              0.220              0.223              0.233              0.229              0.228              0.248              0.261              0.263              0.262              0.265              0.261              0.261              0.268              0.289              0.290              0.290              0.290              0.290              0.290              0.290         -1.248          0.734        341.100        267.976        267.011        534.987        165.044        137.103        302.147        305.155        305.449         29.619              ?         81.774          5.990        159.348       2447.368       9848.668        219.981         24.389       9459.598        140.197          4.502          0.000          1.600         17.247        723.629          0.135          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.789       1693.518       1559.114              0.005              0.053              0.032              0.007              0.002              0.000              0.000              0.000              0.001              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000          4.363          7.017       4195.150          0.241          1.000          0.025          0.468          0.478          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             11.297              5.349              2.643              2.998              2.983              4.956              4.471              2.767              1.078              0.388              0.298              0.414              0.758              0.780              0.761              0.763              0.717              1.851              0.723              0.189              0.013              0.010              0.014              0.007              0.002              0.001              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000        -46.669         -4.600          0.000          0.000
       365      1994        12           31          0.000         30.100          0.000         21.986          0.000          0.000          0.000       1167.470         15.129          0.000          0.000              ?         36.666              0.030              0.087              0.055              0.130              0.150              0.160              0.180              0.220              0.222              0.230              0.224              0.223              0.244              0.257              0.258              0.256              0.259              0.256              0.256              0.262              0.288              0.290              0.290              0.290              0.290              0.290              0.290         -1.248          0.764        371.200        283.104        288.996        572.100        169.127        135.269        304.396        307.436        299.421         30.372              ?         92.659          5.086        158.820       2445.004       9846.576        220.345         23.382       9456.948        140.537          5.363          0.000         11.521         10.775        504.178          0.096          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.954       1895.097       1754.979              0.005              0.059              0.031              0.007              0.002              0.000              0.000              0.000              0.001              0.003              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000          4.831          7.043       4332.684          0.540          1.000          0.082          0.534          0.542          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000              9.816              6.690              3.034              3.003              2.986              4.961              4.473              2.768              1.075              0.393              0.301              0.412              0.754              0.772              0.749              0.751              0.704              2.018              1.053              0.212              0.018              0.013              0.017              0.008              0.003              0.001              0.003              0.003              0.002              0.002              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000        -55.963         -9.389          0.000          0.000
         5      1995         1            5          0.000          0.400          0.000          5.727          0.000          0.000          0.000       1161.589          0.555          0.000          0.000              ?          6.395              0.030              0.066              0.054              0.130              0.150              0.160              0.180              0.220              0.222              0.229              0.222              0.221              0.243              0.256              0.256              0.255              0.257              0.254              0.255              0.261              0.288              0.290              0.290              0.290              0.290              0.290              0.290          0.000          0.010          0.400          0.554          5.726          6.280        166.955        134.674        301.629        304.650        297.421         31.505              ?          1.876          4.881        158.196       2444.264       9846.586        220.010         23.171       9456.114        141.939          5.353          0.000          2.096         11.098        545.195          0.103          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.990       1942.239       1795.231              0.005              0.060              0.031              0.007              0.002              0.000              0.000              0.000              0.001              0.003              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000          4.818          7.052       4381.684          0.444          1.000          0.000          0.547          0.556          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             10.192              7.054              3.144              3.006              2.988              4.963              4.474              2.768              1.075              0.396              0.304              0.414              0.755              0.772              0.749              0.751              0.703              1.968              1.083              0.216              0.020              0.013              0.017              0.008              0.003              0.001              0.003              0.003              0.002              0.002              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -3.094         -3.175          0.000          0.000
         6      1995         1            6          0.000          5.400          0.000          0.026          0.000          0.000          0.000       1163.391          3.572          0.000          0.000              ?          1.409              0.049              0.066              0.054              0.130              0.150              0.160              0.180              0.220              0.222              0.229              0.222              0.221              0.243              0.256              0.256              0.255              0.257              0.254              0.255              0.261              0.288              0.290              0.290              0.290              0.290              0.290              0.290          0.000          0.012          5.800          4.126          5.752          9.878        166.938        134.668        301.606        306.461        297.412         28.604              ?          2.501          5.656        160.780       2444.292       9845.988        222.644         25.005       9456.127        136.502          5.711          0.000          0.663         46.676       1962.189          0.325          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.001        383.363        356.456              0.005              0.060              0.031              0.007              0.002              0.000              0.000              0.000              0.001              0.003              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000          1.809          4.050       4391.684          1.000          0.971          0.301          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000              9.301              5.875              3.087              3.006              2.988              4.963              4.475              2.768              1.072              0.385              0.289              0.389              0.731              0.746              0.713              0.716              0.668              2.251              1.043              0.215              0.020              0.013              0.018              0.008              0.003              0.001              0.003              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -3.103         -0.565          0.000          0.000
        21      1995         1           21          0.000         89.800          0.000          7.487          0.000          0.000          0.000       1210.439         31.919          3.346          0.000              ?         37.177              0.162              0.200              0.250              0.186              0.150              0.160              0.180              0.220              0.222              0.228              0.221              0.220              0.241              0.254              0.254              0.253              0.256              0.253              0.253              0.260              0.287              0.290              0.290              0.290              0.290              0.290              0.290          0.000          0.042         95.600         36.046         13.238         49.284        205.638        134.166        339.804        356.015        295.778         20.754              ?         14.148          4.797        158.128       2441.712       9846.372        221.500         23.457       9453.207        142.851          5.355          0.000         12.333          1.516         68.626          0.014          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.362        683.190        670.616              0.004              0.059              0.030              0.006              0.002              0.000              0.000              0.000              0.001              0.003              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000          2.820          4.930       4531.284          0.997          1.000          0.284          0.251          0.251          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000              3.754              6.402              9.381              5.103              2.996              4.970              4.477              2.769              1.070              0.386              0.290              0.384              0.724              0.737              0.700              0.703              0.655              2.130              0.915              0.238              0.029              0.015              0.019              0.009              0.003              0.001              0.001              0.002              0.002              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -2.263         -2.345          0.000          0.000
        36      1995         2            5          0.000         13.400          0.000         39.778          0.000          0.000          0.000       1160.280         23.782          0.000          0.000              ?         67.580              0.030              0.085              0.110              0.154              0.151              0.160              0.180              0.220              0.221              0.225              0.218              0.216              0.239              0.251              0.250              0.249              0.251              0.249              0.250              0.256              0.286              0.290              0.290              0.290              0.290              0.290              0.290          0.000          0.072        109.000         59.826         53.015        112.841        177.072        132.838        309.910        312.948        291.225         20.228              ?         26.291          4.266        151.183       2438.668       9822.197        217.389         19.439       9448.948        131.713          4.708          0.000         15.216          0.807         41.757          0.008          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.932       1931.858       1899.561              0.005              0.066              0.038              0.007              0.002              0.000              0.000              0.000              0.001              0.003              0.003              0.003              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.000              0.000              0.000          5.323          6.214       4681.184          0.865          1.000          0.812          0.526          0.527          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000              6.858              3.901              4.374              4.346              3.018              4.976              4.481              2.770              1.066              0.380              0.282              0.365              0.703              0.712              0.665              0.669              0.620              1.414              0.897              0.419              0.104              0.015              0.019              0.009              0.003              0.001              0.002              0.003              0.002              0.002              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         -9.353         -3.456          0.000          0.000
        41      1995         2           10          0.000         15.400          0.000         10.539          0.000          0.000          0.000       1154.201         10.940          0.000          0.000              ?         19.490              0.045              0.069              0.091              0.144              0.150              0.160              0.180              0.220              0.221              0.225              0.216              0.214              0.238              0.250              0.249              0.248              0.250              0.248              0.248              0.254              0.286              0.290              0.290              0.290              0.290              0.290              0.290          0.000          0.082        124.400         70.766         63.554        134.320        172.500        132.379        304.879        309.372        289.624         19.743              ?         29.808          4.241        149.097       2437.792       9817.014        215.596         19.074       9447.780        130.469          4.095          0.000          4.317          0.721         42.726          0.009          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.999       2153.304       2084.084              0.005              0.067              0.040              0.007              0.002              0.000              0.000              0.000              0.001              0.003              0.003              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.000              0.000              0.000          5.691          6.820       4731.184          0.519          1.000          0.097          0.550          0.554          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000              6.925              3.828              4.001              4.183              3.017              4.978              4.482              2.771              1.065              0.379              0.282              0.363              0.700              0.708              0.659              0.663              0.614              1.238              0.773              0.361              0.076              0.015              0.019              0.009              0.003              0.001              0.002              0.003              0.002              0.002              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000        -11.856         -2.463          0.000          0.000
        42      1995         2           11          0.000          0.000          0.000          0.046          0.000          0.000          0.000       1153.010          1.144          0.000          0.000              ?          3.793              0.034              0.069              0.091              0.144              0.150              0.160              0.180              0.220              0.221              0.225              0.216              0.214              0.238              0.250              0.249              0.248              0.250              0.248              0.248              0.254              0.286              0.290              0.290              0.290              0.290              0.290              0.290          0.000          0.084        124.400         71.910         63.600        135.510        172.454        132.375        304.829        308.197        289.614         17.984              ?         30.078          5.101        149.786       2437.741       9813.167        216.337         21.104       9447.673        123.718          4.334          0.000          0.422         47.342       1796.390          0.302          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.001        392.115        380.863              0.005              0.067              0.040              0.007              0.002              0.000              0.000              0.000              0.001              0.003              0.003              0.003              0.002              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.000              0.000              0.000          1.973          4.050       4741.184          1.000          1.000          0.335          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000              6.640              2.853              3.176              3.985              3.014              4.979              4.482              2.771              1.063              0.368              0.266              0.335              0.675              0.680              0.622              0.626              0.579              1.427              0.757              0.354              0.073              0.015              0.019              0.009              0.003              0.001              0.002              0.003              0.002              0.002              0.001              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000        -11.871         -0.498          0.000          0.000
        57      1995         2           26          0.000          0.000          0.000          8.471          0.000          0.000          0.000       1143.909          0.631          0.000          0.000              ?          9.298              0.030              0.051              0.074              0.135              0.150              0.160              0.180              0.220              0.221              0.223              0.214              0.212              0.236              0.248              0.247              0.246              0.248              0.246              0.246              0.253              0.285              0.290              0.290              0.290              0.290              0.290              0.290          0.000          0.114        124.400         72.539         72.069        144.608        167.928        131.714        299.642        302.652        287.339         19.683              ?         33.787          4.718        149.034       2436.131       9810.031        216.864         19.320       9445.133        124.520          4.195          0.000          6.151         11.910        455.857          0.087          0.000          0.000          0.000          0.000          0.000          0.000         0         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.233        590.772        572.584              0.004              0.065              0.039              0.006              0.002              0.000              0.000              0.000              0.001              0.003              0.003              0.003              0.002              0.002              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.001              0.000              0.000              0.000          2.723          4.931       4890.517          0.815          1.000          0.209          0.170          0.171          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000              7.272              3.397              3.341              3.824              3.013              4.985              4.485              2.772              1.061              0.365              0.264              0.328              0.666              0.668              0.606              0.609              0.562              1.414              0.685              0.351              0.083              0.017              0.020              0.010              0.003              0.000              0.001              0.002              0.002              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000        -15.424         -3.103          0.000          0.000
