Summary_file = wheat.sum
Title = test
           Date           rain       das          stage            lai        biomass          yield     root_depth             ep
     30/07/1988          0.000        44          4.672          1.046        656.899          0.000        688.710          0.918
     31/07/1988          0.000        45          4.691          1.166        734.896          0.000        704.010          1.603
     01/08/1988          0.000        46          4.710          1.291        816.497          0.000        719.370          1.758
     02/08/1988          0.000        47          4.731          1.413        896.742          0.000        736.950          1.328
     03/08/1988          0.000        48          4.755          1.559        993.466          0.000        756.510          2.349
     04/08/1988          0.000        49          4.779          1.709       1093.217          0.000        776.010          2.241
     05/08/1988          0.000        50          4.804          1.850       1189.673          0.000        796.470          2.138
     06/08/1988          0.000        51          4.827          1.964       1270.907          0.000        815.310          0.558
     07/08/1988          0.000        52          4.841          2.094       1361.402          0.000        826.350          1.122
     08/08/1988          0.000        53          4.854          2.219       1448.117          0.000        836.610          0.974
     09/08/1988          0.000        54          4.866          2.347       1537.310          0.000        846.210          1.275
     10/08/1988          0.000        55          4.880          2.469       1623.702          0.000        857.490          1.684
     11/08/1988          0.000        56          4.899          2.580       1704.187          0.000        872.730          1.746
     12/08/1988          0.000        57          4.919          2.672       1776.794          0.000        888.090          1.259
     13/08/1988          0.000        58          4.937          2.755       1848.062          0.000        902.970          1.335
     14/08/1988          0.000        59          4.957          2.828       1916.284          0.000        918.450          1.297
     15/08/1988          0.000        60          4.978          2.891       1982.492          0.000        934.770          1.237
     16/08/1988          0.000        61          5.000          2.951       2053.369          0.000        953.430          1.553
     17/08/1988          0.000        62          5.030          3.003       2124.675          0.000        972.810          1.935
     18/08/1988          0.000        63          5.064          3.040       2192.207          0.000        995.190          1.466
     19/08/1988          0.000        64          5.097          3.074       2265.152          0.000       1016.910          1.178
     20/08/1988          0.000        65          5.129          3.111       2355.883          0.000       1038.390          3.020
     21/08/1988          0.000        66          5.165          3.135       2442.853          0.000       1062.750          2.591
     22/08/1988          0.000        67          5.202          3.137       2500.043          0.000       1086.870          0.816
     23/08/1988         34.800        68          5.234          3.142       2573.904          0.000       1108.410          0.780
     24/08/1988          1.200        69          5.255          3.153       2659.121          0.000       1122.510          1.073
     25/08/1988          0.000        70          5.276          3.166       2771.409          0.000       1136.730          1.940
     26/08/1988          0.000        71          5.303          3.169       2882.008          0.000       1154.190          2.070
     27/08/1988          0.000        72          5.332          3.152       2962.681          0.000       1173.570          1.084
     28/08/1988          6.400        73          5.359          3.133       3061.885          0.000       1191.990          0.963
     29/08/1988          0.000        74          5.380          3.119       3212.290          0.000       1205.850          2.591
     30/08/1988          0.000        75          5.403          3.098       3368.896          0.000       1221.270          3.489
     31/08/1988          0.000        76          5.429          3.073       3459.505          0.000       1238.610          1.058
     01/09/1988          1.000        77          5.458          3.047       3548.461          0.000       1257.570          0.925
     02/09/1988          0.000        78          5.489          3.017       3688.680          0.000       1278.450          2.088
     03/09/1988          0.000        79          5.524          2.985       3858.453          0.000       1301.550          4.119
     04/09/1988          1.200        80          5.560          2.952       4000.812          0.000       1325.250          3.441
     05/09/1988          0.600        81          5.591          2.922       4094.843          0.000       1346.250          1.104
     06/09/1988          0.000        82          5.623          2.892       4216.365          0.000       1367.550          1.506
     07/09/1988          8.000        83          5.654          2.864       4322.924          0.000       1388.190          1.063
     08/09/1988          0.000        84          5.684          2.821       4498.751          0.000       1408.290          3.834
     09/09/1988          0.000        85          5.713          2.774       4657.551          0.000       1427.430          2.923
     10/09/1988          0.000        86          5.745          2.722       4811.045          0.000       1448.850          3.138
     11/09/1988          0.000        87          5.782          2.662       4961.248          0.000       1473.390          3.187
     12/09/1988         14.000        88          5.816          2.607       5070.915          0.000       1496.010          0.953
     13/09/1988         13.000        89          5.847          2.556       5239.632          0.000       1516.770          4.299
     14/09/1988          0.000        90          5.867          2.524       5302.429          0.000       1529.790          0.388
     15/09/1988         13.400        91          5.897          2.475       5449.737          0.000       1549.890          3.070
     16/09/1988          1.200        92          5.927          2.426       5602.553          0.000       1569.930          3.545
     17/09/1988          0.000        93          5.961          2.370       5797.912          0.000       1592.790          5.193
     18/09/1988          0.000        94          5.993          2.318       5992.997          0.000       1614.210          5.068
     19/09/1988          0.000        95          6.000          2.276       6173.296         48.030       1631.430          3.850
     20/09/1988          0.000        96          6.193          2.239       6344.006         89.867       1646.430          2.997
     21/09/1988          0.000        97          6.311          2.198       6526.424        137.060       1663.350          4.368
     22/09/1988          0.000        98          6.442          2.152       6706.417        189.775       1682.250          4.479
     23/09/1988          0.000        99          6.594          2.096       6877.607        250.858       1704.150          4.474
     24/09/1988          0.000       100          6.760          2.020       7042.836        317.464       1728.030          4.184
     25/09/1988          0.000       101          6.928          1.943       7210.992        384.906       1752.210          4.569
     26/09/1988          0.000       102          7.000          1.864       7369.278        523.807       1777.110          4.354
     27/09/1988          0.000       103          7.062          1.782       7486.309        667.393       1800.000          2.667
     28/09/1988          6.400       104          7.103          1.695       7626.115        818.343       1800.000          3.862
     29/09/1988          0.000       105          7.141          1.616       7789.918        957.579       1800.000          4.578
     30/09/1988          0.000       106          7.188          1.518       7943.544       1128.276       1800.000          5.123
     01/10/1988          0.000       107          7.231          1.429       8072.045       1284.247       1800.000          2.175
     02/10/1988          0.000       108          7.266          1.355       8218.195       1413.776       1800.000          3.965
     03/10/1988          0.000       109          7.303          1.279       8362.671       1547.656       1800.000          4.017
     04/10/1988          0.000       110          7.348          1.185       8494.896       1711.994       1800.000          3.991
     05/10/1988          0.000       111          7.383          1.117       8581.144       1886.038       1800.000          3.785
     06/10/1988          0.000       112          7.424          1.053       8677.797       2060.083       1800.000          3.709
     07/10/1988          0.000       113          7.467          0.986       8795.066       2218.061       1800.000          3.486
     08/10/1988          0.000       114          7.508          0.923       8895.895       2366.668       1800.000          2.920
     09/10/1988          0.000       115          7.552          0.854       8989.758       2517.567       1800.000          2.610
     10/10/1988          0.000       116          7.591          0.793       9068.571       2637.002       1800.000          1.841
     11/10/1988          0.000       117          7.626          0.739       9137.643       2736.466       1800.000          2.099
     12/10/1988          0.000       118          7.669          0.674       9200.170       2851.025       1800.000          2.342
     13/10/1988          0.000       119          7.715          0.601       9252.846       2969.172       1800.000          2.289
     14/10/1988          0.000       120          7.763          0.528       9293.115       3082.272       1800.000          1.696
     15/10/1988          0.000       121          7.804          0.464       9325.870       3190.582       1800.000          1.336
     16/10/1988          0.000       122          7.849          0.399       9350.812       3288.208       1800.000          1.200
     17/10/1988          0.000       123          7.895          0.372       9369.283       3384.904       1800.000          0.584
     18/10/1988          0.000       124          7.932          0.350       9384.845       3459.839       1800.000          0.542
     19/10/1988          0.000       125          7.971          0.328       9399.030       3540.329       1800.000          0.554
     20/10/1988          0.000       126          8.000          0.301       9412.185       3540.329       1800.000          0.754
     21/10/1988          0.000       127          9.000          0.274       9412.185       3540.329       1800.000          1.496
     22/10/1988          0.000       128         10.000          0.001       9412.185       3540.329       1800.000          0.000
     23/10/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     24/10/1988          2.200         0          0.000          0.000          0.000          0.000          0.000          0.000
     25/10/1988          0.400         0          0.000          0.000          0.000          0.000          0.000          0.000
     26/10/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     27/10/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     28/10/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     29/10/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     30/10/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     31/10/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     01/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     02/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     03/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     04/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     05/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     06/11/1988          0.600         0          0.000          0.000          0.000          0.000          0.000          0.000
     07/11/1988          4.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     08/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     09/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     10/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     11/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     12/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     13/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     14/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     15/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     16/11/1988         17.000         0          0.000          0.000          0.000          0.000          0.000          0.000
     17/11/1988          0.000         0          0.000          0.000          0.000          0.000          0.000          0.000
