Summary_file = canopy.sum
Title = Canopy Sample Simulation
       day      year       sw_dep()      lai_maize     biom_maize     lai_cowpea    biom_cowpea
       206      1988        776.867          0.000          0.000          0.000          0.000
       207      1988        776.066          0.000          0.000          0.000          0.000
       208      1988        775.351          0.000          0.000          0.000          0.000
       209      1988        774.694          0.000          0.000          0.000          0.000
       210      1988        774.081          0.000          0.000          0.000          0.000
       211      1988        773.504          0.000          0.000          0.000          0.000
       212      1988        772.957          0.000          0.000          0.000          0.000
       213      1988        772.436          0.000          0.000          0.000          0.000
       214      1988        771.939          0.000          0.000          0.000          0.000
       215      1988        771.463          0.000          0.000          0.000          0.000
       216      1988        771.007          0.000          0.000          0.000          0.000
       217      1988        770.570          0.000          0.000          0.000          0.000
       218      1988        770.151          0.000          0.000          0.000          0.000
       219      1988        769.748          0.000          0.000          0.000          0.000
       220      1988        769.362          0.000          0.000          0.000          0.000
       221      1988        768.990          0.000          0.000          0.000          0.000
       222      1988        768.633          0.000          0.000          0.000          0.000
       223      1988        768.289          0.000          0.000          0.000          0.000
       224      1988        767.957          0.000          0.000          0.000          0.000
       225      1988        767.637          0.000          0.000          0.000          0.000
       226      1988        767.329          0.000          0.000          0.000          0.000
       227      1988        767.030          0.000          0.000          0.000          0.000
       228      1988        766.741          0.000          0.000          0.000          0.000
       229      1988        766.461          0.000          0.000          0.000          0.000
       230      1988        766.190          0.000          0.000          0.000          0.000
       231      1988        765.926          0.000          0.000          0.000          0.000
       232      1988        765.669          0.000          0.000          0.000          0.000
       233      1988        765.419          0.000          0.000          0.000          0.000
       234      1988        765.175          0.000          0.000          0.000          0.000
       235      1988        764.937          0.000          0.000          0.000          0.000
       236      1988        784.483          0.000          0.000          0.000          0.000
       237      1988        783.137          0.000          0.000          0.000          0.000
       238      1988        780.671          0.000          0.000          0.000          0.000
       239      1988        779.622          0.000          0.000          0.000          0.000
       240      1988        778.808          0.000          0.000          0.000          0.000
       241      1988        782.451          0.000          0.000          0.000          0.000
       242      1988        779.879          0.000          0.000          0.000          0.000
       243      1988        778.966          0.000          0.000          0.000          0.000
       244      1988        778.192          0.000          0.000          0.000          0.000
       245      1988        777.495          0.000          0.000          0.000          0.000
       246      1988        776.845          0.000          0.000          0.000          0.000
       247      1988        776.226          0.000          0.000          0.000          0.000
       248      1988        775.630          0.000          0.000          0.000          0.000
       249      1988        775.050          0.000          0.000          0.000          0.000
       250      1988        774.485          0.000          0.000          0.000          0.000
       251      1988        779.700          0.000          0.000          0.000          0.000
       252      1988        777.292          0.000          0.000          0.000          0.000
       253      1988        776.490          0.000          0.000          0.000          0.000
       254      1988        775.756          0.000          0.000          0.000          0.000
       255      1988        775.073          0.000          0.000          0.000          0.000
       256      1988        784.210          0.000          0.000          0.000          0.000
       257      1988        791.047          0.000          0.000          0.000          0.000
       258      1988        789.540          0.000          0.000          0.000          0.000
       259      1988        797.055          0.000          0.000          0.000          0.000
       260      1988        795.138          0.000          0.000          0.000          0.000
       261      1988        793.473          0.000          0.000          0.000          0.000
       262      1988        792.290          0.000          0.000          0.000          0.000
       263      1988        791.250          0.000          0.000          0.000          0.000
       264      1988        790.265          0.000          0.000          0.000          0.000
       265      1988        789.295          0.000          0.000          0.000          0.000
       266      1988        788.321          0.000          0.000          0.000          0.000
       267      1988        787.333          0.000          0.000          0.000          0.000
       268      1988        786.328          0.000          0.000          0.000          0.000
       269      1988        785.307          0.000          0.000          0.000          0.000
       270      1988        784.274          0.000          0.000          0.000          0.000
       271      1988        783.235          0.000          0.000          0.000          0.000
       272      1988        784.449          0.000          0.000          0.000          0.000
       273      1988        783.305          0.000          0.000          0.000          0.000
       274      1988        782.190          0.000          0.000          0.000          0.000
       275      1988        781.109          0.000          0.000          0.000          0.000
       276      1988        780.064          0.000          0.000          0.000          0.000
       277      1988        779.058          0.000          0.000          0.000          0.000
       278      1988        778.095          0.000          0.000          0.000          0.000
       279      1988        777.174          0.000          0.000          0.000          0.000
       280      1988        776.299          0.000          0.000          0.000          0.000
       281      1988        775.469          0.000          0.000          0.000          0.000
       282      1988        774.684          0.000          0.000          0.000          0.000
       283      1988        773.944          0.000          0.000          0.000          0.000
       284      1988        773.248          0.000          0.000          0.000          0.000
       285      1988        772.593          0.000          0.000          0.000          0.000
       286      1988        771.979          0.000          0.000          0.000          0.000
       287      1988        771.403          0.000          0.000          0.000          0.000
       288      1988        770.863          0.000          0.000          0.000          0.000
       289      1988        770.357          0.000          0.000          0.000          0.000
       290      1988        769.882          0.000          0.000          0.000          0.000
       291      1988        769.436          0.000          0.000          0.000          0.000
       292      1988        769.017          0.000          0.000          0.000          0.000
       293      1988        768.623          0.000          0.000          0.000          0.000
       294      1988        768.251          0.000          0.000          0.000          0.000
       295      1988        767.899          0.000          0.000          0.000          0.000
       296      1988        767.566          0.000          0.000          0.000          0.000
       297      1988        767.250          0.000          0.000          0.000          0.000
       298      1988        766.949          0.000          0.000          0.000          0.000
       299      1988        766.662          0.000          0.000          0.000          0.000
       300      1988        766.388          0.000          0.000          0.000          0.000
       301      1988        766.124          0.000          0.000          0.000          0.000
       302      1988        765.870          0.000          0.000          0.000          0.000
       303      1988        765.626          0.000          0.000          0.000          0.000
       304      1988        765.390          0.000          0.000          0.000          0.000
       305      1988        765.161          0.000          0.000          0.000          0.000
       306      1988        764.939          0.000          0.000          0.000          0.000
       307      1988        764.722          0.000          0.000          0.000          0.000
       308      1988        764.511          0.000          0.000          0.000          0.000
       309      1988        764.305          0.000          0.000          0.000          0.000
       310      1988        764.104          0.000          0.000          0.000          0.000
       311      1988        763.907          0.000          0.000          0.000          0.000
       312      1988        763.713          0.000          0.000          0.000          0.000
       313      1988        763.523          0.000          0.000          0.000          0.000
       314      1988        763.336          0.000          0.000          0.000          0.000
       315      1988        763.152          0.000          0.000          0.000          0.000
       316      1988        762.970          0.000          0.000          0.000          0.000
       317      1988        762.791          0.000          0.000          0.000          0.000
       318      1988        762.615          0.000          0.000          0.000          0.000
       319      1988        762.441          0.000          0.000          0.000          0.000
       320      1988        762.268          0.000          0.000          0.000          0.000
       321      1988        772.959          0.000          0.000          0.000          0.000
       322      1988        772.567          0.000          0.000          0.000          0.000
       323      1988        772.193          0.000          0.000          0.000          0.000
       324      1988        771.835          0.000          0.000          0.000          0.000
       325      1988        771.490          0.000          0.000          0.000          0.000
       326      1988        771.159          0.000          0.000          0.000          0.000
       327      1988        770.838          0.000          0.000          0.000          0.000
       328      1988        770.527          0.000          0.000          0.000          0.000
       329      1988        770.226          0.000          0.000          0.000          0.000
       330      1988        769.933          0.000          0.000          0.000          0.000
       331      1988        769.648          0.000          0.000          0.000          0.000
       332      1988        769.370          0.000          0.000          0.000          0.000
       333      1988        769.099          0.000          0.000          0.000          0.000
       334      1988        768.834          0.000          0.000          0.000          0.000
       335      1988        768.574          0.000          0.000          0.000          0.000
       336      1988        768.320          0.000          0.000          0.000          0.000
       337      1988        768.072          0.000          0.000          0.000          0.000
       338      1988        767.828          0.000          0.000          0.000          0.000
       339      1988        767.588          0.000          0.000          0.000          0.000
       340      1988        767.353          0.000          0.000          0.000          0.000
       341      1988        767.122          0.000          0.000          0.000          0.000
       342      1988        766.895          0.000          0.000          0.000          0.000
       343      1988        767.719          0.000          0.000          0.000          0.000
       344      1988        767.874          0.000          0.000          0.000          0.000
       345      1988        785.303          0.000          0.000          0.000          0.000
       346      1988        783.741          0.000          0.000          0.000          0.000
       347      1988        793.012          0.000          0.000          0.000          0.000
       348      1988        791.186          0.000          0.000          0.000          0.000
       349      1988        790.133          0.000          0.000          0.000          0.000
       350      1988        789.263          0.000          0.000          0.000          0.000
       351      1988        788.465          0.000          0.000          0.000          0.000
       352      1988        790.560          0.000          0.000          0.000          0.000
       353      1988        800.783          0.000          0.000          0.000          0.000
       354      1988        800.227          0.000          0.000          0.000          0.000
       355      1988        798.305          0.000          0.000          0.000          0.000
       356      1988        796.907          0.000          0.000          0.000          0.000
       357      1988        795.639          0.000          0.000          0.000          0.000
       358      1988        794.415          0.000          0.000          0.000          0.000
       359      1988        793.199          0.000          0.000          0.000          0.000
       360      1988        791.977          0.000          0.000          0.000          0.000
       361      1988        790.743          0.000          0.000          0.000          0.000
       362      1988        795.451          0.000          0.000          0.000          0.000
       363      1988        793.063          0.000          0.000          0.000          0.000
       364      1988        791.249          0.000          0.000          0.000          0.000
       365      1988        789.618          0.000          0.000          0.000          0.000
