APSIM output file, version = 5.3
Title = Sorghum summer-grass Simulation
            day           year       weed_lai   weed_biomass weed_grn_biomass            lai        biomass  green_biomass          yield
            134           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            135           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            136           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            137           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            138           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            139           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            140           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            141           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            142           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            143           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            144           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            145           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            146           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            147           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            148           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            149           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            150           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            151           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            152           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            153           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            154           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            155           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            156           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            157           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            158           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            159           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            160           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            161           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            162           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            163           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            164           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            165           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            166           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            167           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            168           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            169           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            170           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            171           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            172           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            173           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            174           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            175           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            176           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            177           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            178           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            179           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            180           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            181           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            182           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            183           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            184           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            185           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            186           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            187           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            188           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            189           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            190           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            191           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            192           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            193           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            194           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            195           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            196           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            197           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            198           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            199           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            200           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            201           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            202           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            203           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            204           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            205           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            206           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            207           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            208           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            209           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            210           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            211           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            212           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            213           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            214           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            215           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            216           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            217           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            218           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            219           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            220           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            221           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            222           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            223           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            224           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            225           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            226           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            227           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            228           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            229           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            230           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            231           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            232           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            233           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            234           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            235           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            236           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            237           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            238           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            239           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            240           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            241           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            242           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            243           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            244           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            245           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            246           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            247           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            248           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            249           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            250           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            251           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            252           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            253           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            254           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            255           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            256           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            257           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            258           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            259           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            260           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            261           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            262           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            263           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            264           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            265           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            266           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            267           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            268           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            269           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            270           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            271           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            272           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            273           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            274           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            275           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            276           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            277           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            278           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            279           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            280           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            281           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            282           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            283           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            284           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            285           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            286           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            287           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            288           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            289           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            290           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            291           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            292           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            293           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            294           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            295           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            296           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            297           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            298           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            299           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            300           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            301           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            302           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            303           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            304           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            305           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            306           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            307           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            308           1988          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            309           1988          0.000          0.000            0.000          0.002         20.000         19.000          0.000
            310           1988          0.000          0.000            0.000          0.021         20.238         19.238          0.000
            311           1988          0.000          0.000            0.000          0.021         21.118         20.118          0.000
            312           1988          0.004          9.000            9.000          0.027         22.913         21.913          0.000
            313           1988          0.005          9.650            9.650          0.033         25.898         24.898          0.000
            314           1988          0.007         10.719           10.719          0.042         30.346         29.346          0.000
            315           1988          0.011         12.210           12.210          0.052         35.677         34.677          0.000
            316           1988          0.015         14.262           14.262          0.063         42.031         41.031          0.000
            317           1988          0.021         17.212           17.212          0.074         49.796         48.796          0.000
            318           1988          0.028         21.454           21.454          0.086         59.062         58.062          0.000
            319           1988          0.034         27.090           27.090          0.101         70.212         69.212          0.000
            320           1988          0.042         34.368           34.368          0.121         83.828         82.828          0.000
            321           1988          0.046         38.693           38.693          0.131         91.702         90.702          0.000
            322           1988          0.050         45.210           45.210          0.143        103.481        102.481          0.000
            323           1988          0.057         55.674           55.674          0.164        122.318        121.318          0.000
            324           1988          0.065         68.024           68.024          0.192        144.791        143.791          0.000
            325           1988          0.000          0.000            0.000          0.220        165.717        164.717          0.000
            326           1988          0.000          0.000            0.000          0.264        192.078        191.078          0.000
            327           1988          0.000          0.000            0.000          0.316        221.265        220.265          0.000
            328           1988          0.000          0.000            0.000          0.366        262.908        261.908          0.000
            329           1988          0.000          0.000            0.000          0.429        310.550        309.550          0.000
            330           1988          0.000          0.000            0.000          0.498        364.370        363.370          0.000
            331           1988          0.000          0.000            0.000          0.576        424.921        423.921          0.000
            332           1988          0.000          0.000            0.000          0.670        488.573        487.574          0.000
            333           1988          0.000          0.000            0.000          0.738        569.657        565.900          0.000
            334           1988          0.000          0.000            0.000          0.831        659.546        655.222          0.000
            335           1988          0.000          0.000            0.000          0.930        761.950        756.859          0.000
            336           1988          0.000          0.000            0.000          1.038        869.329        863.320          0.000
            337           1988          0.000          0.000            0.000          1.166        984.610        977.448          0.000
            338           1988          0.000          0.000            0.000          1.307       1092.269       1083.640          0.000
            339           1988          0.000          0.000            0.000          1.438       1229.012       1218.661          0.000
            340           1988          0.000          0.000            0.000          1.573       1375.356       1363.062          0.000
            341           1988          0.000          0.000            0.000          1.706       1517.700       1503.136          0.000
            342           1988          0.000          0.000            0.000          1.854       1626.119       1608.830          0.000
            343           1988          0.000          0.000            0.000          1.986       1726.007       1705.556          0.000
            344           1988          0.000          0.000            0.000          2.110       1870.904       1846.930          0.000
            345           1988          0.000          0.000            0.000          2.220       2033.246       2005.271          0.000
            346           1988          0.000          0.000            0.000          2.316       2223.524       2191.052          0.000
            347           1988          0.000          0.000            0.000          2.391       2382.718       2345.582          0.000
            348           1988          0.000          0.000            0.000          2.447       2569.727       2528.172          0.000
            349           1988          0.000          0.000            0.000          2.490       2766.535       2720.885          0.000
            350           1988          0.000          0.000            0.000          2.538       2952.996       2902.228          0.000
            351           1988          0.000          0.000            0.000          2.580       3084.500       3027.503          0.000
            352           1988          0.000          0.000            0.000          2.606       3169.258       3106.792          0.000
            353           1988          0.000          0.000            0.000          2.620       3262.166       3194.083          0.000
            354           1988          0.000          0.000            0.000          2.609       3446.111       3369.939          0.000
            355           1988          0.000          0.000            0.000          2.598       3638.590       3554.319          0.000
            356           1988          0.000          0.000            0.000          2.587       3841.813       3748.982          0.000
            357           1988          0.000          0.000            0.000          2.573       4029.012       3926.043          0.000
            358           1988          0.000          0.000            0.000          2.559       4220.296       4106.881          0.000
            359           1988          0.000          0.000            0.000          2.543       4407.626       4282.075          0.000
            360           1988          0.000          0.000            0.000          2.526       4603.900       4465.979          0.000
            361           1988          0.000          0.000            0.000          2.507       4802.288       4650.676          0.000
            362           1988          0.000          0.000            0.000          2.487       4957.595       4791.042          0.000
            363           1988          0.000          0.000            0.000          2.467       5164.517       4983.296         51.730
            364           1988          0.000          0.000            0.000          2.444       5357.884       5159.563        100.072
            365           1988          0.000          0.000            0.000          2.419       5537.354       5320.513        144.940
            366           1988          0.000          0.000            0.000          2.393       5713.029       5477.022        188.859
              1           1989          0.000          0.000            0.000          2.366       5895.437       5639.490        234.460
              2           1989          0.000          0.000            0.000          2.339       6021.972       5746.042        415.604
              3           1989          0.000          0.000            0.000          2.309       6181.176       5882.694        618.828
              4           1989          0.000          0.000            0.000          2.274       6365.743       6041.778        850.120
              5           1989          0.000          0.000            0.000          2.237       6558.753       6207.188       1098.203
              6           1989          0.000          0.000            0.000          2.199       6679.273       6300.040       1283.620
              7           1989          0.000          0.000            0.000          2.158       6829.277       6419.636       1487.605
              8           1989          0.000          0.000            0.000          2.115       6997.738       6556.016       1696.788
              9           1989          0.000          0.000            0.000          2.068       7162.906       6687.006       1910.968
             10           1989          0.000          0.000            0.000          2.021       7347.938       6837.211       2158.071
             11           1989          0.000          0.000            0.000          1.970       7502.295       6953.402       2376.456
             12           1989          0.000          0.000            0.000          1.921       7675.090       7090.047       2587.384
             13           1989          0.000          0.000            0.000          1.866       7843.555       7218.013       2805.496
             14           1989          0.000          0.000            0.000          1.816       7988.525       7326.098       2992.574
             15           1989          0.000          0.000            0.000          1.763       8139.879       7437.908       3185.941
             16           1989          0.000          0.000            0.000          1.708       8286.941       7544.716       3376.837
             17           1989          0.000          0.000            0.000          1.651       8433.676       7649.564       3570.577
             18           1989          0.000          0.000            0.000          1.592       8581.387       7753.594       3779.590
             19           1989          0.000          0.000            0.000          1.532       8726.944       7854.347       4000.385
             20           1989          0.000          0.000            0.000          1.469       8842.375       7923.477       4204.585
             21           1989          0.000          0.000            0.000          1.406       8971.293       8006.167       4420.912
             22           1989          0.000          0.000            0.000          1.338       9057.620       8042.032       4509.304
             23           1989          0.000          0.000            0.000          1.269       9130.059       8063.233       4595.109
             24           1989          0.000          0.000            0.000          1.213       9196.457       8088.463       4668.841
             25           1989          0.000          0.000            0.000          1.166       9290.695       8147.748       4735.243
             26           1989          0.000          0.000            0.000          1.119       9390.997       8213.104       4802.076
             27           1989          0.000          0.000            0.000          1.076       9466.789       8257.079       4865.460
             28           1989          0.000          0.000            0.000          1.030       9553.366       8309.955       4931.862
             29           1989          0.000          0.000            0.000          0.986       9637.039       8360.824       4997.833
             30           1989          0.000          0.000            0.000          0.934       9723.422       8408.832       5079.757
             31           1989          0.000          0.000            0.000          0.885       9804.106       8453.843       5160.443
             32           1989          0.000          0.000            0.000          0.877       9871.236       8514.908       5160.443
             33           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             34           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             35           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             36           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             37           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             38           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             39           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             40           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             41           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             42           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             43           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             44           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             45           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             46           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             47           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             48           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             49           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             50           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             51           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             52           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             53           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             54           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             55           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             56           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             57           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             58           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             59           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             60           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             61           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             62           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             63           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             64           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             65           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             66           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             67           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             68           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             69           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             70           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             71           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             72           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             73           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             74           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             75           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             76           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             77           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             78           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             79           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             80           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             81           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             82           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             83           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             84           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             85           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             86           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             87           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             88           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             89           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             90           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             91           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             92           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             93           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             94           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             95           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             96           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             97           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             98           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
             99           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            100           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            101           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            102           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            103           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            104           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            105           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            106           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            107           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            108           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            109           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            110           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            111           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            112           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            113           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            114           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            115           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            116           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            117           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            118           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            119           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            120           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            121           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            122           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            123           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            124           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            125           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            126           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            127           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            128           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            129           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            130           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            131           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            132           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
            133           1989          0.000          0.000            0.000          0.000          0.000          0.000          0.000
