ApsimVersion = 6.0
Title = Winter dicot fallow Simulation
            day           year       weed_lai   weed_biomass weed_grn_biomass
          (day)         (year)      (m^2/m^2)        (kg/ha)          (kg/ha)
             43           1989          0.000            0.0              0.0
             44           1989          0.000            0.0              0.0
             45           1989          0.000            0.0              0.0
             46           1989          0.000            0.0              0.0
             47           1989          0.000            0.0              0.0
             48           1989          0.000            0.0              0.0
             49           1989          0.000            0.0              0.0
             50           1989          0.000            0.0              0.0
             51           1989          0.000            0.0              0.0
             52           1989          0.000            0.0              0.0
             53           1989          0.000            0.0              0.0
             54           1989          0.000            0.0              0.0
             55           1989          0.000            0.0              0.0
             56           1989          0.000            0.0              0.0
             57           1989          0.000            0.0              0.0
             58           1989          0.000            0.0              0.0
             59           1989          0.000            0.0              0.0
             60           1989          0.000            0.0              0.0
             61           1989          0.000            0.0              0.0
             62           1989          0.000            0.0              0.0
             63           1989          0.000            0.0              0.0
             64           1989          0.000            0.0              0.0
             65           1989          0.000            0.0              0.0
             66           1989          0.000            0.0              0.0
             67           1989          0.000            0.0              0.0
             68           1989          0.000            0.0              0.0
             69           1989          0.000            0.0              0.0
             70           1989          0.000            0.0              0.0
             71           1989          0.000            0.0              0.0
             72           1989          0.000            0.0              0.0
             73           1989          0.000            0.0              0.0
             74           1989          0.000            0.0              0.0
             75           1989          0.000            0.0              0.0
             76           1989          0.000            0.0              0.0
             77           1989          0.000            0.0              0.0
             78           1989          0.000            0.0              0.0
             79           1989          0.000            0.0              0.0
             80           1989          0.000            0.0              0.0
             81           1989          0.000            0.0              0.0
             82           1989          0.000            0.0              0.0
             83           1989          0.000            0.0              0.0
             84           1989          0.000            0.0              0.0
             85           1989          0.000            0.0              0.0
             86           1989          0.000            0.0              0.0
             87           1989          0.000            0.0              0.0
             88           1989          0.000            0.0              0.0
             89           1989          0.000            0.0              0.0
             90           1989          0.000            0.0              0.0
             91           1989          0.000            0.0              0.0
             92           1989          0.000            0.0              0.0
             93           1989          0.000            0.0              0.0
             94           1989          0.000            0.0              0.0
             95           1989          0.000            0.0              0.0
             96           1989          0.000            0.0              0.0
             97           1989          0.000            0.0              0.0
             98           1989          0.000            0.0              0.0
             99           1989          0.000            0.0              0.0
            100           1989          0.000            0.0              0.0
            101           1989          0.000            0.0              0.0
            102           1989          0.000            0.0              0.0
            103           1989          0.000            0.0              0.0
            104           1989          0.000            0.0              0.0
            105           1989          0.000            0.0              0.0
            106           1989          0.000            0.0              0.0
            107           1989          0.000            0.0              0.0
            108           1989          0.000            0.0              0.0
            109           1989          0.000            0.0              0.0
            110           1989          0.000            0.0              0.0
            111           1989          0.000            0.0              0.0
            112           1989          0.000            0.0              0.0
            113           1989          0.000            0.0              0.0
            114           1989          0.000            0.0              0.0
            115           1989          0.000            0.0              0.0
            116           1989          0.000            0.0              0.0
            117           1989          0.000            0.0              0.0
            118           1989          0.000            0.0              0.0
            119           1989          0.000            0.0              0.0
            120           1989          0.000            0.0              0.0
            121           1989          0.000            0.0              0.0
            122           1989          0.000            0.0              0.0
            123           1989          0.000            0.0              0.0
            124           1989          0.000            0.0              0.0
            125           1989          0.000            0.0              0.0
            126           1989          0.000            0.0              0.0
            127           1989          0.000            0.0              0.0
            128           1989          0.000            0.0              0.0
            129           1989          0.000            0.0              0.0
            130           1989          0.000            0.0              0.0
            131           1989          0.000            0.0              0.0
            132           1989          0.000            0.0              0.0
            133           1989          0.000            0.0              0.0
            134           1989          0.000            0.0              0.0
            135           1989          0.000            0.0              0.0
            136           1989          0.000            0.0              0.0
            137           1989          0.000            0.0              0.0
            138           1989          0.000            0.0              0.0
            139           1989          0.000            0.0              0.0
            140           1989          0.000            0.0              0.0
            141           1989          0.000            0.0              0.0
            142           1989          0.000            0.0              0.0
            143           1989          0.000            0.0              0.0
            144           1989          0.000            0.0              0.0
            145           1989          0.000            0.0              0.0
            146           1989          0.000            0.0              0.0
            147           1989          0.000            0.0              0.0
            148           1989          0.000            0.0              0.0
            149           1989          0.000            0.0              0.0
            150           1989          0.000            0.0              0.0
