Summary_file = winterfallow.sum
Title = Winter dicot fallow Simulation
       day      year       weed_lai   weed_biomass weed_grn_biomass
     (day)    (year)      (m^2/m^2)        (kg/ha)          (kg/ha)
        62      1989          0.000          0.000            0.000
        63      1989          0.000          0.000            0.000
        64      1989          0.000          0.000            0.000
        65      1989          0.000          0.000            0.000
        66      1989          0.000          0.000            0.000
        67      1989          0.000          0.000            0.000
        68      1989          0.000          0.000            0.000
        69      1989          0.000          0.000            0.000
        70      1989          0.000          0.000            0.000
        71      1989          0.000          0.000            0.000
        72      1989          0.000          0.000            0.000
        73      1989          0.000          0.000            0.000
        74      1989          0.000          0.000            0.000
        75      1989          0.000          0.000            0.000
        76      1989          0.000          0.000            0.000
        77      1989          0.000          0.000            0.000
        78      1989          0.000          0.000            0.000
        79      1989          0.000          0.000            0.000
        80      1989          0.000          0.000            0.000
        81      1989          0.000          0.000            0.000
        82      1989          0.000          0.000            0.000
        83      1989          0.000          0.000            0.000
        84      1989          0.000          0.000            0.000
        85      1989          0.000          0.000            0.000
        86      1989          0.000          0.000            0.000
        87      1989          0.000          0.000            0.000
        88      1989          0.000          0.000            0.000
        89      1989          0.000          0.000            0.000
        90      1989          0.000          0.000            0.000
        91      1989          0.000          0.000            0.000
        92      1989          0.000          0.000            0.000
        93      1989          0.000          0.000            0.000
        94      1989          0.000          0.000            0.000
        95      1989          0.000          0.000            0.000
        96      1989          0.000          0.000            0.000
        97      1989          0.000          0.000            0.000
        98      1989          0.000          0.000            0.000
        99      1989          0.000          0.000            0.000
       100      1989          0.000          0.000            0.000
       101      1989          0.000          0.000            0.000
       102      1989          0.000          0.000            0.000
       103      1989          0.000          0.000            0.000
       104      1989          0.000          0.000            0.000
       105      1989          0.000          0.000            0.000
       106      1989          0.000          0.000            0.000
       107      1989          0.000          0.000            0.000
       108      1989          0.000          0.000            0.000
       109      1989          0.000          0.000            0.000
       110      1989          0.000          0.000            0.000
       111      1989          0.000          0.000            0.000
       112      1989          0.000          0.000            0.000
       113      1989          0.000          0.000            0.000
       114      1989          0.000          0.000            0.000
       115      1989          0.000          0.000            0.000
       116      1989          0.000          0.000            0.000
       117      1989          0.000          0.000            0.000
       118      1989          0.000          0.000            0.000
       119      1989          0.000          0.000            0.000
       120      1989          0.000          0.000            0.000
       121      1989          0.000          0.000            0.000
       122      1989          0.000          0.000            0.000
       123      1989          0.000          0.000            0.000
       124      1989          0.000          0.000            0.000
       125      1989          0.000          0.000            0.000
       126      1989          0.000          0.000            0.000
       127      1989          0.000          0.000            0.000
       128      1989          0.000          0.000            0.000
       129      1989          0.000          0.000            0.000
       130      1989          0.000          0.000            0.000
       131      1989          0.000          0.000            0.000
       132      1989          0.000          0.000            0.000
       133      1989          0.000          0.000            0.000
       134      1989          0.000          0.000            0.000
       135      1989          0.000          0.000            0.000
       136      1989          0.000          0.000            0.000
       137      1989          0.000          0.000            0.000
       138      1989          0.000          0.000            0.000
       139      1989          0.000          0.000            0.000
       140      1989          0.000          0.000            0.000
       141      1989          0.000          0.000            0.000
       142      1989          0.000          0.000            0.000
       143      1989          0.000          0.000            0.000
       144      1989          0.000          0.000            0.000
       145      1989          0.000          0.000            0.000
       146      1989          0.000          0.000            0.000
       147      1989          0.000          0.000            0.000
       148      1989          0.000          0.000            0.000
       149      1989          0.000          0.000            0.000
       150      1989          0.000          0.000            0.000
