Summary_file = step6.sum
Title = Step 6. growth by regrowth + transpiration
           date       sw_dep()          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)     basal_area     root_depth       sw_index  transpiration vpd_estimation  max_n_avail()   growth_photo    death_frost     residue_wt  transpiration
     17/01/1957        264.241              8.336             67.565             93.341             95.000          4.000        750.000          1.000          0.958         14.280         15.000         26.237          0.000          0.023          0.958
     18/01/1957        262.618              7.964             66.513             93.140             95.000          4.000        750.000          0.969          0.981         14.060         15.000         31.136          0.000          0.037          0.981
     19/01/1957        261.046              7.645             65.470             92.931             95.000          4.000        750.000          0.932          0.992         17.720         15.000         32.165          0.000          0.053          0.992
     20/01/1957        259.273              7.321             64.274             92.678             95.000          4.000        750.000          0.893          1.159         23.190         15.000         41.379          0.000          0.072          1.159
     21/01/1957        257.575              7.044             63.114             92.417             95.000          4.000        750.000          0.848          1.148         17.210         15.000         38.433          0.000          0.094          1.148
     22/01/1957        255.952              6.807             61.997             92.149             95.000          4.000        750.000          0.802          1.127         24.710         15.000         44.915          0.000          0.120          1.127
     23/01/1957        254.403              6.601             60.928             91.874             95.000          4.000        750.000          0.758          1.099         27.630         15.000         49.934          0.000          0.151          1.099
     24/01/1957        252.928              6.422             59.911             91.595             95.000          4.000        750.000          0.714          1.067         31.020         15.000         49.720          0.000          0.187          1.067
     25/01/1957        255.134              9.672             59.150             91.312             95.000          4.000        750.000          0.681          1.044         20.650         15.000         36.487          0.000          0.230          1.044
     26/01/1957        260.439             15.148             59.137             91.154             95.000          4.000        750.000          1.000          1.094         15.040         15.000         35.443          0.000          0.280          1.094
     27/01/1957        257.571             13.108             58.541             90.922             95.000          4.000        750.000          0.913          1.167          7.080         15.000         14.519          0.000          0.321          1.167
     28/01/1957        255.430             11.847             57.915             90.668             95.000          4.000        750.000          0.716          1.013         10.210         15.000         26.761          0.000          0.366          1.013
     29/01/1957        253.641             10.954             57.286             90.401             95.000          4.000        750.000          0.620          0.932         14.560         15.000         44.223          0.000          0.422          0.932
     30/01/1957        252.063             10.255             56.678             90.130             95.000          4.000        750.000          0.572          0.882         15.960         15.000         45.441          0.000          0.489          0.882
     31/01/1957        250.625              9.672             56.096             89.858             95.000          4.000        750.000          0.545          0.854         21.300         15.000         42.384          0.000          0.569          0.854
     01/02/1957        249.302              9.173             55.543             89.586             95.000          4.000        750.000          0.521          0.824         21.120         15.000         40.037          0.000          0.664          0.824
     02/02/1957        248.077              8.742             55.019             89.315             95.000          4.000        750.000          0.498          0.795         22.140         15.000         60.612          0.000          0.769          0.795
     03/02/1957        246.934              8.367             54.521             89.046             95.000          4.000        750.000          0.477          0.767         23.410         15.000         56.652          0.000          0.887          0.767
     04/02/1957        245.864              8.037             54.049             88.777             95.000          4.000        750.000          0.457          0.741         18.120         15.000         43.403          0.000          1.018          0.741
     05/02/1957        244.857              7.746             53.601             88.510             95.000          4.000        750.000          0.438          0.716         14.060         15.000         38.199          0.000          1.162          0.716
     06/02/1957        243.904              7.489             53.172             88.243             95.000          4.000        750.000          0.421          0.695         13.560         15.000         35.004          0.000          1.320          0.695
     07/02/1957        242.999              7.260             52.764             87.976             95.000          4.000        750.000          0.404          0.675          9.690         15.000         25.984          0.000          1.491          0.675
     08/02/1957        242.134              7.055             52.371             87.708             95.000          4.000        750.000          0.389          0.661         18.590         15.000         50.554          0.000          1.677          0.661
     09/02/1957        241.313              6.872             52.000             87.442             95.000          4.000        750.000          0.374          0.638         18.690         15.000         36.291          0.000          1.878          0.638
     10/02/1957        240.532              6.707             51.647             87.178             95.000          4.000        750.000          0.360          0.616         16.420         15.000         46.164          0.000          2.095          0.616
     11/02/1957        239.784              6.558             51.308             86.917             95.000          4.000        750.000          0.347          0.596         18.960         15.000         43.968          0.000          2.328          0.596
     12/02/1957        239.062              6.423             50.980             86.659             95.000          4.000        750.000          0.334          0.576         12.300         15.000         41.641          0.000          2.576          0.576
     13/02/1957        238.364              6.302             50.661             86.401             95.000          4.000        750.000          0.322          0.560         15.210         15.000         46.935          0.000          2.841          0.560
     14/02/1957        237.691              6.191             50.353             86.146             95.000          4.000        750.000          0.311          0.542         16.570         15.000         47.141          0.000          3.122          0.542
     15/02/1957        237.041              6.091             50.056             85.894             95.000          4.000        750.000          0.300          0.524         20.580         15.000         62.192          0.000          3.421          0.524
     16/02/1957        236.415              6.000             49.770             85.645             95.000          4.000        750.000          0.290          0.505         21.580         15.000         62.178          0.000          3.736          0.505
     17/02/1957        235.816              5.916             49.498             85.402             95.000          4.000        750.000          0.280          0.483         24.410         15.000         64.019          0.000          4.069          0.483
     18/02/1957        235.241              5.839             49.237             85.164             95.000          4.000        750.000          0.271          0.463         23.040         15.000         60.934          0.000          4.419          0.463
     19/02/1957        234.689              5.769             48.988             84.932             95.000          4.000        750.000          0.263          0.444         25.350         15.000         57.898          0.000          4.786          0.444
     20/02/1957        234.160              5.705             48.750             84.704             95.000          4.000        750.000          0.255          0.426         25.250         15.000         47.749          0.000          5.169          0.426
     21/02/1957        233.651              5.646             48.523             84.482             95.000          4.000        750.000          0.247          0.409         25.980         15.000         51.975          0.000          5.570          0.409
     22/02/1957        233.161              5.592             48.304             84.264             95.000          4.000        750.000          0.240          0.393         19.450         15.000         42.076          0.000          5.987          0.393
     23/02/1957        232.689              5.543             48.095             84.051             95.000          4.000        750.000          0.233          0.377          8.300         15.000         30.064          0.000          6.421          0.377
     24/02/1957        232.235              5.498             47.894             83.843             95.000          4.000        750.000          0.227          0.363         15.740         15.000         36.604          0.000          6.871          0.363
     25/02/1957        231.797              5.456             47.701             83.639             95.000          4.000        750.000          0.220          0.350         10.810         15.000         27.156          0.000          7.337          0.350
     26/02/1957        231.374              5.418             47.516             83.440             95.000          4.000        750.000          0.215          0.337         14.660         15.000         33.574          0.000          7.820          0.337
     27/02/1957        238.361             12.712             47.392             83.257             95.000          4.000        750.000          0.418          0.610         13.560         15.000         24.350          0.000          8.317          0.610
     28/02/1957        237.159             11.773             47.288             83.098             95.000          0.500        750.000          0.291          0.371         16.820         15.000         50.189          0.000          8.494          0.371
     01/03/1957        236.178             11.053             47.186             82.940             95.000          0.500        750.000          0.232          0.298         18.660         15.000         48.408          0.000          8.739          0.298
     02/03/1957        235.333             10.463             47.087             82.784             95.000          0.500        750.000          0.205          0.262         20.900         15.000         47.336          0.000          9.054          0.262
     03/03/1957        234.577              9.955             46.991             82.630             95.000          0.500        750.000          0.197          0.249         23.470         15.000         52.010          0.000          9.441          0.249
     04/03/1957        233.888              9.508             46.900             82.480             95.000          0.500        750.000          0.194          0.242         24.080         15.000         49.282          0.000          9.904          0.242
     05/03/1957        234.979             10.834             46.811             82.333             95.000          0.500        750.000          0.209          0.257         20.050         15.000         42.263          0.000         10.449          0.257
     06/03/1957        235.778             11.858             46.728             82.193             95.000          0.500        750.000          0.281          0.334         20.900         15.000         45.249          0.000         11.040          0.334
     07/03/1957        234.809             11.111             46.646             82.052             95.000          0.500        750.000          0.218          0.261         20.480         15.000         42.191          0.000         11.651          0.261
     08/03/1957        234.791             11.308             46.568             81.914             95.000          0.500        750.000          0.228          0.269         18.660         15.000         44.799          0.000         12.276          0.269
     09/03/1957        233.934             10.665             46.491             81.778             95.000          0.500        750.000          0.192          0.226         21.020         15.000         45.474          0.000         12.913          0.226
     10/03/1957        233.181             10.121             46.417             81.644             95.000          0.500        750.000          0.179          0.209         20.130         15.000         38.090          0.000         13.564          0.209
     11/03/1957        239.772             15.230             48.026             81.516             95.000          0.500        750.000          0.861          0.974         16.260         15.000         31.705          0.000         14.229          0.974
     12/03/1957        238.005             13.729             47.904             81.372             95.000          0.500        750.000          0.586          0.745         20.180         15.000         42.711          0.000         14.326          0.745
     13/03/1957        236.276             12.283             47.775             81.218             95.000          0.500        750.000          0.350          0.483         21.230         15.000         43.188          0.000         14.523          0.483
     14/03/1957        234.997             11.290             47.647             81.060             95.000          0.500        750.000          0.246          0.349         20.700         15.000         39.129          0.000         14.852          0.349
     15/03/1957        235.428             11.994             47.526             80.908             95.000          0.500        750.000          0.307          0.423         12.700         15.000         27.809          0.000         15.316          0.423
     16/03/1957        234.235             11.076             47.405             80.754             95.000          0.500        750.000          0.224          0.319         16.660         15.000         30.747          0.000         15.858          0.319
     17/03/1957        233.409             10.474             47.308             80.627             95.000          0.500        750.000          0.196          0.231         22.010         15.000         27.875          0.000         16.545          0.231
     18/03/1957        232.673              9.956             47.215             80.502             95.000          0.500        750.000          0.187          0.218         21.870         15.000         36.076          0.000         17.278          0.218
     19/03/1957        232.006              9.502             47.125             80.379             95.000          0.500        750.000          0.184          0.213         24.780         15.000         39.229          0.000         18.025          0.213
     20/03/1957        231.396              9.099             47.038             80.259             95.000          0.500        750.000          0.182          0.207         32.110         15.000         47.002          0.000         18.783          0.207
     21/03/1957        230.835              8.741             46.954             80.141             95.000          0.500        750.000          0.179          0.202         22.240         15.000         42.588          0.000         19.555          0.202
     22/03/1957        230.317              8.419             46.873             80.025             95.000          0.500        750.000          0.177          0.197         18.120         15.000         38.267          0.000         20.338          0.197
     23/03/1957        229.836              8.130             46.794             79.911             95.000          0.500        750.000          0.174          0.192         20.720         15.000         32.148          0.000         21.134          0.192
     24/03/1957        229.387              7.869             46.719             79.800             95.000          0.500        750.000          0.172          0.187         19.670         15.000         28.034          0.000         21.941          0.187
     25/03/1957        262.844             16.295             71.799             79.751             95.000          0.500        750.000          1.000          0.847         17.740         15.000         33.247          0.000         22.760          0.847
     26/03/1957        260.147             14.274             71.192             79.682             95.000          0.500        750.000          1.000          0.967         16.380         15.000         33.245          0.000         22.667          0.967
     27/03/1957        257.918             12.913             70.412             79.593             95.000          0.500        750.000          1.000          1.063         15.970         15.000         24.923          0.000         22.745          1.063
     28/03/1957        255.898             11.925             69.488             79.486             95.000          0.500        750.000          1.000          1.136         12.200         15.000         17.685          0.000         22.986          1.136
     29/03/1957        254.013             11.171             68.476             79.365             95.000          0.500        750.000          0.975          1.175         16.830         15.000         29.425          0.000         23.389          1.175
     30/03/1957        252.273             10.566             67.466             79.242             95.000          0.500        750.000          0.916          1.145         18.050         15.000         34.055          0.000         23.952          1.145
     31/03/1957        250.620             10.054             66.450             79.116             95.000          0.500        750.000          0.874          1.121         20.210         15.000         37.821          0.000         24.682          1.121
     01/04/1957        249.044              9.607             65.448             78.988             95.000          0.500        750.000          0.839          1.097         23.420         15.000         41.111          0.000         25.007          1.097
     02/04/1957        247.544              9.213             64.471             78.860             95.000          0.500        750.000          0.803          1.066         24.290         15.000         45.931          0.000         25.335          1.066
     03/04/1957        246.118              8.863             63.524             78.731             95.000          0.500        750.000          0.766          1.031         19.160         15.000         44.373          0.000         25.664          1.031
     04/04/1957        245.699              9.445             62.654             78.601             95.000          0.500        750.000          0.732          1.001         18.610         15.000         41.597          0.000         25.996          1.001
     05/04/1957        244.360              9.075             61.816             78.470             95.000          0.500        750.000          0.698          0.969         18.930         15.000         35.593          0.000         26.330          0.969
     06/04/1957        243.094              8.745             61.012             78.338             95.000          0.500        750.000          0.665          0.936         19.030         15.000         41.712          0.000         26.668          0.936
     07/04/1957        241.894              8.448             60.240             78.206             95.000          0.500        750.000          0.632          0.901         19.830         15.000         39.791          0.000         27.010          0.901
     08/04/1957        240.753              8.182             59.497             78.074             95.000          0.500        750.000          0.601          0.865         18.800         15.000         33.456          0.000         27.355          0.865
     09/04/1957        239.665              7.940             58.784             77.941             95.000          0.500        750.000          0.571          0.830         19.310         15.000         34.337          0.000         27.704          0.830
     10/04/1957        247.163             15.932             58.372             77.859             95.000          0.500        750.000          1.000          1.172         19.100         15.000         35.623          0.000         28.058          1.172
     11/04/1957        244.456             13.923             57.793             77.740             95.000          0.500        750.000          0.944          1.253         24.510         15.000         52.425          0.000         27.291          1.253
     12/04/1957        242.840             12.881             57.321             77.638             95.000          0.500        750.000          0.727          0.829         20.580         15.000         47.942          0.000         26.738          0.829
     13/04/1957        241.489             12.103             56.853             77.533             95.000          0.500        750.000          0.603          0.714         23.270         15.000         52.224          0.000         26.349          0.714
     14/04/1957        240.314             11.490             56.396             77.427             95.000          0.500        750.000          0.524          0.634         24.290         15.000         48.746          0.000         26.116          0.634
     15/04/1957        239.264             10.987             55.956             77.321             95.000          0.500        750.000          0.473          0.577         16.300         15.000         28.750          0.000         26.032          0.577
     16/04/1957        238.303             10.556             55.533             77.214             95.000          0.500        750.000          0.438          0.540         18.500         15.000         29.902          0.000         26.094          0.540
     17/04/1957        237.412             10.176             55.128             77.108             95.000          0.500        750.000          0.415          0.512         19.000         15.000         31.050          0.000         26.307          0.512
     18/04/1957        236.575              9.832             54.741             77.003             95.000          0.500        750.000          0.399          0.492         17.570         15.000         32.443          0.000         26.655          0.492
     19/04/1957        235.786              9.517             54.371             76.898             95.000          0.500        750.000          0.384          0.475         18.610         15.000         42.987          0.000         27.049          0.475
     20/04/1957        235.041              9.229             54.017             76.794             95.000          0.500        750.000          0.370          0.457         21.450         15.000         38.895          0.000         27.450          0.457
     21/04/1957        234.335              8.964             53.680             76.691             95.000          0.500        750.000          0.357          0.440          8.280         15.000         18.396          0.000         27.857          0.440
     22/04/1957        236.331             11.382             53.359             76.590             95.000          0.500        750.000          0.395          0.485         14.270         15.000         36.312          0.000         28.271          0.485
     23/04/1957        235.436             10.900             53.048             76.488             95.000          0.500        750.000          0.354          0.439         23.170         15.000         39.320          0.000         28.692          0.439
     24/04/1957        234.620             10.484             52.750             76.387             95.000          0.500        750.000          0.328          0.406         19.160         15.000         41.281          0.000         29.119          0.406
     25/04/1957        233.865             10.114             52.465             76.286             95.000          0.500        750.000          0.312          0.386         18.660         15.000         39.135          0.000         29.554          0.386
     26/04/1957        233.155              9.777             52.192             76.187             95.000          0.500        750.000          0.302          0.372         21.120         15.000         43.834          0.000         29.997          0.372
     27/04/1957        232.488              9.468             51.931             76.088             95.000          0.500        750.000          0.292          0.359         15.500         15.000         36.852          0.000         30.446          0.359
     28/04/1957        231.859              9.184             51.683             75.992             95.000          0.500        750.000          0.283          0.345         19.430         15.000         33.448          0.000         30.903          0.345
     29/04/1957        231.265              8.922             51.446             75.897             95.000          0.500        750.000          0.275          0.331         21.020         15.000         46.964          0.000         31.368          0.331
     30/04/1957        230.704              8.679             51.221             75.804             95.000          0.500        750.000          0.267          0.319         19.310         15.000         35.763          0.000         31.840          0.319
     01/05/1957        230.172              8.454             51.006             75.712             95.000          0.500        750.000          0.260          0.307         23.220         15.000         25.566          0.000         32.319          0.307
     02/05/1957        229.667              8.245             50.801             75.621             95.000          0.500        750.000          0.253          0.295         13.970         15.000         27.120          0.000         32.806          0.295
     03/05/1957        229.188              8.050             50.605             75.533             95.000          0.500        750.000          0.246          0.285         16.240         15.000          9.246          0.000         33.300          0.285
     04/05/1957        228.731              7.868             50.418             75.445             95.000          0.500        750.000          0.240          0.275         17.430         15.000         12.581          0.000         33.801          0.275
     05/05/1957        228.405              7.740             50.283             75.381             95.000          0.500        750.000          0.234          0.199         17.950         15.000         10.185          0.000         34.309          0.199
     06/05/1957        228.091              7.619             50.154             75.318             95.000          0.500        750.000          0.230          0.193         16.000         15.000         15.923          0.000         34.824          0.193
     07/05/1957        227.787              7.504             50.028             75.255             95.000          0.500        750.000          0.226          0.188         16.560         15.000         20.676          0.000         35.347          0.188
     08/05/1957        227.495              7.394             49.907             75.194             95.000          0.500        750.000          0.222          0.183         15.780         15.000         19.480          0.000         35.876          0.183
     09/05/1957        227.212              7.289             49.790             75.133             95.000          0.500        750.000          0.218          0.178         18.120         15.000         16.379          0.000         36.412          0.178
     10/05/1957        226.939              7.189             49.677             75.074             95.000          0.500        750.000          0.215          0.173         17.910         15.000         13.163          0.000         36.955          0.173
     11/05/1957        226.675              7.093             49.567             75.015             95.000          0.500        750.000          0.211          0.168         18.180         15.000         12.018          0.000         37.505          0.168
     12/05/1957        226.421              7.002             49.461             74.957             95.000          0.500        750.000          0.208          0.164         19.220         15.000         11.886          0.000         38.061          0.164
     13/05/1957        226.174              6.915             49.358             74.901             95.000          0.500        750.000          0.205          0.160         20.010         15.000         12.734          0.000         38.624          0.160
     14/05/1957        225.935              6.832             49.259             74.845             95.000          0.500        750.000          0.202          0.156         20.570         15.000         15.386          0.000         39.193          0.156
     15/05/1957        225.704              6.753             49.162             74.789             95.000          0.500        750.000          0.199          0.152         20.010         15.000         12.453          0.000         39.769          0.152
     16/05/1957        225.481              6.677             49.069             74.735             95.000          0.500        750.000          0.196          0.148         15.430         15.000          9.807          0.000         40.351          0.148
     17/05/1957        225.264              6.604             48.978             74.682             95.000          0.500        750.000          0.193          0.144         16.040         15.000          3.030          0.000         40.939          0.144
     18/05/1957        225.054              6.535             48.890             74.629             95.000          0.500        750.000          0.191          0.141         13.100         15.000          4.412          0.000         41.533          0.141
     19/05/1957        224.851              6.469             48.805             74.577             95.000          0.500        750.000          0.188          0.137         16.880         15.000         10.502          0.000         42.134          0.137
     20/05/1957        224.654              6.406             48.722             74.526             95.000          0.500        750.000          0.186          0.134          9.740         15.000          0.000          0.000         42.740          0.134
     21/05/1957        224.462              6.345             48.642             74.476             95.000          0.500        750.000          0.183          0.131         11.550         15.000          0.000        139.162         43.353          0.131
     22/05/1957        224.330              6.280             48.601             74.449             95.000          0.500        750.000          0.181          0.068         11.110         15.000          0.000          0.000         44.242          0.068
     23/05/1957        224.202              6.218             48.560             74.423             95.000          0.500        750.000          0.180          0.066         10.790         15.000          0.000          0.000         45.133          0.066
     24/05/1957        224.078              6.160             48.520             74.398             95.000          0.500        750.000          0.179          0.065         14.650         15.000          0.000        135.663         46.026          0.065
     25/05/1957        224.012              6.097             48.517             74.398             95.000          0.500        750.000          0.178          0.000         16.960         15.000          0.000          0.000         47.188          0.000
     26/05/1957        223.947              6.038             48.511             74.398             95.000          0.500        750.000          0.178          0.000         17.370         15.000          0.000          0.000         48.348          0.000
     27/05/1957        223.882              5.982             48.503             74.398             95.000          0.500        750.000          0.177          0.000         12.310         15.000          0.000          0.000         49.506          0.000
     28/05/1957        223.818              5.929             48.491             74.398             95.000          0.500        750.000          0.177          0.000         11.190         15.000          0.000          0.000         50.661          0.000
     29/05/1957        223.754              5.879             48.477             74.398             95.000          0.500        750.000          0.177          0.000         14.050         15.000          0.000          0.000         51.814          0.000
     30/05/1957        223.691              5.832             48.461             74.398             95.000          0.500        750.000          0.176          0.000         15.120         15.000          0.000          0.000         52.965          0.000
     31/05/1957        223.629              5.788             48.443             74.398             95.000          0.500        750.000          0.176          0.000         13.810         15.000          0.000          0.000         54.113          0.000
     01/06/1957        223.566              5.746             48.423             74.398             95.000          0.500        750.000          0.175          0.000          5.250         15.000          0.000          0.000         55.260          0.000
     02/06/1957        227.252              9.432             48.423             74.398             95.000          0.500        750.000          0.175          0.000         10.590         15.000          0.000          0.000         56.403          0.000
     03/06/1957        226.965              9.144             48.423             74.398             95.000          0.500        750.000          0.175          0.000         13.100         15.000          0.000          0.000         57.545          0.000
     04/06/1957        226.700              8.879             48.423             74.398             95.000          0.500        750.000          0.175          0.000         12.740         15.000          0.000          0.000         58.684          0.000
     05/06/1957        226.456              8.636             48.423             74.398             95.000          0.500        750.000          0.175          0.000         12.390         15.000          0.000          0.000         59.821          0.000
     06/06/1957        226.231              8.410             48.423             74.398             95.000          0.500        750.000          0.175          0.000         10.620         15.000          0.000          0.000         60.956          0.000
     07/06/1957        226.092              8.271             48.423             74.398             95.000          0.500        750.000          0.175          0.000          9.440         15.000          0.000          0.000         62.089          0.000
     08/06/1957        225.960              8.139             48.423             74.398             95.000          0.500        750.000          0.175          0.000         11.220         15.000          0.000          0.000         63.219          0.000
     09/06/1957        225.834              8.013             48.423             74.398             95.000          0.500        750.000          0.175          0.000         14.700         15.000          0.000          0.000         64.347          0.000
     10/06/1957        225.653              7.833             48.423             74.398             95.000          0.500        750.000          0.175          0.000         16.690         15.000          0.000          0.000         65.472          0.000
     11/06/1957        225.486              7.665             48.423             74.398             95.000          0.500        750.000          0.175          0.000         15.120         15.000          0.000          0.000         66.596          0.000
     12/06/1957        225.329              7.509             48.423             74.398             95.000          0.500        750.000          0.175          0.000         16.240         15.000          0.000          0.000         67.717          0.000
     13/06/1957        225.183              7.363             48.423             74.398             95.000          0.500        750.000          0.175          0.000         13.940         15.000          0.000          0.000         68.836          0.000
     14/06/1957        225.047              7.226             48.423             74.398             95.000          0.500        750.000          0.175          0.000         14.050         15.000          0.000          0.000         69.953          0.000
     15/06/1957        224.919              7.099             48.423             74.398             95.000          0.500        750.000          0.175          0.000         15.390         15.000          0.000          0.000         71.067          0.000
     16/06/1957        224.840              7.019             48.423             74.398             95.000          0.500        750.000          0.175          0.000         12.310         15.000          0.000          0.000         72.179          0.000
     17/06/1957        224.764              6.943             48.423             74.398             95.000          0.500        750.000          0.175          0.000         12.920         15.000          0.000          0.000         73.289          0.000
     18/06/1957        224.690              6.870             48.423             74.398             95.000          0.500        750.000          0.175          0.000         14.050         15.000          0.000          0.000         74.397          0.000
     19/06/1957        224.620              6.800             48.423             74.398             95.000          0.500        750.000          0.175          0.000         13.760         15.000          0.000          0.000         75.503          0.000
     20/06/1957        224.553              6.733             48.423             74.398             95.000          0.500        750.000          0.175          0.000         11.220         15.000          0.000          0.000         76.606          0.000
     21/06/1957        241.514             18.603             53.513             74.398             95.000          0.500        750.000          1.000          0.000          4.740         15.000          0.000          0.000         77.707          0.000
     22/06/1957        240.192             17.282             53.513             74.398             95.000          0.500        750.000          1.000          0.000          9.430         15.000          0.000          0.000         76.879          0.000
     23/06/1957        239.180             16.269             53.513             74.398             95.000          0.500        750.000          1.000          0.000         10.920         15.000          0.005          0.000         77.009          0.000
     24/06/1957        238.348             15.437             53.513             74.398             95.000          0.500        750.000          0.895          0.001         14.200         15.000          0.007          0.000         76.384          0.001
     25/06/1957        237.637             14.727             53.512             74.398             95.000          0.500        750.000          0.783          0.001         13.810         15.000          0.006          0.000         76.179          0.001
     26/06/1957        237.016             14.106             53.512             74.398             95.000          0.500        750.000          0.688          0.001         14.520         15.000          0.000          0.000         76.208          0.001
     27/06/1957        236.465             13.556             53.512             74.398             95.000          0.500        750.000          0.607          0.001         17.370         15.000          0.000          0.000         76.474          0.001
     28/06/1957        235.971             13.062             53.512             74.398             95.000          0.500        750.000          0.540          0.001         14.750         15.000          0.000          0.000         76.894          0.001
     29/06/1957        235.298             12.390             53.511             74.397             95.000          0.500        750.000          0.460          0.001         15.010         15.000          0.014          0.000         77.439          0.001
     30/06/1957        234.712             11.805             53.511             74.397             95.000          0.500        750.000          0.404          0.001          7.570         15.000          0.010          0.000         78.039          0.001
     01/07/1957        238.326             15.419             53.510             74.397             95.000          0.500        750.000          0.892          0.002          0.970         15.000          0.000          0.000         78.911          0.002
     02/07/1957        254.532             17.699             67.436             74.397             95.000          0.500        750.000          1.000          0.002          5.690         15.000          0.000          0.000         79.077          0.002
     03/07/1957        252.879             16.047             67.435             74.397             95.000          0.500        750.000          1.000          0.002         10.080         15.000          0.000          0.000         79.151          0.002
     04/07/1957        252.079             15.248             67.434             74.397             95.000          0.500        750.000          1.000          0.001         11.730         15.000          0.000          0.625         79.396          0.001
     05/07/1957        251.394             14.563             67.434             74.397             95.000          0.500        750.000          1.000          0.000         13.670         15.000          0.000          0.208         79.883          0.000
     06/07/1957        250.792             13.961             67.434             74.397             95.000          0.500        750.000          1.000          0.000         11.450         15.000          0.000          0.000         80.406          0.000
     07/07/1957        251.143             14.312             67.434             74.397             95.000          0.500        750.000          1.000          0.000          7.980         15.000          0.000          0.000         80.469          0.000
     08/07/1957        250.570             13.739             67.434             74.397             95.000          0.500        750.000          1.000          0.000          9.990         15.000          0.000          0.000         80.918          0.000
     09/07/1957        250.057             13.226             67.434             74.397             95.000          0.500        750.000          1.000          0.000         10.520         15.000          0.000          0.000         81.587          0.000
     10/07/1957        249.594             12.763             67.434             74.397             95.000          0.500        750.000          1.000          0.000         10.590         15.000          0.000          0.000         82.132          0.000
     11/07/1957        249.172             12.341             67.434             74.397             95.000          0.500        750.000          0.975          0.000          9.420         15.000          0.000          0.013         82.896          0.000
     12/07/1957        248.785             11.955             67.434             74.397             95.000          0.500        750.000          0.937          0.000         10.420         15.000          0.000          0.039         83.816          0.000
     13/07/1957        248.429             11.599             67.434             74.397             95.000          0.500        750.000          0.907          0.000         12.420         15.000          0.000          0.000         84.804          0.000
     14/07/1957        248.100             11.269             67.434             74.397             95.000          0.500        750.000          0.885          0.000         14.970         15.000          0.000          0.000         85.846          0.000
     15/07/1957        247.794             10.963             67.434             74.397             95.000          0.500        750.000          0.868          0.000          9.220         15.000          0.000          0.000         86.897          0.000
     16/07/1957        248.259             11.428             67.434             74.397             95.000          0.500        750.000          0.895          0.000          2.620         15.000          0.000          0.000         87.947          0.000
     17/07/1957        247.783             10.952             67.434             74.397             95.000          0.500        750.000          0.868          0.000         10.860         15.000          0.000          0.000         88.994          0.000
     18/07/1957        247.356             10.525             67.434             74.397             95.000          0.500        750.000          0.852          0.000         14.540         15.000          0.000          0.000         90.039          0.000
     19/07/1957        246.954             10.140             67.417             74.397             95.000          0.500        750.000          0.845          0.000         13.180         15.000          0.000          0.000         91.082          0.000
