Summary_file = fieldS113.sum
Title = south plots field
      year     month       day day_month        W_swdef        W_nfact   W_root_depth          W_lai          W_sla      W_biomass      W_root_wt      W_leaf_wt     W_dleaf_wt      W_stem_wt      stover_wt     W_grain_wt    W_biomass_n       W_root_n       W_leaf_n      W_dleaf_n       W_stem_n     W_stover_n      W_grain_n W_flowering W_maturity   W_zadok     W_gbiomass   W_gbiomass_n        L_swdef        L_nfact   L_root_depth          L_lai       L_height      L_biomass     L_gbiomass    L_biomass_n   L_gbiomass_n      L_root_wt       L_root_n  L_dlt_n_fixed        C_swdef        C_nfact   C_root_depth          C_lai          C_pai      C_biomass      C_root_wt      C_leaf_wt      C_stem_wt       C_pod_wt     C_grain_wt    C_biomass_n       C_root_n       C_leaf_n       C_stem_n        C_pod_n      C_grain_n C_flowering C_maturity        C_stage     C_gbiomass   C_gbiomass_n        P_swdef        P_nfact   P_root_depth          P_lai          P_pai      P_biomass      P_root_wt      P_leaf_wt      P_stem_wt       P_pod_wt     P_grain_wt    P_biomass_n       P_root_n       P_leaf_n       P_stem_n        P_pod_n      P_grain_n P_flowering P_maturity        P_stage     P_gbiomass   P_gbiomass_n  P_dlt_n_fixed
    (year)   (month)     (day)     (day)             ()             ()           (mm)      (m^2/m^2)        (mm2/g)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m2)        (g/m^2)       (doy)      (doy)        ()         (g/m2)         (g/m2)             ()             ()           (mm)      (m^2/m^2)           (mm)         (g/m2)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()             ()           (mm)      (m^2/m^2)      (m^2/m^2)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)       (doy)      (doy)             ()         (g/m2)        (g/m^2)             ()             ()           (mm)      (m^2/m^2)      (m^2/m^2)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)       (doy)      (doy)             ()         (g/m2)        (g/m^2)        (g/m^2)
      1993         4       105        15          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         4       110        20          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         5       125         5          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         5       126         6          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         5       127         7          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         5       140        20          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         6       155         4          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         6       158         7          0.333          0.333          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         5          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         6       159         8          1.000          1.000         45.688          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         5          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         6       167        16          1.000          1.000         86.085          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         9          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         7       182         1          1.000          1.000        229.223          0.018      17839.365          1.641          1.604          1.033          0.000          0.608          1.641          0.000          0.092          0.025          0.059          0.000          0.033          0.092          0.000           0          0        11          1.641          0.092          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         7       193        12          1.000          1.000        373.535          0.050      23966.029          3.282          2.162          2.099          0.000          1.183          3.282          0.000          0.165          0.032          0.109          0.000          0.056          0.165          0.000           0          0        20          3.282          0.165          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         7       208        27          1.000          1.000        540.660          0.202      26313.615         11.847          5.339          7.667          0.000          4.180         11.847          0.000          0.557          0.077          0.379          0.000          0.178          0.557          0.000           0          0        21         11.847          0.557          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         7       209        28          1.000          1.000        552.785          0.233      26358.742         13.674          6.044          8.854          0.000          4.820         13.674          0.000          0.620          0.085          0.423          0.000          0.198          0.620          0.000           0          0        21         13.674          0.620          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         8       216         4          1.000          1.000        637.348          0.498      26708.270         28.747         11.783         18.651          0.000         10.095         28.747          0.000          1.275          0.167          0.879          0.000          0.396          1.275          0.000           0          0        22         28.747          1.275          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         8       218         6          1.000          1.000        652.848          0.605      27229.012         34.255         13.862         22.219          0.013         12.023         34.255          0.000          1.534          0.200          1.060          0.000          0.474          1.534          0.000           0          0        22         34.242          1.534          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         8       223        11          1.000          1.000        709.098          0.954      28183.162         52.198         20.627         33.852          0.043         18.303         52.198          0.000          2.298          0.299          1.599          0.000          0.699          2.298          0.000           0          0        22         52.155          2.298          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         8       237        25          1.000          1.000        883.785          2.609      26029.656        155.052         59.391        100.243          0.507         54.302        155.052          0.000          6.069          0.841          4.321          0.004          1.744          6.069          0.000           0          0        23        154.545          6.065          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         9       252         9          1.000          0.888       1088.954          4.850      22742.123        343.651        143.653        213.253          6.012        124.386        343.651          0.000          8.467          1.217          5.951          0.042          2.473          8.467          0.000           0          0        24        337.639          8.425          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993         9       265        22          1.000          0.617       1200.000          5.137      21489.502        461.320        191.927        239.050         29.302        192.967        461.320          0.000          8.652          1.218          5.524          0.205          2.922          8.652          0.000           0          0        24        432.018          8.447          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993        10       280         7          1.000          0.832       1200.000          4.268      21068.402        690.397        258.445        202.578         82.020        405.798        690.397          0.000          8.852          1.354          4.534          0.574          3.744          8.852          0.000           0          0        44        608.377          8.278          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993        10       285        12          1.000          1.000       1200.000          4.141      21068.400        793.911        277.676        196.527         88.072        509.312        793.911          0.000          8.898          1.417          4.430          0.617          3.852          8.898          0.000           0          0        49        705.839          8.282          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993        10       299        26          1.000          1.000       1200.000          3.665      21068.396       1092.901        321.347        173.952        110.647        808.302       1092.901          0.000          9.028          1.620          3.936          0.775          4.317          9.028          0.000         297          0        63        982.254          8.254          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993        11       312         8          1.000          0.839       1200.000          3.240      21068.398       1324.182        311.121        153.785        130.814        820.669       1105.267        218.915          9.129          1.781          1.447          0.916          4.068          6.430          2.699         297          0        73       1193.369          8.213          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993        11       327        23          1.000          0.490       1200.000          0.687      21068.402       1458.222        288.586         32.600        251.998        839.121       1123.719        334.503          9.342          2.141          0.277          1.764          3.180          5.221          4.121         297          0        81       1206.224          7.578          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
      1993        11       329        25          1.000          0.764       1200.000          0.188      21068.404       1469.349        285.707          8.942        275.657        834.665       1119.264        350.085          9.358          2.189          0.078          1.930          3.038          5.045          4.313         297          0        82       1193.692          7.428          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0          0         12.000          0.000          0.000          0.000
