ApsimVersion = 6.1
Title = peanut P Sample Simulation
            day           year            lai        biomass  green_biomass        GreenWt         GreenP      SenescedP       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p     LeafGreenP     StemGreenP     RootGreenP      podGreenP         head_p    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover LeafGreenpconc StemGreenpconc grainGreenpconc p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)             (%)             (%)        (g/m^2)        (kg/ha)
            332           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            333           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            334           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            335           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            336           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            337           1988          0.006            4.5            4.5           1.45           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.500          0.500          0.000           0.000           0.002           0.00            0.0
            338           1988          0.007            5.2            5.2           1.59           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.474          0.503          0.000           0.000           0.002           0.00            0.0
            339           1988          0.010            6.3            6.3           1.72           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.422          0.454          0.188           0.000           0.003           0.00            0.0
            340           1988          0.012            7.6            7.6           1.90           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.368          0.397          0.228           0.000           0.003           0.00            0.0
            341           1988          0.016            9.2            9.2           2.10           0.01           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.357          0.382          0.265           0.000           0.003           0.00            0.0
            342           1988          0.018           10.6           10.6           2.27           0.01           0.00           0.00          0.922          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.367          0.387          0.304           0.000           0.004           0.00            0.0
            343           1988          0.021           12.0           12.0           2.45           0.01           0.00           0.00          0.974          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.363          0.382          0.310           0.000           0.004           0.00            0.0
            344           1988          0.026           14.2           14.2           2.74           0.01           0.00           0.00          0.949          1.000           1.000          1.000           0.01            0.01           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.359          0.381          0.306           0.000           0.005           0.00            0.0
            345           1988          0.031           17.1           17.1           3.12           0.01           0.00           0.00          0.955          1.000           1.000          1.000           0.01            0.01           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.356          0.377          0.308           0.000           0.006           0.00            0.0
            346           1988          0.039           21.1           21.1           3.65           0.01           0.00           0.00          0.945          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.355          0.376          0.311           0.000           0.007           0.00            0.0
            347           1988          0.048           25.3           25.3           4.19           0.01           0.00           0.00          0.952          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.357          0.376          0.320           0.000           0.009           0.00            0.0
            348           1988          0.059           31.1           31.1           4.96           0.01           0.00           0.00          0.962          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.354          0.374          0.320           0.000           0.011           0.00            0.0
            349           1988          0.074           38.5           38.5           5.93           0.02           0.00           0.00          0.958          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.355          0.373          0.323           0.000           0.014           0.00            0.0
            350           1988          0.091           47.3           47.3           7.08           0.02           0.00           0.00          0.968          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.01           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.355          0.372          0.326           0.000           0.017           0.00            0.0
            351           1988          0.106           54.8           54.8           8.08           0.02           0.00           0.00          0.974          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.01           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.357          0.372          0.332           0.000           0.020           0.00            0.0
            352           1988          0.117           60.4           60.4           8.81           0.03           0.00           0.00          0.993          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.01           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.357          0.372          0.334           0.000           0.022           0.00            0.0
            353           1988          0.130           67.3           67.3           9.71           0.03           0.00           0.00          0.999          1.000           1.000          1.000           0.02            0.02           0.00           0.02           0.01           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.356          0.370          0.333           0.000           0.024           0.00            0.0
            354           1988          0.158           82.4           82.4          11.70           0.03           0.00           0.01          1.000          1.000           1.000          1.000           0.03            0.03           0.00           0.02           0.01           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.352          0.368          0.328           0.000           0.029           0.00            0.0
            355           1988          0.194          101.5          101.5          14.22           0.04           0.00           0.01          0.998          1.000           1.000          1.000           0.04            0.04           0.00           0.02           0.01           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.351          0.366          0.328           0.000           0.036           0.00            0.0
            356           1988          0.240          126.3          126.3          17.49           0.05           0.00           0.01          1.000          1.000           1.000          1.000           0.04            0.04           0.00           0.03           0.02           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.350          0.365          0.328           0.000           0.044           0.00            0.0
            357           1988          0.290          154.2          154.2          21.17           0.06           0.00           0.01          1.000          1.000           1.000          1.000           0.05            0.05           0.00           0.03           0.02           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.349          0.363          0.328           0.000           0.054           0.00            0.0
            358           1988          0.350          188.4          188.4          25.68           0.08           0.00           0.01          1.000          1.000           1.000          1.000           0.07            0.07           0.00           0.04           0.03           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.347          0.362          0.327           0.000           0.065           0.00            0.0
            359           1988          0.418          228.4          228.4          30.97           0.09           0.00           0.02          1.000          1.000           1.000          1.000           0.08            0.08           0.00           0.05           0.03           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.342          0.356          0.322           0.000           0.078           0.00            0.0
            360           1988          0.499          276.9          276.9          37.37           0.10           0.00           0.02          0.977          1.000           1.000          1.000           0.09            0.09           0.00           0.06           0.04           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.327          0.340          0.308           0.000           0.090           0.00            0.0
            361           1988          0.580          326.5          326.5          43.91           0.12           0.00           0.03          0.840          1.000           1.000          1.000           0.10            0.10           0.00           0.06           0.04           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.313          0.326          0.295           0.000           0.102           0.00            0.0
            362           1988          0.640          364.7          364.7          48.93           0.13           0.00           0.03          0.722          1.000           1.000          1.000           0.12            0.12           0.00           0.07           0.05           0.02           0.00           0.00           0.02            0.00           0.00              ?          0.317          0.329          0.299           0.000           0.116           0.00            0.0
            363           1988          0.733          424.6          424.6          56.82           0.15           0.00           0.03          0.773          1.000           1.000          1.000           0.13            0.13           0.00           0.08           0.05           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.301          0.312          0.284           0.000           0.128           0.00            0.0
            364           1988          0.780          475.0          475.0          63.44           0.16           0.00           0.04          0.619          1.000           1.000          1.000           0.14            0.14           0.00           0.08           0.05           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.292          0.316          0.274           0.000           0.139           0.00            0.0
            365           1988          0.829          527.7          527.5          70.35           0.17           0.00           0.05          0.657          1.000           1.000          1.000           0.15            0.15           0.00           0.09           0.06           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.283          0.312          0.263           0.000           0.149           0.00            0.0
            366           1988          0.875          580.2          579.8          77.21           0.18           0.00           0.06          0.631          1.000           1.000          1.000           0.16            0.16           0.00           0.09           0.06           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.275          0.306          0.254           0.000           0.159           0.00            0.0
              1           1989          0.920          633.2          632.6          84.14           0.19           0.00           0.07          0.584          1.000           1.000          1.000           0.17            0.17           0.00           0.10           0.07           0.02           0.01           0.01           0.01            0.00           0.00              ?          0.268          0.300          0.246           0.000           0.169           0.00            0.0
              2           1989          0.948          668.3          667.5          88.67           0.20           0.00           0.07          0.530          1.000           1.000          1.000           0.18            0.18           0.00           0.10           0.07           0.03           0.01           0.01           0.01            0.00           0.00              ?          0.268          0.299          0.246           0.000           0.179           0.00            0.0
              3           1989          0.983          713.8          712.7          94.58           0.22           0.00           0.07          0.530          1.000           1.000          1.000           0.19            0.19           0.00           0.11           0.07           0.03           0.01           0.01           0.01            0.00           0.00              ?          0.267          0.297          0.243           0.000           0.190           0.00            0.0
              4           1989          1.022          766.9          765.7         101.50           0.23           0.00           0.08          0.514          1.000           1.000          1.000           0.20            0.20           0.00           0.11           0.08           0.03           0.01           0.01           0.01            0.00           0.00              ?          0.261          0.291          0.237           0.000           0.200           0.00            0.0
              5           1989          1.060          819.4          817.9         108.32           0.24           0.00           0.09          0.465          1.000           0.931          1.000           0.21            0.21           0.00           0.11           0.08           0.03           0.02           0.02           0.01            0.00           0.00              ?          0.256          0.285          0.231           0.000           0.209           0.00            0.0
              6           1989          1.082          849.9          848.1         112.21           0.25           0.00           0.09          0.416          1.000           0.833          1.000           0.22            0.22           0.00           0.12           0.09           0.03           0.02           0.02           0.01            0.00           0.00              ?          0.260          0.288          0.234           0.000           0.220           0.00            0.0
              7           1989          1.112          891.7          889.6         117.60           0.26           0.00           0.09          0.445          1.000           0.891          1.000           0.23            0.23           0.00           0.12           0.09           0.03           0.02           0.02           0.01            0.00           0.00              ?          0.260          0.287          0.234           0.000           0.231           0.00            0.0
              8           1989          1.147          940.1          937.7         123.86           0.28           0.00           0.10          0.444          1.000           0.887          1.000           0.24            0.24           0.00           0.12           0.09           0.03           0.02           0.02           0.01            0.00           0.00              ?          0.257          0.283          0.231           0.000           0.241           0.00            0.0
              9           1989          1.181          986.9          984.2         129.89           0.29           0.00           0.10          0.421          1.000           0.841          1.000           0.25            0.25           0.00           0.13           0.10           0.04           0.03           0.03           0.01            0.00           0.00              ?          0.255          0.280          0.228           0.000           0.251           0.00            0.0
             10           1989          1.218         1038.6         1035.6         136.58           0.30           0.00           0.11          0.399          1.000           0.798          1.000           0.26            0.26           0.00           0.13           0.10           0.04           0.03           0.03           0.01            0.00           0.00              ?          0.251          0.276          0.224           0.000           0.259           0.00            0.0
             11           1989          1.248         1079.7         1076.4         141.83           0.31           0.00           0.11          0.364          1.000           0.729          1.000           0.27            0.27           0.00           0.13           0.11           0.04           0.03           0.03           0.01            0.00           0.00              ?          0.251          0.276          0.224           0.000           0.270           0.00            0.0
             12           1989          1.283         1127.9         1124.2         148.03           0.32           0.00           0.12          0.367          1.000           0.734          1.000           0.28            0.28           0.00           0.14           0.11           0.04           0.03           0.03           0.01            0.00           0.00              ?          0.249          0.274          0.222           0.000           0.280           0.00            0.0
             13           1989          1.317         1175.3         1171.3         154.11           0.33           0.00           0.12          0.355          1.000           0.710          1.000           0.29            0.29           0.00           0.14           0.11           0.04           0.03           0.03           0.01            0.00           0.00              ?          0.248          0.272          0.220           0.000           0.290           0.00            0.0
             14           1989          1.346         1216.6         1212.3         159.39           0.34           0.00           0.12          0.345          1.000           0.690          1.000           0.30            0.30           0.00           0.15           0.12           0.04           0.04           0.04           0.01            0.00           0.00              ?          0.247          0.271          0.219           0.000           0.300           0.00            0.0
             15           1989          1.378         1261.5         1256.8         165.12           0.35           0.00           0.13          0.343          1.000           0.686          1.000           0.31            0.31           0.00           0.15           0.12           0.04           0.04           0.04           0.01            0.00           0.00              ?          0.246          0.269          0.218           0.000           0.309           0.00            0.0
             16           1989          1.410         1305.8         1300.7         170.77           0.36           0.00           0.13          0.334          1.000           0.668          1.000           0.32            0.32           0.00           0.15           0.12           0.04           0.04           0.04           0.01            0.00           0.00              ?          0.244          0.268          0.216           0.000           0.317           0.00            0.0
             17           1989          1.443         1350.9         1345.4         176.52           0.37           0.00           0.13          0.325          1.000           0.649          1.000           0.33            0.33           0.00           0.16           0.13           0.05           0.04           0.04           0.01            0.00           0.00              ?          0.242          0.266          0.214           0.000           0.326           0.00            0.0
             18           1989          1.475         1396.9         1391.0         182.38           0.38           0.00           0.14          0.313          1.000           0.627          1.000           0.33            0.33           0.00           0.16           0.13           0.05           0.04           0.04           0.01            0.00           0.00              ?          0.240          0.264          0.212           0.000           0.334           0.00            0.0
             19           1989          1.497         1433.3         1426.9         186.12           0.39           0.00           0.14          0.300          1.000           0.600          1.000           0.34            0.34           0.00           0.16           0.13           0.05           0.05           0.05           0.01            0.00           0.00              ?          0.241          0.264          0.212           0.000           0.342           0.00            0.0
             20           1989          1.512         1463.5         1456.7         189.19           0.40           0.00           0.14          0.306          1.000           0.612          1.000           0.35            0.35           0.00           0.16           0.14           0.05           0.05           0.05           0.01           -0.00           0.00              ?          0.242          0.264          0.213           0.119           0.348           0.00            0.0
             21           1989          1.533         1500.0         1492.8         192.94           0.41           0.00           0.14          0.306          1.000           0.611          1.000           0.36            0.36           0.00           0.16           0.14           0.05           0.05           0.05           0.01            0.00           0.00              ?          0.241          0.262          0.212           0.153           0.353           0.00            0.0
             22           1989          1.541         1523.0         1515.2         195.22           0.42           0.00           0.14          0.292          1.000           0.583          1.000           0.37            0.36           0.01           0.17           0.14           0.05           0.05           0.06           0.01           -0.00           0.00              ?          0.243          0.263          0.214           0.171           0.358           0.00            0.0
             23           1989          1.546         1543.8         1535.4         197.26           0.42           0.00           0.13          0.302          1.000           0.605          1.000           0.37            0.37           0.01           0.17           0.14           0.05           0.05           0.06           0.01           -0.00           0.00              ?          0.245          0.264          0.215           0.182           0.363           0.00            0.0
             24           1989          1.552         1565.2         1556.4         199.38           0.43           0.00           0.13          0.319          1.000           0.638          1.000           0.38            0.38           0.01           0.17           0.14           0.05           0.05           0.07           0.01           -0.00           0.00              ?          0.246          0.265          0.217           0.188           0.368           0.00            0.0
             25           1989          1.571         1601.5         1592.2         203.12           0.44           0.00           0.13          0.333          1.000           0.666          1.000           0.39            0.39           0.01           0.17           0.15           0.05           0.06           0.07           0.01            0.00           0.00              ?          0.245          0.264          0.216           0.191           0.373           0.00            0.0
             26           1989          1.591         1640.4         1630.7         207.15           0.45           0.00           0.13          0.321          1.000           0.642          1.000           0.40            0.39           0.02           0.17           0.15           0.05           0.06           0.07           0.01            0.00           0.00              ?          0.244          0.262          0.214           0.195           0.377           0.00            0.0
             27           1989          1.601         1668.1         1657.9         209.95           0.45           0.00           0.13          0.304          1.000           0.607          1.000           0.40            0.40           0.02           0.17           0.15           0.05           0.06           0.08           0.01           -0.00           0.00              ?          0.244          0.262          0.214           0.199           0.381           0.00            0.0
             28           1989          1.616         1701.9         1691.2         213.41           0.46           0.00           0.13          0.305          1.000           0.610          1.000           0.41            0.41           0.02           0.18           0.15           0.05           0.06           0.08           0.01            0.00           0.00              ?          0.243          0.261          0.214           0.200           0.385           0.00            0.0
             29           1989          1.630         1735.2         1724.1         216.84           0.47           0.00           0.14          0.297          1.000           0.594          1.000           0.42            0.41           0.02           0.18           0.15           0.05           0.06           0.08           0.01            0.00           0.00              ?          0.243          0.260          0.213           0.202           0.389           0.00            0.0
             30           1989          1.645         1770.8         1759.1         220.50           0.48           0.00           0.14          0.290          1.000           0.579          1.000           0.42            0.42           0.03           0.18           0.15           0.06           0.06           0.09           0.01            0.00           0.00              ?          0.242          0.259          0.212           0.203           0.393           0.00            0.0
             31           1989          1.658         1805.6         1792.9         224.03           0.48           0.00           0.14          0.279          1.000           0.557          1.000           0.43            0.43           0.03           0.18           0.16           0.06           0.06           0.09           0.01            0.00           0.00              ?          0.241          0.258          0.211           0.204           0.396           0.00            0.0
             32           1989          1.665         1835.3         1821.2         226.97           0.49           0.00           0.14          0.269          1.000           0.538          1.000           0.43            0.43           0.03           0.18           0.16           0.06           0.06           0.10           0.01            0.00           0.00              ?          0.241          0.257          0.211           0.205           0.399           0.00            0.0
             33           1989          1.665         1855.7         1840.2         228.89           0.49           0.00           0.14          0.268          1.000           0.536          1.000           0.44            0.44           0.04           0.18           0.16           0.06           0.06           0.10           0.01            0.00           0.00              ?          0.242          0.258          0.212           0.207           0.402           0.00            0.0
             34           1989          1.664         1875.6         1858.6         230.75           0.50           0.00           0.13          0.281          1.000           0.562          1.000           0.45            0.44           0.04           0.18           0.16           0.06           0.06           0.10           0.01           -0.00           0.00              ?          0.243          0.260          0.213           0.208           0.404           0.00            0.0
             35           1989          1.661         1881.6         1863.3         231.12           0.51           0.00           0.13          0.296          1.000           0.593          1.000           0.45            0.45           0.04           0.18           0.16           0.06           0.07           0.11           0.01            0.00           0.00              ?          0.246          0.261          0.218           0.210           0.407           0.00            0.0
             36           1989          1.658         1885.1         1865.9         231.25           0.51           0.00           0.12          0.315          1.000           0.631          1.000           0.46            0.46           0.05           0.18           0.16           0.06           0.07           0.11           0.01           -0.00           0.00              ?          0.249          0.264          0.223           0.210           0.411           0.00            0.0
             37           1989          1.659         1906.8         1886.5         233.35           0.52           0.00           0.12          0.342          1.000           0.684          1.000           0.47            0.47           0.05           0.19           0.16           0.06           0.07           0.12           0.01           -0.00           0.00              ?          0.252          0.268          0.225           0.209           0.418           0.00            0.0
             38           1989          1.665         1937.6         1916.1         236.43           0.53           0.00           0.11          0.383          1.000           0.766          1.000           0.48            0.48           0.05           0.19           0.17           0.06           0.07           0.12           0.01            0.00           0.00              ?          0.254          0.270          0.226           0.209           0.423           0.00            0.0
             39           1989          1.679         1979.9         1956.8         240.74           0.54           0.00           0.12          0.405          1.000           0.810          1.000           0.49            0.48           0.06           0.19           0.17           0.06           0.07           0.13           0.01            0.00           0.00              ?          0.253          0.269          0.224           0.208           0.428           0.00            0.0
             40           1989          1.695         2025.5         2000.9         245.42           0.55           0.00           0.12          0.404          1.000           0.808          1.000           0.49            0.49           0.06           0.19           0.17           0.06           0.07           0.13           0.01           -0.00           0.00              ?          0.251          0.268          0.222           0.207           0.431           0.00            0.0
             41           1989          1.712         2072.3         2046.3         250.24           0.56           0.00           0.12          0.391          1.000           0.783          1.000           0.50            0.50           0.06           0.19           0.17           0.06           0.07           0.14           0.01           -0.00           0.00              ?          0.249          0.266          0.220           0.207           0.434           0.00            0.0
             42           1989          1.716         2104.1         2076.3         253.38           0.56           0.01           0.12          0.374          1.000           0.748          1.000           0.51            0.50           0.07           0.19           0.17           0.06           0.07           0.14           0.01           -0.00           0.00              ?          0.249          0.266          0.219           0.209           0.437           0.00            0.0
             43           1989          1.718         2135.3         2105.6         256.45           0.57           0.01           0.12          0.378          1.000           0.756          1.000           0.52            0.51           0.07           0.19           0.17           0.06           0.08           0.15           0.01           -0.00           0.00              ?          0.249          0.266          0.219           0.209           0.440           0.00            0.0
             44           1989          1.730         2178.9         2147.2         260.87           0.58           0.01           0.13          0.384          1.000           0.768          1.000           0.52            0.52           0.08           0.19           0.17           0.06           0.08           0.15           0.01            0.00           0.00              ?          0.248          0.265          0.218           0.208           0.442           0.00            0.0
             45           1989          1.740         2222.0         2188.4         265.24           0.58           0.01           0.13          0.372          1.000           0.744          1.000           0.53            0.52           0.08           0.19           0.17           0.06           0.08           0.16           0.01           -0.00           0.00              ?          0.246          0.263          0.216           0.208           0.443           0.00            0.0
             46           1989          1.748         2262.7         2227.1         269.34           0.59           0.01           0.13          0.356          1.000           0.712          1.000           0.54            0.53           0.08           0.19           0.17           0.06           0.08           0.16           0.01            0.00           0.00              ?          0.244          0.262          0.214           0.208           0.444           0.00            0.0
             47           1989          1.753         2301.3         2263.8         273.22           0.60           0.01           0.14          0.343          1.000           0.686          1.000           0.54            0.53           0.09           0.19           0.17           0.06           0.08           0.17           0.01           -0.00           0.00              ?          0.243          0.260          0.213           0.208           0.446           0.00            0.0
             48           1989          1.755         2336.1         2296.4         276.66           0.60           0.01           0.14          0.332          1.000           0.664          1.000           0.55            0.54           0.09           0.19           0.17           0.06           0.08           0.17           0.01           -0.00           0.00              ?          0.242          0.260          0.212           0.208           0.446           0.00            0.0
             49           1989          1.756         2369.0         2327.2         279.91           0.61           0.01           0.14          0.326          1.000           0.651          1.000           0.55            0.55           0.10           0.19           0.17           0.06           0.08           0.18           0.01           -0.00           0.00              ?          0.241          0.259          0.211           0.208           0.447           0.00            0.0
             50           1989          1.756         2402.2         2358.2         283.17           0.61           0.01           0.14          0.322          1.000           0.644          1.000           0.56            0.55           0.10           0.19           0.17           0.06           0.08           0.18           0.01           -0.00           0.00              ?          0.240          0.258          0.211           0.208           0.448           0.00            0.0
             51           1989          1.756         2435.4         2389.3         286.45           0.62           0.01           0.14          0.318          1.000           0.637          1.000           0.56            0.56           0.11           0.19           0.17           0.06           0.08           0.19           0.01            0.00           0.00              ?          0.239          0.258          0.210           0.208           0.448           0.00            0.0
             52           1989          1.750         2458.4         2410.0         288.58           0.63           0.01           0.14          0.314          1.000           0.628          1.000           0.57            0.56           0.11           0.19           0.17           0.06           0.08           0.20           0.01            0.00           0.00              ?          0.242          0.260          0.213           0.209           0.453           0.00            0.0
             53           1989          1.746         2488.5         2437.5         291.47           0.64           0.01           0.13          0.342          1.000           0.685          1.000           0.58            0.57           0.12           0.20           0.18           0.06           0.09           0.20           0.01            0.00           0.00              ?          0.244          0.263          0.214           0.208           0.458           0.00            0.0
             54           1989          1.742         2519.2         2465.9         294.47           0.65           0.01           0.13          0.373          1.000           0.747          1.000           0.59            0.58           0.12           0.20           0.18           0.06           0.09           0.21           0.01            0.00           0.00              ?          0.245          0.266          0.216           0.208           0.463           0.00            0.0
             55           1989          1.736         2545.0         2488.8         296.85           0.66           0.01           0.12          0.400          1.000           0.799          1.000           0.60            0.59           0.13           0.20           0.18           0.06           0.09           0.21           0.01            0.00           0.00              ?          0.248          0.268          0.218           0.209           0.467           0.00            0.0
             56           1989          1.731         2584.5         2523.4         300.55           0.67           0.01           0.12          0.429          1.000           0.858          1.000           0.61            0.60           0.13           0.20           0.18           0.06           0.09           0.22           0.01           -0.00           0.00              ?          0.249          0.270          0.219           0.207           0.471           0.00            0.0
