Summary_file = Egrandis.sum
Title = forest Sample Simulation
           date            age             fw           fvpd             ft             fn            lai         height           stem         branch           bark
     30/11/1988          1.917          1.000          0.921          0.925          0.574          6.980      12191.188      28507.275       8585.279       4322.428
     31/12/1988          2.001          1.000          0.957          1.000          0.564          6.947      12490.632      30260.756       9014.873       4585.738
     31/01/1989          2.086          1.000          0.971          0.800          0.548          7.018      12802.068      32159.498       9486.405       4870.981
     28/02/1989          2.163          1.000          1.000          1.000          0.570          6.898      13019.173      33507.492       9772.516       5072.198
     31/03/1989          2.248          1.000          1.000          1.000          0.592          6.758      13245.132      34934.391      10064.315       5284.854
     30/04/1989          2.330          1.000          1.000          1.000          0.622          6.573      13429.336      36179.461      10293.521       5469.686
     31/05/1989          2.415          1.000          1.000          0.917          0.662          6.327      13586.517      37226.012      10452.101       5624.084
     30/06/1989          2.497          1.000          1.000          0.867          0.651          6.264      13739.049      38263.910      10662.472       5778.587
     31/07/1989          2.582          1.000          1.000          0.800          0.633          6.228      13879.399      39248.598      10868.782       5925.331
     31/08/1989          2.667          1.000          1.000          0.800          0.575          6.326      14080.328      40676.766      11211.191       6139.315
     30/09/1989          2.749          1.000          1.000          0.967          0.531          6.382      14305.278      42297.203      11575.957       6381.433
     31/10/1989          2.834          1.000          0.976          1.000          0.519          6.363      14530.772      43977.738      11922.676       6631.614
     30/11/1989          2.916          1.000          0.959          1.000          0.511          6.309      14737.576      45532.672      12224.963       6862.527
     31/12/1989          3.001          1.000          0.964          1.000          0.502          6.294      14954.750      47215.168      12562.431       7112.617
     31/01/1990          3.086          1.000          0.967          1.000          0.499          6.300      15167.436      48880.770      12894.079       7360.071
     28/02/1990          3.162          1.000          1.000          1.000          0.508          6.282      15331.211      50190.328      13144.038       7554.283
     31/03/1990          3.247          1.000          1.000          1.000          0.542          6.108      15482.024      51418.328      13308.354       7734.326
     30/04/1990          3.329          1.000          1.000          0.883          0.573          5.913      15605.083      52442.914      13416.395       7883.625
     31/05/1990          3.414          1.000          1.000          1.000          0.594          5.745      15732.773      53501.336      13535.431       8038.000
     30/06/1990          3.496          1.000          1.000          0.617          0.589          5.672      15846.085      54450.895      13673.847       8177.382
     31/07/1990          3.581          1.000          1.000          0.650          0.570          5.641      15972.308      55515.840      13850.465       8334.303
     31/08/1990          3.666          1.000          1.000          0.867          0.517          5.725      16127.606      56875.574      14129.705       8536.244
     30/09/1990          3.748          1.000          1.000          0.933          0.496          5.716      16277.014      58201.816      14356.807       8731.814
     31/10/1990          3.833          1.000          0.987          1.000          0.487          5.677      16444.176      59698.762      14592.908       8951.874
     30/11/1990          3.915          1.000          0.878          1.000          0.469          5.685      16617.383      61269.316      14860.504       9183.301
     31/12/1990          4.000          1.000          1.000          0.850          0.469          5.663      16771.643      62658.797      15082.224       9387.526
     31/01/1991          4.085          1.000          0.969          0.850          0.479          5.592      16904.225      63902.742      15251.236       9569.385
     28/02/1991          4.161          1.000          1.000          1.000          0.481          5.539      17031.008      65099.172      15416.842       9744.337
     31/03/1991          4.246          1.000          1.000          1.000          0.488          5.446      17171.852      66407.547      15573.716       9934.827
     30/04/1991          4.329          1.000          1.000          0.967          0.515          5.307      17287.971      67534.469      15670.748      10097.595
     31/05/1991          4.413          1.000          1.000          0.867          0.553          5.115      17383.922      68472.555      15701.444      10231.390
     30/06/1991          4.496          1.000          1.000          0.850          0.556          5.024      17482.734      69444.523      15789.920      10371.775
     31/07/1991          4.580          1.000          0.983          0.600          0.525          5.040      17591.227      70520.148      15957.177      10529.354
     31/08/1991          4.665          1.000          0.915          0.717          0.489          5.075      17709.166      71698.445      16150.182      10702.265
     30/09/1991          4.747          1.000          0.746          1.000          0.463          5.096      17840.025      73020.820      16353.332      10895.845
     31/10/1991          4.832          1.000          0.994          0.943          0.466          5.036      17970.289      74351.000      16503.277      11088.688
     30/11/1991          4.914          1.000          0.903          0.950          0.466          4.991      18099.170      75664.945      16656.230      11279.263
     31/12/1991          4.999          1.000          0.997          0.885          0.456          4.958      18233.473      77060.227      16823.900      11481.721
     31/01/1992          5.084          1.000          1.000          0.995          0.449          4.947      18365.139      78434.086      17002.799      11681.476
     29/02/1992          5.164          1.000          1.000          1.000          0.470          4.836      18459.986      79447.930      17064.025      11826.387
     31/03/1992          5.248          1.000          1.000          1.000          0.492          4.694      18561.395      80523.836      17104.439      11979.212
     30/04/1992          5.331          1.000          1.000          1.000          0.523          4.532      18646.465      81435.336      17101.609      12107.279
     31/05/1992          5.415          1.000          1.000          0.833          0.553          4.376      18718.342      82218.000      17080.930      12216.498
     30/06/1992          5.498          1.000          1.000          0.763          0.528          4.367      18800.033      83102.781      17180.053      12344.268
     31/07/1992          5.583          1.000          1.000          0.750          0.506          4.353      18881.988      84015.898      17278.098      12475.939
     31/08/1992          5.667          1.000          1.000          0.707          0.477          4.356      18974.592      85036.250      17399.914      12623.477
     30/09/1992          5.750          1.000          0.897          0.780          0.455          4.340      19075.230      86169.000      17516.094      12786.528
     31/10/1992          5.834          1.000          0.983          1.000          0.435          4.322      19187.166      87422.469      17641.891      12966.778
     30/11/1992          5.917          1.000          0.978          1.000          0.425          4.284      19292.426      88612.445      17742.857      13137.149
     31/12/1992          6.001          1.000          1.000          1.000          0.433          4.198      19391.162      89727.625      17793.941      13295.104
     31/01/1993          6.086          1.000          1.000          0.920          0.439          4.167      19493.920      90916.156      17867.652      13464.056
     28/02/1993          6.163          1.000          0.983          0.785          0.452          4.116      19576.938      91878.531      17901.410      13599.802
     31/03/1993          6.248          1.000          1.000          0.947          0.463          4.053      19669.207      92949.398      17928.859      13750.351
     30/04/1993          6.330          1.000          1.000          0.973          0.479          3.982      19752.125      93915.789      17935.490      13885.403
     31/05/1993          6.415          1.000          1.000          0.840          0.501          3.894      19822.119      94732.961      17910.471      13998.317
     30/06/1993          6.497          1.000          1.000          0.550          0.492          3.882      19888.576      95524.312      17950.299      14110.080
     31/07/1993          6.582          1.000          1.000          0.833          0.512          3.794      19947.754      96240.438      17910.371      14208.164
     31/08/1993          6.667          1.000          1.000          0.953          0.478          3.829      20028.467      97203.953      17999.756      14345.714
     30/09/1993          6.749          1.000          1.000          0.827          0.455          3.839      20111.402      98202.664      18067.916      14487.257
     31/10/1993          6.834          1.000          1.000          1.000          0.439          3.836      20203.842      99308.414      18128.459      14643.292
     30/11/1993          6.916          1.000          0.970          1.000          0.437          3.802      20287.570     100359.609      18154.404      14790.238
     31/12/1993          7.001          1.000          0.964          0.870          0.422          3.799      20381.447     101508.719      18212.201      14951.957
     31/01/1994          7.086          1.000          1.000          1.000          0.402          3.831      20475.734     102660.117      18305.996      15115.396
     28/02/1994          7.162          1.000          1.000          1.000          0.411          3.779      20548.355     103568.695      18302.133      15241.061
     31/03/1994          7.247          1.000          1.000          1.000          0.420          3.709      20623.445     104500.797      18278.342      15369.034
     30/04/1994          7.329          1.000          1.000          1.000          0.441          3.620      20686.832     105290.812      18222.504      15475.870
     31/05/1994          7.414          1.000          1.000          0.950          0.456          3.557      20747.121     106054.352      18185.400      15579.721
     30/06/1994          7.496          1.000          1.000          0.553          0.448          3.548      20800.752     106735.195      18198.904      15674.248
     31/07/1994          7.581          1.000          1.000          0.633          0.429          3.561      20854.684     107423.125      18233.684      15770.624
     31/08/1994          7.666          1.000          1.000          0.687          0.409          3.578      20914.105     108183.570      18277.295      15877.342
     30/09/1994          7.748          1.000          0.896          0.925          0.392          3.585      20986.301     109112.812      18315.979      16007.054
     31/10/1994          7.833          1.000          1.000          1.000          0.401          3.546      21059.721     110066.312      18307.021      16137.928
     30/11/1994          7.915          1.000          0.864          1.000          0.402          3.536      21139.824     111100.938      18327.775      16281.160
     31/12/1994          8.000          1.000          1.000          1.000          0.394          3.535      21221.572     112153.789      18357.223      16427.160
     31/01/1995          8.085          1.000          0.785          0.400          0.401          3.522      21296.521     113153.969      18371.916      16565.160
     28/02/1995          8.162          1.000          1.000          1.000          0.419          3.457      21352.213     113885.148      18321.494      16663.193
     31/03/1995          8.247          1.000          0.967          1.000          0.422          3.433      21425.812     114857.672      18317.260      16796.301
     30/04/1995          8.329          1.000          1.000          1.000          0.443          3.360      21485.732     115644.891      18253.164      16901.145
     31/05/1995          8.414          1.000          1.000          0.933          0.475          3.259      21533.994     116285.609      18148.457      16983.896
     30/06/1995          8.496          1.000          1.000          0.533          0.472          3.234      21582.619     116943.188      18124.148      17072.604
     31/07/1995          8.581          1.000          1.000          0.733          0.448          3.248      21637.533     117679.141      18143.156      17173.975
     31/08/1995          8.666          1.000          1.000          0.867          0.441          3.229      21693.500     118442.617      18125.213      17277.297
     30/09/1995          8.748          1.000          1.000          0.983          0.428          3.218      21759.607     119336.375      18115.674      17398.686
     31/10/1995          8.833          1.000          1.000          1.000          0.421          3.197      21828.307     120272.984      18093.875      17525.197
     30/11/1995          8.915          1.000          1.000          0.975          0.407          3.197      21895.834     121192.930      18096.021      17650.469
     31/12/1995          9.000          1.000          1.000          1.000          0.390          3.204      21969.740     122202.062      18105.023      17788.107
     31/01/1996          9.084          1.000          0.913          0.525          0.387          3.199      22034.123     123101.688      18099.859      17910.041
     29/02/1996          9.164          1.000          1.000          0.900          0.386          3.198      22095.582     123934.836      18100.756      18023.172
     31/03/1996          9.249          1.000          1.000          1.000          0.410          3.147      22153.857     124757.938      18041.301      18131.795
     30/04/1996          9.331          1.000          1.000          1.000          0.448          3.057      22202.418     125414.391      17933.621      18215.260
     31/05/1996          9.416          1.000          1.000          0.950          0.478          2.973      22246.068     126031.344      17823.227      18293.057
     30/06/1996          9.498          1.000          1.000          0.717          0.483          2.933      22288.932     126643.578      17761.568      18372.574
     31/07/1996          9.583          1.000          1.000          0.650          0.457          2.949      22338.035     127334.859      17766.113      18466.115
     31/08/1996          9.668          1.000          1.000          0.817          0.439          2.950      22391.053     128087.164      17751.850      18566.824
     30/09/1996          9.750          1.000          1.000          1.000          0.414          2.966      22454.488     128972.562      17755.279      18686.332
     31/10/1996          9.835          1.000          1.000          1.000          0.409          2.955      22516.109     129864.852      17724.512      18804.844
     30/11/1996          9.917          1.000          0.791          0.600          0.384          2.993      22582.607     130823.938      17753.172      18935.371
     31/12/1996         10.002          1.000          0.939          0.875          0.373          2.989      22644.691     131713.047      17735.107      19053.904
