APSIM output file, version = 5.4
Title = mungbean P Sample Simulation
            day           year            lai        biomass  green_biomass       dm_green        p_green     p_senesced       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p     LeafGreenP     StemGreenP     RootGreenP      podGreenP         head_p    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover LeafGreenpconc StemGreenpconc grainGreenpconc p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)         (g/m2)         (g/m2)         (g/m2)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)             (%)             (%)        (g/m^2)        (kg/ha)
            330           1988          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            331           1988          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            332           1988          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            333           1988          0.005           25.0           25.0          7.475          0.020          0.000           0.00          1.000          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.500          0.500          0.000           0.000           0.013           0.00            0.0
            334           1988          0.006           25.6           25.6          7.576          0.020          0.000           0.00          1.000          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.496          0.501          0.000           0.000           0.013           0.00            0.0
            335           1988          0.008           26.4           26.4          7.711          0.021          0.000           0.00          0.982          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.493          0.500          0.201           0.000           0.013           0.00            0.0
            336           1988          0.010           27.4           27.4          7.878          0.021          0.000           0.00          0.972          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.491          0.498          0.274           0.000           0.013           0.00            0.0
            337           1988          0.013           28.6           28.6          8.087          0.022          0.000           0.00          0.967          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.488          0.497          0.308           0.000           0.014           0.00            0.0
            338           1988          0.015           29.8           29.8          8.308          0.023          0.000           0.00          0.962          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.486          0.496          0.340           0.000           0.014           0.00            0.0
            339           1988          0.019           31.6           31.6          8.630          0.023          0.000           0.00          0.964          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.482          0.495          0.339           0.000           0.015           0.00            0.0
            340           1988          0.023           33.7           33.7          9.027          0.025          0.000           0.00          0.949          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.479          0.494          0.350           0.000           0.016           0.00            0.0
            341           1988          0.028           36.1           36.1          9.475          0.026          0.000           0.00          0.948          1.000           1.000          1.000           0.02            0.02           0.00           0.02           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.477          0.493          0.363           0.000           0.017           0.00            0.0
            342           1988          0.033           38.2           38.2          9.862          0.027          0.000           0.00          0.947          1.000           1.000          1.000           0.02            0.02           0.00           0.02           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.476          0.491          0.385           0.000           0.018           0.00            0.0
            343           1988          0.037           40.3           40.3         10.250          0.029          0.000           0.00          0.964          1.000           1.000          1.000           0.02            0.02           0.00           0.02           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.474          0.489          0.393           0.000           0.019           0.00            0.0
            344           1988          0.044           43.6           43.6         10.887          0.030          0.000           0.00          0.969          1.000           1.000          1.000           0.02            0.02           0.00           0.02           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.470          0.488          0.380           0.000           0.020           0.00            0.0
            345           1988          0.053           47.8           47.8         11.698          0.033          0.000           0.00          0.951          1.000           1.000          1.000           0.02            0.02           0.00           0.02           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.467          0.488          0.381           0.000           0.022           0.00            0.0
            346           1988          0.065           53.6           53.6         12.812          0.036          0.000           0.00          0.953          1.000           1.000          1.000           0.02            0.02           0.00           0.02           0.00           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.463          0.486          0.379           0.000           0.025           0.00            0.0
            347           1988          0.077           59.3           59.3         13.908          0.040          0.000           0.00          0.940          1.000           1.000          1.000           0.03            0.03           0.00           0.02           0.01           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.463          0.485          0.391           0.000           0.027           0.00            0.0
            348           1988          0.093           67.0           67.0         15.410          0.044          0.000           0.00          0.960          1.000           1.000          1.000           0.03            0.03           0.00           0.02           0.01           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.460          0.483          0.389           0.000           0.031           0.00            0.0
            349           1988          0.109           76.8           76.8         17.315          0.050          0.000           0.01          0.949          1.000           1.000          1.000           0.04            0.04           0.00           0.03           0.01           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.458          0.483          0.392           0.000           0.035           0.00            0.0
            350           1988          0.132           87.5           87.5         19.404          0.056          0.000           0.01          0.955          1.000           1.000          1.000           0.04            0.04           0.00           0.03           0.01           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.457          0.480          0.397           0.000           0.040           0.00            0.0
            351           1988          0.151           96.5           96.5         21.150          0.061          0.000           0.01          0.962          1.000           1.000          1.000           0.04            0.04           0.00           0.03           0.01           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.457          0.478          0.406           0.000           0.044           0.00            0.0
            352           1988          0.165          103.1          103.1         22.410          0.065          0.000           0.00          0.980          1.000           1.000          1.000           0.05            0.05           0.00           0.03           0.01           0.02           0.00           0.00           0.00            0.00           0.00              ?          0.456          0.476          0.412           0.000           0.047           0.00            0.0
            353           1988          0.181          111.1          111.1         23.942          0.070          0.000           0.00          0.991          1.000           1.000          1.000           0.05            0.05           0.00           0.04           0.01           0.02           0.00           0.00           0.00            0.00           0.00              ?          0.455          0.475          0.411           0.000           0.051           0.00            0.0
            354           1988          0.218          128.6          128.6         27.364          0.080          0.000           0.01          0.991          1.000           1.000          1.000           0.06            0.06           0.00           0.04           0.02           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.451          0.475          0.401           0.000           0.058           0.00            0.0
            355           1988          0.264          150.2          150.2         31.605          0.093          0.000           0.01          0.981          1.000           1.000          1.000           0.07            0.07           0.00           0.05           0.02           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.450          0.474          0.403           0.000           0.068           0.00            0.0
            356           1988          0.321          177.5          177.5         36.979          0.108          0.000           0.02          0.990          1.000           1.000          1.000           0.08            0.08           0.00           0.05           0.02           0.03           0.00           0.00           0.02            0.00           0.00              ?          0.444          0.468          0.398           0.000           0.079           0.00            0.0
            357           1988          0.383          207.1          207.1         42.778          0.122          0.000           0.02          0.954          1.000           1.000          1.000           0.09            0.09           0.00           0.06           0.03           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.432          0.456          0.389           0.000           0.090           0.00            0.0
            358           1988          0.451          239.6          239.6         49.157          0.135          0.000           0.02          0.871          1.000           1.000          1.000           0.10            0.10           0.00           0.07           0.03           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.417          0.440          0.375           0.000           0.100           0.00            0.0
            359           1988          0.519          271.7          271.7         55.424          0.149          0.000           0.03          0.753          1.000           1.000          1.000           0.11            0.11           0.00           0.07           0.04           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.404          0.427          0.364           0.000           0.110           0.00            0.0
            360           1988          0.589          305.3          305.3         61.984          0.161          0.000           0.04          0.664          1.000           1.000          1.000           0.12            0.12           0.00           0.08           0.04           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.391          0.413          0.353           0.000           0.119           0.00            0.0
            361           1988          0.658          338.0          338.0         68.367          0.173          0.000           0.04          0.571          1.000           1.000          1.000           0.13            0.13           0.00           0.09           0.04           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.381          0.402          0.344           0.000           0.129           0.00            0.0
            362           1988          0.710          362.9          362.9         73.158          0.187          0.000           0.04          0.501          1.000           1.000          1.000           0.14            0.14           0.00           0.09           0.05           0.05           0.00           0.00           0.01            0.00           0.00              ?          0.383          0.404          0.348           0.000           0.139           0.00            0.0
            363           1988          0.785          398.4          398.4         80.061          0.200          0.000           0.05          0.541          1.000           1.000          1.000           0.15            0.15           0.00           0.10           0.05           0.05           0.00           0.00           0.01            0.00           0.00              ?          0.373          0.394          0.339           0.000           0.149           0.00            0.0
            364           1988          0.857          432.7          432.7         86.685          0.212          0.000           0.06          0.473          1.000           0.946          1.000           0.16            0.16           0.00           0.10           0.05           0.05           0.00           0.00           0.01            0.00           0.00              ?          0.364          0.384          0.331           0.000           0.158           0.00            0.0
            365           1988          0.920          462.9          462.9         92.504          0.223          0.000           0.06          0.417          1.000           0.835          1.000           0.17            0.17           0.00           0.11           0.06           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.359          0.379          0.326           0.000           0.166           0.00            0.0
            366           1988          0.982          492.4          492.4         98.158          0.234          0.000           0.07          0.390          1.000           0.780          1.000           0.17            0.17           0.00           0.11           0.06           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.354          0.374          0.322           0.000           0.174           0.00            0.0
              1           1989          1.046          523.0          523.0        104.013          0.244          0.000           0.07          0.367          1.000           0.735          1.000           0.18            0.18           0.00           0.12           0.06           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.349          0.368          0.318           0.000           0.182           0.00            0.0
              2           1989          1.089          543.4          543.4        106.469          0.255          0.000           0.07          0.334          1.000           0.669          1.000           0.19            0.19           0.00           0.12           0.07           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.350          0.369          0.320           0.000           0.190           0.00            0.0
              3           1989          1.129          570.1          570.1        109.757          0.267          0.000           0.04          0.792          1.000           1.000          1.000           0.20            0.20           0.00           0.13           0.07           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.347          0.370          0.318           0.000           0.198           0.00            0.0
              4           1989          1.242          646.2          646.0        119.583          0.278          0.000           0.03          1.000          1.000           1.000          1.000           0.20            0.20           0.00           0.13           0.07           0.08           0.00           0.00           0.01            0.00           0.00              ?          0.312          0.339          0.284           0.000           0.202           0.00            0.0
              5           1989          1.392          748.7          748.3        132.897          0.288          0.000           0.05          0.940          1.000           1.000          1.000           0.21            0.21           0.00           0.13           0.07           0.08           0.01           0.01           0.01            0.00           0.00              ?          0.279          0.304          0.249           0.000           0.209           0.00            0.0
              6           1989          1.471          804.1          803.5        139.949          0.300          0.000           0.07          0.742          1.000           1.000          1.000           0.22            0.22           0.00           0.13           0.07           0.08           0.02           0.02           0.01            0.00           0.00              ?          0.272          0.287          0.236           0.000           0.218           0.00            0.0
              7           1989          1.562          868.6          867.8        148.198          0.308          0.001           0.08          0.660          1.000           1.000          1.000           0.22            0.22           0.00           0.13           0.07           0.08           0.02           0.02           0.01           -0.00           0.00              ?          0.259          0.278          0.227           0.000           0.225           0.00            0.0
              8           1989          1.660          939.7          938.6        157.309          0.310          0.001           0.09          0.613          1.000           1.000          1.000           0.23            0.23           0.00           0.13           0.07           0.08           0.02           0.02           0.01           -0.01           0.00              ?          0.241          0.260          0.212           0.000           0.226           0.00            0.0
              9           1989          1.746         1002.6         1001.3        165.323          0.320          0.001           0.12          0.523          1.000           1.000          1.000           0.24            0.23           0.00           0.13           0.07           0.09           0.03           0.03           0.01            0.00           0.00              ?          0.235          0.238          0.197           0.000           0.235           0.00            0.0
             10           1989          1.823         1061.4         1059.1        172.702          0.326          0.001           0.13          0.415          1.000           0.829          1.000           0.24            0.24           0.00           0.13           0.07           0.09           0.03           0.03           0.01           -0.00           0.00              ?          0.226          0.232          0.191           0.000           0.239           0.00            0.0
             11           1989          1.852         1109.1         1096.0        177.633          0.326          0.002           0.13          0.387          1.000           0.773          1.000           0.24            0.24           0.00           0.13           0.08           0.09           0.03           0.03           0.01           -0.01           0.00              ?          0.218          0.225          0.185           0.000           0.238           0.00            0.0
             12           1989          1.886         1159.8         1136.3        182.986          0.322          0.004           0.15          0.355          1.000           0.710          1.000           0.24            0.23           0.00           0.12           0.08           0.09           0.03           0.03           0.01           -0.01           0.00              ?          0.206          0.213          0.177           0.000           0.234           0.00            0.0
             13           1989          1.906         1202.1         1167.5        187.143          0.314          0.005           0.16          0.294          1.000           0.589          1.000           0.23            0.22           0.00           0.12           0.07           0.09           0.04           0.04           0.01           -0.02           0.00              ?          0.192          0.197          0.167           0.000           0.224           0.00            0.0
             14           1989          1.909         1229.8         1184.8        189.436          0.302          0.007           0.18          0.217          1.000           0.435          1.000           0.22            0.21           0.00           0.11           0.07           0.09           0.04           0.04           0.01           -0.02           0.00              ?          0.179          0.179          0.156           0.000           0.212           0.00            0.0
             15           1989          1.873         1247.9         1192.0        189.953          0.289          0.008           0.19          0.132          1.000           0.264          1.000           0.21            0.20           0.00           0.09           0.07           0.09           0.04           0.04           0.01           -0.02           0.00              ?          0.169          0.164          0.149           0.000           0.198           0.00            0.0
             16           1989          1.838         1252.6         1185.8        189.025          0.297          0.010           0.20          0.035          0.692           0.069          0.346           0.22            0.21           0.00           0.09           0.06           0.09           0.05           0.05           0.01            0.00           0.00              ?          0.177          0.162          0.151           0.082           0.203           0.00            0.0
             17           1989          1.803         1256.4         1178.7        187.992          0.294          0.011           0.19          0.028          0.555           0.055          0.277           0.21            0.20           0.01           0.09           0.06           0.09           0.04           0.05           0.01           -0.01           0.00              ?          0.170          0.162          0.151           0.212           0.191           0.00            0.0
             18           1989          1.768         1260.3         1171.8        186.983          0.301          0.013           0.19          0.055          1.000           0.111          0.553           0.22            0.21           0.02           0.09           0.06           0.09           0.05           0.06           0.01           -0.00           0.00              ?          0.177          0.161          0.150           0.209           0.194           0.00            0.0
             19           1989          1.730         1267.1         1166.9        186.203          0.299          0.015           0.18          0.048          0.965           0.097          0.483           0.22            0.21           0.02           0.09           0.05           0.09           0.04           0.07           0.01           -0.01           0.00              ?          0.171          0.161          0.149           0.257           0.183           0.00            0.0
             20           1989          1.690         1272.8         1160.3        185.247          0.306          0.016           0.18          0.071          1.000           0.143          0.714           0.23            0.21           0.03           0.08           0.05           0.09           0.05           0.08           0.01            0.00           0.00              ?          0.178          0.161          0.149           0.250           0.186           0.00            0.0
             21           1989          1.652         1282.3         1157.9        184.745          0.305          0.018           0.18          0.070          1.000           0.141          0.704           0.23            0.21           0.04           0.08           0.05           0.09           0.05           0.08           0.01           -0.01           0.00              ?          0.171          0.160          0.146           0.275           0.175           0.00            0.0
             22           1989          1.608         1289.0         1151.2        183.792          0.311          0.020           0.18          0.089          1.000           0.177          0.887           0.24            0.22           0.04           0.08           0.05           0.09           0.05           0.09           0.01            0.00           0.00              ?          0.178          0.160          0.147           0.268           0.178           0.00            0.0
             23           1989          1.564         1296.2         1144.8        182.866          0.310          0.022           0.17          0.087          1.000           0.174          0.869           0.24            0.22           0.05           0.08           0.04           0.09           0.05           0.10           0.01           -0.01           0.00              ?          0.174          0.160          0.146           0.283           0.168           0.00            0.0
             24           1989          1.527         1303.1         1140.6        182.164          0.317          0.023           0.17          0.110          1.000           0.220          1.000           0.25            0.22           0.05           0.08           0.04           0.09           0.06           0.11           0.01            0.00           0.00              ?          0.180          0.166          0.136           0.278           0.170           0.00            0.0
             25           1989          1.493         1315.9         1143.8        182.255          0.316          0.024           0.17          0.111          1.000           0.222          1.000           0.25            0.22           0.06           0.07           0.04           0.09           0.05           0.11           0.01           -0.01           0.00              ?          0.174          0.164          0.136           0.289           0.161           0.00            0.0
             26           1989          1.460         1329.8         1148.5        182.503          0.323          0.026           0.17          0.128          1.000           0.255          1.000           0.26            0.23           0.07           0.07           0.04           0.09           0.06           0.12           0.01            0.00           0.00              ?          0.179          0.164          0.135           0.282           0.163           0.00            0.0
             27           1989          1.428         1341.8         1152.0        182.622          0.324          0.027           0.17          0.122          1.000           0.244          1.000           0.26            0.23           0.08           0.06           0.04           0.09           0.05           0.13           0.01           -0.01           0.00              ?          0.175          0.165          0.134           0.288           0.156           0.00            0.0
             28           1989          1.395         1355.6         1157.4        182.943          0.330          0.028           0.17          0.140          1.000           0.281          1.000           0.27            0.24           0.08           0.06           0.04           0.09           0.06           0.14           0.01           -0.00           0.00              ?          0.180          0.164          0.133           0.283           0.157           0.00            0.0
             29           1989          1.363         1371.0         1164.6        183.462          0.332          0.029           0.17          0.136          1.000           0.271          1.000           0.27            0.24           0.09           0.05           0.04           0.09           0.06           0.15           0.01           -0.01           0.00              ?          0.176          0.158          0.132           0.286           0.151           0.00            0.0
             30           1989          1.327         1387.1         1171.7        183.980          0.334          0.030           0.17          0.133          1.000           0.266          1.000           0.27            0.24           0.09           0.05           0.04           0.09           0.06           0.15           0.01           -0.00           0.00              ?          0.175          0.157          0.131           0.284           0.147           0.00            0.0
             31           1989          1.295         1403.0         1179.5        184.563          0.337          0.031           0.17          0.132          1.000           0.263          1.000           0.28            0.24           0.10           0.05           0.04           0.09           0.05           0.15           0.01           -0.00           0.00              ?          0.174          0.157          0.130           0.283           0.143           0.00            0.0
             32           1989          1.256         1417.2         1183.8        184.779          0.340          0.032           0.17          0.134          1.000           0.268          1.000           0.28            0.25           0.11           0.05           0.04           0.09           0.05           0.16           0.01           -0.00           0.00              ?          0.173          0.156          0.129           0.284           0.139           0.00            0.0
             33           1989          1.218         1427.8         1184.9        184.646          0.343          0.034           0.16          0.140          1.000           0.280          1.000           0.28            0.25           0.12           0.05           0.04           0.09           0.05           0.16           0.01           -0.00           0.00              ?          0.173          0.156          0.128           0.286           0.134           0.00            0.0
             34           1989          1.181         1438.0         1185.5        184.471          0.346          0.035           0.16          0.150          1.000           0.300          1.000           0.29            0.25           0.12           0.05           0.04           0.09           0.04           0.17           0.01           -0.00           0.00              ?          0.171          0.156          0.127           0.290           0.129           0.00            0.0
             35           1989          1.150         1442.9         1182.6        183.889          0.350          0.036           0.16          0.168          1.000           0.337          1.000           0.29            0.26           0.13           0.05           0.04           0.09           0.04           0.18           0.01           -0.00           0.00              ?          0.167          0.156          0.126           0.304           0.124           0.00            0.0
             36           1989          1.124         1447.0         1180.2        183.357          0.355          0.037           0.15          0.210          1.000           0.421          1.000           0.30            0.26           0.14           0.04           0.04           0.09           0.04           0.18           0.01           -0.00           0.00              ?          0.166          0.156          0.126           0.315           0.123           0.00            0.0
             37           1989          1.096         1459.9         1185.8        183.594          0.360          0.038           0.15          0.249          1.000           0.498          1.000           0.30            0.27           0.15           0.04           0.03           0.09           0.04           0.19           0.01           -0.00           0.00              ?          0.163          0.156          0.119           0.327           0.119           0.00            0.0
             38           1989          1.065         1477.5         1195.7        184.257          0.364          0.039           0.15          0.272          1.000           0.544          1.000           0.31            0.27           0.16           0.04           0.03           0.09           0.04           0.20           0.01           -0.00           0.00              ?          0.159          0.153          0.110           0.334           0.115           0.00            0.0
             39           1989          1.028         1491.2         1200.1        184.369          0.369          0.040           0.13          0.334          1.000           0.667          1.000           0.32            0.28           0.16           0.04           0.03           0.09           0.04           0.21           0.01           -0.00           0.00              ?          0.155          0.152          0.102           0.348           0.114           0.00            0.0
             40           1989          0.000         1505.6          953.7        159.413          0.343          0.071           0.12          0.369          1.000           0.738          1.000           0.32            0.25           0.17           0.01           0.03           0.09           0.04           0.21           0.01           -0.00           0.00              ?          0.172          0.000          0.102           0.358           0.083           0.00            0.0
             41           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.5
             42           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.5
             43           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.4
             44           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.4
             45           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.4
             46           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.4
             47           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.4
             48           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.4
             49           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.4
             50           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.4
             51           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.4
             52           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.3
             53           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.2
             54           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.1
             55           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.1
             56           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.1
             57           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            1.1
