APSIM output file, version = 5.3
Title = Step 6. growth by regrowth + transpiration
           date       sw_dep()      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)     basal_area     root_depth       sw_index  transpiration vpd_estimation  max_n_avail()   growth_photo    death_frost   surfaceom_wt  transpiration
     17/01/1957        264.241          8.336         67.565         93.341         95.000          4.000        750.000          1.000          0.958         14.280         15.000         26.237          0.000          0.023          0.958
     18/01/1957        262.618          7.964         66.513         93.140         95.000          4.000        750.000          0.969          0.981         14.060         15.000         31.136          0.000          0.037          0.981
     19/01/1957        261.046          7.645         65.470         92.931         95.000          4.000        750.000          0.932          0.992         17.720         15.000         32.165          0.000          0.053          0.992
     20/01/1957        259.273          7.321         64.274         92.678         95.000          4.000        750.000          0.893          1.159         23.190         15.000         41.379          0.000          0.072          1.159
     21/01/1957        257.575          7.044         63.114         92.417         95.000          4.000        750.000          0.848          1.148         17.210         15.000         38.433          0.000          0.094          1.148
     22/01/1957        255.952          6.807         61.997         92.149         95.000          4.000        750.000          0.802          1.127         24.710         15.000         44.915          0.000          0.120          1.127
     23/01/1957        254.403          6.601         60.928         91.874         95.000          4.000        750.000          0.758          1.099         27.630         15.000         49.934          0.000          0.151          1.099
     24/01/1957        252.928          6.422         59.911         91.595         95.000          4.000        750.000          0.714          1.067         31.020         15.000         49.721          0.000          0.187          1.067
     25/01/1957        255.134          9.672         59.150         91.312         95.000          4.000        750.000          0.681          1.044         20.650         15.000         36.487          0.000          0.230          1.044
     26/01/1957        260.439         15.148         59.137         91.154         95.000          4.000        750.000          1.000          1.094         15.040         15.000         35.443          0.000          0.273          1.094
     27/01/1957        257.571         13.108         58.541         90.922         95.000          4.000        750.000          0.913          1.167          7.080         15.000         14.519          0.000          0.319          1.167
     28/01/1957        255.430         11.847         57.915         90.668         95.000          4.000        750.000          0.716          1.013         10.210         15.000         26.761          0.000          0.369          1.013
     29/01/1957        253.641         10.954         57.286         90.401         95.000          4.000        750.000          0.620          0.932         14.560         15.000         44.223          0.000          0.428          0.932
     30/01/1957        252.063         10.255         56.678         90.130         95.000          4.000        750.000          0.572          0.882         15.960         15.000         45.441          0.000          0.500          0.882
     31/01/1957        250.625          9.672         56.096         89.858         95.000          4.000        750.000          0.545          0.854         21.300         15.000         42.384          0.000          0.583          0.854
     01/02/1957        249.302          9.173         55.543         89.586         95.000          4.000        750.000          0.521          0.824         21.120         15.000         40.037          0.000          0.677          0.824
     02/02/1957        248.077          8.742         55.019         89.315         95.000          4.000        750.000          0.498          0.795         22.140         15.000         60.612          0.000          0.783          0.795
     03/02/1957        246.934          8.367         54.521         89.046         95.000          4.000        750.000          0.477          0.767         23.410         15.000         56.652          0.000          0.901          0.767
     04/02/1957        245.864          8.037         54.049         88.777         95.000          4.000        750.000          0.457          0.741         18.120         15.000         43.403          0.000          1.031          0.741
     05/02/1957        244.857          7.746         53.601         88.510         95.000          4.000        750.000          0.438          0.716         14.060         15.000         38.199          0.000          1.175          0.716
     06/02/1957        243.904          7.489         53.172         88.243         95.000          4.000        750.000          0.421          0.695         13.560         15.000         35.004          0.000          1.333          0.695
     07/02/1957        242.999          7.260         52.764         87.976         95.000          4.000        750.000          0.404          0.675          9.690         15.000         25.984          0.000          1.504          0.675
     08/02/1957        242.134          7.055         52.371         87.708         95.000          4.000        750.000          0.389          0.661         18.590         15.000         50.554          0.000          1.690          0.661
     09/02/1957        241.313          6.872         52.000         87.442         95.000          4.000        750.000          0.374          0.638         18.690         15.000         36.291          0.000          1.892          0.638
     10/02/1957        240.532          6.707         51.647         87.178         95.000          4.000        750.000          0.360          0.616         16.420         15.000         46.164          0.000          2.108          0.616
     11/02/1957        239.784          6.558         51.308         86.917         95.000          4.000        750.000          0.347          0.596         18.960         15.000         43.968          0.000          2.341          0.596
     12/02/1957        239.062          6.423         50.980         86.659         95.000          4.000        750.000          0.334          0.576         12.300         15.000         41.641          0.000          2.589          0.576
     13/02/1957        238.364          6.302         50.661         86.401         95.000          4.000        750.000          0.322          0.560         15.210         15.000         46.935          0.000          2.854          0.560
     14/02/1957        237.691          6.191         50.353         86.146         95.000          4.000        750.000          0.311          0.542         16.570         15.000         47.141          0.000          3.136          0.542
     15/02/1957        237.041          6.091         50.056         85.894         95.000          4.000        750.000          0.300          0.524         20.580         15.000         62.192          0.000          3.434          0.524
     16/02/1957        236.415          6.000         49.770         85.645         95.000          4.000        750.000          0.290          0.505         21.580         15.000         62.178          0.000          3.749          0.505
     17/02/1957        235.816          5.916         49.498         85.402         95.000          4.000        750.000          0.280          0.483         24.410         15.000         64.019          0.000          4.082          0.483
     18/02/1957        235.241          5.839         49.237         85.164         95.000          4.000        750.000          0.271          0.463         23.040         15.000         60.934          0.000          4.432          0.463
     19/02/1957        234.689          5.769         48.988         84.932         95.000          4.000        750.000          0.263          0.444         25.350         15.000         57.898          0.000          4.799          0.444
     20/02/1957        234.160          5.705         48.750         84.704         95.000          4.000        750.000          0.255          0.426         25.250         15.000         47.749          0.000          5.183          0.426
     21/02/1957        233.651          5.646         48.523         84.482         95.000          4.000        750.000          0.247          0.409         25.980         15.000         51.975          0.000          5.583          0.409
     22/02/1957        233.161          5.592         48.304         84.264         95.000          4.000        750.000          0.240          0.393         19.450         15.000         42.076          0.000          6.001          0.393
     23/02/1957        232.689          5.543         48.095         84.051         95.000          4.000        750.000          0.233          0.377          8.300         15.000         30.064          0.000          6.434          0.377
     24/02/1957        232.235          5.498         47.894         83.843         95.000          4.000        750.000          0.227          0.363         15.740         15.000         36.604          0.000          6.884          0.363
     25/02/1957        231.797          5.456         47.701         83.639         95.000          4.000        750.000          0.220          0.350         10.810         15.000         27.156          0.000          7.351          0.350
     26/02/1957        231.374          5.418         47.516         83.440         95.000          4.000        750.000          0.215          0.337         14.660         15.000         33.574          0.000          7.833          0.337
     27/02/1957        238.361         12.712         47.392         83.257         95.000          4.000        750.000          0.418          0.610         13.560         15.000         24.350          0.000          8.095          0.610
     28/02/1957        237.159         11.773         47.288         83.098         95.000          0.500        750.000          0.291          0.371         16.820         15.000         50.189          0.000          8.404          0.371
     01/03/1957        236.178         11.053         47.186         82.940         95.000          0.500        750.000          0.232          0.298         18.660         15.000         48.408          0.000          8.766          0.298
     02/03/1957        235.333         10.463         47.087         82.784         95.000          0.500        750.000          0.205          0.262         20.900         15.000         47.336          0.000          9.183          0.262
     03/03/1957        234.577          9.955         46.991         82.630         95.000          0.500        750.000          0.197          0.249         23.470         15.000         52.010          0.000          9.659          0.249
     04/03/1957        233.888          9.508         46.900         82.480         95.000          0.500        750.000          0.194          0.242         24.080         15.000         49.282          0.000         10.200          0.242
     05/03/1957        234.979         10.834         46.811         82.333         95.000          0.500        750.000          0.209          0.257         20.050         15.000         42.263          0.000         10.778          0.257
     06/03/1957        235.778         11.858         46.728         82.193         95.000          0.500        750.000          0.281          0.334         20.900         15.000         45.249          0.000         11.377          0.334
     07/03/1957        234.810         11.111         46.646         82.052         95.000          0.500        750.000          0.218          0.261         20.480         15.000         42.191          0.000         11.988          0.261
     08/03/1957        234.791         11.308         46.568         81.914         95.000          0.500        750.000          0.228          0.269         18.660         15.000         44.799          0.000         12.612          0.269
     09/03/1957        233.934         10.665         46.491         81.778         95.000          0.500        750.000          0.192          0.226         21.020         15.000         45.475          0.000         13.250          0.226
     10/03/1957        233.182         10.121         46.417         81.644         95.000          0.500        750.000          0.179          0.209         20.130         15.000         38.090          0.000         13.901          0.209
     11/03/1957        239.772         15.230         48.026         81.516         95.000          0.500        750.000          0.862          0.974         16.260         15.000         31.705          0.000         14.147          0.974
     12/03/1957        238.005         13.729         47.904         81.372         95.000          0.500        750.000          0.586          0.745         20.180         15.000         42.712          0.000         14.460          0.745
     13/03/1957        236.276         12.283         47.775         81.218         95.000          0.500        750.000          0.350          0.483         21.230         15.000         43.188          0.000         14.867          0.483
     14/03/1957        234.997         11.291         47.647         81.060         95.000          0.500        750.000          0.246          0.349         20.700         15.000         39.129          0.000         15.375          0.349
     15/03/1957        235.429         11.995         47.526         80.908         95.000          0.500        750.000          0.307          0.423         12.700         15.000         27.809          0.000         15.946          0.423
     16/03/1957        234.236         11.077         47.405         80.754         95.000          0.500        750.000          0.224          0.319         16.660         15.000         30.747          0.000         16.628          0.319
     17/03/1957        233.409         10.474         47.309         80.627         95.000          0.500        750.000          0.196          0.231         22.010         15.000         27.875          0.000         17.349          0.231
     18/03/1957        232.674          9.957         47.215         80.502         95.000          0.500        750.000          0.187          0.218         21.870         15.000         36.076          0.000         18.082          0.218
     19/03/1957        232.006          9.502         47.125         80.379         95.000          0.500        750.000          0.184          0.213         24.780         15.000         39.229          0.000         18.828          0.213
     20/03/1957        231.397          9.100         47.038         80.259         95.000          0.500        750.000          0.182          0.207         32.110         15.000         47.003          0.000         19.587          0.207
     21/03/1957        230.836          8.741         46.954         80.141         95.000          0.500        750.000          0.179          0.202         22.240         15.000         42.588          0.000         20.359          0.202
     22/03/1957        230.318          8.420         46.873         80.025         95.000          0.500        750.000          0.177          0.197         18.120         15.000         38.267          0.000         21.142          0.197
     23/03/1957        229.836          8.131         46.795         79.911         95.000          0.500        750.000          0.174          0.192         20.720         15.000         32.148          0.000         21.938          0.192
     24/03/1957        229.388          7.869         46.719         79.800         95.000          0.500        750.000          0.172          0.187         19.670         15.000         28.035          0.000         22.745          0.187
     25/03/1957        262.859         16.296         71.813         79.751         95.000          0.500        750.000          1.000          0.847         17.740         15.000         33.247          0.000         22.879          0.847
     26/03/1957        260.162         14.274         71.206         79.682         95.000          0.500        750.000          1.000          0.967         16.380         15.000         33.245          0.000         23.136          0.967
     27/03/1957        257.933         12.914         70.426         79.593         95.000          0.500        750.000          1.000          1.063         15.970         15.000         24.923          0.000         23.513          1.063
     28/03/1957        255.914         11.925         69.502         79.486         95.000          0.500        750.000          1.000          1.136         12.200         15.000         17.686          0.000         24.011          1.136
     29/03/1957        254.028         11.172         68.490         79.366         95.000          0.500        750.000          0.975          1.176         16.830         15.000         29.426          0.000         24.632          1.176
     30/03/1957        252.287         10.566         67.479         79.242         95.000          0.500        750.000          0.916          1.145         18.050         15.000         34.056          0.000         25.379          1.145
     31/03/1957        250.633         10.055         66.462         79.116         95.000          0.500        750.000          0.875          1.122         20.210         15.000         37.823          0.000         26.192          1.122
     01/04/1957        249.056          9.608         65.460         78.988         95.000          0.500        750.000          0.839          1.098         23.420         15.000         41.114          0.000         26.517          1.098
     02/04/1957        247.555          9.214         64.481         78.860         95.000          0.500        750.000          0.803          1.066         24.290         15.000         45.934          0.000         26.844          1.066
     03/04/1957        246.128          8.864         63.534         78.731         95.000          0.500        750.000          0.767          1.031         19.160         15.000         44.377          0.000         27.174          1.031
     04/04/1957        245.709          9.446         62.663         78.601         95.000          0.500        750.000          0.732          1.001         18.610         15.000         41.601          0.000         27.505          1.001
     05/04/1957        244.370          9.076         61.824         78.470         95.000          0.500        750.000          0.698          0.970         18.930         15.000         35.597          0.000         27.840          0.970
     06/04/1957        243.103          8.746         61.020         78.338         95.000          0.500        750.000          0.665          0.936         19.030         15.000         41.717          0.000         28.178          0.936
     07/04/1957        241.903          8.449         60.247         78.206         95.000          0.500        750.000          0.633          0.902         19.830         15.000         39.797          0.000         28.519          0.902
     08/04/1957        240.760          8.182         59.504         78.074         95.000          0.500        750.000          0.601          0.866         18.800         15.000         33.461          0.000         28.864          0.866
     09/04/1957        239.672          7.941         58.790         77.941         95.000          0.500        750.000          0.571          0.830         19.310         15.000         34.342          0.000         29.214          0.830
     10/04/1957        247.170         15.934         58.378         77.859         95.000          0.500        750.000          1.000          1.172         19.100         15.000         35.629          0.000         28.688          1.172
     11/04/1957        244.462         13.924         57.799         77.740         95.000          0.500        750.000          0.945          1.254         24.510         15.000         52.434          0.000         28.324          1.254
     12/04/1957        242.847         12.882         57.326         77.638         95.000          0.500        750.000          0.727          0.829         20.580         15.000         47.950          0.000         28.083          0.829
     13/04/1957        241.495         12.104         56.858         77.533         95.000          0.500        750.000          0.604          0.715         23.270         15.000         52.234          0.000         27.964          0.715
     14/04/1957        240.320         11.492         56.401         77.427         95.000          0.500        750.000          0.525          0.634         24.290         15.000         48.756          0.000         27.962          0.634
     15/04/1957        239.269         10.988         55.961         77.321         95.000          0.500        750.000          0.473          0.578         16.300         15.000         28.756          0.000         28.077          0.578
     16/04/1957        238.309         10.557         55.537         77.214         95.000          0.500        750.000          0.439          0.540         18.500         15.000         29.908          0.000         28.316          0.540
     17/04/1957        237.417         10.177         55.132         77.108         95.000          0.500        750.000          0.415          0.513         19.000         15.000         31.057          0.000         28.665          0.513
     18/04/1957        236.580          9.833         54.744         77.003         95.000          0.500        750.000          0.399          0.493         17.570         15.000         32.450          0.000         29.052          0.493
     19/04/1957        235.791          9.519         54.374         76.898         95.000          0.500        750.000          0.384          0.475         18.610         15.000         42.997          0.000         29.446          0.475
     20/04/1957        235.045          9.231         54.020         76.794         95.000          0.500        750.000          0.370          0.457         21.450         15.000         38.904          0.000         29.846          0.457
     21/04/1957        234.340          8.965         53.683         76.691         95.000          0.500        750.000          0.357          0.440          8.280         15.000         18.400          0.000         30.253          0.440
     22/04/1957        236.335         11.384         53.361         76.589         95.000          0.500        750.000          0.396          0.485         14.270         15.000         36.321          0.000         30.668          0.485
     23/04/1957        235.439         10.901         53.050         76.487         95.000          0.500        750.000          0.354          0.439         23.170         15.000         39.330          0.000         31.088          0.439
     24/04/1957        234.624         10.485         52.752         76.386         95.000          0.500        750.000          0.328          0.407         19.160         15.000         41.292          0.000         31.516          0.407
     25/04/1957        233.868         10.115         52.467         76.286         95.000          0.500        750.000          0.312          0.386         18.660         15.000         39.145          0.000         31.951          0.386
     26/04/1957        233.159          9.778         52.194         76.186         95.000          0.500        750.000          0.302          0.372         21.120         15.000         43.845          0.000         32.393          0.372
     27/04/1957        232.491          9.470         51.933         76.088         95.000          0.500        750.000          0.292          0.359         15.500         15.000         36.861          0.000         32.843          0.359
     28/04/1957        231.862          9.186         51.684         75.991         95.000          0.500        750.000          0.283          0.345         19.430         15.000         33.457          0.000         33.300          0.345
     29/04/1957        231.268          8.924         51.448         75.897         95.000          0.500        750.000          0.275          0.331         21.020         15.000         46.977          0.000         33.764          0.331
     30/04/1957        230.707          8.681         51.223         75.803         95.000          0.500        750.000          0.267          0.319         19.310         15.000         35.773          0.000         34.236          0.319
     01/05/1957        230.175          8.456         51.008         75.711         95.000          0.500        750.000          0.260          0.307         23.220         15.000         25.573          0.000         34.715          0.307
     02/05/1957        229.670          8.246         50.803         75.621         95.000          0.500        750.000          0.253          0.295         13.970         15.000         27.128          0.000         35.202          0.295
     03/05/1957        229.190          8.051         50.607         75.532         95.000          0.500        750.000          0.246          0.285         16.240         15.000          9.249          0.000         35.696          0.285
     04/05/1957        228.733          7.869         50.419         75.445         95.000          0.500        750.000          0.240          0.275         17.430         15.000         12.584          0.000         36.197          0.275
     05/05/1957        228.407          7.742         50.285         75.381         95.000          0.500        750.000          0.234          0.199         17.950         15.000         10.187          0.000         36.705          0.199
     06/05/1957        228.093          7.621         50.155         75.317         95.000          0.500        750.000          0.230          0.193         16.000         15.000         15.928          0.000         37.220          0.193
     07/05/1957        227.789          7.505         50.029         75.255         95.000          0.500        750.000          0.226          0.188         16.560         15.000         20.682          0.000         37.743          0.188
     08/05/1957        227.496          7.395         49.908         75.193         95.000          0.500        750.000          0.222          0.183         15.780         15.000         19.485          0.000         38.272          0.183
     09/05/1957        227.214          7.290         49.791         75.133         95.000          0.500        750.000          0.218          0.178         18.120         15.000         16.383          0.000         38.808          0.178
     10/05/1957        226.941          7.190         49.677         75.073         95.000          0.500        750.000          0.215          0.173         17.910         15.000         13.167          0.000         39.351          0.173
     11/05/1957        226.677          7.095         49.568         75.015         95.000          0.500        750.000          0.211          0.168         18.180         15.000         12.021          0.000         39.901          0.168
     12/05/1957        226.422          7.003         49.462         74.957         95.000          0.500        750.000          0.208          0.164         19.220         15.000         11.889          0.000         40.457          0.164
     13/05/1957        226.175          6.916         49.359         74.900         95.000          0.500        750.000          0.205          0.160         20.010         15.000         12.738          0.000         41.020          0.160
     14/05/1957        225.937          6.833         49.259         74.844         95.000          0.500        750.000          0.202          0.156         20.570         15.000         15.390          0.000         41.589          0.156
     15/05/1957        225.706          6.754         49.163         74.789         95.000          0.500        750.000          0.199          0.152         20.010         15.000         12.457          0.000         42.165          0.152
     16/05/1957        225.482          6.678         49.069         74.734         95.000          0.500        750.000          0.196          0.148         15.430         15.000          9.809          0.000         42.747          0.148
     17/05/1957        225.265          6.606         48.979         74.681         95.000          0.500        750.000          0.193          0.144         16.040         15.000          3.031          0.000         43.335          0.144
     18/05/1957        225.055          6.536         48.891         74.628         95.000          0.500        750.000          0.191          0.141         13.100         15.000          4.413          0.000         43.930          0.141
     19/05/1957        224.852          6.470         48.806         74.576         95.000          0.500        750.000          0.188          0.137         16.880         15.000         10.505          0.000         44.530          0.137
     20/05/1957        224.655          6.407         48.723         74.525         95.000          0.500        750.000          0.186          0.134          9.740         15.000          0.000          0.000         45.137          0.134
     21/05/1957        224.463          6.346         48.642         74.475         95.000          0.500        750.000          0.183          0.131         11.550         15.000          0.000        139.206         45.749          0.131
     22/05/1957        224.331          6.281         48.601         74.449         95.000          0.500        750.000          0.181          0.068         11.110         15.000          0.000          0.000         46.638          0.068
     23/05/1957        224.203          6.219         48.560         74.423         95.000          0.500        750.000          0.180          0.066         10.790         15.000          0.000          0.000         47.529          0.066
     24/05/1957        224.079          6.161         48.520         74.397         95.000          0.500        750.000          0.179          0.065         14.650         15.000          0.000        135.705         48.422          0.065
     25/05/1957        224.013          6.098         48.518         74.397         95.000          0.500        750.000          0.178          0.000         16.960         15.000          0.000          0.000         49.585          0.000
     26/05/1957        223.948          6.039         48.512         74.397         95.000          0.500        750.000          0.178          0.000         17.370         15.000          0.000          0.000         50.745          0.000
     27/05/1957        223.883          5.983         48.503         74.397         95.000          0.500        750.000          0.177          0.000         12.310         15.000          0.000          0.000         51.903          0.000
     28/05/1957        223.819          5.930         48.492         74.397         95.000          0.500        750.000          0.177          0.000         11.190         15.000          0.000          0.000         53.059          0.000
     29/05/1957        223.755          5.880         48.478         74.397         95.000          0.500        750.000          0.177          0.000         14.050         15.000          0.000          0.000         54.212          0.000
     30/05/1957        223.692          5.833         48.462         74.397         95.000          0.500        750.000          0.176          0.000         15.120         15.000          0.000          0.000         55.363          0.000
     31/05/1957        223.629          5.789         48.444         74.397         95.000          0.500        750.000          0.176          0.000         13.810         15.000          0.000          0.000         56.511          0.000
     01/06/1957        223.567          5.747         48.423         74.397         95.000          0.500        750.000          0.175          0.000          5.250         15.000          0.000          0.000         57.658          0.000
     02/06/1957        227.253          9.433         48.423         74.397         95.000          0.500        750.000          0.175          0.000         10.590         15.000          0.000          0.000         58.802          0.000
     03/06/1957        226.966          9.145         48.423         74.397         95.000          0.500        750.000          0.175          0.000         13.100         15.000          0.000          0.000         59.944          0.000
     04/06/1957        226.701          8.880         48.423         74.397         95.000          0.500        750.000          0.175          0.000         12.740         15.000          0.000          0.000         61.083          0.000
     05/06/1957        226.457          8.637         48.423         74.397         95.000          0.500        750.000          0.175          0.000         12.390         15.000          0.000          0.000         62.220          0.000
     06/06/1957        226.232          8.411         48.423         74.397         95.000          0.500        750.000          0.175          0.000         10.620         15.000          0.000          0.000         63.355          0.000
     07/06/1957        226.093          8.272         48.423         74.397         95.000          0.500        750.000          0.175          0.000          9.440         15.000          0.000          0.000         64.488          0.000
     08/06/1957        225.961          8.140         48.423         74.397         95.000          0.500        750.000          0.175          0.000         11.220         15.000          0.000          0.000         65.618          0.000
     09/06/1957        225.835          8.014         48.423         74.397         95.000          0.500        750.000          0.175          0.000         14.700         15.000          0.000          0.000         66.746          0.000
     10/06/1957        225.655          7.834         48.423         74.397         95.000          0.500        750.000          0.175          0.000         16.690         15.000          0.000          0.000         67.872          0.000
     11/06/1957        225.487          7.666         48.423         74.397         95.000          0.500        750.000          0.175          0.000         15.120         15.000          0.000          0.000         68.996          0.000
     12/06/1957        225.330          7.510         48.423         74.397         95.000          0.500        750.000          0.175          0.000         16.240         15.000          0.000          0.000         70.117          0.000
     13/06/1957        225.185          7.364         48.423         74.397         95.000          0.500        750.000          0.175          0.000         13.940         15.000          0.000          0.000         71.236          0.000
     14/06/1957        225.048          7.227         48.423         74.397         95.000          0.500        750.000          0.175          0.000         14.050         15.000          0.000          0.000         72.353          0.000
     15/06/1957        224.921          7.100         48.423         74.397         95.000          0.500        750.000          0.175          0.000         15.390         15.000          0.000          0.000         73.468          0.000
     16/06/1957        224.841          7.020         48.423         74.397         95.000          0.500        750.000          0.175          0.000         12.310         15.000          0.000          0.000         74.580          0.000
     17/06/1957        224.765          6.944         48.423         74.397         95.000          0.500        750.000          0.175          0.000         12.920         15.000          0.000          0.000         75.691          0.000
     18/06/1957        224.691          6.871         48.423         74.397         95.000          0.500        750.000          0.175          0.000         14.050         15.000          0.000          0.000         76.799          0.000
     19/06/1957        224.621          6.801         48.423         74.397         95.000          0.500        750.000          0.175          0.000         13.760         15.000          0.000          0.000         77.904          0.000
     20/06/1957        224.554          6.734         48.423         74.397         95.000          0.500        750.000          0.175          0.000         11.220         15.000          0.000          0.000         79.008          0.000
     21/06/1957        241.537         18.604         53.536         74.397         95.000          0.500        750.000          1.000          0.000          4.740         15.000          0.000          0.000         78.634          0.000
     22/06/1957        240.216         17.283         53.536         74.397         95.000          0.500        750.000          1.000          0.000          9.430         15.000          0.000          0.000         78.989          0.000
     23/06/1957        239.204         16.271         53.536         74.397         95.000          0.500        750.000          1.000          0.000         10.920         15.000          0.005          0.000         78.758          0.000
     24/06/1957        238.371         15.439         53.535         74.397         95.000          0.500        750.000          0.896          0.001         14.200         15.000          0.007          0.000         78.846          0.001
     25/06/1957        237.661         14.729         53.535         74.397         95.000          0.500        750.000          0.784          0.001         13.810         15.000          0.006          0.000         79.111          0.001
     26/06/1957        237.041         14.109         53.535         74.397         95.000          0.500        750.000          0.689          0.001         14.520         15.000          0.000          0.000         79.559          0.001
     27/06/1957        236.490         13.558         53.535         74.397         95.000          0.500        750.000          0.608          0.001         17.370         15.000          0.000          0.000         80.126          0.001
     28/06/1957        235.995         13.064         53.534         74.397         95.000          0.500        750.000          0.541          0.001         14.750         15.000          0.000          0.000         80.789          0.001
     29/06/1957        235.323         12.393         53.534         74.397         95.000          0.500        750.000          0.462          0.001         15.010         15.000          0.014          0.000         81.494          0.001
     30/06/1957        234.737         11.807         53.533         74.397         95.000          0.500        750.000          0.405          0.001          7.570         15.000          0.010          0.000         82.411          0.001
     01/07/1957        238.351         15.422         53.533         74.396         95.000          0.500        750.000          0.893          0.002          0.970         15.000          0.000          0.000         82.774          0.002
     02/07/1957        254.631         17.701         67.534         74.396         95.000          0.500        750.000          1.000          0.002          5.690         15.000          0.000          0.000         83.063          0.002
     03/07/1957        252.979         16.050         67.533         74.396         95.000          0.500        750.000          1.000          0.002         10.080         15.000          0.000          0.000         83.484          0.002
     04/07/1957        252.180         15.252         67.532         74.396         95.000          0.500        750.000          1.000          0.001         11.730         15.000          0.000          0.625         84.094          0.001
     05/07/1957        251.494         14.566         67.532         74.396         95.000          0.500        750.000          1.000          0.000         13.670         15.000          0.000          0.208         84.732          0.000
     06/07/1957        250.893         13.965         67.532         74.396         95.000          0.500        750.000          1.000          0.000         11.450         15.000          0.000          0.000         85.005          0.000
     07/07/1957        251.244         14.316         67.532         74.396         95.000          0.500        750.000          1.000          0.000          7.980         15.000          0.000          0.000         85.583          0.000
     08/07/1957        250.671         13.743         67.532         74.396         95.000          0.500        750.000          1.000          0.000          9.990         15.000          0.000          0.000         86.334          0.000
     09/07/1957        250.159         13.231         67.532         74.396         95.000          0.500        750.000          1.000          0.000         10.520         15.000          0.000          0.000         86.986          0.000
     10/07/1957        249.695         12.768         67.532         74.396         95.000          0.500        750.000          1.000          0.000         10.590         15.000          0.000          0.000         87.811          0.000
     11/07/1957        249.273         12.346         67.532         74.396         95.000          0.500        750.000          0.978          0.000          9.420         15.000          0.000          0.013         88.761          0.000
     12/07/1957        248.887         11.959         67.532         74.396         95.000          0.500        750.000          0.940          0.000         10.420         15.000          0.000          0.039         89.764          0.000
     13/07/1957        248.531         11.603         67.532         74.396         95.000          0.500        750.000          0.911          0.000         12.420         15.000          0.000          0.000         90.810          0.000
     14/07/1957        248.201         11.274         67.532         74.396         95.000          0.500        750.000          0.888          0.000         14.970         15.000          0.000          0.000         91.864          0.000
     15/07/1957        247.895         10.968         67.532         74.396         95.000          0.500        750.000          0.872          0.000          9.220         15.000          0.000          0.000         92.915          0.000
     16/07/1957        248.360         11.433         67.532         74.396         95.000          0.500        750.000          0.899          0.000          2.620         15.000          0.000          0.000         93.965          0.000
     17/07/1957        247.884         10.957         67.532         74.396         95.000          0.500        750.000          0.871          0.000         10.860         15.000          0.000          0.000         95.012          0.000
     18/07/1957        247.458         10.530         67.532         74.396         95.000          0.500        750.000          0.856          0.000         14.540         15.000          0.000          0.000         96.057          0.000
     19/07/1957        247.053         10.145         67.512         74.396         95.000          0.500        750.000          0.849          0.000         13.180         15.000          0.000          0.000         97.100          0.000
