Summary_file = step5.sum
Title = Step 5. growth by regrowth
           date       sw_dep()          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)     basal_area     root_depth       sw_index  transpiration vpd_estimation  max_n_avail()   growth_photo    death_frost     residue_wt  transpiration
     17/01/1957        264.242              8.335             67.566             93.341             95.000          4.000        750.000          1.000          0.958         14.280         15.000         26.233          0.000          0.023          0.958
     18/01/1957        262.619              7.964             66.514             93.140             95.000          4.000        750.000          0.969          0.981         14.060         15.000         31.132          0.000          0.037          0.981
     19/01/1957        261.047              7.644             65.471             92.931             95.000          4.000        750.000          0.932          0.992         17.720         15.000         32.161          0.000          0.053          0.992
     20/01/1957        259.274              7.321             64.275             92.678             95.000          4.000        750.000          0.893          1.159         23.190         15.000         41.374          0.000          0.072          1.159
     21/01/1957        257.576              7.044             63.114             92.417             95.000          4.000        750.000          0.848          1.148         17.210         15.000         38.428          0.000          0.094          1.148
     22/01/1957        255.953              6.806             61.998             92.149             95.000          4.000        750.000          0.802          1.127         24.710         15.000         44.910          0.000          0.120          1.127
     23/01/1957        254.404              6.601             60.929             91.875             95.000          4.000        750.000          0.758          1.099         27.630         15.000         49.929          0.000          0.151          1.099
     24/01/1957        252.929              6.422             59.912             91.595             95.000          4.000        750.000          0.714          1.067         31.020         15.000         49.716          0.000          0.187          1.067
     25/01/1957        255.135              9.672             59.151             91.312             95.000          4.000        750.000          0.681          1.044         20.650         15.000         36.483          0.000          0.230          1.044
     26/01/1957        260.440             15.148             59.138             91.155             95.000          4.000        750.000          1.000          1.094         15.040         15.000         35.440          0.000          0.280          1.094
     27/01/1957        257.572             13.108             58.542             90.923             95.000          4.000        750.000          0.913          1.167          7.080         15.000         14.518          0.000          0.321          1.167
     28/01/1957        255.453             11.842             57.934             90.676             95.000          4.000        750.000          0.715          0.981         10.210         15.000         25.937          0.000          0.366          0.981
     29/01/1957        253.701             10.939             57.339             90.424             95.000          4.000        750.000          0.620          0.881         14.560         15.000         41.751          0.000          0.421          0.881
     30/01/1957        252.162             10.230             56.763             90.168             95.000          4.000        750.000          0.573          0.833         15.960         15.000         42.626          0.000          0.487          0.833
     31/01/1957        250.764              9.638             56.214             89.913             95.000          4.000        750.000          0.548          0.805         21.300         15.000         39.550          0.000          0.567          0.805
     01/02/1957        249.481              9.133             55.690             89.658             95.000          4.000        750.000          0.526          0.779         21.120         15.000         37.370          0.000          0.659          0.779
     02/02/1957        248.291              8.699             55.190             89.403             95.000          4.000        750.000          0.504          0.755         22.140         15.000         56.652          0.000          0.761          0.755
     03/02/1957        247.182              8.321             54.712             89.148             95.000          4.000        750.000          0.484          0.732         23.410         15.000         53.040          0.000          0.875          0.732
     04/02/1957        246.142              7.990             54.258             88.895             95.000          4.000        750.000          0.465          0.709         18.120         15.000         40.701          0.000          1.000          0.709
     05/02/1957        245.165              7.698             53.824             88.642             95.000          4.000        750.000          0.447          0.686         14.060         15.000         35.774          0.000          1.137          0.686
     06/02/1957        244.244              7.440             53.413             88.391             95.000          4.000        750.000          0.430          0.663         13.560         15.000         32.560          0.000          1.287          0.663
     07/02/1957        243.373              7.210             53.021             88.142             95.000          4.000        750.000          0.414          0.641          9.690         15.000         23.988          0.000          1.449          0.641
     08/02/1957        242.549              7.004             52.650             87.895             95.000          4.000        750.000          0.398          0.618         18.590         15.000         45.898          0.000          1.625          0.618
     09/02/1957        241.767              6.820             52.296             87.650             95.000          4.000        750.000          0.384          0.599         18.690         15.000         32.934          0.000          1.814          0.599
     10/02/1957        241.018              6.655             51.956             87.408             95.000          4.000        750.000          0.371          0.579         16.420         15.000         41.824          0.000          2.017          0.579
     11/02/1957        240.297              6.506             51.623             87.167             95.000          4.000        750.000          0.358          0.560         18.960         15.000         39.737          0.000          2.233          0.560
     12/02/1957        239.602              6.372             51.300             86.930             95.000          4.000        750.000          0.346          0.541         12.300         15.000         37.609          0.000          2.464          0.541
     13/02/1957        238.931              6.250             50.987             86.694             95.000          4.000        750.000          0.334          0.523         15.210         15.000         42.089          0.000          2.709          0.523
     14/02/1957        238.285              6.141             50.683             86.461             95.000          4.000        750.000          0.322          0.506         16.570         15.000         42.139          0.000          2.968          0.506
     15/02/1957        237.661              6.041             50.389             86.231             95.000          4.000        750.000          0.312          0.489         20.580         15.000         55.483          0.000          3.242          0.489
     16/02/1957        237.059              5.951             50.105             86.003             95.000          4.000        750.000          0.301          0.473         21.580         15.000         55.530          0.000          3.531          0.473
     17/02/1957        236.477              5.868             49.830             85.778             95.000          4.000        750.000          0.292          0.458         24.410         15.000         57.773          0.000          3.835          0.458
     18/02/1957        235.919              5.794             49.568             85.558             95.000          4.000        750.000          0.283          0.438         23.040         15.000         54.989          0.000          4.153          0.438
     19/02/1957        235.383              5.725             49.316             85.342             95.000          4.000        750.000          0.274          0.421         25.350         15.000         52.250          0.000          4.487          0.421
     20/02/1957        234.868              5.663             49.074             85.131             95.000          4.000        750.000          0.266          0.404         25.250         15.000         43.091          0.000          4.836          0.404
     21/02/1957        234.372              5.606             48.842             84.924             95.000          4.000        750.000          0.258          0.388         25.980         15.000         46.904          0.000          5.199          0.388
     22/02/1957        233.895              5.554             48.620             84.722             95.000          4.000        750.000          0.250          0.373         19.450         15.000         37.971          0.000          5.577          0.373
     23/02/1957        233.436              5.506             48.406             84.524             95.000          4.000        750.000          0.244          0.359          8.300         15.000         27.131          0.000          5.969          0.359
     24/02/1957        232.993              5.462             48.201             84.329             95.000          4.000        750.000          0.237          0.345         15.740         15.000         33.033          0.000          6.376          0.345
     25/02/1957        232.565              5.423             48.003             84.139             95.000          4.000        750.000          0.231          0.333         10.810         15.000         24.506          0.000          6.797          0.333
     26/02/1957        232.152              5.386             47.813             83.953             95.000          4.000        750.000          0.225          0.321         14.660         15.000         30.298          0.000          7.232          0.321
     27/02/1957        239.156             12.682             47.692             83.782             95.000          4.000        750.000          0.420          0.558         13.560         15.000         21.974          0.000          7.681          0.558
     28/02/1957        237.960             11.736             47.590             83.634             95.000          0.500        750.000          0.297          0.342         16.820         15.000         44.961          0.000          7.833          0.342
     01/03/1957        236.981             11.004             47.490             83.487             95.000          0.500        750.000          0.239          0.277         18.660         15.000         43.363          0.000          8.049          0.277
     02/03/1957        236.138             10.403             47.393             83.342             95.000          0.500        750.000          0.214          0.247         20.900         15.000         42.401          0.000          8.332          0.247
     03/03/1957        235.385              9.886             47.300             83.199             95.000          0.500        750.000          0.207          0.236         23.470         15.000         46.586          0.000          8.682          0.236
     04/03/1957        234.701              9.433             47.209             83.059             95.000          0.500        750.000          0.204          0.230         24.080         15.000         44.142          0.000          9.105          0.230
     05/03/1957        235.799             10.754             47.123             82.922             95.000          0.500        750.000          0.216          0.240         20.050         15.000         37.855          0.000          9.604          0.240
     06/03/1957        236.614             11.783             47.041             82.791             95.000          0.500        750.000          0.283          0.304         20.900         15.000         40.528          0.000         10.141          0.304
     07/03/1957        235.652             11.034             46.960             82.659             95.000          0.500        750.000          0.223          0.242         20.480         15.000         37.785          0.000         10.689          0.242
     08/03/1957        235.643             11.230             46.882             82.531             95.000          0.500        750.000          0.233          0.249         18.660         15.000         40.119          0.000         11.249          0.249
     09/03/1957        234.791             10.582             46.806             82.403             95.000          0.500        750.000          0.199          0.213         21.020         15.000         40.721          0.000         11.820          0.213
     10/03/1957        234.042             10.032             46.732             82.278             95.000          0.500        750.000          0.189          0.199         20.130         15.000         34.108          0.000         12.403          0.199
     11/03/1957        240.596             15.181             48.258             82.157             95.000          0.500        750.000          0.850          0.870         16.260         15.000         28.390          0.000         12.998          0.870
     12/03/1957        238.865             13.695             48.144             82.026             95.000          0.500        750.000          0.579          0.650         20.180         15.000         37.284          0.000         13.075          0.650
     13/03/1957        237.152             12.240             48.026             81.886             95.000          0.500        750.000          0.351          0.421         21.230         15.000         37.144          0.000         13.248          0.421
     14/03/1957        235.881             11.228             47.908             81.745             95.000          0.500        750.000          0.251          0.308         20.700         15.000         33.347          0.000         13.545          0.308
     15/03/1957        236.333             11.927             47.797             81.609             95.000          0.500        750.000          0.307          0.366         12.700         15.000         23.697          0.000         13.970          0.366
     16/03/1957        235.151             10.991             47.687             81.472             95.000          0.500        750.000          0.230          0.277         16.660         15.000         25.814          0.000         14.470          0.277
     17/03/1957        234.333             10.375             47.599             81.359             95.000          0.500        750.000          0.204          0.205         22.010         15.000         23.400          0.000         15.110          0.205
     18/03/1957        233.607              9.846             47.513             81.249             95.000          0.500        750.000          0.198          0.196         21.870         15.000         30.282          0.000         15.761          0.196
     19/03/1957        232.953              9.383             47.430             81.140             95.000          0.500        750.000          0.196          0.192         24.780         15.000         32.927          0.000         16.423          0.192
     20/03/1957        232.359              8.975             47.350             81.033             95.000          0.500        750.000          0.193          0.187         32.110         15.000         39.450          0.000         17.095          0.187
     21/03/1957        231.814              8.614             47.273             80.928             95.000          0.500        750.000          0.191          0.182         22.240         15.000         35.743          0.000         17.777          0.182
     22/03/1957        231.314              8.291             47.198             80.825             95.000          0.500        750.000          0.188          0.178         18.120         15.000         32.115          0.000         18.468          0.178
     23/03/1957        230.851              8.002             47.125             80.724             95.000          0.500        750.000          0.186          0.174         20.720         15.000         26.979          0.000         19.169          0.174
     24/03/1957        230.421              7.742             47.055             80.624             95.000          0.500        750.000          0.184          0.170         19.670         15.000         23.526          0.000         19.880          0.170
     25/03/1957        262.270             16.179             70.512             80.579             95.000          0.500        750.000          1.000          0.719         17.740         15.000         27.899          0.000         20.599          0.719
     26/03/1957        259.683             14.162             70.004             80.517             95.000          0.500        750.000          1.000          0.808         16.380         15.000         27.355          0.000         20.493          0.808
     27/03/1957        257.608             12.804             69.366             80.437             95.000          0.500        750.000          1.000          0.867         15.970         15.000         19.999          0.000         20.550          0.867
     28/03/1957        255.785             11.807             68.634             80.344             95.000          0.500        750.000          1.000          0.900         12.200         15.000         13.787          0.000         20.765          0.900
     29/03/1957        254.169             11.034             67.887             80.248             95.000          0.500        750.000          0.946          0.868         16.830         15.000         22.018          0.000         21.134          0.868
     30/03/1957        252.709             10.402             67.156             80.151             95.000          0.500        750.000          0.899          0.832         18.050         15.000         24.777          0.000         21.662          0.832
     31/03/1957        251.336              9.863             66.419             80.055             95.000          0.500        750.000          0.870          0.807         20.210         15.000         26.852          0.000         22.355          0.807
     01/04/1957        250.032              9.394             65.680             79.959             95.000          0.500        750.000          0.843          0.783         23.420         15.000         28.608          0.000         22.640          0.783
     02/04/1957        248.792              8.982             64.947             79.863             95.000          0.500        750.000          0.816          0.758         24.290         15.000         31.464          0.000         22.926          0.758
     03/04/1957        247.611              8.618             64.225             79.768             95.000          0.500        750.000          0.789          0.733         19.160         15.000         29.987          0.000         23.213          0.733
     04/04/1957        247.455              9.179             63.602             79.674             95.000          0.500        750.000          0.764          0.710         18.610         15.000         27.629          0.000         23.502          0.710
     05/04/1957        246.352              8.793             62.979             79.580             95.000          0.500        750.000          0.739          0.687         18.930         15.000         23.234          0.000         23.792          0.687
     06/04/1957        245.300              8.450             62.363             79.487             95.000          0.500        750.000          0.715          0.663         19.030         15.000         26.781          0.000         24.083          0.663
     07/04/1957        244.296              8.144             61.757             79.394             95.000          0.500        750.000          0.690          0.639         19.830         15.000         25.166          0.000         24.377          0.639
     08/04/1957        243.337              7.870             61.164             79.303             95.000          0.500        750.000          0.665          0.615         18.800         15.000         20.873          0.000         24.672          0.615
     09/04/1957        242.422              7.624             60.586             79.212             95.000          0.500        750.000          0.641          0.590         19.310         15.000         21.121          0.000         24.969          0.590
     10/04/1957        250.101             15.661             60.284             79.155             95.000          0.500        750.000          1.000          0.741         19.100         15.000         21.636          0.000         25.269          0.741
     11/04/1957        247.699             13.762             59.862             79.074             95.000          0.500        750.000          0.963          0.795         24.510         15.000         31.292          0.000         24.558          0.795
     12/04/1957        246.261             12.738             59.517             79.007             95.000          0.500        750.000          0.782          0.546         20.580         15.000         28.265          0.000         24.067          0.546
     13/04/1957        245.050             11.942             59.171             78.937             95.000          0.500        750.000          0.674          0.484         23.270         15.000         30.508          0.000         23.743          0.484
     14/04/1957        243.994             11.296             58.831             78.867             95.000          0.500        750.000          0.607          0.442         24.290         15.000         28.294          0.000         23.578          0.442
     15/04/1957        243.047             10.752             58.498             78.797             95.000          0.500        750.000          0.564          0.413         16.300         15.000         16.603          0.000         23.566          0.413
     16/04/1957        242.183             10.280             58.176             78.727             95.000          0.500        750.000          0.539          0.394         18.500         15.000         17.102          0.000         23.703          0.394
     17/04/1957        241.382              9.861             57.864             78.658             95.000          0.500        750.000          0.524          0.381         19.000         15.000         17.625          0.000         23.992          0.381
     18/04/1957        240.637              9.485             57.563             78.589             95.000          0.500        750.000          0.511          0.370         17.570         15.000         18.293          0.000         24.305          0.370
     19/04/1957        239.938              9.145             57.272             78.521             95.000          0.500        750.000          0.499          0.359         18.610         15.000         24.074          0.000         24.621          0.359
     20/04/1957        239.282              8.837             56.990             78.454             95.000          0.500        750.000          0.487          0.349         21.450         15.000         21.667          0.000         24.939          0.349
     21/04/1957        238.663              8.557             56.718             78.388             95.000          0.500        750.000          0.476          0.339          8.280         15.000         10.208          0.000         25.261          0.339
     22/04/1957        240.750             10.971             56.456             78.323             95.000          0.500        750.000          0.489          0.343         14.270         15.000         19.830          0.000         25.585          0.343
     23/04/1957        239.928             10.468             56.202             78.258             95.000          0.500        750.000          0.461          0.323         23.170         15.000         21.287          0.000         25.912          0.323
     24/04/1957        239.174             10.026             55.955             78.193             95.000          0.500        750.000          0.445          0.311         19.160         15.000         22.269          0.000         26.241          0.311
     25/04/1957        238.476              9.630             55.717             78.129             95.000          0.500        750.000          0.436          0.302         18.660         15.000         21.029          0.000         26.574          0.302
     26/04/1957        237.826              9.274             55.485             78.066             95.000          0.500        750.000          0.426          0.294         21.120         15.000         23.464          0.000         26.909          0.294
     27/04/1957        237.218              8.952             55.262             78.004             95.000          0.500        750.000          0.417          0.286         15.500         15.000         19.675          0.000         27.248          0.286
     28/04/1957        236.647              8.660             55.045             77.942             95.000          0.500        750.000          0.409          0.278         19.430         15.000         17.915          0.000         27.589          0.278
     29/04/1957        236.109              8.393             54.835             77.881             95.000          0.500        750.000          0.401          0.271         21.020         15.000         25.229          0.000         27.933          0.271
     30/04/1957        235.602              8.149             54.632             77.821             95.000          0.500        750.000          0.393          0.264         19.310         15.000         19.279          0.000         28.280          0.264
     01/05/1957        235.122              7.926             54.435             77.761             95.000          0.500        750.000          0.385          0.257         23.220         15.000         13.821          0.000         28.630          0.257
     02/05/1957        234.667              7.721             54.244             77.702             95.000          0.500        750.000          0.378          0.250         13.970         15.000         14.698          0.000         28.982          0.250
     03/05/1957        234.235              7.532             54.059             77.644             95.000          0.500        750.000          0.370          0.243         16.240         15.000          5.023          0.000         29.338          0.243
     04/05/1957        233.825              7.358             53.881             77.586             95.000          0.500        750.000          0.364          0.236         17.430         15.000          6.844          0.000         29.697          0.236
     05/05/1957        233.531              7.237             53.751             77.544             95.000          0.500        750.000          0.357          0.173         17.950         15.000          5.549          0.000         30.058          0.173
     06/05/1957        233.249              7.123             53.624             77.501             95.000          0.500        750.000          0.352          0.169         16.000         15.000          8.688          0.000         30.423          0.169
     07/05/1957        232.976              7.015             53.501             77.460             95.000          0.500        750.000          0.348          0.165         16.560         15.000         11.302          0.000         30.790          0.165
     08/05/1957        232.709              6.914             53.377             77.419             95.000          0.500        750.000          0.343          0.161         15.780         15.000         10.671          0.000         31.160          0.161
     09/05/1957        232.448              6.817             53.252             77.378             95.000          0.500        750.000          0.338          0.158         18.120         15.000          8.991          0.000         31.534          0.158
     10/05/1957        232.191              6.726             53.127             77.338             95.000          0.500        750.000          0.334          0.154         17.910         15.000          7.239          0.000         31.909          0.154
     11/05/1957        231.941              6.640             53.002             77.298             95.000          0.500        750.000          0.329          0.151         18.180         15.000          6.621          0.000         32.288          0.151
     12/05/1957        231.695              6.559             52.877             77.259             95.000          0.500        750.000          0.325          0.147         19.220         15.000          6.558          0.000         32.670          0.147
     13/05/1957        231.454              6.481             52.753             77.220             95.000          0.500        750.000          0.320          0.144         20.010         15.000          7.038          0.000         33.054          0.144
     14/05/1957        231.219              6.408             52.629             77.182             95.000          0.500        750.000          0.316          0.141         20.570         15.000          8.516          0.000         33.441          0.141
     15/05/1957        230.988              6.338             52.505             77.144             95.000          0.500        750.000          0.311          0.137         20.010         15.000          6.905          0.000         33.830          0.137
     16/05/1957        230.762              6.272             52.383             77.107             95.000          0.500        750.000          0.307          0.134         15.430         15.000          5.447          0.000         34.223          0.134
     17/05/1957        230.540              6.210             52.261             77.070             95.000          0.500        750.000          0.303          0.131         16.040         15.000          1.685          0.000         34.618          0.131
     18/05/1957        230.323              6.150             52.139             77.033             95.000          0.500        750.000          0.299          0.128         13.100         15.000          2.457          0.000         35.016          0.128
     19/05/1957        230.111              6.094             52.019             76.998             95.000          0.500        750.000          0.294          0.125         16.880         15.000          5.852          0.000         35.416          0.125
     20/05/1957        229.903              6.040             51.900             76.962             95.000          0.500        750.000          0.290          0.122          9.740         15.000          0.000          0.000         35.819          0.122
     21/05/1957        229.699              5.989             51.783             76.927             95.000          0.500        750.000          0.286          0.119         11.550         15.000          0.000         74.334         36.224          0.119
     22/05/1957        229.550              5.938             51.703             76.909             95.000          0.500        750.000          0.282          0.060         11.110         15.000          0.000          0.000         36.778          0.060
     23/05/1957        229.402              5.889             51.622             76.891             95.000          0.500        750.000          0.280          0.059         10.790         15.000          0.000          0.000         37.332          0.059
     24/05/1957        229.257              5.843             51.541             76.874             95.000          0.500        750.000          0.277          0.058         14.650         15.000          0.000         72.657         37.886          0.058
     25/05/1957        229.165              5.796             51.495             76.874             95.000          0.500        750.000          0.274          0.000         16.960         15.000          0.000          0.000         38.585          0.000
     26/05/1957        229.074              5.752             51.448             76.874             95.000          0.500        750.000          0.273          0.000         17.370         15.000          0.000          0.000         39.282          0.000
     27/05/1957        228.983              5.710             51.399             76.874             95.000          0.500        750.000          0.271          0.000         12.310         15.000          0.000          0.000         39.978          0.000
     28/05/1957        228.893              5.671             51.348             76.874             95.000          0.500        750.000          0.270          0.000         11.190         15.000          0.000          0.000         40.673          0.000
     29/05/1957        228.804              5.634             51.296             76.874             95.000          0.500        750.000          0.268          0.000         14.050         15.000          0.000          0.000         41.366          0.000
     30/05/1957        228.716              5.599             51.243             76.874             95.000          0.500        750.000          0.267          0.000         15.120         15.000          0.000          0.000         42.058          0.000
     31/05/1957        228.629              5.566             51.189             76.874             95.000          0.500        750.000          0.265          0.000         13.810         15.000          0.000          0.000         42.748          0.000
     01/06/1957        228.542              5.535             51.133             76.874             95.000          0.500        750.000          0.263          0.000          5.250         15.000          0.000          0.000         43.437          0.000
     02/06/1957        232.233              9.226             51.133             76.874             95.000          0.500        750.000          0.263          0.000         10.590         15.000          0.000          0.000         44.125          0.000
     03/06/1957        231.951              8.944             51.133             76.874             95.000          0.500        750.000          0.263          0.000         13.100         15.000          0.000          0.000         44.811          0.000
     04/06/1957        231.692              8.685             51.133             76.874             95.000          0.500        750.000          0.263          0.000         12.740         15.000          0.000          0.000         45.496          0.000
     05/06/1957        231.453              8.446             51.133             76.874             95.000          0.500        750.000          0.263          0.000         12.390         15.000          0.000          0.000         46.179          0.000
     06/06/1957        231.233              8.226             51.133             76.874             95.000          0.500        750.000          0.263          0.000         10.620         15.000          0.000          0.000         46.861          0.000
     07/06/1957        231.098              8.091             51.133             76.874             95.000          0.500        750.000          0.263          0.000          9.440         15.000          0.000          0.000         47.542          0.000
     08/06/1957        230.969              7.962             51.133             76.874             95.000          0.500        750.000          0.263          0.000         11.220         15.000          0.000          0.000         48.221          0.000
     09/06/1957        230.846              7.839             51.133             76.874             95.000          0.500        750.000          0.263          0.000         14.700         15.000          0.000          0.000         48.899          0.000
     10/06/1957        230.671              7.664             51.133             76.874             95.000          0.500        750.000          0.263          0.000         16.690         15.000          0.000          0.000         49.576          0.000
     11/06/1957        230.508              7.501             51.133             76.874             95.000          0.500        750.000          0.263          0.000         15.120         15.000          0.000          0.000         50.251          0.000
     12/06/1957        230.357              7.350             51.133             76.874             95.000          0.500        750.000          0.263          0.000         16.240         15.000          0.000          0.000         50.925          0.000
     13/06/1957        230.215              7.208             51.133             76.874             95.000          0.500        750.000          0.263          0.000         13.940         15.000          0.000          0.000         51.598          0.000
     14/06/1957        230.084              7.077             51.133             76.874             95.000          0.500        750.000          0.263          0.000         14.050         15.000          0.000          0.000         52.269          0.000
     15/06/1957        229.961              6.954             51.133             76.874             95.000          0.500        750.000          0.263          0.000         15.390         15.000          0.000          0.000         52.939          0.000
     16/06/1957        229.884              6.877             51.133             76.874             95.000          0.500        750.000          0.263          0.000         12.310         15.000          0.000          0.000         53.608          0.000
     17/06/1957        229.811              6.804             51.133             76.874             95.000          0.500        750.000          0.263          0.000         12.920         15.000          0.000          0.000         54.275          0.000
     18/06/1957        229.741              6.734             51.133             76.874             95.000          0.500        750.000          0.263          0.000         14.050         15.000          0.000          0.000         54.941          0.000
     19/06/1957        229.673              6.666             51.133             76.874             95.000          0.500        750.000          0.263          0.000         13.760         15.000          0.000          0.000         55.606          0.000
     20/06/1957        229.609              6.602             51.133             76.874             95.000          0.500        750.000          0.263          0.000         11.220         15.000          0.000          0.000         56.269          0.000
     21/06/1957        245.448             18.528             55.047             76.874             95.000          0.500        750.000          1.000          0.000          4.740         15.000          0.000          0.000         56.931          0.000
     22/06/1957        244.093             17.173             55.046             76.874             95.000          0.500        750.000          1.000          0.000          9.430         15.000          0.000          0.000         56.179          0.000
     23/06/1957        243.061             16.141             55.046             76.874             95.000          0.500        750.000          1.000          0.000         10.920         15.000          0.005          0.000         56.136          0.000
     24/06/1957        242.215             15.295             55.046             76.874             95.000          0.500        750.000          0.941          0.001         14.200         15.000          0.007          0.000         55.551          0.001
     25/06/1957        241.494             14.575             55.046             76.874             95.000          0.500        750.000          0.828          0.001         13.810         15.000          0.006          0.000         55.279          0.001
     26/06/1957        240.867             13.948             55.045             76.874             95.000          0.500        750.000          0.732          0.001         14.520         15.000          0.000          0.000         55.182          0.001
     27/06/1957        240.310             13.392             55.045             76.873             95.000          0.500        750.000          0.652          0.001         17.370         15.000          0.000          0.000         55.261          0.001
     28/06/1957        239.812             12.894             55.045             76.873             95.000          0.500        750.000          0.587          0.001         14.750         15.000          0.000          0.000         55.456          0.001
     29/06/1957        239.135             12.217             55.044             76.873             95.000          0.500        750.000          0.511          0.001         15.010         15.000          0.014          0.000         55.747          0.001
     30/06/1957        238.546             11.630             55.043             76.873             95.000          0.500        750.000          0.458          0.001          7.570         15.000          0.010          0.000         56.097          0.001
     01/07/1957        242.150             15.235             55.043             76.873             95.000          0.500        750.000          0.931          0.002          0.970         15.000          0.000          0.000         56.652          0.002
     02/07/1957        256.583             17.588             67.123             76.873             95.000          0.500        750.000          1.000          0.002          5.690         15.000          0.000          0.000         56.645          0.002
     03/07/1957        254.900             15.905             67.122             76.873             95.000          0.500        750.000          1.000          0.002         10.080         15.000          0.000          0.000         56.574          0.002
     04/07/1957        254.089             15.096             67.121             76.873             95.000          0.500        750.000          1.000          0.001         11.730         15.000          0.000          0.651         56.631          0.001
     05/07/1957        253.396             14.403             67.120             76.873             95.000          0.500        750.000          1.000          0.000         13.670         15.000          0.000          0.217         56.864          0.000
     06/07/1957        252.789             13.796             67.120             76.873             95.000          0.500        750.000          1.000          0.000         11.450         15.000          0.000          0.000         57.126          0.000
     07/07/1957        253.134             14.141             67.120             76.873             95.000          0.500        750.000          1.000          0.000          7.980         15.000          0.000          0.000         57.074          0.000
     08/07/1957        252.557             13.564             67.120             76.872             95.000          0.500        750.000          1.000          0.000          9.990         15.000          0.000          0.000         57.295          0.000
     09/07/1957        252.041             13.048             67.120             76.872             95.000          0.500        750.000          1.000          0.000         10.520         15.000          0.000          0.000         57.670          0.000
     10/07/1957        251.576             12.583             67.120             76.872             95.000          0.500        750.000          1.000          0.000         10.590         15.000          0.000          0.000         57.971          0.000
     11/07/1957        251.152             12.160             67.120             76.872             95.000          0.500        750.000          0.960          0.000          9.420         15.000          0.000          0.013         58.423          0.000
     12/07/1957        250.765             11.773             67.120             76.872             95.000          0.500        750.000          0.925          0.000         10.420         15.000          0.000          0.039         58.980          0.000
     13/07/1957        250.409             11.416             67.120             76.872             95.000          0.500        750.000          0.898          0.000         12.420         15.000          0.000          0.000         59.585          0.000
     14/07/1957        250.079             11.087             67.120             76.872             95.000          0.500        750.000          0.878          0.000         14.970         15.000          0.000          0.000         60.219          0.000
     15/07/1957        249.774             10.781             67.120             76.872             95.000          0.500        750.000          0.864          0.000          9.220         15.000          0.000          0.000         60.852          0.000
     16/07/1957        250.238             11.246             67.120             76.872             95.000          0.500        750.000          0.887          0.000          2.620         15.000          0.000          0.000         61.484          0.000
     17/07/1957        249.763             10.770             67.120             76.872             95.000          0.500        750.000          0.864          0.000         10.860         15.000          0.000          0.000         62.114          0.000
     18/07/1957        249.338             10.345             67.120             76.872             95.000          0.500        750.000          0.852          0.000         14.540         15.000          0.000          0.000         62.743          0.000
     19/07/1957        248.932              9.962             67.098             76.872             95.000          0.500        750.000          0.848          0.000         13.180         15.000          0.000          0.000         63.370          0.000
