Summary_file = fieldpea.sum
Title = fieldpea sample
            day           year           date       sw_dep()         runoff          drain             es            eos             eo           rain   surfaceom_wt surfaceom_cover    surfaceom_n            das          stage            lai        biomass  green_biomass          yield             ep    swdef_photo    nfact_photo     root_depth        node_no        leaf_wt        stem_wt flowering_date  maturity_date        leaf_no            esw
          (day)         (year)             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)       (m^2/m^2)        (kg/ha)            (d)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)             ()             ()           (mm)  (nodes/plant)        (g/m^2)        (g/m^2)          (doy)          (doy) (leaves/plant)           (mm)
            279           2002    06/Oct/2002        348.306          0.000          0.000          0.782          0.782          2.987          0.000          0.000           0.000          0.000            143          7.429          1.092       4879.509       3780.892       1463.974          0.664          0.250          1.000       1015.955         28.514         35.682        171.312            240              0         45.028         56.306
            280           2002    07/Oct/2002        346.677          0.000          0.000          1.062          1.062          4.022          0.000          0.000           0.000          0.000            144          7.451          1.007       4899.783       3773.257       1485.112          0.566          0.218          1.000       1017.149         28.790         32.891        171.312            240              0         45.443         54.677
            281           2002    08/Oct/2002        350.464          0.000          0.000          1.000          1.000          3.757          5.600          0.000           0.000          0.000            145          7.469          0.993       4963.619       3832.734       1539.739          0.813          0.867          1.000       1018.152         29.010         32.455        171.312            240              0         45.773         58.464
            282           2002    09/Oct/2002        349.359          0.000          0.000          0.957          0.957          3.591          0.600          0.000           0.000          0.000            146          7.482          0.966       5005.527       3865.621       1584.390          0.748          0.722          1.000       1018.951         29.171         31.553        171.312            240              0         46.014         57.359
            283           2002    10/Oct/2002        347.490          0.000          0.000          1.235          1.235          4.623          0.000          0.000           0.000          0.000            147          7.497          0.899       5028.616       3866.897       1612.130          0.634          0.309          1.000       1019.792         29.357         29.372        171.312            240              0         46.293         55.490
            284           2002    11/Oct/2002        345.553          0.000          0.000          1.420          1.420          5.281          0.000          0.000           0.000          0.000            148          7.522          0.821       5043.272       3856.193       1629.608          0.516          0.137          1.000       1021.135         29.677         26.836        171.312            240              0         46.773         53.553
            285           2002    12/Oct/2002        344.081          0.000          0.000          1.044          1.044          3.851          0.000          0.000           0.000          0.000            149          7.554          0.752       5053.670       3843.860       1641.533          0.429          0.153          1.000       1022.759         30.079         24.563        171.312            240              0         47.375         52.081
            286           2002    13/Oct/2002        344.771          0.000          0.000          1.030          1.030          3.775          2.200          0.000           0.000          0.000            150          7.576          0.714       5085.850       3863.614       1669.344          0.480          0.494          1.000       1023.932         30.349         23.320        171.312            240              0         47.780         52.771
            287           2002    14/Oct/2002        343.608          0.000          0.000          0.950          0.950          3.470          0.200          0.000           0.000          0.000            151          7.600          0.675       5113.436       3878.474       1696.979          0.413          0.454          1.000       1025.207         30.649         22.048        171.312            240              0         48.230         51.608
            288           2002    15/Oct/2002        342.605          0.000          0.000          0.847          0.847          3.082          0.200          0.000           0.000          0.000            152          7.628          0.620       5122.241       3869.297       1709.845          0.355          0.184          1.000       1026.677         31.006         20.250        171.312            240              0         48.766         50.605
            289           2002    16/Oct/2002        341.373          0.000          0.000          0.933          1.659          6.001          0.000          0.000           0.000          0.000            153          7.662          0.564       5130.634       3859.497       1719.203          0.299          0.102          1.000       1028.377         31.431         18.430        171.312            240              0         49.404         49.613
            290           2002    17/Oct/2002        340.293          0.000          0.000          0.992          1.119          4.022          0.200          0.000           0.000          0.000            154          7.698          0.516       5137.757       3850.822       1726.808          0.288          0.143          1.000       1029.928         31.871         16.850        171.312            240              0         50.064         49.318
            291           2002    18/Oct/2002        339.317          0.000          0.000          0.700          1.633          5.841          0.000          0.000           0.000          0.000            155          7.728          0.468       5142.263       3839.641       1731.982          0.277          0.069          1.000       1031.388         32.250         15.282        171.312            240              0         50.632         49.031
            292           2002    19/Oct/2002        338.416          0.000          0.000          0.634          1.301          4.631          0.000          0.000           0.000          0.000            156          7.754          0.434       5157.803       3844.225       1745.286          0.267          0.283          1.000       1032.739         32.572         14.186        171.312            240              0         51.115         48.753
            293           2002    20/Oct/2002        337.576          0.000          0.000          0.584          1.202          4.261          0.000          0.000           0.000          0.000            157          7.775          0.401       5167.990       3843.486       1756.146          0.256          0.230          1.000       1033.891         32.836         13.094        171.312            240              0         51.511         48.482
            294           2002    21/Oct/2002        336.786          0.000          0.000          0.544          1.573          5.558          0.000          0.000           0.000          0.000            158          7.799          0.365       5174.448       3838.344       1763.553          0.246          0.114          1.000       1035.191         33.143         11.934        171.312            240              0         51.972         48.219
            295           2002    22/Oct/2002        336.038          0.000          0.000          0.511          0.750          2.639          0.000          0.000           0.000          0.000            159          7.833          0.337       5179.363       3833.989       1769.005          0.236          0.223          1.000       1036.743         33.558         11.007        171.312            240              0         52.594         47.964
            296           2002    23/Oct/2002        337.908          0.000          0.000          1.102          1.102          3.866          3.200          0.000           0.000          0.000            160          7.855          0.320       5196.236       3845.386       1783.416          0.228          0.502          1.000       1037.954         33.839         10.459        171.312            240              0         53.016         47.727
            297           2002    24/Oct/2002        337.187          0.000          0.000          1.101          1.101          3.854          0.600          0.000           0.000          0.000            161          7.881          0.298       5206.245       3848.209       1794.373          0.220          0.313          1.000       1039.317         34.168          9.740        171.312            240              0         53.509         47.496
            298           2002    25/Oct/2002        337.913          0.000          0.000          0.862          0.862          3.010          1.800          0.000           0.000          0.000            162          7.902          0.283       5216.916       3853.908       1805.106          0.212          0.490          1.000       1040.411         34.421          9.243        171.312            240              0         53.888         47.277
            299           2002    26/Oct/2002        336.307          0.000          0.000          1.402          1.402          4.888          0.000          0.000           0.000          0.000            163          7.923          0.263       5226.690       3857.040       1815.087          0.205          0.281          1.000       1041.541         34.688          8.579        171.312            240              0         54.289         47.060
            300           2002    27/Oct/2002        334.869          0.000          0.000          1.242          1.659          5.771          0.000          0.000           0.000          0.000            164          7.948          0.241       5234.026       3857.373       1822.994          0.197          0.184          1.000       1042.817         35.004          7.879        171.312            240              0         54.764         46.845
            301           2002    28/Oct/2002        334.201          0.000          0.000          0.479          1.392          4.829          0.000          0.000           0.000          0.000            165          7.980          0.222       5239.333       3856.258       1828.861          0.189          0.185          1.000       1044.345         35.403          7.236        171.312            240              0         55.362         46.636
            302           2002    29/Oct/2002        333.562          0.000          0.000          0.456          1.761          6.099          0.000          0.000           0.000          0.000            166          8.000          0.202       5242.563       3853.024       1832.321          0.183          0.107          1.000       1045.442         35.817          6.590        171.312            240              0         55.982         46.431
            303           2002    30/Oct/2002        333.256          0.000          0.000          0.131          1.219          4.212          0.000          0.000           0.000          0.000            167          8.313          0.189       5250.703       3856.895       1839.124          0.176          0.352          1.000       1046.634         36.119          6.163        171.312            240              0         56.436         46.234
            304           2002    31/Oct/2002        333.065          0.000          0.000          0.022          1.735          5.984          0.000          0.000           0.000          0.000            168          8.520          0.174       5256.909       3858.198       1845.501          0.169          0.204          1.000       1047.839         36.431          5.673        171.312            240              0         56.903         46.043
            305           2002    01/Nov/2002        332.880          0.000          0.000          0.022          1.898          6.535          0.000          0.000           0.000          0.000            169          8.783          0.158       5259.967       3856.224       1849.507          0.163          0.113          1.000       1049.273         36.825          5.170        171.312            240              0         57.495         45.859
            306           2002    02/Nov/2002        332.701          0.000          0.000          0.122          1.417          4.870          0.100          0.000           0.000          0.000            170          9.000          0.152       5271.065       3865.281       1849.507          0.157          0.605          1.000       1050.444         36.825          4.966        172.422            240            306         57.495         45.680
            307           2002    03/Nov/2002        332.528          0.000          0.000          0.021          1.324          4.546          0.000          0.000           0.000          0.000            171         10.000          0.000       5275.507       3820.067       1849.507          0.152          0.240          1.000       1051.699         36.825          0.000        172.866            240            306         57.495         45.515
            308           2002    04/Nov/2002        332.515          0.000          0.000          0.013          3.711          5.016          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            309           2002    05/Nov/2002        332.515          0.000          0.000          0.000          4.572          6.181          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            310           2002    06/Nov/2002        332.515          0.000          0.000          0.000          4.945          6.685          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            311           2002    07/Nov/2002        332.515          0.000          0.000          0.000          4.636          6.267          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            312           2002    08/Nov/2002        332.515          0.000          0.000          0.000          4.182          5.653          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            313           2002    09/Nov/2002        332.515          0.000          0.000          0.000          4.850          6.556          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            314           2002    10/Nov/2002        332.515          0.000          0.000          0.000          4.365          5.901          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            315           2002    11/Nov/2002        332.515          0.000          0.000          0.000          7.714         10.429          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            316           2002    12/Nov/2002        332.515          0.000          0.000          0.000          2.189          2.959          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            317           2002    13/Nov/2002        332.515          0.000          0.000          2.600          4.544          6.143          2.600       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            318           2002    14/Nov/2002        332.515          0.000          0.000          0.000          4.150          5.611          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            319           2002    15/Nov/2002        332.515          0.000          0.000          0.000          4.980          6.732          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            320           2002    16/Nov/2002        332.515          0.000          0.000          0.000          4.745          6.414          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            321           2002    17/Nov/2002        332.515          0.000          0.000          0.000          5.832          7.884          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            322           2002    18/Nov/2002        332.515          0.000          0.000          0.000          4.584          6.197          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            323           2002    19/Nov/2002        332.515          0.000          0.000          0.000          3.123          4.221          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            324           2002    20/Nov/2002        332.515          0.000          0.000          0.800          3.176          4.294          0.800       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            325           2002    21/Nov/2002        332.515          0.000          0.000          0.200          5.040          6.813          0.200       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            326           2002    22/Nov/2002        332.515          0.000          0.000          0.000          5.137          6.945          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            327           2002    23/Nov/2002        332.515          0.000          0.000          0.000          6.248          8.447          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            328           2002    24/Nov/2002        332.515          0.000          0.000          0.000          2.318          3.134          0.000       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            329           2002    25/Nov/2002        334.284          0.000          0.000          2.031          2.031          2.746          3.800       3426.000           0.496         55.958              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         45.515
            330           2002    26/Nov/2002        348.359          0.000          0.000          2.525          2.525          3.413         16.600       3300.389           0.483         53.907              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         56.359
            331           2002    27/Nov/2002        346.098          0.000          0.000          2.261          3.451          4.614          0.000       3179.411           0.471         51.931              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         54.098
            332           2002    28/Nov/2002        344.393          0.000          0.000          1.706          4.918          6.506          0.000       3095.605           0.462         50.562              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         52.393
            333           2002    29/Nov/2002        343.281          0.000          0.000          1.112          4.514          5.927          0.000       3035.036           0.455         49.572              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         51.281
            334           2002    30/Nov/2002        342.390          0.000          0.000          0.891          4.601          6.010          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         50.390
            335           2002    01/Dec/2002        341.624          0.000          0.000          0.766          5.273          6.879          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         49.624
            336           2002    02/Dec/2002        340.942          0.000          0.000          0.682          4.995          6.517          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         48.942
            337           2002    03/Dec/2002        340.322          0.000          0.000          0.621          4.355          5.681          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         48.322
            338           2002    04/Dec/2002        339.748          0.000          0.000          0.773          3.579          4.669          0.200       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.748
            339           2002    05/Dec/2002        339.213          0.000          0.000          2.636          3.136          4.091          2.100       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.340
            340           2002    06/Dec/2002        338.708          0.000          0.000          2.904          4.142          5.404          2.400       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.329
            341           2002    07/Dec/2002        338.231          0.000          0.000          0.478          4.625          6.033          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.316
            342           2002    08/Dec/2002        337.775          0.000          0.000          0.455          4.974          6.488          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.300
            343           2002    09/Dec/2002        337.339          0.000          0.000          0.436          2.598          3.389          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.283
            344           2002    10/Dec/2002        336.921          0.000          0.000          0.418          3.771          4.920          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.264
            345           2002    11/Dec/2002        336.518          0.000          0.000          0.403          4.063          5.301          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.243
            346           2002    12/Dec/2002        336.129          0.000          0.000          0.389          4.888          6.377          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.221
            347           2002    13/Dec/2002        335.752          0.000          0.000          0.377          4.388          5.725          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.197
            348           2002    14/Dec/2002        335.386          0.000          0.000          0.365          6.045          7.886          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.171
            349           2002    15/Dec/2002        335.031          0.000          0.000          0.355          7.691         10.033          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.145
            350           2002    16/Dec/2002        334.686          0.000          0.000          0.345          7.783         10.154          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.116
            351           2002    17/Dec/2002        334.349          0.000          0.000          0.337          6.218          8.111          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.087
            352           2002    18/Dec/2002        334.087          0.000          0.000          0.262          4.204          5.484          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.057
            353           2002    19/Dec/2002        334.057          0.000          0.000          0.030          7.488          9.768          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.027
            354           2002    20/Dec/2002        334.027          0.000          0.000          0.030          6.583          8.587          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.997
            355           2002    21/Dec/2002        333.997          0.000          0.000          0.030          8.845         11.539          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.967
            356           2002    22/Dec/2002        333.967          0.000          0.000          0.029          5.116          6.674          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.938
            357           2002    23/Dec/2002        333.938          0.000          0.000          0.029          5.361          6.993          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.909
            358           2002    24/Dec/2002        333.909          0.000          0.000          0.029          5.741          7.490          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.881
            359           2002    25/Dec/2002        333.881          0.000          0.000          0.029          5.658          7.380          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.852
            360           2002    26/Dec/2002        333.852          0.000          0.000          0.028          4.525          5.903          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.824
            361           2002    27/Dec/2002        333.824          0.000          0.000          0.028          5.773          7.530          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.796
            362           2002    28/Dec/2002        333.796          0.000          0.000          0.028          4.155          5.420          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.768
            363           2002    29/Dec/2002        333.768          0.000          0.000          0.028          2.571          3.354          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.741
            364           2002    30/Dec/2002        333.741          0.000          0.000          0.027          3.964          5.171          0.000       3020.883           0.453         49.341              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.714
            365           2002    31/Dec/2002        346.231          0.000          0.000          2.710          2.710          3.535         15.200       2946.953           0.445         48.134              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         54.231
              1           2003    01/Jan/2003        344.310          0.000          0.000          2.922          3.312          4.293          1.000       2833.752           0.433         46.285              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         52.310
              2           2003    02/Jan/2003        343.218          0.000          0.000          1.092          4.276          5.487          0.000       2723.377           0.420         44.482              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         51.218
              3           2003    03/Jan/2003        342.336          0.000          0.000          0.881          5.070          6.443          0.000       2651.228           0.412         43.304              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         50.336
              4           2003    04/Jan/2003        341.577          0.000          0.000          0.759          5.688          7.183          0.000       2629.372           0.409         42.947              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         49.577
              5           2003    05/Jan/2003        340.900          0.000          0.000          0.677          6.747          8.504          0.000       2629.372           0.409         42.947              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         48.900
              6           2003    06/Jan/2003        340.283          0.000          0.000          0.617          7.941         10.009          0.000       2629.372           0.409         42.947              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         48.283
              7           2003    07/Jan/2003        339.712          0.000          0.000          0.571          5.836          7.355          0.000       2629.372           0.409         42.947              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.712
              8           2003    08/Jan/2003        339.179          0.000          0.000          0.533          5.366          6.763          0.000       2629.372           0.409         42.947              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         47.179
              9           2003    09/Jan/2003        338.677          0.000          0.000          0.502          5.821          7.337          0.000       2629.372           0.409         42.947              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.864
             10           2003    10/Jan/2003        338.200          0.000          0.000          0.476          6.055          7.632          0.000       2629.372           0.409         42.947              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.857
             11           2003    11/Jan/2003        337.746          0.000          0.000          0.454          6.390          8.054          0.000       2629.372           0.409         42.947              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.848
             12           2003    12/Jan/2003        337.312          0.000          0.000          0.435          8.232         10.375          0.000       2629.372           0.409         42.947              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.837
             13           2003    13/Jan/2003        336.894          0.000          0.000          0.417          4.827          6.083          0.000       2629.372           0.409         42.947              0          0.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0              0          0.000         46.824
