Summary_file = bambatsi.sum
Title = bambatsi Sample Simulation
           date       day      year            lai   foliage_mass      root_mass        biomass             ep          cover             fw             fn             ft           fvpd             ff
     14/05/1988       135      1988          2.234       1489.064       8767.226       6107.310          2.620          0.791          1.000          0.998          0.679          1.000          1.000
     15/05/1988       136      1988          2.224       1482.533       8842.502       6115.790          2.575          0.789          1.000          0.998          0.871          1.000          1.000
     16/05/1988       137      1988          2.214       1476.116       8912.462       6123.670          2.827          0.788          1.000          0.998          0.850          1.000          1.000
     17/05/1988       138      1988          2.200       1466.901       8931.870       6125.925          1.170          0.786          1.000          0.998          0.896          1.000          1.000
     18/05/1988       139      1988          2.189       1459.071       8970.626       6130.290          1.409          0.784          1.000          1.000          0.863          1.000          1.000
     19/05/1988       140      1988          2.183       1455.327       8998.682       6133.439          1.914          0.783          1.000          1.000          0.525          1.000          1.000
     20/05/1988       141      1988          2.177       1451.595       8999.115       6133.509          1.195          0.782          1.000          0.999          0.433          1.000          1.000
     21/05/1988       142      1988          2.171       1447.627       8996.392       6133.210          0.948          0.781          1.000          1.000          0.442          1.000          1.000
     22/05/1988       143      1988          2.166       1444.238       9007.567       6134.434          1.486          0.781          1.000          1.000          0.446          1.000          1.000
     23/05/1988       144      1988          2.159       1439.184       9045.122       6138.576          2.190          0.779          1.000          0.999          0.663          1.000          1.000
     24/05/1988       145      1988          2.150       1433.420       9080.588       6142.473          1.426          0.778          1.000          0.999          0.712          1.000          1.000
     25/05/1988       146      1988          2.146       1430.561       9082.384       6142.612          1.321          0.777          1.000          0.999          0.379          1.000          1.000
     26/05/1988       147      1988          2.139       1425.889       9117.736       6146.466          2.142          0.776          1.000          0.999          0.633          1.000          1.000
     27/05/1988       148      1988          2.131       1420.651       9163.956       6151.516          2.207          0.775          1.000          0.998          0.717          1.000          1.000
     28/05/1988       149      1988          2.125       1416.926       9175.190       6152.667          1.412          0.774          1.000          0.998          0.483          1.000          1.000
     29/05/1988       150      1988          2.121       1413.674       9184.563       6153.597          1.357          0.773          1.000          0.999          0.442          1.000          1.000
     30/05/1988       151      1988          2.117       1411.342       9182.849       6153.282          1.405          0.773          1.000          0.999          0.333          1.000          1.000
     31/05/1988       152      1988          2.112       1407.669       9194.248       6154.413          1.673          0.772          1.000          0.999          0.483          1.000          1.000
     01/06/1988       153      1988          2.103       1402.017       9204.011       6155.346          1.088          0.771          1.000          0.999          0.633          1.000          1.000
     02/06/1988       154      1988          2.095       1396.666       9220.986       6157.057          1.343          0.769          1.000          1.000          0.637          1.000          1.000
     03/06/1988       155      1988          2.086       1390.819       9241.519       6159.141          1.667          0.768          1.000          0.999          0.692          1.000          1.000
     04/06/1988       156      1988          2.073       1382.210       9233.475       6158.028          0.531          0.766          1.000          1.000          0.812          1.000          1.000
     05/06/1988       157      1988          2.059       1372.574       9254.068       6160.052          1.097          0.763          1.000          1.000          1.000          1.000          1.000
     06/06/1988       158      1988          2.049       1366.253       9270.929       6161.620          1.294          0.762          1.000          1.000          0.729          1.000          1.000
     07/06/1988       159      1988          2.045       1363.072       9276.809       6161.942          1.327          0.761          1.000          1.000          0.442          1.000          1.000
     08/06/1988       160      1988          2.042       1361.135       9264.904       6160.275          1.096          0.760          1.000          1.000          0.279          1.000          1.000
     09/06/1988       161      1988          2.038       1358.355       9264.245       6159.844          1.424          0.760          1.000          1.000          0.388          1.000          1.000
     10/06/1988       162      1988          2.031       1354.159       9286.103       6161.902          1.737          0.759          1.000          1.000          0.583          1.000          1.000
     11/06/1988       163      1988          2.027       1351.557       9282.987       6161.172          1.196          0.758          1.000          0.999          0.367          1.000          1.000
     12/06/1988       164      1988          2.025       1350.315       9257.160       6157.904          0.598          0.758          1.000          0.999          0.175          1.000          1.000
     13/06/1988       165      1988          1.417        944.624       9237.041       6155.257          0.916          0.629          1.000          1.000          0.204          1.000          0.700
     14/06/1988       166      1988          1.132        754.973       9213.928       6149.715          0.878          0.547          1.000          1.000          0.254          1.000          0.800
     15/06/1988       167      1988          1.018        678.460       9191.479       6143.284          0.991          0.510          1.000          1.000          0.333          1.000          0.900
     16/06/1988       168      1988          1.015        676.831       9168.039       6136.395          0.663          0.509          1.000          1.000          0.425          1.000          1.000
     17/06/1988       169      1988          1.013        675.155       9146.396       6129.700          0.810          0.508          1.000          1.000          0.446          1.000          1.000
     18/06/1988       170      1988          1.010        673.103       9132.977       6123.914          0.960          0.507          1.000          1.000          0.567          1.000          1.000
     19/06/1988       171      1988          1.008        671.986       9107.062       6116.735          0.706          0.506          1.000          1.000          0.325          1.000          1.000
     20/06/1988       172      1988          1.006        670.745       9083.587       6109.824          0.837          0.506          1.000          1.000          0.362          1.000          1.000
     21/06/1988       173      1988          1.004        669.141       9066.879       6103.661          1.024          0.505          1.000          1.000          0.471          1.000          1.000
     22/06/1988       174      1988          1.002        668.093       9039.729       6096.334          0.618          0.504          1.000          1.000          0.304          1.000          1.000
     23/06/1988       175      1988          1.001        667.109       9012.366       6088.980          0.678          0.504          1.000          1.000          0.292          1.000          1.000
     24/06/1988       176      1988          0.999        665.815       8988.381       6081.997          0.735          0.503          1.000          1.000          0.367          1.000          1.000
     25/06/1988       177      1988          0.996        664.186       8968.256       6075.438          0.825          0.502          1.000          1.000          0.450          1.000          1.000
     26/06/1988       178      1988          0.994        662.435       8948.748       6068.944          0.776          0.501          1.000          1.000          0.475          1.000          1.000
     27/06/1988       179      1988          0.991        660.597       8938.525       6063.477          1.246          0.500          1.000          1.000          0.558          1.000          1.000
     28/06/1988       180      1988          0.989        659.405       8916.703       6056.720          0.868          0.500          1.000          1.000          0.367          1.000          1.000
     29/06/1988       181      1988          0.988        658.668       8885.433       6048.910          0.446          0.499          1.000          1.000          0.221          1.000          1.000
     30/06/1988       182      1988          0.395        263.544       8852.864       6040.951          0.469          0.242          1.000          1.000          0.188          1.000          0.400
     01/07/1988       183      1988          0.395        263.183       8815.118       6030.122          0.270          0.241          1.000          1.000          0.271          1.000          1.000
     02/07/1988       184      1988          0.394        262.621       8777.080       6019.261          0.193          0.241          1.000          1.000          0.346          1.000          1.000
     03/07/1988       185      1988          0.392        261.587       8738.669       6008.359          0.107          0.240          1.000          1.000          0.533          1.000          1.000
     04/07/1988       186      1988          0.391        260.609       8700.702       5997.506          0.164          0.239          1.000          1.000          0.517          1.000          1.000
     05/07/1988       187      1988          0.389        259.231       8666.956       5987.121          0.235          0.238          1.000          1.000          0.762          1.000          1.000
     06/07/1988       188      1988          0.388        258.391       8636.631       5977.117          0.452          0.238          1.000          1.000          0.600          1.000          1.000
     07/07/1988       189      1988          0.387        257.870       8601.159       5966.544          0.257          0.237          1.000          1.000          0.367          1.000          1.000
     08/07/1988       190      1988          0.386        257.314       8567.044       5956.123          0.303          0.237          1.000          1.000          0.404          1.000          1.000
     09/07/1988       191      1988          0.385        256.709       8535.229       5945.960          0.471          0.236          1.000          1.000          0.467          1.000          1.000
     10/07/1988       192      1988          0.384        255.811       8503.065       5935.761          0.403          0.236          1.000          1.000          0.583          1.000          1.000
     11/07/1988       193      1988          0.382        254.980       8465.685       5924.984          0.119          0.235          1.000          1.000          0.454          1.000          1.000
     12/07/1988       194      1988          0.381        254.081       8430.592       5914.461          0.195          0.234          1.000          1.000          0.525          1.000          1.000
     13/07/1988       195      1988          0.380        253.315       8399.458       5904.378          0.360          0.234          1.000          1.000          0.542          1.000          1.000
     14/07/1988       196      1988          0.379        252.652       8368.078       5894.271          0.370          0.233          1.000          1.000          0.492          1.000          1.000
     15/07/1988       197      1988          0.378        252.022       8337.121       5884.214          0.398          0.233          1.000          1.000          0.483          1.000          1.000
     16/07/1988       198      1988          0.377        251.418       8305.128       5874.045          0.352          0.232          1.000          1.000          0.450          1.000          1.000
     17/07/1988       199      1988          0.376        250.691       8276.686       5864.273          0.465          0.231          1.000          1.000          0.571          1.000          1.000
     18/07/1988       200      1988          0.375        250.271       8243.845       5854.016          0.305          0.231          1.000          1.000          0.350          1.000          1.000
     19/07/1988       201      1988          0.375        249.891       8211.403       5843.806          0.404          0.231          1.000          1.000          0.338          1.000          1.000
     20/07/1988       202      1988          0.374        249.222       8183.083       5834.057          0.559          0.230          1.000          1.000          0.542          1.000          1.000
     21/07/1988       203      1988          0.372        248.039       8156.885       5824.547          0.600          0.229          1.000          1.000          0.808          1.000          1.000
     22/07/1988       204      1988          0.371        247.110       8124.873       5814.396          0.190          0.229          1.000          1.000          0.583          1.000          1.000
     23/07/1988       205      1988          0.370        246.844       8089.463       5803.868          0.168          0.228          1.000          1.000          0.221          1.000          1.000
     24/07/1988       206      1988          0.370        246.688       8052.260       5793.143          0.108          0.228          1.000          1.000          0.133          1.000          1.000
     25/07/1988       207      1988          0.370        246.349       8019.968       5782.964          0.344          0.228          1.000          1.000          0.308          1.000          1.000
     26/07/1988       208      1988          0.369        245.708       7996.611       5773.781          0.772          0.227          1.000          1.000          0.617          1.000          1.000
     27/07/1988       209      1988          0.368        245.464       7961.854       5763.337          0.169          0.227          1.000          1.000          0.213          1.000          1.000
     28/07/1988       210      1988          0.258        171.734       7928.526       5753.054          0.275          0.165          1.000          1.000          0.242          1.000          0.700
     29/07/1988       211      1988          0.257        171.462       7893.931       5742.471          0.187          0.165          1.000          1.000          0.317          1.000          1.000
     30/07/1988       212      1988          0.256        170.998       7863.954       5732.404          0.328          0.164          1.000          1.000          0.567          1.000          1.000
     31/07/1988       213      1988          0.256        170.712       7832.074       5722.129          0.313          0.164          1.000          1.000          0.396          1.000          1.000
     01/08/1988       214      1988          0.256        170.411       7800.161       5711.854          0.315          0.164          1.000          1.000          0.400          1.000          1.000
     02/08/1988       215      1988          0.255        169.958       7770.328       5701.812          0.343          0.163          1.000          1.000          0.554          1.000          1.000
     03/08/1988       216      1988          0.254        169.460       7744.406       5692.209          0.612          0.163          1.000          1.000          0.692          1.000          1.000
     04/08/1988       217      1988          0.253        168.948       7718.063       5682.564          0.560          0.163          1.000          1.000          0.688          1.000          1.000
     05/08/1988       218      1988          0.253        168.353       7692.226       5672.981          0.575          0.162          1.000          1.000          0.754          1.000          1.000
     06/08/1988       219      1988          0.252        167.794       7663.351       5663.065          0.236          0.162          1.000          1.000          0.642          1.000          1.000
     07/08/1988       220      1988          0.252        167.717       7626.747       5652.295          0.051          0.161          1.000          1.000          0.100          1.000          1.000
     08/08/1988       221      1988          0.252        167.683       7589.414       5641.444          0.032          0.161          1.000          1.000          0.046          1.000          1.000
     09/08/1988       222      1988          0.100         66.667       7551.466       5630.527          0.039          0.068          1.000          1.000          0.000          1.000          0.200
     10/08/1988       223      1988          0.100         66.708       7514.634       5619.502          0.049          0.068          1.000          1.000          0.117          1.000          0.000
     11/08/1988       224      1988          0.100         66.805       7480.175       5608.743          0.140          0.068          1.000          1.000          0.392          1.000          1.000
     12/08/1988       225      1988          0.100         66.802       7445.822       5597.998          0.119          0.068          1.000          1.000          0.400          1.000          1.000
     13/08/1988       226      1988          0.100         66.794       7411.454       5587.254          0.117          0.068          1.000          1.000          0.367          1.000          1.000
     14/08/1988       227      1988          0.100         66.808       7377.568       5576.567          0.131          0.068          1.000          1.000          0.408          1.000          1.000
     15/08/1988       228      1988          0.100         66.824       7344.213       5565.942          0.146          0.068          1.000          1.000          0.467          1.000          1.000
     16/08/1988       229      1988          0.100         66.893       7312.583       5555.512          0.238          0.068          1.000          1.000          0.629          1.000          1.000
     17/08/1988       230      1988          0.100         66.912       7281.543       5545.151          0.297          0.068          1.000          1.000          0.679          1.000          1.000
     18/08/1988       231      1988          0.100         66.957       7251.676       5534.925          0.318          0.068          1.000          1.000          0.887          1.000          1.000
     19/08/1988       232      1988          0.100         66.947       7221.716       5524.693          0.259          0.068          1.000          1.000          0.842          1.000          1.000
     20/08/1988       233      1988          0.100         66.989       7192.857       5514.589          0.450          0.068          1.000          1.000          0.825          1.000          1.000
