"Change in Total Rainfall (mm) , in AUSTRALIA for the year 2030, May"
"Model: MUIB/KMA ECHO-G. Emission Scenario: SRES marker scenario B1, Climate Sensitivity: low"
"Created on 2/14/2008 1:41:10 PM using OzClim OzClimWebService Date: 2007-10-19 14:21:20 +1000 (Fri, 19 Oct 2007) Revision: 865 "
"www.csiro.au/ozclim"
"latitude","longitude","value"
     -13.5,       129,-9999.0
     -13.5,    129.25,-9999.0
     -13.5,     129.5,-9999.0
     -13.5,    129.75,-9999.0
     -13.5,       130,-0.6
     -13.5,    130.25,-0.5
     -13.5,     130.5,-0.5
     -13.5,    130.75,-0.5
     -13.5,       131,-0.5
     -13.5,    131.25,-0.5
     -13.5,     131.5,-0.4
     -13.5,    131.75,-0.4
     -13.5,       132,-0.4
     -13.5,    132.25,-0.3
     -13.5,     132.5,-0.3
     -13.5,    132.75,-0.2
     -13.5,       133,-0.2
     -13.5,    133.25,-0.2
     -13.5,     133.5,-0.2
     -13.5,    133.75,-0.3
     -13.5,       134,-0.2
     -13.5,    134.25,-0.3
     -13.5,     134.5,-0.3
     -13.5,    134.75,-0.4
     -13.5,       135,-0.5
     -13.5,    135.25,-0.6
     -13.5,     135.5,-0.7
     -13.5,    135.75,-0.9
     -13.5,       136,-9999.0
     -13.5,    136.25,-9999.0
     -13.5,     136.5,-9999.0
     -13.5,    136.75,-9999.0
     -13.5,       137,-9999.0
     -13.5,    137.25,-9999.0
     -13.5,     137.5,-9999.0
     -13.5,    137.75,-9999.0
     -13.5,       138,-9999.0
     -13.5,    138.25,-9999.0
     -13.5,     138.5,-9999.0
     -13.5,    138.75,-9999.0
     -13.5,       139,-9999.0
     -13.5,    139.25,-9999.0
     -13.5,     139.5,-9999.0
     -13.5,    139.75,-9999.0
     -13.5,       140,-9999.0
     -13.5,    140.25,-9999.0
     -13.5,     140.5,-9999.0
     -13.5,    140.75,-9999.0
     -13.5,       141,-9999.0
     -13.5,    141.25,-9999.0
     -13.5,     141.5,-9999.0
     -13.5,    141.75,-0.5
     -13.5,       142,-0.5
     -13.5,    142.25,-0.7
     -13.5,     142.5,-0.8
     -13.5,    142.75,-0.8
     -13.5,       143,-0.7
     -13.5,    143.25,-1.3
     -13.5,     143.5,-1.1
     -13.5,    143.75,-9999.0
     -13.5,       144,-9999.0
     -13.5,    144.25,-9999.0
     -13.5,     144.5,-9999.0
     -13.5,    144.75,-9999.0
     -13.5,       145,-9999.0
     -13.5,    145.25,-9999.0
     -13.5,     145.5,-9999.0
     -13.5,    145.75,-9999.0
     -13.5,       146,-9999.0
     -13.5,    146.25,-9999.0
     -13.5,     146.5,-9999.0
     -13.5,    146.75,-9999.0
     -13.5,       147,-9999.0
     -13.5,    147.25,-9999.0
     -13.5,     147.5,-9999.0
     -13.5,    147.75,-9999.0
     -13.5,       148,-9999.0
     -13.5,    148.25,-9999.0
     -13.5,     148.5,-9999.0
     -13.5,    148.75,-9999.0
     -13.5,       149,-9999.0
     -13.5,    149.25,-9999.0
     -13.5,     149.5,-9999.0
     -13.5,    149.75,-9999.0
     -13.5,       150,-9999.0
     -13.5,    150.25,-9999.0
     -13.5,     150.5,-9999.0
     -13.5,    150.75,-9999.0
     -13.5,       151,-9999.0
     -13.5,    151.25,-9999.0
     -13.5,     151.5,-9999.0
     -13.5,    151.75,-9999.0
     -13.5,       152,-9999.0
     -13.5,    152.25,-9999.0
     -13.5,     152.5,-9999.0
     -13.5,    152.75,-9999.0
     -13.5,       153,-9999.0
     -13.5,    153.25,-9999.0
     -13.5,     153.5,-9999.0
     -13.5,    153.75,-9999.0
     -13.5,       154,-9999.0
    -13.75,       112,-9999.0
    -13.75,    112.25,-9999.0
    -13.75,     112.5,-9999.0
    -13.75,    112.75,-9999.0
    -13.75,       113,-9999.0
    -13.75,    113.25,-9999.0
    -13.75,     113.5,-9999.0
    -13.75,    113.75,-9999.0
    -13.75,       114,-9999.0
    -13.75,    114.25,-9999.0
    -13.75,     114.5,-9999.0
    -13.75,    114.75,-9999.0
    -13.75,       115,-9999.0
    -13.75,    115.25,-9999.0
    -13.75,     115.5,-9999.0
    -13.75,    115.75,-9999.0
    -13.75,       116,-9999.0
    -13.75,    116.25,-9999.0
    -13.75,     116.5,-9999.0
    -13.75,    116.75,-9999.0
    -13.75,       117,-9999.0
    -13.75,    117.25,-9999.0
    -13.75,     117.5,-9999.0
    -13.75,    117.75,-9999.0
    -13.75,       118,-9999.0
    -13.75,    118.25,-9999.0
    -13.75,     118.5,-9999.0
    -13.75,    118.75,-9999.0
    -13.75,       119,-9999.0
    -13.75,    119.25,-9999.0
    -13.75,     119.5,-9999.0
    -13.75,    119.75,-9999.0
    -13.75,       120,-9999.0
    -13.75,    120.25,-9999.0
    -13.75,     120.5,-9999.0
    -13.75,    120.75,-9999.0
    -13.75,       121,-9999.0
    -13.75,    121.25,-9999.0
    -13.75,     121.5,-9999.0
    -13.75,    121.75,-9999.0
    -13.75,       122,-9999.0
    -13.75,    122.25,-9999.0
    -13.75,     122.5,-9999.0
    -13.75,    122.75,-9999.0
    -13.75,       123,-9999.0
    -13.75,    123.25,-9999.0
    -13.75,     123.5,-9999.0
    -13.75,    123.75,-9999.0
    -13.75,       124,-9999.0
    -13.75,    124.25,-9999.0
    -13.75,     124.5,-9999.0
    -13.75,    124.75,-9999.0
    -13.75,       125,-9999.0
    -13.75,    125.25,-9999.0
    -13.75,     125.5,-9999.0
    -13.75,    125.75,-9999.0
    -13.75,       126,-9999.0
    -13.75,    126.25,-9999.0
    -13.75,     126.5,-9999.0
    -13.75,    126.75,-0.7
    -13.75,       127,-0.7
    -13.75,    127.25,-9999.0
    -13.75,     127.5,-9999.0
    -13.75,    127.75,-9999.0
    -13.75,       128,-9999.0
    -13.75,    128.25,-9999.0
    -13.75,     128.5,-9999.0
    -13.75,    128.75,-9999.0
    -13.75,       129,-9999.0
    -13.75,    129.25,-9999.0
    -13.75,     129.5,-9999.0
    -13.75,    129.75,-9999.0
    -13.75,       130,-0.5
    -13.75,    130.25,-0.5
    -13.75,     130.5,-0.5
    -13.75,    130.75,-0.5
    -13.75,       131,-0.5
    -13.75,    131.25,-0.5
    -13.75,     131.5,-0.4
    -13.75,    131.75,-0.4
    -13.75,       132,-0.3
    -13.75,    132.25,-0.3
    -13.75,     132.5,-0.2
    -13.75,    132.75,-0.2
    -13.75,       133,-0.2
    -13.75,    133.25,-0.2
    -13.75,     133.5,-0.2
    -13.75,    133.75,-0.2
    -13.75,       134,-0.2
    -13.75,    134.25,-0.3
    -13.75,     134.5,-0.3
    -13.75,    134.75,-0.4
    -13.75,       135,-0.4
    -13.75,    135.25,-0.5
    -13.75,     135.5,-0.6
    -13.75,    135.75,-0.6
    -13.75,       136,-0.8
    -13.75,    136.25,-0.9
    -13.75,     136.5,-1.0
    -13.75,    136.75,-1.2
    -13.75,       137,-9999.0
    -13.75,    137.25,-9999.0
    -13.75,     137.5,-9999.0
    -13.75,    137.75,-9999.0
    -13.75,       138,-9999.0
    -13.75,    138.25,-9999.0
    -13.75,     138.5,-9999.0
    -13.75,    138.75,-9999.0
    -13.75,       139,-9999.0
    -13.75,    139.25,-9999.0
    -13.75,     139.5,-9999.0
    -13.75,    139.75,-9999.0
    -13.75,       140,-9999.0
    -13.75,    140.25,-9999.0
    -13.75,     140.5,-9999.0
    -13.75,    140.75,-9999.0
    -13.75,       141,-9999.0
    -13.75,    141.25,-9999.0
    -13.75,     141.5,-0.5
    -13.75,    141.75,-0.4
    -13.75,       142,-0.4
    -13.75,    142.25,-0.5
    -13.75,     142.5,-0.6
    -13.75,    142.75,-0.7
    -13.75,       143,-0.9
    -13.75,    143.25,-1.1
    -13.75,     143.5,-1.0
    -13.75,    143.75,-9999.0
    -13.75,       144,-9999.0
    -13.75,    144.25,-9999.0
    -13.75,     144.5,-9999.0
    -13.75,    144.75,-9999.0
    -13.75,       145,-9999.0
    -13.75,    145.25,-9999.0
    -13.75,     145.5,-9999.0
    -13.75,    145.75,-9999.0
    -13.75,       146,-9999.0
    -13.75,    146.25,-9999.0
    -13.75,     146.5,-9999.0
    -13.75,    146.75,-9999.0
    -13.75,       147,-9999.0
    -13.75,    147.25,-9999.0
    -13.75,     147.5,-9999.0
    -13.75,    147.75,-9999.0
    -13.75,       148,-9999.0
    -13.75,    148.25,-9999.0
    -13.75,     148.5,-9999.0
    -13.75,    148.75,-9999.0
    -13.75,       149,-9999.0
    -13.75,    149.25,-9999.0
    -13.75,     149.5,-9999.0
    -13.75,    149.75,-9999.0
    -13.75,       150,-9999.0
    -13.75,    150.25,-9999.0
    -13.75,     150.5,-9999.0
    -13.75,    150.75,-9999.0
    -13.75,       151,-9999.0
    -13.75,    151.25,-9999.0
    -13.75,     151.5,-9999.0
    -13.75,    151.75,-9999.0
    -13.75,       152,-9999.0
    -13.75,    152.25,-9999.0
    -13.75,     152.5,-9999.0
    -13.75,    152.75,-9999.0
    -13.75,       153,-9999.0
    -13.75,    153.25,-9999.0
    -13.75,     153.5,-9999.0
    -13.75,    153.75,-9999.0
    -13.75,       154,-9999.0
       -14,       112,-9999.0
       -14,    112.25,-9999.0
       -14,     112.5,-9999.0
       -14,    112.75,-9999.0
       -14,       113,-9999.0
       -14,    113.25,-9999.0
       -14,     113.5,-9999.0
       -14,    113.75,-9999.0
       -14,       114,-9999.0
       -14,    114.25,-9999.0
       -14,     114.5,-9999.0
       -14,    114.75,-9999.0
       -14,       115,-9999.0
       -14,    115.25,-9999.0
       -14,     115.5,-9999.0
       -14,    115.75,-9999.0
       -14,       116,-9999.0
       -14,    116.25,-9999.0
       -14,     116.5,-9999.0
       -14,    116.75,-9999.0
       -14,       117,-9999.0
       -14,    117.25,-9999.0
       -14,     117.5,-9999.0
       -14,    117.75,-9999.0
       -14,       118,-9999.0
       -14,    118.25,-9999.0
       -14,     118.5,-9999.0
       -14,    118.75,-9999.0
       -14,       119,-9999.0
       -14,    119.25,-9999.0
       -14,     119.5,-9999.0
       -14,    119.75,-9999.0
       -14,       120,-9999.0
       -14,    120.25,-9999.0
       -14,     120.5,-9999.0
       -14,    120.75,-9999.0
       -14,       121,-9999.0
       -14,    121.25,-9999.0
       -14,     121.5,-9999.0
       -14,    121.75,-9999.0
       -14,       122,-9999.0
       -14,    122.25,-9999.0
       -14,     122.5,-9999.0
       -14,    122.75,-9999.0
       -14,       123,-9999.0
       -14,    123.25,-9999.0
       -14,     123.5,-9999.0
       -14,    123.75,-9999.0
       -14,       124,-9999.0
       -14,    124.25,-9999.0
       -14,     124.5,-9999.0
       -14,    124.75,-9999.0
       -14,       125,-9999.0
       -14,    125.25,-9999.0
       -14,     125.5,-9999.0
       -14,    125.75,-9999.0
       -14,       126,-0.6
       -14,    126.25,-9999.0
       -14,     126.5,-0.6
       -14,    126.75,-0.5
       -14,       127,-0.6
       -14,    127.25,-0.6
       -14,     127.5,-0.6
       -14,    127.75,-9999.0
       -14,       128,-9999.0
       -14,    128.25,-9999.0
       -14,     128.5,-9999.0
       -14,    128.75,-9999.0
       -14,       129,-9999.0
       -14,    129.25,-9999.0
       -14,     129.5,-9999.0
       -14,    129.75,-0.5
       -14,       130,-0.5
       -14,    130.25,-0.5
       -14,     130.5,-0.5
       -14,    130.75,-0.4
       -14,       131,-0.5
       -14,    131.25,-0.5
       -14,     131.5,-0.4
       -14,    131.75,-0.3
       -14,       132,-0.3
       -14,    132.25,-0.2
       -14,     132.5,-0.1
       -14,    132.75,-0.1
       -14,       133,-0.1
       -14,    133.25,-0.1
       -14,     133.5,-0.1
       -14,    133.75,-0.2
       -14,       134,-0.2
       -14,    134.25,-0.2
       -14,     134.5,-0.3
       -14,    134.75,-0.3
       -14,       135,-0.4
       -14,    135.25,-0.4
       -14,     135.5,-0.4
       -14,    135.75,-0.5
       -14,       136,-9999.0
       -14,    136.25,-9999.0
       -14,     136.5,-0.8
       -14,    136.75,-0.9
       -14,       137,-9999.0
       -14,    137.25,-9999.0
       -14,     137.5,-9999.0
       -14,    137.75,-9999.0
       -14,       138,-9999.0
       -14,    138.25,-9999.0
       -14,     138.5,-9999.0
       -14,    138.75,-9999.0
       -14,       139,-9999.0
       -14,    139.25,-9999.0
       -14,     139.5,-9999.0
       -14,    139.75,-9999.0
       -14,       140,-9999.0
       -14,    140.25,-9999.0
       -14,     140.5,-9999.0
       -14,    140.75,-9999.0
       -14,       141,-9999.0
       -14,    141.25,-9999.0
       -14,     141.5,-9999.0
       -14,    141.75,-0.4
       -14,       142,-0.4
       -14,    142.25,-0.4
       -14,     142.5,-0.5
       -14,    142.75,-0.6
       -14,       143,-1.4
       -14,    143.25,-1.1
       -14,     143.5,-1.0
       -14,    143.75,-9999.0
       -14,       144,-9999.0
       -14,    144.25,-9999.0
       -14,     144.5,-9999.0
       -14,    144.75,-9999.0
       -14,       145,-9999.0
       -14,    145.25,-9999.0
       -14,     145.5,-9999.0
       -14,    145.75,-9999.0
       -14,       146,-9999.0
       -14,    146.25,-9999.0
       -14,     146.5,-9999.0
       -14,    146.75,-9999.0
       -14,       147,-9999.0
       -14,    147.25,-9999.0
       -14,     147.5,-9999.0
       -14,    147.75,-9999.0
       -14,       148,-9999.0
       -14,    148.25,-9999.0
       -14,     148.5,-9999.0
       -14,    148.75,-9999.0
       -14,       149,-9999.0
       -14,    149.25,-9999.0
       -14,     149.5,-9999.0
       -14,    149.75,-9999.0
       -14,       150,-9999.0
       -14,    150.25,-9999.0
       -14,     150.5,-9999.0
       -14,    150.75,-9999.0
       -14,       151,-9999.0
       -14,    151.25,-9999.0
       -14,     151.5,-9999.0
       -14,    151.75,-9999.0
       -14,       152,-9999.0
       -14,    152.25,-9999.0
       -14,     152.5,-9999.0
       -14,    152.75,-9999.0
       -14,       153,-9999.0
       -14,    153.25,-9999.0
       -14,     153.5,-9999.0
       -14,    153.75,-9999.0
       -14,       154,-9999.0
    -14.25,       112,-9999.0
    -14.25,    112.25,-9999.0
    -14.25,     112.5,-9999.0
    -14.25,    112.75,-9999.0
    -14.25,       113,-9999.0
    -14.25,    113.25,-9999.0
    -14.25,     113.5,-9999.0
    -14.25,    113.75,-9999.0
    -14.25,       114,-9999.0
    -14.25,    114.25,-9999.0
    -14.25,     114.5,-9999.0
    -14.25,    114.75,-9999.0
    -14.25,       115,-9999.0
    -14.25,    115.25,-9999.0
    -14.25,     115.5,-9999.0
    -14.25,    115.75,-9999.0
    -14.25,       116,-9999.0
    -14.25,    116.25,-9999.0
    -14.25,     116.5,-9999.0
    -14.25,    116.75,-9999.0
    -14.25,       117,-9999.0
    -14.25,    117.25,-9999.0
    -14.25,     117.5,-9999.0
    -14.25,    117.75,-9999.0
    -14.25,       118,-9999.0
    -14.25,    118.25,-9999.0
    -14.25,     118.5,-9999.0
    -14.25,    118.75,-9999.0
    -14.25,       119,-9999.0
    -14.25,    119.25,-9999.0
    -14.25,     119.5,-9999.0
    -14.25,    119.75,-9999.0
    -14.25,       120,-9999.0
    -14.25,    120.25,-9999.0
    -14.25,     120.5,-9999.0
    -14.25,    120.75,-9999.0
    -14.25,       121,-9999.0
    -14.25,    121.25,-9999.0
    -14.25,     121.5,-9999.0
    -14.25,    121.75,-9999.0
    -14.25,       122,-9999.0
    -14.25,    122.25,-9999.0
    -14.25,     122.5,-9999.0
    -14.25,    122.75,-9999.0
    -14.25,       123,-9999.0
    -14.25,    123.25,-9999.0
    -14.25,     123.5,-9999.0
    -14.25,    123.75,-9999.0
    -14.25,       124,-9999.0
    -14.25,    124.25,-9999.0
    -14.25,     124.5,-9999.0
    -14.25,    124.75,-9999.0
    -14.25,       125,-9999.0
    -14.25,    125.25,-9999.0
    -14.25,     125.5,-9999.0
    -14.25,    125.75,-9999.0
    -14.25,       126,-0.5
    -14.25,    126.25,-0.5
    -14.25,     126.5,-0.5
    -14.25,    126.75,-0.4
    -14.25,       127,-0.5
    -14.25,    127.25,-0.5
    -14.25,     127.5,-0.5
    -14.25,    127.75,-0.5
    -14.25,       128,-9999.0
    -14.25,    128.25,-9999.0
    -14.25,     128.5,-9999.0
    -14.25,    128.75,-9999.0
    -14.25,       129,-9999.0
    -14.25,    129.25,-9999.0
    -14.25,     129.5,-0.4
    -14.25,    129.75,-0.4
    -14.25,       130,-0.4
    -14.25,    130.25,-0.4
    -14.25,     130.5,-0.4
    -14.25,    130.75,-0.4
    -14.25,       131,-0.4
    -14.25,    131.25,-0.4
    -14.25,     131.5,-0.3
    -14.25,    131.75,-0.3
    -14.25,       132,-0.2
    -14.25,    132.25,-0.1
    -14.25,     132.5,-0.1
    -14.25,    132.75,-0.1
    -14.25,       133,-0.1
    -14.25,    133.25,-0.1
    -14.25,     133.5,-0.1
    -14.25,    133.75,-0.1
    -14.25,       134,-0.2
    -14.25,    134.25,-0.2
    -14.25,     134.5,-0.3
    -14.25,    134.75,-0.3
    -14.25,       135,-0.3
    -14.25,    135.25,-0.3
    -14.25,     135.5,-0.4
    -14.25,    135.75,-0.4
    -14.25,       136,-9999.0
    -14.25,    136.25,-9999.0
    -14.25,     136.5,-9999.0
    -14.25,    136.75,-0.7
    -14.25,       137,-0.8
    -14.25,    137.25,-9999.0
    -14.25,     137.5,-9999.0
    -14.25,    137.75,-9999.0
    -14.25,       138,-9999.0
    -14.25,    138.25,-9999.0
    -14.25,     138.5,-9999.0
    -14.25,    138.75,-9999.0
    -14.25,       139,-9999.0
    -14.25,    139.25,-9999.0
    -14.25,     139.5,-9999.0
    -14.25,    139.75,-9999.0
    -14.25,       140,-9999.0
    -14.25,    140.25,-9999.0
    -14.25,     140.5,-9999.0
    -14.25,    140.75,-9999.0
    -14.25,       141,-9999.0
    -14.25,    141.25,-9999.0
    -14.25,     141.5,-9999.0
    -14.25,    141.75,-0.5
    -14.25,       142,-0.4
    -14.25,    142.25,-0.4
    -14.25,     142.5,-0.4
    -14.25,    142.75,-0.5
    -14.25,       143,-0.6
    -14.25,    143.25,-0.9
    -14.25,     143.5,-0.8
    -14.25,    143.75,-0.8
    -14.25,       144,-9999.0
    -14.25,    144.25,-1.1
    -14.25,     144.5,-1.6
    -14.25,    144.75,-9999.0
    -14.25,       145,-9999.0
    -14.25,    145.25,-9999.0
    -14.25,     145.5,-9999.0
    -14.25,    145.75,-9999.0
    -14.25,       146,-9999.0
    -14.25,    146.25,-9999.0
    -14.25,     146.5,-9999.0
    -14.25,    146.75,-9999.0
    -14.25,       147,-9999.0
    -14.25,    147.25,-9999.0
    -14.25,     147.5,-9999.0
    -14.25,    147.75,-9999.0
    -14.25,       148,-9999.0
    -14.25,    148.25,-9999.0
    -14.25,     148.5,-9999.0
    -14.25,    148.75,-9999.0
    -14.25,       149,-9999.0
    -14.25,    149.25,-9999.0
    -14.25,     149.5,-9999.0
    -14.25,    149.75,-9999.0
    -14.25,       150,-9999.0
    -14.25,    150.25,-9999.0
    -14.25,     150.5,-9999.0
    -14.25,    150.75,-9999.0
    -14.25,       151,-9999.0
    -14.25,    151.25,-9999.0
    -14.25,     151.5,-9999.0
    -14.25,    151.75,-9999.0
    -14.25,       152,-9999.0
    -14.25,    152.25,-9999.0
    -14.25,     152.5,-9999.0
    -14.25,    152.75,-9999.0
    -14.25,       153,-9999.0
    -14.25,    153.25,-9999.0
    -14.25,     153.5,-9999.0
    -14.25,    153.75,-9999.0
    -14.25,       154,-9999.0
     -14.5,       112,-9999.0
     -14.5,    112.25,-9999.0
     -14.5,     112.5,-9999.0
     -14.5,    112.75,-9999.0
     -14.5,       113,-9999.0
     -14.5,    113.25,-9999.0
     -14.5,     113.5,-9999.0
     -14.5,    113.75,-9999.0
     -14.5,       114,-9999.0
     -14.5,    114.25,-9999.0
     -14.5,     114.5,-9999.0
     -14.5,    114.75,-9999.0
     -14.5,       115,-9999.0
     -14.5,    115.25,-9999.0
     -14.5,     115.5,-9999.0
     -14.5,    115.75,-9999.0
     -14.5,       116,-9999.0
     -14.5,    116.25,-9999.0
     -14.5,     116.5,-9999.0
     -14.5,    116.75,-9999.0
     -14.5,       117,-9999.0
     -14.5,    117.25,-9999.0
     -14.5,     117.5,-9999.0
     -14.5,    117.75,-9999.0
     -14.5,       118,-9999.0
     -14.5,    118.25,-9999.0
     -14.5,     118.5,-9999.0
     -14.5,    118.75,-9999.0
     -14.5,       119,-9999.0
     -14.5,    119.25,-9999.0
     -14.5,     119.5,-9999.0
     -14.5,    119.75,-9999.0
     -14.5,       120,-9999.0
     -14.5,    120.25,-9999.0
     -14.5,     120.5,-9999.0
     -14.5,    120.75,-9999.0
     -14.5,       121,-9999.0
     -14.5,    121.25,-9999.0
     -14.5,     121.5,-9999.0
     -14.5,    121.75,-9999.0
     -14.5,       122,-9999.0
     -14.5,    122.25,-9999.0
     -14.5,     122.5,-9999.0
     -14.5,    122.75,-9999.0
     -14.5,       123,-9999.0
     -14.5,    123.25,-9999.0
     -14.5,     123.5,-9999.0
     -14.5,    123.75,-9999.0
     -14.5,       124,-9999.0
     -14.5,    124.25,-9999.0
     -14.5,     124.5,-9999.0
     -14.5,    124.75,-9999.0
     -14.5,       125,-9999.0
     -14.5,    125.25,-0.4
     -14.5,     125.5,-0.4
     -14.5,    125.75,-0.4
     -14.5,       126,-0.4
     -14.5,    126.25,-0.4
     -14.5,     126.5,-0.4
     -14.5,    126.75,-0.4
     -14.5,       127,-0.4
     -14.5,    127.25,-0.4
     -14.5,     127.5,-0.4
     -14.5,    127.75,-0.4
     -14.5,       128,-9999.0
     -14.5,    128.25,-9999.0
     -14.5,     128.5,-9999.0
     -14.5,    128.75,-9999.0
     -14.5,       129,-9999.0
     -14.5,    129.25,-9999.0
     -14.5,     129.5,-0.3
     -14.5,    129.75,-0.3
     -14.5,       130,-0.3
     -14.5,    130.25,-0.3
     -14.5,     130.5,-0.3
     -14.5,    130.75,-0.3
     -14.5,       131,-0.3
     -14.5,    131.25,-0.3
     -14.5,     131.5,-0.2
     -14.5,    131.75,-0.2
     -14.5,       132,-0.2
     -14.5,    132.25,-0.1
     -14.5,     132.5,-0.1
     -14.5,    132.75,-0.1
     -14.5,       133,-0.1
     -14.5,    133.25,-0.1
     -14.5,     133.5,-0.1
     -14.5,    133.75,-0.1
     -14.5,       134,-0.2
     -14.5,    134.25,-0.2
     -14.5,     134.5,-0.2
     -14.5,    134.75,-0.2
     -14.5,       135,-0.2
     -14.5,    135.25,-0.3
     -14.5,     135.5,-0.3
     -14.5,    135.75,-9999.0
     -14.5,       136,-9999.0
     -14.5,    136.25,-9999.0
     -14.5,     136.5,-9999.0
     -14.5,    136.75,-9999.0
     -14.5,       137,-9999.0
     -14.5,    137.25,-9999.0
     -14.5,     137.5,-9999.0
     -14.5,    137.75,-9999.0
     -14.5,       138,-9999.0
     -14.5,    138.25,-9999.0
     -14.5,     138.5,-9999.0
     -14.5,    138.75,-9999.0
     -14.5,       139,-9999.0
     -14.5,    139.25,-9999.0
     -14.5,     139.5,-9999.0
     -14.5,    139.75,-9999.0
     -14.5,       140,-9999.0
     -14.5,    140.25,-9999.0
     -14.5,     140.5,-9999.0
     -14.5,    140.75,-9999.0
     -14.5,       141,-9999.0
     -14.5,    141.25,-9999.0
     -14.5,     141.5,-9999.0
     -14.5,    141.75,-0.5
     -14.5,       142,-0.4
     -14.5,    142.25,-0.4
     -14.5,     142.5,-0.5
     -14.5,    142.75,-0.5
     -14.5,       143,-0.5
     -14.5,    143.25,-0.7
     -14.5,     143.5,-0.7
     -14.5,    143.75,-0.7
     -14.5,       144,-0.7
     -14.5,    144.25,-0.7
     -14.5,     144.5,-1.2
     -14.5,    144.75,-9999.0
     -14.5,       145,-9999.0
     -14.5,    145.25,-9999.0
     -14.5,     145.5,-9999.0
     -14.5,    145.75,-9999.0
     -14.5,       146,-9999.0
     -14.5,    146.25,-9999.0
     -14.5,     146.5,-9999.0
     -14.5,    146.75,-9999.0
     -14.5,       147,-9999.0
     -14.5,    147.25,-9999.0
     -14.5,     147.5,-9999.0
     -14.5,    147.75,-9999.0
     -14.5,       148,-9999.0
     -14.5,    148.25,-9999.0
     -14.5,     148.5,-9999.0
     -14.5,    148.75,-9999.0
     -14.5,       149,-9999.0
     -14.5,    149.25,-9999.0
     -14.5,     149.5,-9999.0
     -14.5,    149.75,-9999.0
     -14.5,       150,-9999.0
     -14.5,    150.25,-9999.0
     -14.5,     150.5,-9999.0
     -14.5,    150.75,-9999.0
     -14.5,       151,-9999.0
     -14.5,    151.25,-9999.0
     -14.5,     151.5,-9999.0
     -14.5,    151.75,-9999.0
     -14.5,       152,-9999.0
     -14.5,    152.25,-9999.0
     -14.5,     152.5,-9999.0
     -14.5,    152.75,-9999.0
     -14.5,       153,-9999.0
     -14.5,    153.25,-9999.0
     -14.5,     153.5,-9999.0
     -14.5,    153.75,-9999.0
     -14.5,       154,-9999.0
    -14.75,       112,-9999.0
    -14.75,    112.25,-9999.0
    -14.75,     112.5,-9999.0
    -14.75,    112.75,-9999.0
    -14.75,       113,-9999.0
    -14.75,    113.25,-9999.0
    -14.75,     113.5,-9999.0
    -14.75,    113.75,-9999.0
    -14.75,       114,-9999.0
    -14.75,    114.25,-9999.0
    -14.75,     114.5,-9999.0
    -14.75,    114.75,-9999.0
    -14.75,       115,-9999.0
    -14.75,    115.25,-9999.0
    -14.75,     115.5,-9999.0
    -14.75,    115.75,-9999.0
    -14.75,       116,-9999.0
    -14.75,    116.25,-9999.0
    -14.75,     116.5,-9999.0
    -14.75,    116.75,-9999.0
    -14.75,       117,-9999.0
    -14.75,    117.25,-9999.0
    -14.75,     117.5,-9999.0
    -14.75,    117.75,-9999.0
    -14.75,       118,-9999.0
    -14.75,    118.25,-9999.0
    -14.75,     118.5,-9999.0
    -14.75,    118.75,-9999.0
    -14.75,       119,-9999.0
    -14.75,    119.25,-9999.0
    -14.75,     119.5,-9999.0
    -14.75,    119.75,-9999.0
    -14.75,       120,-9999.0
    -14.75,    120.25,-9999.0
    -14.75,     120.5,-9999.0
    -14.75,    120.75,-9999.0
    -14.75,       121,-9999.0
    -14.75,    121.25,-9999.0
    -14.75,     121.5,-9999.0
    -14.75,    121.75,-9999.0
    -14.75,       122,-9999.0
    -14.75,    122.25,-9999.0
    -14.75,     122.5,-9999.0
    -14.75,    122.75,-9999.0
    -14.75,       123,-9999.0
    -14.75,    123.25,-9999.0
    -14.75,     123.5,-9999.0
    -14.75,    123.75,-9999.0
    -14.75,       124,-9999.0
    -14.75,    124.25,-9999.0
    -14.75,     124.5,-9999.0
    -14.75,    124.75,-9999.0
    -14.75,       125,-9999.0
    -14.75,    125.25,-0.2
    -14.75,     125.5,-0.3
    -14.75,    125.75,-0.3
    -14.75,       126,-0.3
    -14.75,    126.25,-0.3
    -14.75,     126.5,-0.3
    -14.75,    126.75,-0.3
    -14.75,       127,-0.3
    -14.75,    127.25,-0.3
    -14.75,     127.5,-0.3
    -14.75,    127.75,-0.3
    -14.75,       128,-0.3
    -14.75,    128.25,-9999.0
    -14.75,     128.5,-0.2
    -14.75,    128.75,-9999.0
    -14.75,       129,-9999.0
    -14.75,    129.25,-9999.0
    -14.75,     129.5,-0.2
    -14.75,    129.75,-0.3
    -14.75,       130,-0.3
    -14.75,    130.25,-0.3
    -14.75,     130.5,-0.2
    -14.75,    130.75,-0.2
    -14.75,       131,-0.3
    -14.75,    131.25,-0.2
    -14.75,     131.5,-0.2
    -14.75,    131.75,-0.1
    -14.75,       132,-0.1
    -14.75,    132.25,-0.1
    -14.75,     132.5, 0.0
    -14.75,    132.75, 0.0
    -14.75,       133,-0.1
    -14.75,    133.25,-0.1
    -14.75,     133.5,-0.1
    -14.75,    133.75,-0.1
    -14.75,       134,-0.1
    -14.75,    134.25,-0.1
    -14.75,     134.5,-0.2
    -14.75,    134.75,-0.2
    -14.75,       135,-0.2
    -14.75,    135.25,-0.2
    -14.75,     135.5,-9999.0
