APSIM output file, version = 5.3
Title = Step 5. growth by regrowth
           date       sw_dep()      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)     basal_area     root_depth       sw_index  transpiration vpd_estimation  max_n_avail()   growth_photo    death_frost   surfaceom_wt  transpiration
     17/01/1957        264.242          8.335         67.566         93.341         95.000          4.000        750.000          1.000          0.958         14.280         15.000         26.233          0.000          0.023          0.958
     18/01/1957        262.619          7.964         66.514         93.141         95.000          4.000        750.000          0.969          0.981         14.060         15.000         31.132          0.000          0.037          0.981
     19/01/1957        261.047          7.644         65.471         92.931         95.000          4.000        750.000          0.932          0.992         17.720         15.000         32.161          0.000          0.053          0.992
     20/01/1957        259.274          7.321         64.275         92.678         95.000          4.000        750.000          0.893          1.159         23.190         15.000         41.374          0.000          0.072          1.159
     21/01/1957        257.576          7.044         63.114         92.417         95.000          4.000        750.000          0.848          1.148         17.210         15.000         38.428          0.000          0.094          1.148
     22/01/1957        255.953          6.806         61.998         92.149         95.000          4.000        750.000          0.802          1.127         24.710         15.000         44.910          0.000          0.120          1.127
     23/01/1957        254.405          6.601         60.929         91.875         95.000          4.000        750.000          0.758          1.099         27.630         15.000         49.929          0.000          0.151          1.099
     24/01/1957        252.929          6.422         59.912         91.595         95.000          4.000        750.000          0.714          1.067         31.020         15.000         49.716          0.000          0.187          1.067
     25/01/1957        255.135          9.672         59.151         91.312         95.000          4.000        750.000          0.681          1.044         20.650         15.000         36.483          0.000          0.230          1.044
     26/01/1957        260.440         15.148         59.138         91.155         95.000          4.000        750.000          1.000          1.094         15.040         15.000         35.440          0.000          0.273          1.094
     27/01/1957        257.572         13.108         58.542         90.923         95.000          4.000        750.000          0.913          1.167          7.080         15.000         14.518          0.000          0.318          1.167
     28/01/1957        255.453         11.842         57.934         90.676         95.000          4.000        750.000          0.715          0.981         10.210         15.000         25.937          0.000          0.369          0.981
     29/01/1957        253.701         10.939         57.339         90.424         95.000          4.000        750.000          0.620          0.881         14.560         15.000         41.751          0.000          0.428          0.881
     30/01/1957        252.162         10.230         56.763         90.168         95.000          4.000        750.000          0.573          0.833         15.960         15.000         42.626          0.000          0.499          0.833
     31/01/1957        250.764          9.638         56.214         89.913         95.000          4.000        750.000          0.548          0.805         21.300         15.000         39.550          0.000          0.580          0.805
     01/02/1957        249.481          9.133         55.690         89.658         95.000          4.000        750.000          0.526          0.779         21.120         15.000         37.370          0.000          0.672          0.779
     02/02/1957        248.291          8.699         55.190         89.403         95.000          4.000        750.000          0.504          0.755         22.140         15.000         56.652          0.000          0.774          0.755
     03/02/1957        247.182          8.321         54.713         89.148         95.000          4.000        750.000          0.484          0.732         23.410         15.000         53.040          0.000          0.888          0.732
     04/02/1957        246.142          7.990         54.258         88.895         95.000          4.000        750.000          0.465          0.709         18.120         15.000         40.701          0.000          1.013          0.709
     05/02/1957        245.165          7.699         53.824         88.642         95.000          4.000        750.000          0.447          0.686         14.060         15.000         35.774          0.000          1.150          0.686
     06/02/1957        244.244          7.440         53.413         88.391         95.000          4.000        750.000          0.430          0.663         13.560         15.000         32.560          0.000          1.300          0.663
     07/02/1957        243.373          7.210         53.021         88.142         95.000          4.000        750.000          0.414          0.641          9.690         15.000         23.988          0.000          1.462          0.641
     08/02/1957        242.549          7.004         52.650         87.895         95.000          4.000        750.000          0.398          0.618         18.590         15.000         45.898          0.000          1.638          0.618
     09/02/1957        241.767          6.820         52.296         87.650         95.000          4.000        750.000          0.384          0.599         18.690         15.000         32.934          0.000          1.827          0.599
     10/02/1957        241.018          6.655         51.956         87.408         95.000          4.000        750.000          0.371          0.579         16.420         15.000         41.824          0.000          2.030          0.579
     11/02/1957        240.297          6.506         51.623         87.167         95.000          4.000        750.000          0.358          0.560         18.960         15.000         39.737          0.000          2.246          0.560
     12/02/1957        239.602          6.372         51.300         86.930         95.000          4.000        750.000          0.346          0.541         12.300         15.000         37.609          0.000          2.477          0.541
     13/02/1957        238.931          6.250         50.987         86.694         95.000          4.000        750.000          0.334          0.523         15.210         15.000         42.089          0.000          2.722          0.523
     14/02/1957        238.285          6.141         50.683         86.461         95.000          4.000        750.000          0.322          0.506         16.570         15.000         42.139          0.000          2.981          0.506
     15/02/1957        237.661          6.041         50.389         86.231         95.000          4.000        750.000          0.312          0.489         20.580         15.000         55.483          0.000          3.255          0.489
     16/02/1957        237.059          5.951         50.105         86.003         95.000          4.000        750.000          0.301          0.473         21.580         15.000         55.530          0.000          3.544          0.473
     17/02/1957        236.477          5.868         49.830         85.778         95.000          4.000        750.000          0.292          0.458         24.410         15.000         57.773          0.000          3.848          0.458
     18/02/1957        235.919          5.794         49.568         85.558         95.000          4.000        750.000          0.283          0.438         23.040         15.000         54.989          0.000          4.167          0.438
     19/02/1957        235.383          5.725         49.316         85.342         95.000          4.000        750.000          0.274          0.421         25.350         15.000         52.250          0.000          4.500          0.421
     20/02/1957        234.868          5.663         49.074         85.131         95.000          4.000        750.000          0.266          0.404         25.250         15.000         43.091          0.000          4.849          0.404
     21/02/1957        234.372          5.606         48.842         84.924         95.000          4.000        750.000          0.258          0.388         25.980         15.000         46.905          0.000          5.212          0.388
     22/02/1957        233.895          5.554         48.620         84.722         95.000          4.000        750.000          0.250          0.373         19.450         15.000         37.971          0.000          5.590          0.373
     23/02/1957        233.436          5.506         48.406         84.524         95.000          4.000        750.000          0.244          0.359          8.300         15.000         27.131          0.000          5.982          0.359
     24/02/1957        232.993          5.462         48.201         84.329         95.000          4.000        750.000          0.237          0.345         15.740         15.000         33.033          0.000          6.389          0.345
     25/02/1957        232.565          5.423         48.003         84.139         95.000          4.000        750.000          0.231          0.333         10.810         15.000         24.506          0.000          6.810          0.333
     26/02/1957        232.152          5.386         47.813         83.953         95.000          4.000        750.000          0.225          0.321         14.660         15.000         30.298          0.000          7.245          0.321
     27/02/1957        239.156         12.682         47.692         83.782         95.000          4.000        750.000          0.420          0.558         13.560         15.000         21.974          0.000          7.476          0.558
     28/02/1957        237.960         11.736         47.590         83.634         95.000          0.500        750.000          0.297          0.342         16.820         15.000         44.961          0.000          7.752          0.342
     01/03/1957        236.981         11.004         47.490         83.487         95.000          0.500        750.000          0.239          0.277         18.660         15.000         43.363          0.000          8.077          0.277
     02/03/1957        236.138         10.403         47.393         83.342         95.000          0.500        750.000          0.214          0.247         20.900         15.000         42.401          0.000          8.454          0.247
     03/03/1957        235.385          9.886         47.300         83.199         95.000          0.500        750.000          0.207          0.236         23.470         15.000         46.587          0.000          8.887          0.236
     04/03/1957        234.701          9.433         47.209         83.059         95.000          0.500        750.000          0.204          0.230         24.080         15.000         44.142          0.000          9.380          0.230
     05/03/1957        235.799         10.754         47.123         82.922         95.000          0.500        750.000          0.216          0.240         20.050         15.000         37.855          0.000          9.904          0.240
     06/03/1957        236.614         11.783         47.041         82.791         95.000          0.500        750.000          0.283          0.304         20.900         15.000         40.528          0.000         10.441          0.304
     07/03/1957        235.653         11.034         46.960         82.659         95.000          0.500        750.000          0.223          0.242         20.480         15.000         37.785          0.000         10.989          0.242
     08/03/1957        235.643         11.230         46.882         82.530         95.000          0.500        750.000          0.233          0.249         18.660         15.000         40.119          0.000         11.549          0.249
     09/03/1957        234.791         10.582         46.806         82.403         95.000          0.500        750.000          0.199          0.213         21.020         15.000         40.722          0.000         12.120          0.213
     10/03/1957        234.042         10.032         46.732         82.278         95.000          0.500        750.000          0.189          0.199         20.130         15.000         34.108          0.000         12.703          0.199
     11/03/1957        240.596         15.181         48.258         82.157         95.000          0.500        750.000          0.850          0.870         16.260         15.000         28.390          0.000         12.916          0.870
     12/03/1957        238.865         13.695         48.144         82.026         95.000          0.500        750.000          0.579          0.650         20.180         15.000         37.284          0.000         13.193          0.650
     13/03/1957        237.153         12.240         48.026         81.886         95.000          0.500        750.000          0.351          0.421         21.230         15.000         37.144          0.000         13.560          0.421
     14/03/1957        235.882         11.228         47.908         81.745         95.000          0.500        750.000          0.251          0.308         20.700         15.000         33.347          0.000         14.023          0.308
     15/03/1957        236.333         11.927         47.797         81.609         95.000          0.500        750.000          0.308          0.366         12.700         15.000         23.697          0.000         14.546          0.366
     16/03/1957        235.151         10.992         47.687         81.472         95.000          0.500        750.000          0.230          0.277         16.660         15.000         25.814          0.000         15.175          0.277
     17/03/1957        234.334         10.375         47.599         81.359         95.000          0.500        750.000          0.204          0.205         22.010         15.000         23.400          0.000         15.816          0.205
     18/03/1957        233.608          9.846         47.513         81.249         95.000          0.500        750.000          0.198          0.196         21.870         15.000         30.282          0.000         16.468          0.196
     19/03/1957        232.954          9.383         47.431         81.140         95.000          0.500        750.000          0.196          0.192         24.780         15.000         32.927          0.000         17.129          0.192
     20/03/1957        232.359          8.976         47.350         81.033         95.000          0.500        750.000          0.193          0.187         32.110         15.000         39.450          0.000         17.801          0.187
     21/03/1957        231.815          8.614         47.273         80.928         95.000          0.500        750.000          0.191          0.182         22.240         15.000         35.743          0.000         18.483          0.182
     22/03/1957        231.314          8.291         47.198         80.825         95.000          0.500        750.000          0.188          0.178         18.120         15.000         32.115          0.000         19.175          0.178
     23/03/1957        230.851          8.002         47.125         80.724         95.000          0.500        750.000          0.186          0.174         20.720         15.000         26.979          0.000         19.876          0.174
     24/03/1957        230.421          7.742         47.055         80.624         95.000          0.500        750.000          0.184          0.170         19.670         15.000         23.526          0.000         20.586          0.170
     25/03/1957        262.285         16.180         70.527         80.579         95.000          0.500        750.000          1.000          0.719         17.740         15.000         27.899          0.000         20.686          0.719
     26/03/1957        259.698         14.163         70.019         80.517         95.000          0.500        750.000          1.000          0.808         16.380         15.000         27.355          0.000         20.903          0.808
     27/03/1957        257.624         12.805         69.381         80.437         95.000          0.500        750.000          1.000          0.867         15.970         15.000         19.999          0.000         21.236          0.867
     28/03/1957        255.801         11.808         68.649         80.345         95.000          0.500        750.000          1.000          0.900         12.200         15.000         13.787          0.000         21.686          0.900
     29/03/1957        254.185         11.035         67.902         80.248         95.000          0.500        750.000          0.947          0.869         16.830         15.000         22.018          0.000         22.257          0.869
     30/03/1957        252.724         10.403         67.170         80.151         95.000          0.500        750.000          0.899          0.833         18.050         15.000         24.778          0.000         22.954          0.833
     31/03/1957        251.350          9.864         66.432         80.055         95.000          0.500        750.000          0.870          0.807         20.210         15.000         26.853          0.000         23.666          0.807
     01/04/1957        250.045          9.395         65.692         79.959         95.000          0.500        750.000          0.844          0.783         23.420         15.000         28.608          0.000         23.951          0.783
     02/04/1957        248.804          8.983         64.958         79.863         95.000          0.500        750.000          0.816          0.758         24.290         15.000         31.465          0.000         24.237          0.758
     03/04/1957        247.623          8.619         64.236         79.768         95.000          0.500        750.000          0.789          0.733         19.160         15.000         29.989          0.000         24.524          0.733
     04/04/1957        247.466          9.180         63.612         79.674         95.000          0.500        750.000          0.765          0.711         18.610         15.000         27.631          0.000         24.813          0.711
     05/04/1957        246.363          8.794         62.989         79.580         95.000          0.500        750.000          0.740          0.687         18.930         15.000         23.235          0.000         25.103          0.687
     06/04/1957        245.310          8.451         62.373         79.487         95.000          0.500        750.000          0.715          0.663         19.030         15.000         26.783          0.000         25.395          0.663
     07/04/1957        244.305          8.145         61.766         79.394         95.000          0.500        750.000          0.690          0.639         19.830         15.000         25.168          0.000         25.688          0.639
     08/04/1957        243.346          7.871         61.173         79.303         95.000          0.500        750.000          0.666          0.615         18.800         15.000         20.874          0.000         25.983          0.615
     09/04/1957        242.430          7.624         60.594         79.212         95.000          0.500        750.000          0.642          0.591         19.310         15.000         21.123          0.000         26.281          0.591
     10/04/1957        250.109         15.662         60.292         79.155         95.000          0.500        750.000          1.000          0.741         19.100         15.000         21.638          0.000         25.789          0.741
     11/04/1957        247.708         13.763         59.870         79.074         95.000          0.500        750.000          0.963          0.795         24.510         15.000         31.294          0.000         25.463          0.795
     12/04/1957        246.270         12.739         59.524         79.007         95.000          0.500        750.000          0.782          0.546         20.580         15.000         28.268          0.000         25.265          0.546
     13/04/1957        245.059         11.943         59.178         78.937         95.000          0.500        750.000          0.675          0.485         23.270         15.000         30.511          0.000         25.192          0.485
     14/04/1957        244.002         11.297         58.838         78.867         95.000          0.500        750.000          0.607          0.442         24.290         15.000         28.297          0.000         25.239          0.442
     15/04/1957        243.055         10.753         58.505         78.797         95.000          0.500        750.000          0.565          0.414         16.300         15.000         16.605          0.000         25.407          0.414
     16/04/1957        242.190         10.281         58.182         78.727         95.000          0.500        750.000          0.539          0.394         18.500         15.000         17.104          0.000         25.696          0.394
     17/04/1957        241.390          9.862         57.870         78.658         95.000          0.500        750.000          0.524          0.381         19.000         15.000         17.627          0.000         26.007          0.381
     18/04/1957        240.644          9.486         57.569         78.589         95.000          0.500        750.000          0.511          0.370         17.570         15.000         18.295          0.000         26.320          0.370
     19/04/1957        239.945          9.146         57.277         78.521         95.000          0.500        750.000          0.499          0.359         18.610         15.000         24.077          0.000         26.636          0.359
     20/04/1957        239.288          8.839         56.996         78.454         95.000          0.500        750.000          0.488          0.349         21.450         15.000         21.670          0.000         26.955          0.349
     21/04/1957        238.669          8.559         56.723         78.388         95.000          0.500        750.000          0.477          0.339          8.280         15.000         10.209          0.000         27.276          0.339
     22/04/1957        240.756         10.972         56.461         78.322         95.000          0.500        750.000          0.490          0.344         14.270         15.000         19.833          0.000         27.600          0.344
     23/04/1957        239.934         10.470         56.207         78.257         95.000          0.500        750.000          0.461          0.323         23.170         15.000         21.290          0.000         27.927          0.323
     24/04/1957        239.180         10.027         55.960         78.193         95.000          0.500        750.000          0.445          0.311         19.160         15.000         22.272          0.000         28.256          0.311
     25/04/1957        238.482          9.632         55.721         78.129         95.000          0.500        750.000          0.436          0.303         18.660         15.000         21.032          0.000         28.589          0.303
     26/04/1957        237.832          9.275         55.490         78.066         95.000          0.500        750.000          0.427          0.294         21.120         15.000         23.468          0.000         28.924          0.294
     27/04/1957        237.223          8.953         55.266         78.004         95.000          0.500        750.000          0.418          0.286         15.500         15.000         19.678          0.000         29.262          0.286
     28/04/1957        236.652          8.661         55.049         77.942         95.000          0.500        750.000          0.409          0.279         19.430         15.000         17.918          0.000         29.603          0.279
     29/04/1957        236.115          8.394         54.839         77.881         95.000          0.500        750.000          0.401          0.271         21.020         15.000         25.233          0.000         29.948          0.271
     30/04/1957        235.607          8.151         54.636         77.821         95.000          0.500        750.000          0.393          0.264         19.310         15.000         19.282          0.000         30.294          0.264
     01/05/1957        235.127          7.927         54.439         77.761         95.000          0.500        750.000          0.385          0.257         23.220         15.000         13.824          0.000         30.644          0.257
     02/05/1957        234.672          7.722         54.248         77.702         95.000          0.500        750.000          0.378          0.250         13.970         15.000         14.701          0.000         30.997          0.250
     03/05/1957        234.240          7.533         54.063         77.644         95.000          0.500        750.000          0.371          0.243         16.240         15.000          5.024          0.000         31.353          0.243
     04/05/1957        233.829          7.359         53.884         77.586         95.000          0.500        750.000          0.364          0.237         17.430         15.000          6.845          0.000         31.711          0.237
     05/05/1957        233.536          7.238         53.754         77.543         95.000          0.500        750.000          0.357          0.173         17.950         15.000          5.550          0.000         32.073          0.173
     06/05/1957        233.253          7.124         53.627         77.501         95.000          0.500        750.000          0.352          0.169         16.000         15.000          8.690          0.000         32.437          0.169
     07/05/1957        232.980          7.017         53.504         77.460         95.000          0.500        750.000          0.348          0.165         16.560         15.000         11.305          0.000         32.805          0.165
     08/05/1957        232.713          6.915         53.380         77.419         95.000          0.500        750.000          0.343          0.161         15.780         15.000         10.673          0.000         33.175          0.161
     09/05/1957        232.452          6.819         53.255         77.378         95.000          0.500        750.000          0.338          0.158         18.120         15.000          8.993          0.000         33.548          0.158
     10/05/1957        232.195          6.727         53.130         77.338         95.000          0.500        750.000          0.334          0.154         17.910         15.000          7.241          0.000         33.924          0.154
     11/05/1957        231.944          6.641         53.005         77.298         95.000          0.500        750.000          0.329          0.151         18.180         15.000          6.622          0.000         34.302          0.151
     12/05/1957        231.699          6.560         52.880         77.259         95.000          0.500        750.000          0.325          0.147         19.220         15.000          6.560          0.000         34.684          0.147
     13/05/1957        231.458          6.482         52.756         77.220         95.000          0.500        750.000          0.320          0.144         20.010         15.000          7.039          0.000         35.068          0.144
     14/05/1957        231.222          6.409         52.632         77.182         95.000          0.500        750.000          0.316          0.141         20.570         15.000          8.518          0.000         35.455          0.141
     15/05/1957        230.991          6.339         52.508         77.144         95.000          0.500        750.000          0.311          0.137         20.010         15.000          6.907          0.000         35.845          0.137
     16/05/1957        230.765          6.273         52.385         77.107         95.000          0.500        750.000          0.307          0.134         15.430         15.000          5.448          0.000         36.237          0.134
     17/05/1957        230.544          6.211         52.263         77.070         95.000          0.500        750.000          0.303          0.131         16.040         15.000          1.686          0.000         36.632          0.131
     18/05/1957        230.327          6.151         52.142         77.033         95.000          0.500        750.000          0.299          0.128         13.100         15.000          2.457          0.000         37.030          0.128
     19/05/1957        230.114          6.095         52.022         76.997         95.000          0.500        750.000          0.295          0.125         16.880         15.000          5.853          0.000         37.430          0.125
     20/05/1957        229.906          6.041         51.903         76.962         95.000          0.500        750.000          0.290          0.122          9.740         15.000          0.000          0.000         37.833          0.122
     21/05/1957        229.702          5.990         51.785         76.927         95.000          0.500        750.000          0.286          0.119         11.550         15.000          0.000         74.350         38.238          0.119
     22/05/1957        229.553          5.939         51.705         76.909         95.000          0.500        750.000          0.282          0.060         11.110         15.000          0.000          0.000         38.792          0.060
     23/05/1957        229.406          5.890         51.625         76.891         95.000          0.500        750.000          0.280          0.059         10.790         15.000          0.000          0.000         39.346          0.059
     24/05/1957        229.261          5.843         51.543         76.874         95.000          0.500        750.000          0.277          0.058         14.650         15.000          0.000         72.672         39.900          0.058
     25/05/1957        229.168          5.797         51.498         76.874         95.000          0.500        750.000          0.274          0.000         16.960         15.000          0.000          0.000         40.599          0.000
     26/05/1957        229.077          5.752         51.451         76.874         95.000          0.500        750.000          0.273          0.000         17.370         15.000          0.000          0.000         41.296          0.000
     27/05/1957        228.986          5.711         51.402         76.874         95.000          0.500        750.000          0.271          0.000         12.310         15.000          0.000          0.000         41.992          0.000
     28/05/1957        228.896          5.672         51.351         76.874         95.000          0.500        750.000          0.270          0.000         11.190         15.000          0.000          0.000         42.687          0.000
     29/05/1957        228.807          5.635         51.299         76.874         95.000          0.500        750.000          0.268          0.000         14.050         15.000          0.000          0.000         43.380          0.000
     30/05/1957        228.719          5.600         51.246         76.874         95.000          0.500        750.000          0.267          0.000         15.120         15.000          0.000          0.000         44.072          0.000
     31/05/1957        228.632          5.567         51.192         76.874         95.000          0.500        750.000          0.265          0.000         13.810         15.000          0.000          0.000         44.762          0.000
     01/06/1957        228.545          5.536         51.136         76.874         95.000          0.500        750.000          0.263          0.000          5.250         15.000          0.000          0.000         45.451          0.000
     02/06/1957        232.237          9.227         51.136         76.874         95.000          0.500        750.000          0.263          0.000         10.590         15.000          0.000          0.000         46.139          0.000
     03/06/1957        231.954          8.945         51.136         76.874         95.000          0.500        750.000          0.263          0.000         13.100         15.000          0.000          0.000         46.825          0.000
     04/06/1957        231.695          8.686         51.136         76.874         95.000          0.500        750.000          0.263          0.000         12.740         15.000          0.000          0.000         47.510          0.000
     05/06/1957        231.457          8.447         51.136         76.874         95.000          0.500        750.000          0.263          0.000         12.390         15.000          0.000          0.000         48.193          0.000
     06/06/1957        231.237          8.227         51.136         76.874         95.000          0.500        750.000          0.263          0.000         10.620         15.000          0.000          0.000         48.876          0.000
     07/06/1957        231.101          8.092         51.136         76.874         95.000          0.500        750.000          0.263          0.000          9.440         15.000          0.000          0.000         49.556          0.000
     08/06/1957        230.972          7.963         51.136         76.874         95.000          0.500        750.000          0.263          0.000         11.220         15.000          0.000          0.000         50.236          0.000
     09/06/1957        230.850          7.840         51.136         76.874         95.000          0.500        750.000          0.263          0.000         14.700         15.000          0.000          0.000         50.914          0.000
     10/06/1957        230.674          7.665         51.136         76.874         95.000          0.500        750.000          0.263          0.000         16.690         15.000          0.000          0.000         51.591          0.000
     11/06/1957        230.512          7.502         51.136         76.874         95.000          0.500        750.000          0.263          0.000         15.120         15.000          0.000          0.000         52.266          0.000
     12/06/1957        230.360          7.350         51.136         76.874         95.000          0.500        750.000          0.263          0.000         16.240         15.000          0.000          0.000         52.940          0.000
     13/06/1957        230.219          7.209         51.136         76.874         95.000          0.500        750.000          0.263          0.000         13.940         15.000          0.000          0.000         53.613          0.000
     14/06/1957        230.087          7.078         51.136         76.874         95.000          0.500        750.000          0.263          0.000         14.050         15.000          0.000          0.000         54.284          0.000
     15/06/1957        229.964          6.955         51.136         76.874         95.000          0.500        750.000          0.263          0.000         15.390         15.000          0.000          0.000         54.954          0.000
     16/06/1957        229.888          6.878         51.136         76.874         95.000          0.500        750.000          0.263          0.000         12.310         15.000          0.000          0.000         55.623          0.000
     17/06/1957        229.814          6.805         51.136         76.874         95.000          0.500        750.000          0.263          0.000         12.920         15.000          0.000          0.000         56.290          0.000
     18/06/1957        229.744          6.734         51.136         76.874         95.000          0.500        750.000          0.263          0.000         14.050         15.000          0.000          0.000         56.956          0.000
     19/06/1957        229.677          6.667         51.136         76.874         95.000          0.500        750.000          0.263          0.000         13.760         15.000          0.000          0.000         57.620          0.000
     20/06/1957        229.612          6.603         51.136         76.874         95.000          0.500        750.000          0.263          0.000         11.220         15.000          0.000          0.000         58.284          0.000
     21/06/1957        245.479         18.529         55.077         76.874         95.000          0.500        750.000          1.000          0.000          4.740         15.000          0.000          0.000         57.857          0.000
     22/06/1957        244.124         17.174         55.077         76.874         95.000          0.500        750.000          1.000          0.000          9.430         15.000          0.000          0.000         57.973          0.000
     23/06/1957        243.093         16.142         55.077         76.874         95.000          0.500        750.000          1.000          0.000         10.920         15.000          0.005          0.000         57.667          0.000
     24/06/1957        242.247         15.296         55.077         76.873         95.000          0.500        750.000          0.942          0.001         14.200         15.000          0.007          0.000         57.599          0.001
     25/06/1957        241.526         14.577         55.076         76.873         95.000          0.500        750.000          0.829          0.001         13.810         15.000          0.006          0.000         57.665          0.001
     26/06/1957        240.899         13.949         55.076         76.873         95.000          0.500        750.000          0.733          0.001         14.520         15.000          0.000          0.000         57.868          0.001
     27/06/1957        240.342         13.394         55.076         76.873         95.000          0.500        750.000          0.654          0.001         17.370         15.000          0.000          0.000         58.161          0.001
     28/06/1957        239.844         12.896         55.075         76.873         95.000          0.500        750.000          0.588          0.001         14.750         15.000          0.000          0.000         58.529          0.001
     29/06/1957        239.167         12.220         55.075         76.873         95.000          0.500        750.000          0.512          0.001         15.010         15.000          0.014          0.000         58.942          0.001
     30/06/1957        238.578         11.632         55.074         76.873         95.000          0.500        750.000          0.460          0.001          7.570         15.000          0.010          0.000         59.518          0.001
     01/07/1957        242.183         15.237         55.073         76.873         95.000          0.500        750.000          0.933          0.002          0.970         15.000          0.000          0.000         59.649          0.002
     02/07/1957        256.687         17.589         67.225         76.872         95.000          0.500        750.000          1.000          0.002          5.690         15.000          0.000          0.000         59.728          0.002
     03/07/1957        255.004         15.908         67.224         76.872         95.000          0.500        750.000          1.000          0.002         10.080         15.000          0.000          0.000         59.907          0.002
     04/07/1957        254.194         15.098         67.224         76.872         95.000          0.500        750.000          1.000          0.001         11.730         15.000          0.000          0.652         60.224          0.001
     05/07/1957        253.501         14.405         67.223         76.872         95.000          0.500        750.000          1.000          0.000         13.670         15.000          0.000          0.217         60.564          0.000
     06/07/1957        252.894         13.798         67.223         76.872         95.000          0.500        750.000          1.000          0.000         11.450         15.000          0.000          0.000         60.654          0.000
     07/07/1957        253.239         14.144         67.223         76.872         95.000          0.500        750.000          1.000          0.000          7.980         15.000          0.000          0.000         60.960          0.000
     08/07/1957        252.662         13.567         67.223         76.872         95.000          0.500        750.000          1.000          0.000          9.990         15.000          0.000          0.000         61.389          0.000
     09/07/1957        252.147         13.051         67.223         76.872         95.000          0.500        750.000          1.000          0.000         10.520         15.000          0.000          0.000         61.758          0.000
     10/07/1957        251.681         12.586         67.223         76.872         95.000          0.500        750.000          1.000          0.000         10.590         15.000          0.000          0.000         62.247          0.000
     11/07/1957        251.258         12.163         67.223         76.872         95.000          0.500        750.000          0.964          0.000          9.420         15.000          0.000          0.013         62.821          0.000
     12/07/1957        250.871         11.776         67.223         76.872         95.000          0.500        750.000          0.928          0.000         10.420         15.000          0.000          0.039         63.434          0.000
     13/07/1957        250.515         11.420         67.223         76.872         95.000          0.500        750.000          0.901          0.000         12.420         15.000          0.000          0.000         64.069          0.000
     14/07/1957        250.185         11.090         67.223         76.872         95.000          0.500        750.000          0.882          0.000         14.970         15.000          0.000          0.000         64.703          0.000
     15/07/1957        249.880         10.785         67.223         76.872         95.000          0.500        750.000          0.868          0.000          9.220         15.000          0.000          0.000         65.336          0.000
     16/07/1957        250.344         11.249         67.223         76.872         95.000          0.500        750.000          0.891          0.000          2.620         15.000          0.000          0.000         65.967          0.000
     17/07/1957        249.869         10.774         67.223         76.872         95.000          0.500        750.000          0.867          0.000         10.860         15.000          0.000          0.000         66.598          0.000
     18/07/1957        249.444         10.348         67.223         76.872         95.000          0.500        750.000          0.856          0.000         14.540         15.000          0.000          0.000         67.227          0.000
     19/07/1957        249.035          9.965         67.198         76.872         95.000          0.500        750.000          0.852          0.000         13.180         15.000          0.000          0.000         67.854          0.000
