Summary_file = Egrandis.sum
Title = forest Sample Simulation
           date            age             fw           fvpd             ft             fn            lai         height           stem         branch           bark
     30/11/1988          1.917          1.000          0.921          0.925          0.574          6.980      12191.104      28506.775       8585.122       4322.352
     31/12/1988          2.001          1.000          0.957          1.000          0.564          6.947      12490.547      30260.238       9014.716       4585.656
     31/01/1989          2.086          1.000          0.971          0.800          0.548          7.017      12801.982      32158.973       9486.250       4870.899
     28/02/1989          2.163          1.000          1.000          1.000          0.570          6.898      13019.092      33506.973       9772.366       5072.117
     31/03/1989          2.248          1.000          1.000          1.000          0.592          6.758      13245.053      34933.871      10064.174       5284.773
     30/04/1989          2.330          1.000          1.000          1.000          0.622          6.573      13429.258      36178.941      10293.384       5469.605
     31/05/1989          2.415          1.000          1.000          0.917          0.662          6.327      13586.440      37225.496      10451.975       5624.005
     30/06/1989          2.497          1.000          1.000          0.867          0.651          6.264      13738.977      38263.402      10662.348       5778.508
     31/07/1989          2.582          1.000          1.000          0.800          0.633          6.228      13879.327      39248.090      10868.660       5925.251
     31/08/1989          2.667          1.000          1.000          0.800          0.575          6.326      14080.259      40676.266      11211.070       6139.236
     30/09/1989          2.749          1.000          1.000          0.967          0.531          6.382      14305.209      42296.703      11575.839       6381.354
     31/10/1989          2.834          1.000          0.976          1.000          0.519          6.363      14530.706      43977.238      11922.559       6631.536
     30/11/1989          2.916          1.000          0.959          1.000          0.511          6.309      14737.512      45532.172      12224.852       6862.448
     31/12/1989          3.001          1.000          0.964          1.000          0.502          6.294      14954.687      47214.672      12562.320       7112.538
     31/01/1990          3.086          1.000          0.967          1.000          0.499          6.300      15167.374      48880.281      12893.976       7359.994
     28/02/1990          3.162          1.000          1.000          1.000          0.508          6.282      15331.151      50189.855      13143.939       7554.208
     31/03/1990          3.247          1.000          1.000          1.000          0.542          6.108      15481.967      51417.859      13308.260       7734.253
     30/04/1990          3.329          1.000          1.000          0.883          0.573          5.913      15605.028      52442.461      13416.306       7883.555
     31/05/1990          3.414          1.000          1.000          1.000          0.594          5.745      15732.722      53500.895      13535.351       8037.930
     30/06/1990          3.496          1.000          1.000          0.617          0.589          5.672      15846.035      54450.465      13673.770       8177.312
     31/07/1990          3.581          1.000          1.000          0.650          0.570          5.641      15972.260      55515.426      13850.391       8334.234
     31/08/1990          3.666          1.000          1.000          0.867          0.517          5.725      16127.561      56875.180      14129.633       8536.176
     30/09/1990          3.748          1.000          1.000          0.933          0.496          5.716      16276.970      58201.426      14356.742       8731.750
     31/10/1990          3.833          1.000          0.987          1.000          0.487          5.677      16444.133      59698.383      14592.852       8951.812
     30/11/1990          3.915          1.000          0.878          1.000          0.469          5.685      16617.342      61268.945      14860.452       9183.241
     31/12/1990          4.000          1.000          1.000          0.850          0.469          5.663      16771.604      62658.445      15082.180       9387.470
     31/01/1991          4.085          1.000          0.969          0.850          0.479          5.592      16904.191      63902.426      15251.197       9569.330
     28/02/1991          4.161          1.000          1.000          1.000          0.481          5.539      17030.979      65098.887      15416.812       9744.285
     31/03/1991          4.246          1.000          1.000          1.000          0.488          5.446      17171.822      66407.266      15573.696       9934.777
     30/04/1991          4.329          1.000          1.000          0.967          0.515          5.307      17287.941      67534.203      15670.739      10097.551
     31/05/1991          4.413          1.000          1.000          0.867          0.553          5.115      17383.896      68472.297      15701.440      10231.348
     30/06/1991          4.496          1.000          1.000          0.850          0.556          5.024      17482.709      69444.289      15789.923      10371.734
     31/07/1991          4.580          1.000          0.983          0.600          0.525          5.041      17591.205      70519.945      15957.188      10529.314
     31/08/1991          4.665          1.000          0.915          0.717          0.489          5.075      17709.146      71698.266      16150.195      10702.231
     30/09/1991          4.747          1.000          0.746          1.000          0.463          5.096      17840.012      73020.664      16353.353      10895.814
     31/10/1991          4.832          1.000          0.994          0.943          0.466          5.036      17970.275      74350.859      16503.305      11088.660
     30/11/1991          4.914          1.000          0.903          0.950          0.466          4.991      18099.160      75664.844      16656.264      11279.238
     31/12/1991          4.999          1.000          0.997          0.885          0.456          4.958      18233.465      77060.172      16823.941      11481.700
     31/01/1992          5.084          1.000          1.000          0.995          0.449          4.947      18365.135      78434.039      17002.852      11681.461
     29/02/1992          5.164          1.000          1.000          1.000          0.470          4.836      18459.982      79447.906      17064.084      11826.377
     31/03/1992          5.248          1.000          1.000          1.000          0.492          4.695      18561.395      80523.844      17104.510      11979.206
     30/04/1992          5.331          1.000          1.000          1.000          0.523          4.532      18646.467      81435.367      17101.684      12107.275
     31/05/1992          5.415          1.000          1.000          0.833          0.553          4.376      18718.346      82218.039      17081.012      12216.494
     30/06/1992          5.498          1.000          1.000          0.763          0.528          4.367      18800.039      83102.844      17180.135      12344.264
     31/07/1992          5.583          1.000          1.000          0.750          0.506          4.353      18881.996      84015.977      17278.189      12475.938
     31/08/1992          5.667          1.000          1.000          0.707          0.477          4.356      18974.600      85036.344      17400.012      12623.479
     30/09/1992          5.750          1.000          0.897          0.780          0.455          4.340      19075.244      86169.141      17516.195      12786.532
     31/10/1992          5.834          1.000          0.983          1.000          0.435          4.322      19187.180      87422.617      17641.994      12966.787
     30/11/1992          5.917          1.000          0.978          1.000          0.425          4.284      19292.441      88612.609      17742.965      13137.164
     31/12/1992          6.001          1.000          1.000          1.000          0.433          4.198      19391.176      89727.797      17794.059      13295.119
     31/01/1993          6.086          1.000          1.000          0.920          0.439          4.168      19493.936      90916.328      17867.785      13464.072
     28/02/1993          6.163          1.000          0.983          0.785          0.452          4.116      19576.955      91878.742      17901.547      13599.820
     31/03/1993          6.248          1.000          1.000          0.947          0.463          4.053      19669.229      92949.633      17929.002      13750.370
     30/04/1993          6.330          1.000          1.000          0.973          0.479          3.982      19752.146      93916.039      17935.645      13885.429
     31/05/1993          6.415          1.000          1.000          0.840          0.501          3.894      19822.143      94733.227      17910.629      13998.343
     30/06/1993          6.497          1.000          1.000          0.550          0.492          3.882      19888.604      95524.617      17950.465      14110.107
     31/07/1993          6.582          1.000          1.000          0.833          0.512          3.794      19947.781      96240.750      17910.539      14208.192
     31/08/1993          6.667          1.000          1.000          0.953          0.478          3.829      20028.494      97204.297      17999.928      14345.744
     30/09/1993          6.749          1.000          1.000          0.827          0.455          3.840      20111.436      98203.055      18068.092      14487.290
     31/10/1993          6.834          1.000          1.000          1.000          0.439          3.836      20203.877      99308.844      18128.631      14643.327
     30/11/1993          6.916          1.000          0.970          1.000          0.437          3.802      20287.607     100360.047      18154.576      14790.277
     31/12/1993          7.001          1.000          0.964          0.870          0.422          3.799      20381.484     101509.195      18212.387      14952.003
     31/01/1994          7.086          1.000          1.000          1.000          0.402          3.831      20475.775     102660.625      18306.193      15115.448
     28/02/1994          7.162          1.000          1.000          1.000          0.411          3.779      20548.396     103569.203      18302.338      15241.115
     31/03/1994          7.247          1.000          1.000          1.000          0.420          3.709      20623.486     104501.328      18278.541      15369.090
     30/04/1994          7.329          1.000          1.000          1.000          0.441          3.620      20686.875     105291.367      18222.707      15475.928
     31/05/1994          7.414          1.000          1.000          0.950          0.456          3.557      20747.166     106054.930      18185.607      15579.780
     30/06/1994          7.496          1.000          1.000          0.553          0.448          3.549      20800.797     106735.781      18199.111      15674.310
     31/07/1994          7.581          1.000          1.000          0.633          0.429          3.561      20854.730     107423.727      18233.889      15770.686
     31/08/1994          7.666          1.000          1.000          0.687          0.409          3.578      20914.154     108184.172      18277.498      15877.405
     30/09/1994          7.748          1.000          0.896          0.925          0.392          3.585      20986.350     109113.461      18316.182      16007.119
     31/10/1994          7.833          1.000          1.000          1.000          0.401          3.546      21059.775     110067.016      18307.234      16137.997
     30/11/1994          7.915          1.000          0.864          1.000          0.402          3.536      21139.881     111101.664      18327.990      16281.231
     31/12/1994          8.000          1.000          1.000          1.000          0.394          3.535      21221.631     112154.555      18357.449      16427.236
     31/01/1995          8.085          1.000          0.785          0.400          0.401          3.522      21296.582     113154.758      18372.146      16565.238
     28/02/1995          8.162          1.000          1.000          1.000          0.419          3.457      21352.275     113885.969      18321.725      16663.273
     31/03/1995          8.247          1.000          0.967          1.000          0.422          3.433      21425.877     114858.500      18317.494      16796.385
     30/04/1995          8.329          1.000          1.000          1.000          0.443          3.360      21485.795     115645.719      18253.400      16901.229
     31/05/1995          8.414          1.000          1.000          0.933          0.475          3.259      21534.059     116286.461      18148.697      16983.988
     30/06/1995          8.496          1.000          1.000          0.533          0.472          3.234      21582.684     116944.055      18124.396      17072.701
     31/07/1995          8.581          1.000          1.000          0.733          0.448          3.248      21637.598     117680.008      18143.404      17174.074
     31/08/1995          8.666          1.000          1.000          0.867          0.441          3.229      21693.566     118443.508      18125.463      17277.402
     30/09/1995          8.748          1.000          1.000          0.983          0.428          3.218      21759.674     119337.281      18115.926      17398.795
     31/10/1995          8.833          1.000          1.000          1.000          0.421          3.197      21828.375     120273.922      18094.129      17525.311
     30/11/1995          8.915          1.000          1.000          0.975          0.407          3.197      21895.904     121193.883      18096.273      17650.584
     31/12/1995          9.000          1.000          1.000          1.000          0.390          3.204      21969.812     122203.070      18105.275      17788.223
     31/01/1996          9.084          1.000          0.913          0.525          0.387          3.199      22034.197     123102.719      18100.111      17910.164
     29/02/1996          9.164          1.000          1.000          0.900          0.386          3.198      22095.660     123935.883      18101.006      18023.305
     31/03/1996          9.249          1.000          1.000          1.000          0.410          3.147      22153.934     124759.000      18041.555      18131.930
     30/04/1996          9.331          1.000          1.000          1.000          0.448          3.057      22202.496     125415.453      17933.879      18215.396
     31/05/1996          9.416          1.000          1.000          0.950          0.478          2.973      22246.145     126032.414      17823.479      18293.195
     30/06/1996          9.498          1.000          1.000          0.717          0.483          2.933      22289.008     126644.656      17761.818      18372.715
     31/07/1996          9.583          1.000          1.000          0.650          0.457          2.949      22338.115     127335.977      17766.371      18466.256
     31/08/1996          9.668          1.000          1.000          0.817          0.439          2.950      22391.131     128088.289      17752.113      18566.969
     30/09/1996          9.750          1.000          1.000          1.000          0.414          2.966      22454.568     128973.688      17755.553      18686.475
     31/10/1996          9.835          1.000          1.000          1.000          0.409          2.955      22516.189     129866.000      17724.781      18804.986
     30/11/1996          9.917          1.000          0.791          0.600          0.384          2.993      22582.689     130825.102      17753.447      18935.516
     31/12/1996         10.002          1.000          0.939          0.875          0.373          2.989      22644.771     131714.219      17735.379      19054.053
